Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.249,0.0,0.0,23.9,24.5,-24.4,-23.7,193.0,0.0
0.1,0.249,226.95,0.001,23.9,24.5,-24.5,-23.7,193.2,1.175
0.2,0.249,222.43,0.001,23.9,24.5,-24.4,-23.7,193.0,1.152
0.3,0.249,224.56,0.002,23.9,24.4,-24.4,-23.7,192.8,1.165
0.4,0.249,222.43,0.003,24.0,24.5,-24.3,-23.8,193.2,1.151
0.5,0.248,223.76,0.003,24.0,24.5,-24.3,-23.7,193.0,1.159
0.6,0.248,223.76,0.004,24.0,24.6,-24.4,-23.7,193.4,1.157
0.7,0.247,223.76,0.005,24.0,24.7,-24.3,-23.7,193.4,1.157
0.8,0.246,225.88,0.005,24.0,24.7,-24.3,-23.7,193.4,1.168
0.9,0.244,226.26,0.006,24.0,24.7,-24.3,-23.7,193.4,1.17
1.0,0.242,225.2,0.007,24.0,24.7,-24.4,-23.8,193.8,1.162
1.1,0.24,223.36,0.007,24.0,24.7,-24.4,-23.8,193.8,1.153
1.2,0.237,219.52,0.008,24.1,24.7,-24.5,-23.8,194.2,1.13
1.3,0.234,219.08,0.009,24.0,24.7,-24.5,-23.7,193.8,1.13
1.4,0.23,218.48,0.009,23.8,24.8,-24.5,-23.7,193.6,1.129
1.5,0.226,215.73,0.01,23.6,24.8,-24.4,-23.7,193.0,1.118
1.6,0.221,214.93,0.011,23.5,24.7,-24.4,-23.7,192.6,1.116
1.7,0.217,213.83,0.011,23.5,24.7,-24.5,-23.7,192.8,1.109
1.8,0.211,211.95,0.012,23.5,24.8,-24.6,-23.7,193.2,1.097
1.9,0.206,211.95,0.013,23.5,24.7,-24.5,-23.7,192.8,1.099
2.0,0.201,210.4,0.013,23.4,24.8,-24.5,-23.8,193.0,1.09
2.1,0.196,211.66,0.014,23.4,24.8,-24.5,-23.8,193.0,1.097
2.2,0.19,210.11,0.015,23.4,24.9,-24.6,-23.8,193.4,1.086
2.3,0.186,201.8,0.015,23.5,24.7,-24.5,-23.7,192.8,1.047
2.4,0.18,201.29,0.016,23.4,24.5,-24.5,-23.7,192.2,1.047
2.5,0.175,198.72,0.017,23.4,24.3,-24.4,-23.7,191.6,1.037
2.6,0.171,196.7,0.017,23.4,24.4,-24.4,-23.7,191.8,1.026
2.7,0.168,196.3,0.018,23.3,24.2,-24.5,-23.6,191.2,1.027
2.8,0.164,194.68,0.019,23.2,24.1,-24.4,-23.6,190.6,1.021
2.9,0.16,192.11,0.019,23.2,24.0,-24.4,-23.6,190.4,1.009
3.0,0.155,192.11,0.02,23.2,24.0,-24.5,-23.6,190.6,1.008
3.1,0.151,192.11,0.021,23.2,23.9,-24.5,-23.6,190.4,1.009
3.2,0.146,190.93,0.021,23.1,23.7,-24.5,-23.5,189.6,1.007
3.3,0.141,189.52,0.022,23.1,23.6,-24.4,-23.6,189.4,1.001
3.4,0.136,186.84,0.023,23.0,23.6,-24.3,-23.5,188.8,0.99
3.5,0.131,185.12,0.023,23.1,23.6,-24.3,-23.5,189.0,0.979
3.6,0.126,183.03,0.024,23.0,23.4,-24.1,-23.5,188.0,0.974
3.7,0.123,180.91,0.025,23.0,23.3,-23.9,-23.6,187.6,0.964
3.8,0.119,180.12,0.025,22.9,23.1,-23.8,-23.6,186.8,0.964
3.9,0.115,179.37,0.026,22.8,23.1,-23.6,-23.6,186.2,0.963
4.0,0.11,177.77,0.027,22.8,23.1,-23.4,-23.5,185.6,0.958
4.1,0.107,177.9,0.027,22.8,23.1,-23.1,-23.5,185.0,0.962
4.2,0.103,172.7,0.028,22.9,22.9,-22.9,-23.5,184.4,0.937
4.3,0.101,169.17,0.029,22.9,22.7,-22.7,-23.5,183.6,0.921
4.4,0.098,164.2,0.029,22.9,22.7,-22.6,-23.5,183.4,0.895
4.5,0.096,162.81,0.03,22.9,22.7,-22.4,-23.5,183.0,0.89
4.6,0.094,160.57,0.031,22.9,22.6,-22.3,-23.6,182.8,0.878
4.7,0.091,158.82,0.031,22.8,22.4,-22.2,-23.6,182.0,0.873
4.8,0.089,157.55,0.032,22.8,22.5,-21.9,-23.6,181.6,0.868
4.9,0.086,156.98,0.033,22.8,22.6,-21.6,-23.6,181.2,0.866
5.0,0.084,155.26,0.033,22.7,22.6,-21.5,-23.6,180.8,0.859
5.1,0.082,153.77,0.034,22.7,22.8,-21.4,-23.6,181.0,0.85
5.2,0.08,153.53,0.035,22.7,22.8,-21.1,-23.6,180.4,0.851
5.3,0.078,150.74,0.035,22.7,22.7,-20.8,-23.6,179.6,0.839
5.4,0.077,149.26,0.036,22.8,22.5,-20.5,-23.6,178.8,0.835
5.5,0.077,147.78,0.037,22.8,22.3,-20.2,-23.6,177.8,0.831
5.6,0.076,145.73,0.037,22.8,22.4,-20.3,-23.7,178.4,0.817
5.7,0.076,142.73,0.038,22.8,22.4,-20.5,-23.6,178.6,0.799
5.8,0.075,140.28,0.039,22.7,22.4,-20.6,-23.6,178.6,0.785
5.9,0.074,137.6,0.039,22.6,22.4,-20.7,-23.6,178.6,0.77
6.0,0.074,135.11,0.04,22.6,22.4,-20.8,-23.6,178.8,0.756
6.1,0.074,134.95,0.041,22.6,22.3,-20.9,-23.7,179.0,0.754
6.2,0.073,134.08,0.041,22.6,22.2,-21.1,-23.7,179.2,0.748
6.3,0.072,133.82,0.042,22.6,22.1,-21.3,-23.7,179.4,0.746
6.4,0.072,132.98,0.043,22.6,22.0,-21.3,-23.7,179.2,0.742
6.5,0.071,132.32,0.043,22.6,21.9,-21.5,-23.7,179.4,0.738
6.6,0.071,131.9,0.044,22.6,21.6,-21.5,-23.7,178.8,0.738
6.7,0.071,130.68,0.045,22.6,21.5,-21.6,-23.8,179.0,0.73
6.8,0.071,130.62,0.045,22.6,21.3,-21.8,-23.8,179.0,0.73
6.9,0.071,130.42,0.046,22.6,21.1,-22.0,-23.9,179.2,0.728
7.0,0.071,130.01,0.047,22.6,20.9,-22.2,-24.1,179.6,0.724
7.1,0.071,129.73,0.047,22.6,20.6,-22.3,-24.2,179.4,0.723
7.2,0.07,129.73,0.048,22.5,20.4,-22.5,-24.2,179.2,0.724
7.3,0.07,129.73,0.049,22.6,20.2,-22.6,-24.3,179.4,0.723
7.4,0.069,128.91,0.049,22.6,20.1,-22.7,-24.4,179.6,0.718
7.5,0.069,128.91,0.05,22.6,20.0,-22.8,-24.4,179.6,0.718
7.6,0.068,128.91,0.051,22.6,19.7,-23.0,-24.5,179.6,0.718
7.7,0.068,128.91,0.051,22.6,19.5,-23.2,-24.6,179.8,0.717
7.8,0.067,128.25,0.052,22.6,19.3,-23.3,-24.6,179.6,0.714
7.9,0.066,127.68,0.053,22.6,19.2,-23.4,-24.6,179.6,0.711
8.0,0.065,117.04,0.053,22.6,19.1,-23.4,-24.6,179.4,0.652
8.1,0.064,111.72,0.054,22.6,19.0,-23.6,-24.6,179.6,0.622
8.2,0.063,111.72,0.055,22.6,18.9,-23.6,-24.7,179.6,0.622
8.3,0.063,111.72,0.055,22.6,18.8,-23.8,-24.7,179.8,0.621
8.4,0.061,111.72,0.056,22.7,18.7,-23.8,-24.6,179.6,0.622
8.5,0.06,111.72,0.057,22.6,18.5,-23.9,-24.6,179.2,0.623
8.6,0.06,111.72,0.057,22.6,18.3,-23.9,-24.6,178.8,0.625
8.7,0.059,111.72,0.058,22.6,18.2,-24.0,-24.6,178.8,0.625
8.8,0.058,111.72,0.059,22.7,17.9,-24.1,-24.5,178.4,0.626
8.9,0.057,111.72,0.059,22.6,17.6,-24.1,-24.4,177.4,0.63
9.0,0.056,111.72,0.06,22.6,17.4,-24.3,-24.4,177.4,0.63
9.1,0.055,111.72,0.061,22.7,17.1,-24.4,-24.3,177.0,0.631
9.2,0.053,111.72,0.061,22.7,16.9,-24.4,-24.4,176.8,0.632
9.3,0.052,111.72,0.062,22.7,16.8,-24.4,-24.4,176.6,0.633
9.4,0.052,111.72,0.063,22.7,16.9,-24.4,-24.3,176.6,0.633
9.5,0.051,111.72,0.063,22.7,16.7,-24.5,-24.3,176.4,0.633
9.6,0.05,111.72,0.064,22.7,16.8,-24.5,-24.3,176.6,0.633
9.7,0.049,111.72,0.065,22.7,17.0,-24.5,-24.3,177.0,0.631
9.8,0.048,111.72,0.065,22.7,17.1,-24.6,-24.3,177.4,0.63
9.9,0.046,111.72,0.066,22.7,17.1,-24.7,-24.2,177.4,0.63
10.0,0.044,111.72,0.067,22.7,17.2,-24.7,-24.3,177.8,0.628
10.1,0.043,111.72,0.067,22.7,17.3,-24.6,-24.3,177.8,0.628
10.2,0.041,111.72,0.068,22.7,17.2,-24.5,-24.4,177.6,0.629
10.3,0.04,111.72,0.069,22.8,17.2,-24.5,-24.4,177.8,0.628
10.4,0.038,111.72,0.069,22.8,17.3,-24.6,-24.3,178.0,0.628
10.5,0.037,111.72,0.07,22.8,17.3,-24.6,-24.4,178.2,0.627
10.6,0.036,111.72,0.071,22.8,17.4,-24.7,-24.5,178.8,0.625
10.7,0.034,111.72,0.071,22.8,17.4,-24.7,-24.5,178.8,0.625
10.8,0.032,111.72,0.072,22.8,17.5,-24.5,-24.5,178.6,0.626
10.9,0.031,111.72,0.073,22.9,17.6,-24.4,-24.5,178.8,0.625
11.0,0.03,111.72,0.073,22.8,17.7,-24.5,-24.5,179.0,0.624
11.1,0.028,111.72,0.074,22.8,18.0,-24.5,-24.5,179.6,0.622
11.2,0.027,111.72,0.075,22.9,18.2,-24.5,-24.5,180.2,0.62
11.3,0.026,111.72,0.075,22.8,18.5,-24.4,-24.5,180.4,0.619
11.4,0.025,111.72,0.076,22.8,18.5,-24.3,-24.5,180.2,0.62
11.5,0.024,111.72,0.077,22.8,18.4,-24.2,-24.5,179.8,0.621
11.6,0.023,111.72,0.077,22.8,18.4,-24.2,-24.4,179.6,0.622
11.7,0.022,111.72,0.078,22.8,18.6,-24.1,-24.4,179.8,0.621
11.8,0.021,111.72,0.079,22.8,18.7,-24.2,-24.4,180.2,0.62
