Proximity Threshold,Time to Target,Time on Target,Average Time on Target,Adjusted Time on Target,heterogeneity,Seekers,Explorers,Isocontours
0.1,0.001,44.466666666666995,6.063636363636408,12.127272727272816,0.52,11,13,1
