Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,-0.05,2.0,-21.62,14.22,21.57,-12.22,24.791,0.0,0.504,330.0,1.0
0.1,-0.06,2.01,-21.7,14.13,21.64,-12.12,24.803,0.001,0.504,329.96682,1.0
0.2,-0.04,2.0,-21.79,14.05,21.75,-12.05,24.865,0.001,0.503,329.918,1.0
0.3,-0.02,2.0,-21.32,14.13,21.3,-12.13,24.512,0.002,0.51,329.86667,1.0
0.4,-0.04,2.01,-20.93,14.59,20.89,-12.58,24.385,0.003,0.512,329.80125,0.999
0.5,0.01,2.0,-20.99,15.09,21.0,-13.09,24.746,0.003,0.505,329.76969,0.999
0.6,0.01,2.0,-20.53,15.45,20.54,-13.45,24.552,0.004,0.509,329.72497,0.999
0.7,0.02,2.0,-20.65,15.88,20.67,-13.88,24.898,0.005,0.502,329.65786,0.999
0.8,-0.68,2.52,-20.3,16.37,19.62,-13.85,24.016,0.005,0.52,329.60674,0.999
0.9,-3.52,3.81,-20.4,16.82,16.88,-13.01,21.312,0.006,0.574,329.49883,0.998
1.0,-4.36,3.32,-19.93,17.19,15.57,-13.87,20.852,0.007,0.583,329.41129,0.998
1.1,-10.85,6.93,-19.51,17.63,8.66,-10.7,13.765,0.007,0.725,329.3285,0.998
1.2,-12.38,6.82,-19.62,18.06,7.24,-11.24,13.37,0.008,0.733,329.22798,0.998
1.3,-13.06,5.61,-19.67,18.53,6.61,-12.92,14.513,0.009,0.71,329.15199,0.997
1.4,-12.84,6.3,-19.28,18.99,6.44,-12.69,14.231,0.009,0.715,329.07149,0.997
1.5,-10.44,5.77,-18.76,19.05,8.32,-13.28,15.671,0.01,0.687,328.97061,0.997
1.6,-13.0,6.44,-18.3,19.0,5.3,-12.56,13.632,0.011,0.727,328.88085,0.997
1.7,-12.78,7.14,-18.46,19.01,5.68,-11.87,13.159,0.011,0.737,328.78737,0.996
1.8,-13.13,6.54,-18.61,19.03,5.48,-12.49,13.639,0.012,0.727,328.69205,0.996
1.9,-12.4,8.58,-18.8,19.14,6.4,-10.56,12.348,0.013,0.753,328.59261,0.996
2.0,-1.0,2.74,-18.96,19.17,17.96,-16.43,24.341,0.013,0.513,328.49005,0.995
2.1,-4.71,5.0,-18.48,19.15,13.77,-14.15,19.744,0.014,0.605,328.36922,0.995
2.2,-7.79,8.62,-18.06,19.05,10.27,-10.43,14.638,0.015,0.707,328.25493,0.995
2.3,-10.23,10.2,-17.69,19.53,7.46,-9.33,11.946,0.015,0.761,328.11978,0.994
2.4,-11.41,12.06,-17.72,19.98,6.31,-7.92,10.126,0.016,0.797,328.00604,0.994
2.5,-9.07,11.72,-17.9,20.13,8.83,-8.41,12.194,0.017,0.756,327.87782,0.994
2.6,-10.0,13.42,-17.56,19.97,7.56,-6.55,10.003,0.017,0.8,327.76857,0.993
2.7,-9.62,14.89,-17.4,20.49,7.78,-5.6,9.586,0.018,0.808,327.65146,0.993
2.8,-9.29,16.43,-17.13,21.0,7.84,-4.57,9.075,0.019,0.818,327.51268,0.992
2.9,-8.94,17.02,-17.11,21.48,8.17,-4.46,9.308,0.019,0.814,327.37564,0.992
3.0,-5.08,9.73,-17.27,21.74,12.19,-12.01,17.112,0.02,0.658,327.25791,0.992
3.1,-8.7,18.64,-17.42,22.0,8.72,-3.36,9.345,0.021,0.813,327.13952,0.991
3.2,-9.35,19.16,-17.28,21.79,7.93,-2.63,8.355,0.021,0.833,326.98265,0.991
3.3,-9.75,19.48,-16.77,21.78,7.02,-2.3,7.387,0.022,0.852,326.83826,0.99
3.4,-9.95,19.65,-16.83,21.66,6.88,-2.01,7.168,0.023,0.857,326.67824,0.99
3.5,-9.26,18.1,-16.89,21.55,7.63,-3.45,8.374,0.023,0.833,326.52276,0.989
3.6,-10.4,20.04,-16.93,21.42,6.53,-1.38,6.674,0.024,0.867,326.37551,0.989
3.7,-10.5,20.15,-16.43,21.37,5.93,-1.22,6.054,0.025,0.879,326.2241,0.989
3.8,-10.78,20.38,-15.94,21.73,5.16,-1.35,5.334,0.025,0.893,326.08126,0.988
3.9,-10.62,20.23,-15.81,21.51,5.19,-1.28,5.346,0.026,0.893,325.96104,0.988
