Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.278,0.0,0.0,24.8,23.1,-24.7,-17.7,180.6,0.0
0.1,0.278,135.25,0.001,24.8,23.1,-24.7,-17.7,180.6,0.749
0.2,0.278,135.25,0.001,24.8,23.1,-24.6,-17.8,180.6,0.749
0.3,0.278,135.25,0.002,24.8,23.2,-24.6,-17.7,180.6,0.749
0.4,0.277,135.25,0.003,24.9,23.0,-24.6,-17.8,180.6,0.749
0.5,0.276,138.26,0.003,24.9,22.9,-24.4,-17.9,180.2,0.767
0.6,0.274,136.38,0.004,24.9,22.7,-24.3,-18.0,179.8,0.759
0.7,0.272,137.13,0.005,24.9,22.4,-24.3,-18.0,179.2,0.765
0.8,0.269,139.6,0.005,25.0,22.3,-24.3,-18.0,179.2,0.779
0.9,0.264,139.6,0.006,25.0,22.1,-24.2,-18.0,178.6,0.782
1.0,0.258,137.72,0.007,24.9,21.9,-24.2,-18.0,178.0,0.774
1.1,0.252,133.21,0.007,24.9,21.8,-24.2,-17.9,177.6,0.75
1.2,0.246,131.92,0.008,24.9,21.6,-24.0,-17.8,176.6,0.747
1.3,0.237,130.38,0.009,24.9,21.5,-24.0,-17.8,176.4,0.739
1.4,0.23,129.31,0.009,24.9,21.4,-23.8,-17.8,175.8,0.736
1.5,0.221,128.02,0.01,25.0,21.1,-23.8,-17.9,175.6,0.729
1.6,0.215,128.02,0.011,24.9,20.9,-23.8,-17.9,175.0,0.732
1.7,0.212,127.62,0.011,24.9,20.7,-23.5,-17.8,173.8,0.734
1.8,0.211,127.08,0.012,25.0,20.5,-23.2,-17.8,173.0,0.735
1.9,0.21,127.08,0.013,25.0,20.3,-23.2,-17.8,172.6,0.736
2.0,0.212,127.08,0.013,24.9,20.1,-23.2,-17.7,171.8,0.74
2.1,0.215,127.08,0.014,24.8,20.0,-23.1,-17.6,171.0,0.743
2.2,0.216,124.8,0.015,24.8,19.9,-22.9,-17.6,170.4,0.732
2.3,0.217,124.8,0.015,24.9,19.7,-22.7,-17.4,169.4,0.737
2.4,0.217,124.8,0.016,25.0,19.6,-22.5,-17.4,169.0,0.738
2.5,0.216,124.8,0.017,25.0,19.4,-22.3,-17.2,167.8,0.744
2.6,0.22,124.8,0.017,24.9,19.4,-22.2,-17.1,167.2,0.746
