Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,-2.86,-3.16,-14.02,14.7,11.16,-17.86,21.06,0.0,0.579,660.0,1.0
0.1,-2.86,-3.16,-14.07,15.15,11.21,-18.31,21.469,0.001,0.571,659.59689,0.999
0.2,-2.86,-3.16,-14.03,14.98,11.17,-18.14,21.303,0.001,0.574,659.16349,0.999
0.3,-2.55,-2.99,-13.67,14.83,11.12,-17.82,21.005,0.002,0.58,658.77934,0.998
0.4,-2.45,-2.86,-13.38,15.34,10.93,-18.2,21.23,0.003,0.575,658.26083,0.997
0.5,-2.91,-3.04,-12.84,15.43,9.93,-18.47,20.97,0.003,0.581,657.87364,0.997
0.6,-2.42,-2.85,-12.98,15.73,10.56,-18.58,21.371,0.004,0.573,657.45893,0.996
0.7,-2.45,-2.87,-12.59,15.58,10.14,-18.45,21.053,0.005,0.579,657.15776,0.996
0.8,-2.65,-2.78,-12.14,15.49,9.49,-18.27,20.588,0.005,0.588,656.88513,0.995
0.9,-3.28,-2.62,-12.07,15.3,8.79,-17.92,19.96,0.006,0.601,656.52872,0.995
1.0,-2.93,-3.14,-11.94,15.09,9.01,-18.23,20.335,0.007,0.593,656.1917,0.994
1.1,-2.77,-3.1,-12.05,15.04,9.28,-18.14,20.376,0.007,0.592,655.96768,0.994
1.2,-3.1,-2.75,-11.59,15.44,8.49,-18.19,20.074,0.008,0.599,655.58374,0.993
1.3,-3.67,-1.89,-11.61,15.88,7.94,-17.77,19.463,0.009,0.611,655.29896,0.993
1.4,-4.07,-1.26,-11.78,16.03,7.71,-17.29,18.931,0.009,0.621,655.06202,0.993
1.5,-3.93,-2.7,-11.61,15.81,7.68,-18.51,20.04,0.01,0.599,654.81515,0.992
1.6,-5.95,-0.74,-11.05,15.99,5.1,-16.73,17.49,0.011,0.65,654.47257,0.992
1.7,-7.25,1.09,-10.6,15.86,3.35,-14.77,15.145,0.011,0.697,654.13011,0.991
1.8,-8.83,1.97,-10.15,15.73,1.32,-13.76,13.823,0.012,0.724,653.76612,0.991
1.9,-9.5,2.09,-9.63,16.05,0.13,-13.96,13.961,0.013,0.721,653.47088,0.99
2.0,-3.05,-3.1,-9.62,15.87,6.57,-18.97,20.076,0.013,0.598,653.14315,0.99
2.1,-3.72,-1.23,-9.77,15.93,6.05,-17.16,18.195,0.014,0.636,652.80392,0.989
2.2,-4.56,0.91,-9.93,16.06,5.37,-15.15,16.074,0.015,0.679,652.44421,0.989
2.3,-5.93,1.85,-9.49,16.46,3.56,-14.61,15.037,0.015,0.699,652.17261,0.988
2.4,-7.41,2.22,-9.59,16.4,2.18,-14.18,14.347,0.016,0.713,651.75792,0.988
2.5,-5.77,-0.85,-9.03,16.62,3.26,-17.47,17.772,0.017,0.645,651.43384,0.987
2.6,-9.5,1.63,-8.85,16.37,-0.65,-14.74,14.754,0.017,0.705,651.08978,0.986
2.7,-11.49,2.72,-8.48,16.81,-3.01,-14.09,14.408,0.018,0.712,650.71581,0.986
2.8,-11.82,3.2,-7.92,16.79,-3.9,-13.59,14.139,0.019,0.717,650.4389,0.986
2.9,-11.58,3.56,-7.64,16.54,-3.94,-12.98,13.565,0.019,0.729,650.0836,0.985
3.0,-3.41,-2.72,-7.77,16.54,4.36,-19.26,19.747,0.02,0.605,649.59931,0.984
3.1,-4.25,-0.25,-7.2,16.59,2.95,-16.84,17.096,0.021,0.658,649.11044,0.984
3.2,-5.52,1.86,-6.69,16.92,1.17,-15.06,15.105,0.021,0.698,648.81937,0.983
3.3,-6.5,3.42,-6.62,17.34,0.12,-13.92,13.921,0.022,0.722,648.38029,0.982
3.4,-7.36,4.53,-6.65,17.16,-0.71,-12.63,12.65,0.023,0.747,648.03403,0.982
3.5,-4.54,0.26,-6.67,16.99,2.13,-16.73,16.865,0.023,0.663,647.59272,0.981
3.6,-5.24,5.54,-6.57,17.42,1.33,-11.88,11.954,0.024,0.761,647.20689,0.981
3.7,-4.81,7.61,-6.03,17.69,1.22,-10.08,10.154,0.025,0.797,646.83525,0.98
3.8,-5.61,7.18,-5.72,17.41,0.11,-10.23,10.231,0.025,0.795,646.3636,0.979
3.9,-6.85,6.51,-5.64,17.16,-1.21,-10.65,10.719,0.026,0.786,645.87341,0.979
4.0,-3.68,-2.22,-5.19,16.94,1.51,-19.16,19.219,0.027,0.616,645.52303,0.978
4.1,-4.26,0.28,-4.65,16.82,0.39,-16.54,16.545,0.027,0.669,645.06492,0.977
4.2,-4.69,2.12,-4.62,17.19,-0.07,-15.07,15.07,0.028,0.699,644.65884,0.977
