Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,23,0.0,24.4,6.9,,,0.281
0.0,24,0.0,23.0,11.7,,,0.281
0.0,25,0.0,-7.1,23.2,,,0.281
0.1,23,0.0,24.4,6.8,1.0,11.284,0.281
0.1,24,0.0,23.0,11.6,1.0,11.284,0.281
0.1,25,0.0,-7.2,23.1,0.0,22.568,0.281
0.2,23,0.0,24.4,6.8,1.0,11.284,0.281
0.2,24,0.0,23.0,11.7,1.0,11.284,0.281
0.2,25,0.0,-7.1,23.2,0.0,22.568,0.281
0.3,23,0.0,24.4,6.7,1.0,11.284,0.281
0.3,24,0.0,23.0,11.7,1.0,11.284,0.281
0.3,25,0.0,-7.0,23.2,0.0,22.568,0.281
0.4,23,0.0,24.4,6.8,1.0,11.284,0.281
0.4,24,0.0,23.0,11.7,1.0,11.284,0.281
0.4,25,0.0,-6.9,23.2,0.0,22.568,0.281
0.5,23,0.0,24.4,6.8,1.0,11.284,0.281
0.5,24,0.0,23.0,11.8,1.0,11.284,0.281
0.5,25,0.0,-7.0,23.2,0.0,22.568,0.281
0.6,23,0.0,24.4,6.8,1.0,11.284,0.281
0.6,24,0.0,23.1,11.9,1.0,11.284,0.281
0.6,25,0.0,-7.1,23.2,0.0,22.568,0.281
0.7,23,0.0,24.4,6.8,1.0,11.284,0.281
0.7,24,0.0,23.1,12.0,1.0,11.284,0.281
0.7,25,0.0,-7.2,23.1,0.0,22.568,0.281
0.8,23,0.0,24.3,6.8,1.0,11.284,0.281
0.8,24,0.0,23.1,11.9,1.0,11.284,0.281
0.8,25,0.0,-7.1,23.2,0.0,22.568,0.281
0.9,23,0.0,24.4,6.8,1.0,11.284,0.281
0.9,24,0.0,23.0,12.0,1.0,11.284,0.281
0.9,25,0.0,-7.1,23.0,0.0,22.568,0.281
1.0,23,0.0,24.4,6.9,1.0,11.284,0.281
1.0,24,0.0,23.0,11.9,1.0,11.284,0.281
1.0,25,0.0,-7.1,22.8,0.0,22.568,0.281
1.1,23,0.0,24.3,6.8,1.0,11.284,0.281
1.1,24,0.0,22.9,11.9,1.0,11.284,0.281
1.1,25,0.0,-7.1,22.6,0.0,22.568,0.281
1.2,23,0.0,24.4,6.9,1.0,11.284,0.281
1.2,24,0.0,23.0,11.8,1.0,11.284,0.281
1.2,25,0.001,-7.1,22.4,0.0,22.568,0.281
1.3,23,0.0,24.4,7.0,1.0,11.284,0.281
1.3,24,0.0,23.1,11.8,1.0,11.284,0.281
1.3,25,0.003,-7.5,22.3,0.0,22.568,0.28
1.4,23,0.0,24.3,7.1,1.0,11.284,0.281
1.4,24,0.0,23.1,11.7,1.0,11.284,0.281
1.4,25,0.007,-7.5,22.1,0.0,22.568,0.279
1.5,23,0.0,24.4,7.1,1.0,11.284,0.281
1.5,24,0.0,23.1,11.7,1.0,11.284,0.281
1.5,25,0.014,-7.7,21.9,0.0,22.568,0.277
1.6,23,0.0,24.4,7.2,1.0,11.284,0.281
1.6,24,0.0,23.1,11.6,1.0,11.284,0.281
1.6,25,0.024,-7.9,21.7,0.0,22.568,0.274
1.7,23,0.0,24.4,7.2,1.0,11.284,0.281
1.7,24,0.0,23.2,11.6,1.0,11.284,0.281
1.7,25,0.038,-8.0,21.5,0.0,22.568,0.27
1.8,23,0.0,24.4,7.1,1.0,11.284,0.281
1.8,24,0.0,23.2,11.7,1.0,11.284,0.281
1.8,25,0.057,-8.3,21.4,0.0,22.568,0.265
1.9,23,0.0,24.4,7.0,1.0,11.284,0.281
1.9,24,0.0,23.3,11.8,1.0,11.284,0.281
1.9,25,0.079,-8.5,21.3,0.0,22.568,0.259
2.0,23,0.0,24.5,6.9,1.0,11.284,0.281
2.0,24,0.0,23.3,11.7,1.0,11.284,0.281
2.0,25,0.108,-8.6,21.1,0.0,22.568,0.251
