Proximity Threshold,Time to Target,Time on Target,Average Time on Target,Adjusted Time on Target,heterogeneity,Seekers,Explorers,Isocontours
0.1,0.0,13.533333333333344,1.1941176470588246,2.3882352941176492,0.12,17,3,5
