Time,Sum Area Coverage,Time/Total Time,Non-Dimensional Area Coverage
0.0,0.0,0.0,0.0
0.1,2822.22,0.001,1.129
0.2,2842.13,0.001,1.137
0.3,2763.8,0.002,1.106
0.4,2774.76,0.003,1.11
0.5,2764.85,0.003,1.106
0.6,2809.85,0.004,1.124
0.7,2879.29,0.005,1.152
0.8,2914.76,0.005,1.166
0.9,2960.32,0.006,1.184
1.0,2993.33,0.007,1.197
1.1,2965.0,0.007,1.186
1.2,3083.1,0.008,1.233
1.3,3014.52,0.009,1.206
1.4,2989.37,0.009,1.196
1.5,2991.36,0.01,1.197
1.6,2876.59,0.011,1.151
1.7,2948.26,0.011,1.179
1.8,2903.26,0.012,1.161
1.9,2886.59,0.013,1.155
2.0,2943.17,0.013,1.177
2.1,2945.48,0.014,1.178
2.2,2959.45,0.015,1.184
2.3,2868.25,0.015,1.147
2.4,2770.56,0.016,1.108
2.5,2813.66,0.017,1.125
2.6,2782.23,0.017,1.113
2.7,2723.25,0.018,1.089
2.8,2623.81,0.019,1.05
2.9,2742.23,0.019,1.097
3.0,2736.19,0.02,1.094
3.1,2591.11,0.021,1.036
3.2,2578.33,0.021,1.031
3.3,2604.68,0.022,1.042
3.4,2653.65,0.023,1.061
3.5,2742.78,0.023,1.097
3.6,2726.11,0.024,1.09
3.7,2722.22,0.025,1.089
3.8,2790.87,0.025,1.116
3.9,2812.93,0.026,1.125
4.0,2737.93,0.027,1.095
4.1,2714.6,0.027,1.086
4.2,2720.71,0.028,1.088
4.3,2673.34,0.029,1.069
4.4,2670.01,0.029,1.068
4.5,2637.78,0.03,1.055
4.6,2627.7,0.031,1.051
4.7,2594.05,0.031,1.038
4.8,2621.44,0.032,1.049
4.9,2568.66,0.033,1.027
5.0,2559.62,0.033,1.024
5.1,2555.58,0.034,1.022
5.2,2554.06,0.035,1.022
5.3,2579.76,0.035,1.032
5.4,2606.42,0.036,1.043
5.5,2602.36,0.037,1.041
5.6,2587.52,0.037,1.035
5.7,2537.17,0.038,1.015
5.8,2569.95,0.039,1.028
5.9,2569.14,0.039,1.028
6.0,2570.55,0.04,1.028
6.1,2661.92,0.041,1.065
6.2,2616.03,0.041,1.046
6.3,2663.23,0.042,1.065
6.4,2748.47,0.043,1.099
6.5,2574.9,0.043,1.03
6.6,2579.66,0.044,1.032
6.7,2599.53,0.045,1.04
6.8,2632.86,0.045,1.053
6.9,2598.43,0.046,1.039
7.0,2570.44,0.047,1.028
7.1,2584.19,0.047,1.034
7.2,2649.58,0.048,1.06
7.3,2653.09,0.049,1.061
7.4,2640.39,0.049,1.056
7.5,2613.47,0.05,1.045
7.6,2582.17,0.051,1.033
7.7,2595.95,0.051,1.038
7.8,2535.15,0.052,1.014
7.9,2534.84,0.053,1.014
8.0,2572.91,0.053,1.029
8.1,2501.01,0.054,1.0
8.2,2500.27,0.055,1.0
8.3,2546.58,0.055,1.019
8.4,2489.99,0.056,0.996
8.5,2458.08,0.057,0.983
8.6,2405.53,0.057,0.962
8.7,2475.53,0.058,0.99
8.8,2515.81,0.059,1.006
8.9,2427.02,0.059,0.971
9.0,2457.86,0.06,0.983
9.1,2437.41,0.061,0.975
9.2,2441.07,0.061,0.976
9.3,2478.82,0.062,0.992
9.4,2474.94,0.063,0.99
9.5,2456.43,0.063,0.983
9.6,2479.48,0.064,0.992
9.7,2438.21,0.065,0.975
9.8,2454.88,0.065,0.982
9.9,2438.09,0.066,0.975
10.0,2456.61,0.067,0.983
10.1,2479.66,0.067,0.992
10.2,2457.4,0.068,0.983
10.3,2481.05,0.069,0.992
10.4,2466.71,0.069,0.987
10.5,2451.59,0.07,0.981
10.6,2435.82,0.071,0.974
10.7,2424.49,0.071,0.97
10.8,2407.32,0.072,0.963
10.9,2391.81,0.073,0.957
11.0,2416.07,0.073,0.966
11.1,2522.82,0.074,1.009
11.2,2540.26,0.075,1.016
11.3,2594.08,0.075,1.038
11.4,2567.01,0.076,1.027
11.5,2542.1,0.077,1.017
11.6,2402.16,0.077,0.961
11.7,2587.84,0.078,1.035
11.8,2600.07,0.079,1.04
11.9,2527.69,0.079,1.011
12.0,2524.84,0.08,1.01
12.1,2397.45,0.081,0.959
12.2,2393.14,0.081,0.957
12.3,2379.61,0.082,0.952
12.4,2502.7,0.083,1.001
12.5,2461.63,0.083,0.985
12.6,2496.51,0.084,0.999
12.7,2419.48,0.085,0.968
12.8,2390.26,0.085,0.956
12.9,2377.94,0.086,0.951
13.0,2436.0,0.087,0.974
13.1,2360.87,0.087,0.944
13.2,2331.75,0.088,0.933
13.3,2315.98,0.089,0.926
13.4,2379.41,0.089,0.952
13.5,2366.79,0.09,0.947
13.6,2391.98,0.091,0.957
13.7,2377.72,0.091,0.951
13.8,2383.44,0.092,0.953
13.9,2394.1,0.093,0.958
14.0,2455.64,0.093,0.982
14.1,2484.23,0.094,0.994
14.2,2482.86,0.095,0.993
14.3,2489.98,0.095,0.996
14.4,2430.43,0.096,0.972
14.5,2535.45,0.097,1.014
14.6,2533.65,0.097,1.013
14.7,2464.9,0.098,0.986
14.8,2447.8,0.099,0.979
14.9,2423.17,0.099,0.969
15.0,2456.11,0.1,0.982
15.1,2444.04,0.101,0.978
15.2,2453.36,0.101,0.981
15.3,2487.76,0.102,0.995
15.4,2477.3,0.103,0.991
15.5,2455.41,0.103,0.982
15.6,2491.85,0.104,0.997
15.7,2489.26,0.105,0.996
15.8,2505.48,0.105,1.002
15.9,2500.5,0.106,1.0
16.0,2508.07,0.107,1.003
16.1,2525.61,0.107,1.01
16.2,2527.83,0.108,1.011
16.3,2559.13,0.109,1.024
16.4,2560.72,0.109,1.024
16.5,2576.48,0.11,1.031
16.6,2592.75,0.111,1.037
16.7,2558.1,0.111,1.023
16.8,2558.1,0.112,1.023
16.9,2625.72,0.113,1.05
17.0,2574.33,0.113,1.03
17.1,2476.99,0.114,0.991
17.2,2478.96,0.115,0.992
17.3,2467.19,0.115,0.987
17.4,2477.24,0.116,0.991
17.5,2466.98,0.117,0.987
17.6,2459.81,0.117,0.984
17.7,2459.49,0.118,0.984
17.8,2460.12,0.119,0.984
17.9,2441.35,0.119,0.977
18.0,2427.97,0.12,0.971
18.1,2480.09,0.121,0.992
18.2,2476.32,0.121,0.991
18.3,2497.5,0.122,0.999
18.4,2518.74,0.123,1.007
18.5,2534.37,0.123,1.014
18.6,2601.16,0.124,1.04
18.7,2543.29,0.125,1.017
18.8,2488.71,0.125,0.995
18.9,2505.13,0.126,1.002
19.0,2510.1,0.127,1.004
19.1,2511.58,0.127,1.005
19.2,2530.3,0.128,1.012
19.3,2481.9,0.129,0.993
19.4,2532.44,0.129,1.013
19.5,2528.35,0.13,1.011
19.6,2559.1,0.131,1.024
19.7,2563.33,0.131,1.025
19.8,2564.71,0.132,1.026
19.9,2570.68,0.133,1.028
20.0,2582.62,0.133,1.033
20.1,2605.45,0.134,1.042
20.2,2576.45,0.135,1.031
20.3,2584.99,0.135,1.034
20.4,2581.69,0.136,1.033
20.5,2582.27,0.137,1.033
20.6,2642.72,0.137,1.057
20.7,2650.1,0.138,1.06
20.8,2650.62,0.139,1.06
20.9,2650.62,0.139,1.06
21.0,2650.62,0.14,1.06
21.1,2654.9,0.141,1.062
21.2,2723.18,0.141,1.089
21.3,2667.92,0.142,1.067
21.4,2711.31,0.143,1.085
21.5,2757.13,0.143,1.103
21.6,2742.5,0.144,1.097
21.7,2730.99,0.145,1.092
21.8,2795.86,0.145,1.118
21.9,2795.35,0.146,1.118
22.0,2738.54,0.147,1.095
22.1,2736.85,0.147,1.095
22.2,2782.58,0.148,1.113
22.3,2750.37,0.149,1.1
22.4,2733.71,0.149,1.093
22.5,2767.04,0.15,1.107
22.6,2732.47,0.151,1.093
22.7,2680.19,0.151,1.072
22.8,2680.19,0.152,1.072
22.9,2730.19,0.153,1.092
23.0,2730.19,0.153,1.092
23.1,2796.85,0.154,1.119
23.2,2763.52,0.155,1.105
23.3,2718.58,0.155,1.087
23.4,2719.71,0.156,1.088
23.5,2719.71,0.157,1.088
23.6,2730.19,0.157,1.092
23.7,2775.8,0.158,1.11
23.8,2781.32,0.159,1.113
23.9,2683.74,0.159,1.073
24.0,2671.32,0.16,1.069
24.1,2681.84,0.161,1.073
24.2,2705.18,0.161,1.082
24.3,2720.24,0.162,1.088
24.4,2694.74,0.163,1.078
24.5,2658.03,0.163,1.063
24.6,2694.74,0.164,1.078
24.7,2666.62,0.165,1.067
24.8,2829.98,0.165,1.132
24.9,2762.08,0.166,1.105
25.0,2744.33,0.167,1.098
25.1,2662.17,0.167,1.065
25.2,2672.75,0.168,1.069
25.3,2646.08,0.169,1.058
25.4,2626.08,0.169,1.05
25.5,2672.75,0.17,1.069
25.6,2692.75,0.171,1.077
25.7,2892.75,0.171,1.157
25.8,2892.75,0.172,1.157
25.9,2976.08,0.173,1.19
26.0,2882.75,0.173,1.153
26.1,2922.75,0.174,1.169
26.2,2972.75,0.175,1.189
26.3,2922.75,0.175,1.169
26.4,2839.42,0.176,1.136
26.5,2939.42,0.177,1.176
26.6,2839.42,0.177,1.136
26.7,2913.33,0.178,1.165
26.8,2913.33,0.179,1.165
26.9,2862.75,0.179,1.145
27.0,2862.75,0.18,1.145
27.1,2909.42,0.181,1.164
27.2,3032.75,0.181,1.213
27.3,2856.08,0.182,1.142
27.4,3002.16,0.183,1.201
27.5,2990.99,0.183,1.196
27.6,2804.82,0.184,1.122
27.7,2941.4,0.185,1.177
27.8,2926.9,0.185,1.171
27.9,2836.9,0.186,1.135
28.0,2835.62,0.187,1.134
28.1,2835.03,0.187,1.134
28.2,2788.37,0.188,1.115
28.3,2763.73,0.189,1.105
28.4,2763.73,0.189,1.105
28.5,2712.41,0.19,1.085
28.6,2954.5,0.191,1.182
28.7,2811.17,0.191,1.124
28.8,2784.5,0.192,1.114
28.9,2877.83,0.193,1.151
29.0,2844.5,0.193,1.138
29.1,3004.5,0.194,1.202
29.2,2997.83,0.195,1.199
29.3,3004.5,0.195,1.202
29.4,2891.17,0.196,1.156
29.5,2864.5,0.197,1.146
29.6,2814.5,0.197,1.126
29.7,2821.17,0.198,1.128
29.8,2794.5,0.199,1.118
29.9,2767.83,0.199,1.107
30.0,2787.83,0.2,1.115
30.1,2831.17,0.201,1.132
30.2,2831.17,0.201,1.132
30.3,2754.5,0.202,1.102
30.4,2874.5,0.203,1.15
30.5,2837.83,0.203,1.135
30.6,2787.83,0.204,1.115
30.7,2873.33,0.205,1.149
30.8,2833.33,0.205,1.133
30.9,2805.23,0.206,1.122
31.0,2815.23,0.207,1.126
31.1,2798.57,0.207,1.119
31.2,2870.0,0.208,1.148
31.3,2846.66,0.209,1.139
31.4,2931.16,0.209,1.172
31.5,2956.66,0.21,1.183
31.6,2980.0,0.211,1.192
31.7,2921.16,0.211,1.168
31.8,2900.58,0.212,1.16
31.9,2910.58,0.213,1.164
32.0,2700.58,0.213,1.08
32.1,2733.91,0.214,1.094
32.2,2743.91,0.215,1.098
32.3,2700.58,0.215,1.08
32.4,2734.57,0.216,1.094
32.5,2735.89,0.217,1.094
32.6,2725.36,0.217,1.09
32.7,2751.29,0.218,1.101
32.8,2737.66,0.219,1.095
32.9,2673.85,0.219,1.07
33.0,2653.19,0.22,1.061
33.1,2721.16,0.221,1.088
33.2,2702.4,0.221,1.081
33.3,2695.74,0.222,1.078
33.4,2792.8,0.223,1.117
33.5,2776.14,0.223,1.11
33.6,2659.47,0.224,1.064
33.7,2676.14,0.225,1.07
33.8,2619.47,0.225,1.048
33.9,2619.47,0.226,1.048
34.0,2652.8,0.227,1.061
34.1,2719.47,0.227,1.088
34.2,2719.47,0.228,1.088
34.3,2719.47,0.229,1.088
34.4,2719.47,0.229,1.088
34.5,2692.8,0.23,1.077
34.6,2692.8,0.231,1.077
34.7,2709.47,0.231,1.084
34.8,2692.28,0.232,1.077
34.9,2657.94,0.233,1.063
35.0,2641.27,0.233,1.057
35.1,2628.79,0.234,1.052
35.2,2673.56,0.235,1.069
35.3,2675.08,0.235,1.07
35.4,2534.61,0.236,1.014
35.5,2590.38,0.237,1.036
35.6,2623.71,0.237,1.049
35.7,2619.62,0.238,1.048
35.8,2505.99,0.239,1.002
35.9,2512.34,0.239,1.005
36.0,2457.1,0.24,0.983
36.1,2472.76,0.241,0.989
36.2,2463.38,0.241,0.985
