Time,ID,x,y,u,v,x_target,y_target,error_x,error_y,Distance to Target,Time/Total Time,Non-Dimensional Target Proximity,error_x_norm,error_y_norm,Heading-Bearing Correlation
0.0,1,-16.8,19.3,,,-19.44,-3.69,-2.64,-22.99,23.141,0.0,0.463,-0.114,-0.993,
0.0,2,-7.4,18.5,,,-19.44,-3.69,-12.04,-22.19,25.246,0.0,0.505,-0.477,-0.879,
0.0,3,1.9,1.4,,,-19.44,-3.69,-21.34,-5.09,21.939,0.0,0.439,-0.973,-0.232,
0.0,4,-8.5,-3.6,,,-19.44,-3.69,-10.94,-0.09,10.94,0.0,0.219,-1.0,-0.008,
0.0,5,-7.1,12.5,,,-19.44,-3.69,-12.34,-16.19,20.357,0.0,0.407,-0.606,-0.795,
0.0,6,0.5,-10.4,,,-19.44,-3.69,-19.94,6.71,21.039,0.0,0.421,-0.948,0.319,
0.0,7,1.7,24.2,,,-19.44,-3.69,-21.14,-27.89,34.996,0.0,0.7,-0.604,-0.797,
0.0,8,-5.8,-1.8,,,-19.44,-3.69,-13.64,-1.89,13.77,0.0,0.275,-0.991,-0.137,
0.0,9,4.5,-13.1,,,-19.44,-3.69,-23.94,9.41,25.723,0.0,0.514,-0.931,0.366,
0.0,10,12.1,8.0,,,-19.44,-3.69,-31.54,-11.69,33.637,0.0,0.673,-0.938,-0.348,
0.0,11,-18.0,15.3,,,-19.44,-3.69,-1.44,-18.99,19.045,0.0,0.381,-0.076,-0.997,
0.0,12,-0.3,-1.8,,,-19.44,-3.69,-19.14,-1.89,19.233,0.0,0.385,-0.995,-0.098,
0.0,13,11.3,-14.9,,,-19.44,-3.69,-30.74,11.21,32.72,0.0,0.654,-0.939,0.343,
0.0,14,-7.8,20.3,,,-19.44,-3.69,-11.64,-23.99,26.665,0.0,0.533,-0.437,-0.9,
0.0,15,-5.9,-20.5,,,-19.44,-3.69,-13.54,16.81,21.585,0.0,0.432,-0.627,0.779,
0.0,16,20.4,-0.7,,,-19.44,-3.69,-39.84,-2.99,39.952,0.0,0.799,-0.997,-0.075,
0.0,17,-5.3,-4.7,,,-19.44,-3.69,-14.14,1.01,14.176,0.0,0.284,-0.997,0.071,
0.0,18,-17.5,6.8,,,-19.44,-3.69,-1.94,-10.49,10.668,0.0,0.213,-0.182,-0.983,
0.1,1,-16.9,19.3,-0.9,0.5,-19.53,-3.09,-2.63,-22.39,22.544,0.001,0.451,-0.117,-0.993,-0.37980582524271844
0.1,2,-7.4,18.5,0.3,0.2,-19.53,-3.09,-12.13,-21.59,24.764,0.001,0.495,-0.49,-0.872,-0.8903047091412744
0.1,3,1.9,1.4,0.8,-0.6,-19.53,-3.09,-21.43,-4.49,21.895,0.001,0.438,-0.979,-0.205,-0.6602
0.1,4,-8.4,-3.6,0.6,-0.1,-19.53,-3.09,-11.13,0.51,11.142,0.001,0.223,-0.999,0.046,-0.993421052631579
0.1,5,-7.1,12.4,0.1,-1.0,-19.53,-3.09,-12.43,-15.49,19.861,0.001,0.397,-0.626,-0.78,0.7138308457711444
0.1,6,0.5,-10.4,-0.9,0.4,-19.53,-3.09,-20.03,7.31,21.322,0.001,0.426,-0.939,0.343,0.9972588832487309
0.1,7,1.7,24.2,-0.5,0.7,-19.53,-3.09,-21.23,-27.29,34.575,0.001,0.692,-0.614,-0.789,-0.2852325581395349
0.1,8,-5.8,-1.7,-0.1,0.9,-19.53,-3.09,-13.73,-1.39,13.8,0.001,0.276,-0.995,-0.101,0.009492273730684323
0.1,9,4.4,-13.1,-1.0,-0.0,-19.53,-3.09,-23.93,10.01,25.939,0.001,0.519,-0.923,0.386,0.923
0.1,10,12.1,8.1,0.1,0.9,-19.53,-3.09,-31.63,-11.19,33.551,0.001,0.671,-0.943,-0.334,-0.43587196467991174
0.1,11,-18.0,15.3,-0.6,0.1,-19.53,-3.09,-1.53,-18.39,18.454,0.001,0.369,-0.083,-0.997,-0.08207236842105264
0.1,12,-0.2,-1.8,0.7,-0.6,-19.53,-3.09,-19.33,-1.29,19.373,0.001,0.387,-0.998,-0.067,-0.7140997830802602
0.1,13,11.3,-14.9,0.3,-0.1,-19.53,-3.09,-30.83,11.81,33.015,0.001,0.66,-0.934,0.358,-1.0
0.1,14,-7.8,20.3,0.1,0.7,-19.53,-3.09,-11.73,-23.39,26.166,0.001,0.523,-0.448,-0.894,-0.9485148514851487
0.1,15,-5.9,-20.5,0.0,0.6,-19.53,-3.09,-13.63,17.41,22.111,0.001,0.442,-0.616,0.787,0.787
0.1,16,20.4,-0.8,0.2,-1.0,-19.53,-3.09,-39.93,-2.29,39.996,0.001,0.8,-0.998,-0.057,-0.13980392156862745
0.1,17,-5.3,-4.7,-0.1,-0.7,-19.53,-3.09,-14.23,1.61,14.321,0.001,0.286,-0.994,0.112,0.029702970297029712
0.1,18,-17.5,6.7,-0.3,-0.3,-19.53,-3.09,-2.03,-9.79,9.998,0.001,0.2,-0.203,-0.979,0.8363207547169811
0.2,1,-16.9,19.3,-0.4,0.1,-19.24,-2.71,-2.34,-22.01,22.134,0.001,0.443,-0.106,-0.994,-0.13834951456310682
0.2,2,-7.3,18.5,0.3,0.2,-19.24,-2.71,-11.94,-21.21,24.34,0.001,0.487,-0.491,-0.871,-0.8905817174515236
0.2,3,2.0,1.3,0.8,-0.1,-19.24,-2.71,-21.24,-4.01,21.615,0.001,0.432,-0.983,-0.186,-0.952605459057072
0.2,4,-8.3,-3.6,0.7,-0.1,-19.24,-2.71,-10.94,0.89,10.976,0.001,0.22,-0.997,0.081,-0.9985855728429985
0.2,5,-7.1,12.3,0.3,-0.9,-19.24,-2.71,-12.14,-15.01,19.305,0.001,0.386,-0.629,-0.778,0.5389884088514226
0.2,6,0.4,-10.4,-0.9,0.4,-19.24,-2.71,-19.64,7.69,21.092,0.001,0.422,-0.931,0.365,0.9988832487309646
0.2,7,1.7,24.3,0.2,0.6,-19.24,-2.71,-20.94,-27.01,34.176,0.001,0.684,-0.613,-0.79,-0.9439873417721519
0.2,8,-5.9,-1.7,-0.5,0.0,-19.24,-2.71,-13.34,-1.01,13.378,0.001,0.268,-0.997,-0.075,0.997
0.2,9,4.3,-13.1,-1.0,-0.1,-19.24,-2.71,-23.54,10.39,25.731,0.001,0.515,-0.915,0.404,0.8702487562189056
0.2,10,12.1,8.2,0.0,0.8,-19.24,-2.71,-31.34,-10.91,33.185,0.001,0.664,-0.944,-0.329,-0.329
0.2,11,-18.1,15.4,-0.4,0.1,-19.24,-2.71,-1.14,-18.11,18.146,0.001,0.363,-0.063,-0.998,-0.18106796116504856
0.2,12,-0.1,-1.9,0.8,-0.5,-19.24,-2.71,-19.14,-0.81,19.157,0.001,0.383,-0.999,-0.042,-0.8252386002120892
0.2,13,11.4,-14.9,0.5,-0.4,-19.24,-2.71,-30.64,12.19,32.976,0.001,0.66,-0.929,0.37,-0.95703125
0.2,14,-7.8,20.4,0.2,0.4,-19.24,-2.71,-11.44,-23.11,25.787,0.001,0.516,-0.444,-0.896,-1.000447427293065
0.2,15,-5.9,-20.4,-0.0,0.4,-19.24,-2.71,-13.34,17.69,22.156,0.001,0.443,-0.602,0.798,0.798
0.2,16,20.4,-0.9,0.2,-1.0,-19.24,-2.71,-39.64,-1.81,39.681,0.001,0.794,-0.999,-0.046,-0.1507843137254902
0.2,17,-5.3,-4.8,-0.6,-0.8,-19.24,-2.71,-13.94,2.09,14.096,0.001,0.282,-0.989,0.148,0.4749999999999999
0.2,18,-17.6,6.7,-0.3,-0.3,-19.24,-2.71,-1.64,-9.41,9.552,0.001,0.191,-0.172,-0.985,0.818632075471698
0.3,1,-17.0,19.3,-0.9,0.1,-19.63,-2.4,-2.63,-21.7,21.859,0.002,0.437,-0.12,-0.993,0.009602649006622516
0.3,2,-7.3,18.6,0.3,0.1,-19.63,-2.4,-12.33,-21.0,24.352,0.002,0.487,-0.506,-0.862,-0.7531645569620252
0.3,3,2.1,1.3,0.5,-0.0,-19.63,-2.4,-21.73,-3.7,22.043,0.002,0.441,-0.986,-0.168,-0.986
0.3,4,-8.3,-3.5,0.8,0.4,-19.63,-2.4,-11.33,1.1,11.383,0.002,0.228,-0.995,0.097,-0.8469798657718122
0.3,5,-7.0,12.3,0.6,-0.4,-19.63,-2.4,-12.63,-14.7,19.381,0.002,0.388,-0.652,-0.758,-0.12205270457697638
0.3,6,0.4,-10.4,-0.0,-0.6,-19.63,-2.4,-20.03,8.0,21.569,0.002,0.431,-0.929,0.371,-0.371
0.3,7,1.6,24.3,-0.5,0.6,-19.63,-2.4,-21.23,-26.7,34.112,0.002,0.682,-0.622,-0.783,-0.20332906530089628
0.3,8,-5.9,-1.7,-0.7,0.6,-19.63,-2.4,-13.73,-0.7,13.748,0.002,0.275,-0.999,-0.051,0.7252711496746204
0.3,9,4.2,-13.1,-1.0,-0.1,-19.63,-2.4,-23.83,10.7,26.122,0.002,0.522,-0.912,0.41,0.8666666666666668
0.3,10,12.1,8.2,-0.0,0.9,-19.63,-2.4,-31.73,-10.6,33.454,0.002,0.669,-0.948,-0.317,-0.317
0.3,11,-18.1,15.3,-0.5,-0.5,-19.63,-2.4,-1.53,-17.7,17.766,0.002,0.355,-0.086,-0.996,0.7652050919377653
0.3,12,-0.1,-1.9,0.8,-0.4,-19.63,-2.4,-19.53,-0.5,19.536,0.002,0.391,-1.0,-0.026,-0.8832214765100672
0.3,13,11.4,-14.9,0.4,0.0,-19.63,-2.4,-31.03,12.5,33.453,0.002,0.669,-0.928,0.374,-0.928
0.3,14,-7.8,20.4,0.2,0.5,-19.63,-2.4,-11.83,-22.8,25.686,0.002,0.514,-0.461,-0.888,-0.9948051948051948
0.3,15,-5.9,-20.4,-0.7,0.4,-19.63,-2.4,-13.73,18.0,22.639,0.002,0.453,-0.606,0.795,0.9208436724565756
