Time,ID,x,y,u,v,x_target,y_target,error_x,error_y,Distance to Target,Time/Total Time,Non-Dimensional Target Proximity,error_x_norm,error_y_norm,Heading-Bearing Correlation
0.0,1,21.8,-4.3,,,11.49,-13.95,-10.31,-9.65,14.122,0.0,0.282,-0.73,-0.683,
0.0,2,1.0,0.2,,,11.49,-13.95,10.49,-14.15,17.614,0.0,0.352,0.596,-0.803,
0.0,3,18.6,13.0,,,11.49,-13.95,-7.11,-26.95,27.872,0.0,0.557,-0.255,-0.967,
0.0,4,-3.7,3.6,,,11.49,-13.95,15.19,-17.55,23.211,0.0,0.464,0.654,-0.756,
0.0,5,-6.2,-24.5,,,11.49,-13.95,17.69,10.55,20.597,0.0,0.412,0.859,0.512,
0.0,6,24.9,12.8,,,11.49,-13.95,-13.41,-26.75,29.923,0.0,0.598,-0.448,-0.894,
0.1,1,21.8,-4.3,0.6,0.5,11.6,-13.88,-10.2,-9.58,13.993,0.001,0.28,-0.729,-0.685,-0.9985915492957746
0.1,2,1.1,0.2,0.5,0.2,11.6,-13.88,10.5,-14.08,17.564,0.001,0.351,0.598,-0.802,0.25714285714285706
0.1,3,18.7,13.0,0.9,-0.0,11.6,-13.88,-7.1,-26.88,27.802,0.001,0.556,-0.255,-0.967,-0.255
0.1,4,-3.6,3.7,0.4,0.8,11.6,-13.88,15.2,-17.58,23.24,0.001,0.465,0.654,-0.756,-0.3838926174496644
0.1,5,-6.2,-24.5,-0.3,-0.1,11.6,-13.88,17.8,10.62,20.727,0.001,0.415,0.859,0.512,-0.9775316455696202
0.1,6,25.0,12.8,0.8,0.3,11.6,-13.88,-13.4,-26.68,29.856,0.001,0.597,-0.449,-0.894,-0.7346604215456675
0.2,1,21.9,-4.2,0.6,0.5,11.63,-14.33,-10.27,-10.13,14.425,0.001,0.289,-0.712,-0.702,-0.9964148527528809
0.2,2,1.1,0.2,0.4,0.2,11.63,-14.33,10.53,-14.53,17.944,0.001,0.359,0.587,-0.81,0.16286353467561515
0.2,3,18.8,13.0,0.8,-0.2,11.63,-14.33,-7.17,-27.33,28.255,0.001,0.565,-0.254,-0.967,-0.011878787878787883
0.2,4,-3.6,3.8,0.5,0.8,11.63,-14.33,15.23,-18.13,23.678,0.001,0.474,0.643,-0.766,-0.3089077412513256
0.2,5,-6.3,-24.5,-0.3,-0.2,11.63,-14.33,17.93,10.17,20.613,0.001,0.412,0.87,0.493,-0.9961218836565098
0.2,6,25.0,12.8,0.7,-0.4,11.63,-14.33,-13.37,-27.13,30.246,0.001,0.605,-0.442,-0.897,0.06129032258064516
0.3,1,21.9,-4.2,0.5,-0.1,11.65,-14.78,-10.25,-10.58,14.731,0.002,0.295,-0.696,-0.718,-0.5415686274509803
0.3,2,1.2,0.2,0.4,0.2,11.65,-14.78,10.45,-14.98,18.265,0.002,0.365,0.572,-0.82,0.14496644295302014
0.3,3,18.8,13.0,0.6,0.5,11.65,-14.78,-7.15,-27.78,28.685,0.002,0.574,-0.249,-0.968,-0.81101152368758
0.3,4,-3.5,3.8,0.7,0.7,11.65,-14.78,15.15,-18.58,23.974,0.002,0.479,0.632,-0.775,-0.10111111111111114
0.3,5,-6.3,-24.5,-0.3,-0.3,11.65,-14.78,17.95,9.72,20.413,0.002,0.408,0.879,0.476,-0.9587264150943395
