Time,Sum Area Coverage,Time/Total Time,Non-Dimensional Area Coverage
0.0,0.0,0.0,0.0
0.1,2969.13,0.001,1.188
0.2,3032.94,0.001,1.213
0.3,2973.81,0.002,1.19
0.4,3024.05,0.003,1.21
0.5,3030.48,0.003,1.212
0.6,3079.37,0.004,1.232
0.7,3242.94,0.005,1.297
0.8,3174.37,0.005,1.27
0.9,3335.24,0.006,1.334
1.0,3331.91,0.007,1.333
1.1,3273.34,0.007,1.309
1.2,3300.0,0.008,1.32
1.3,3383.81,0.009,1.354
1.4,3351.91,0.009,1.341
1.5,3361.91,0.01,1.345
1.6,3340.48,0.011,1.336
1.7,3062.38,0.011,1.225
1.8,3068.81,0.012,1.228
1.9,3070.72,0.013,1.228
2.0,3037.38,0.013,1.215
2.1,3027.38,0.014,1.211
2.2,3237.38,0.015,1.295
2.3,3185.72,0.015,1.274
2.4,3170.95,0.016,1.268
2.5,3126.19,0.017,1.25
2.6,3124.52,0.017,1.25
2.7,2958.17,0.018,1.183
2.8,2949.84,0.019,1.18
2.9,2921.74,0.019,1.169
3.0,2866.27,0.02,1.147
3.1,2876.51,0.021,1.151
3.2,2826.51,0.021,1.131
3.3,2935.63,0.022,1.174
3.4,2946.82,0.023,1.179
3.5,2942.06,0.023,1.177
3.6,3002.54,0.024,1.201
3.7,3016.43,0.025,1.207
3.8,3009.29,0.025,1.204
3.9,2992.14,0.026,1.197
4.0,2949.05,0.027,1.18
4.1,2943.89,0.027,1.178
4.2,2915.56,0.028,1.166
4.3,2922.78,0.029,1.169
4.4,2861.9,0.029,1.145
4.5,2842.46,0.03,1.137
4.6,2735.47,0.031,1.094
4.7,2724.13,0.031,1.09
4.8,2656.28,0.032,1.063
4.9,2651.99,0.033,1.061
5.0,2644.86,0.033,1.058
5.1,2555.58,0.034,1.022
5.2,2690.18,0.035,1.076
5.3,2656.38,0.035,1.063
5.4,2653.04,0.036,1.061
5.5,2730.41,0.037,1.092
5.6,2708.9,0.037,1.084
5.7,2683.45,0.038,1.073
5.8,2682.74,0.039,1.073
5.9,2644.64,0.039,1.058
6.0,2757.32,0.04,1.103
6.1,2727.71,0.041,1.091
6.2,2707.72,0.041,1.083
6.3,2711.06,0.042,1.084
6.4,2587.4,0.043,1.035
6.5,2593.53,0.043,1.037
