Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,16,0.0,-20.4,-2.5,,,0.278
0.0,17,0.0,22.1,-14.7,,,0.278
0.0,18,0.0,-1.6,11.1,,,0.278
0.0,19,0.0,-24.2,-4.1,,,0.278
0.0,20,0.0,-7.4,2.3,,,0.278
0.0,21,0.0,-16.1,-17.3,,,0.278
0.0,22,0.0,2.4,12.9,,,0.278
0.0,23,0.0,12.4,24.0,,,0.278
0.0,24,0.0,23.0,0.4,,,0.278
0.0,25,0.0,9.7,-18.3,,,0.278
0.1,16,0.0,-20.4,-2.5,1.0,11.284,0.278
0.1,17,0.0,22.1,-14.8,0.0,22.568,0.278
0.1,18,0.0,-1.5,11.1,2.0,7.523,0.278
0.1,19,0.0,-24.2,-4.2,1.0,11.284,0.278
0.1,20,0.0,-7.3,2.3,1.0,11.284,0.278
0.1,21,0.0,-16.2,-17.3,0.0,22.568,0.278
0.1,22,0.0,2.5,12.9,1.0,11.284,0.278
0.1,23,0.0,12.4,24.1,0.0,22.568,0.278
0.1,24,0.0,23.0,0.3,0.0,22.568,0.278
0.1,25,0.0,9.7,-18.2,0.0,22.568,0.278
0.2,16,0.0,-20.4,-2.4,1.0,11.284,0.278
0.2,17,0.0,22.1,-14.9,0.0,22.568,0.278
0.2,18,0.0,-1.5,11.1,2.0,7.523,0.278
0.2,19,0.0,-24.2,-4.1,1.0,11.284,0.278
0.2,20,0.0,-7.2,2.3,1.0,11.284,0.278
0.2,21,0.0,-16.3,-17.2,0.0,22.568,0.278
0.2,22,0.0,2.6,13.0,1.0,11.284,0.278
0.2,23,0.0,12.3,24.1,0.0,22.568,0.278
0.2,24,0.0,23.0,0.4,0.0,22.568,0.278
0.2,25,0.0,9.6,-18.2,0.0,22.568,0.278
0.3,16,0.0,-20.4,-2.5,1.0,11.284,0.278
0.3,17,0.0,22.1,-14.9,0.0,22.568,0.278
0.3,18,0.001,-1.7,10.9,2.0,7.523,0.278
0.3,19,0.0,-24.2,-4.2,1.0,11.284,0.278
0.3,20,0.0,-7.0,2.4,1.0,11.284,0.278
0.3,21,0.0,-16.4,-17.2,0.0,22.568,0.278
0.3,22,0.0,2.5,12.8,1.0,11.284,0.278
0.3,23,0.0,12.4,24.1,0.0,22.568,0.278
0.3,24,0.0,23.0,0.5,0.0,22.568,0.278
0.3,25,0.0,9.6,-18.3,0.0,22.568,0.278
0.4,16,0.0,-20.4,-2.6,1.0,11.284,0.278
0.4,17,0.0,22.1,-14.8,0.0,22.568,0.278
0.4,18,0.014,-1.8,10.7,2.0,7.523,0.274
0.4,19,0.0,-24.2,-4.3,1.0,11.284,0.278
0.4,20,0.002,-6.8,2.4,1.0,11.284,0.278
0.4,21,0.0,-16.3,-17.2,0.0,22.568,0.278
0.4,22,0.0,2.5,12.7,1.0,11.284,0.278
0.4,23,0.0,12.4,24.0,0.0,22.568,0.278
0.4,24,0.0,23.0,0.5,0.0,22.568,0.278
0.4,25,0.0,9.5,-18.4,0.0,22.568,0.278
0.5,16,0.0,-20.4,-2.5,1.0,11.284,0.278
0.5,17,0.0,22.1,-14.9,0.0,22.568,0.278
0.5,18,0.049,-1.8,10.5,2.0,7.523,0.265
0.5,19,0.0,-24.2,-4.2,1.0,11.284,0.278
0.5,20,0.012,-6.7,2.7,1.0,11.284,0.275
0.5,21,0.0,-16.2,-17.2,0.0,22.568,0.278
0.5,22,0.002,2.3,12.5,1.0,11.284,0.278
0.5,23,0.0,12.5,23.9,0.0,22.568,0.278
0.5,24,0.0,23.0,0.5,0.0,22.568,0.278
0.5,25,0.0,9.5,-18.4,0.0,22.568,0.278
0.6,16,0.0,-20.4,-2.4,1.0,11.284,0.278
0.6,17,0.0,22.1,-14.8,0.0,22.568,0.278
0.6,18,0.104,-1.7,10.3,2.0,7.523,0.249
0.6,19,0.0,-24.3,-4.3,1.0,11.284,0.278
0.6,20,0.037,-6.6,2.8,1.0,11.284,0.268
0.6,21,0.0,-16.2,-17.1,0.0,22.568,0.278
0.6,22,0.012,2.2,12.4,1.0,11.284,0.275
0.6,23,0.0,12.4,24.0,0.0,22.568,0.278
0.6,24,0.0,23.0,0.4,0.0,22.568,0.278
0.6,25,0.0,9.5,-18.3,0.0,22.568,0.278
0.7,16,0.0,-20.3,-2.3,1.0,11.284,0.278
0.7,17,0.0,22.2,-14.9,0.0,22.568,0.278
0.7,18,0.17,-1.7,10.1,2.0,7.523,0.231
0.7,19,0.0,-24.3,-4.4,1.0,11.284,0.278
0.7,20,0.079,-6.4,3.0,1.0,11.284,0.256
0.7,21,0.0,-16.2,-17.0,0.0,22.568,0.278
