Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.277,0.0,0.0,19.3,17.9,-24.9,-20.0,164.2,0.0
0.1,0.277,142.93,0.001,19.3,18.0,-24.9,-19.9,164.2,0.87
0.2,0.277,142.93,0.001,19.4,18.0,-24.9,-19.9,164.4,0.869
0.3,0.277,142.93,0.002,19.4,17.9,-24.9,-19.9,164.2,0.87
0.4,0.277,142.93,0.003,19.3,17.8,-24.8,-19.9,163.6,0.874
0.5,0.277,142.93,0.003,19.3,17.9,-24.8,-20.0,164.0,0.872
0.6,0.277,142.93,0.004,19.2,17.8,-24.8,-20.1,163.8,0.873
0.7,0.277,142.93,0.005,19.2,17.9,-24.8,-20.1,164.0,0.872
0.8,0.277,142.93,0.005,19.2,18.0,-24.8,-20.1,164.2,0.87
0.9,0.277,142.93,0.006,19.2,18.0,-24.9,-20.1,164.4,0.869
1.0,0.277,142.93,0.007,19.1,18.1,-25.0,-20.1,164.6,0.868
1.1,0.277,142.93,0.007,19.2,18.2,-25.0,-20.1,165.0,0.866
1.2,0.277,142.93,0.008,19.2,18.2,-24.9,-20.0,164.6,0.868
1.3,0.276,142.93,0.009,19.2,18.3,-24.8,-19.9,164.4,0.869
1.4,0.276,142.93,0.009,19.0,18.2,-24.8,-20.0,164.0,0.872
1.5,0.275,142.93,0.01,18.7,18.2,-24.8,-20.0,163.4,0.875
1.6,0.274,142.93,0.011,18.5,18.1,-24.8,-20.0,162.8,0.878
1.7,0.273,142.93,0.011,18.3,18.1,-24.7,-20.0,162.2,0.881
1.8,0.272,142.93,0.012,18.2,18.2,-24.6,-20.0,162.0,0.882
1.9,0.271,142.93,0.013,18.0,18.1,-24.6,-20.0,161.4,0.886
2.0,0.27,142.93,0.013,17.8,18.0,-24.7,-19.9,160.8,0.889
2.1,0.268,142.93,0.014,17.7,18.0,-24.7,-19.8,160.4,0.891
2.2,0.266,142.93,0.015,17.6,18.0,-24.8,-19.8,160.4,0.891
2.3,0.264,142.93,0.015,17.5,17.9,-24.9,-19.7,160.0,0.893
2.4,0.262,142.93,0.016,17.3,17.9,-24.9,-19.8,159.8,0.894
2.5,0.259,142.93,0.017,17.2,17.8,-24.8,-19.8,159.2,0.898
2.6,0.257,142.93,0.017,17.1,17.8,-24.9,-19.9,159.4,0.897
2.7,0.254,142.93,0.018,16.9,17.7,-25.0,-19.9,159.0,0.899
2.8,0.251,142.93,0.019,16.7,17.7,-25.0,-20.0,158.8,0.9
2.9,0.248,142.93,0.019,16.6,17.6,-24.9,-20.1,158.4,0.902
3.0,0.244,142.93,0.02,16.4,17.6,-25.0,-20.2,158.4,0.902
3.1,0.24,142.93,0.021,16.2,17.5,-24.9,-20.1,157.4,0.908
3.2,0.236,142.93,0.021,16.0,17.4,-24.8,-20.2,156.8,0.912
3.3,0.233,142.93,0.022,15.7,17.3,-24.7,-20.2,155.8,0.917
3.4,0.228,142.93,0.023,15.5,17.3,-24.7,-20.1,155.2,0.921
3.5,0.224,142.93,0.023,15.3,17.4,-24.7,-20.1,155.0,0.922
3.6,0.22,142.93,0.024,15.1,17.4,-24.7,-20.2,154.8,0.923
3.7,0.215,142.93,0.025,15.0,17.5,-24.6,-20.3,154.8,0.923
3.8,0.211,142.93,0.025,14.7,17.4,-24.6,-20.2,153.8,0.929
3.9,0.206,142.93,0.026,14.6,17.4,-24.6,-20.1,153.4,0.932
4.0,0.201,142.93,0.027,14.4,17.4,-24.5,-20.1,152.8,0.935
4.1,0.195,142.93,0.027,14.2,17.3,-24.5,-20.1,152.2,0.939
4.2,0.191,142.93,0.028,14.1,17.4,-24.4,-20.1,152.0,0.94
4.3,0.185,142.93,0.029,14.0,17.4,-24.5,-20.2,152.2,0.939
4.4,0.18,142.93,0.029,13.9,17.4,-24.5,-20.2,152.0,0.94
4.5,0.174,142.93,0.03,13.7,17.4,-24.6,-20.1,151.6,0.943
4.6,0.168,142.93,0.031,13.4,17.3,-24.6,-20.1,150.8,0.948
4.7,0.162,142.93,0.031,13.3,17.3,-24.7,-20.0,150.6,0.949
4.8,0.157,142.93,0.032,13.4,17.3,-24.8,-20.0,151.0,0.947
4.9,0.151,142.93,0.033,13.5,17.3,-24.8,-20.0,151.2,0.945
5.0,0.146,142.93,0.033,13.5,17.3,-24.9,-20.0,151.4,0.944
5.1,0.141,142.93,0.034,13.6,17.3,-24.9,-20.1,151.8,0.942
5.2,0.135,142.93,0.035,13.5,17.4,-24.9,-20.1,151.8,0.942
5.3,0.13,142.93,0.035,13.5,17.4,-24.8,-20.0,151.4,0.944
5.4,0.127,142.93,0.036,13.5,17.5,-24.8,-19.9,151.4,0.944
5.5,0.124,142.93,0.037,13.4,17.4,-24.8,-20.0,151.2,0.945
5.6,0.121,142.93,0.037,13.4,17.4,-24.7,-19.9,150.8,0.948
5.7,0.12,142.93,0.038,13.3,17.4,-24.8,-20.0,151.0,0.947
5.8,0.119,142.93,0.039,13.3,17.4,-24.8,-20.0,151.0,0.947
5.9,0.118,142.93,0.039,13.2,17.4,-24.7,-20.0,150.6,0.949
6.0,0.117,142.93,0.04,13.1,17.5,-24.8,-19.9,150.6,0.949
6.1,0.117,142.93,0.041,13.0,17.5,-24.8,-19.9,150.4,0.95
6.2,0.118,142.93,0.041,13.0,17.6,-24.8,-19.9,150.6,0.949
6.3,0.117,142.93,0.042,13.0,17.6,-24.8,-19.9,150.6,0.949
6.4,0.116,135.41,0.043,13.0,17.6,-24.7,-19.9,150.4,0.9
6.5,0.115,129.77,0.043,12.9,17.6,-24.6,-20.0,150.2,0.864
6.6,0.114,129.77,0.044,12.9,17.7,-24.7,-19.9,150.4,0.863
6.7,0.114,129.77,0.045,12.8,17.6,-24.8,-20.0,150.4,0.863
6.8,0.113,107.2,0.045,12.7,17.6,-24.8,-20.0,150.2,0.714
6.9,0.113,107.2,0.046,12.7,17.6,-24.9,-20.0,150.4,0.713
7.0,0.113,107.2,0.047,12.7,17.7,-24.9,-20.0,150.6,0.712
7.1,0.112,107.2,0.047,12.6,17.7,-24.9,-20.1,150.6,0.712
7.2,0.112,107.2,0.048,12.5,17.6,-24.8,-20.2,150.2,0.714
7.3,0.112,107.2,0.049,12.5,17.7,-24.8,-20.1,150.2,0.714
7.4,0.111,107.2,0.049,12.5,17.6,-24.8,-20.2,150.2,0.714
7.5,0.11,107.2,0.05,12.6,17.5,-24.8,-20.2,150.2,0.714
7.6,0.109,107.2,0.051,12.5,17.6,-24.8,-20.3,150.4,0.713
7.7,0.108,107.2,0.051,12.5,17.6,-24.7,-20.3,150.2,0.714
7.8,0.107,107.2,0.052,12.3,17.6,-24.6,-20.3,149.6,0.717
7.9,0.106,107.2,0.053,12.3,17.6,-24.6,-20.3,149.6,0.717
8.0,0.104,107.2,0.053,12.3,17.6,-24.5,-20.4,149.6,0.717
8.1,0.103,107.2,0.054,12.2,17.6,-24.5,-20.3,149.2,0.718
8.2,0.102,107.2,0.055,12.1,17.6,-24.5,-20.3,149.0,0.719
8.3,0.101,107.2,0.055,12.0,17.5,-24.5,-20.3,148.6,0.721
8.4,0.101,100.43,0.056,12.0,17.4,-24.6,-20.3,148.6,0.676
8.5,0.099,100.43,0.057,11.9,17.4,-24.5,-20.2,148.0,0.679
8.6,0.098,100.43,0.057,11.9,17.5,-24.5,-20.3,148.4,0.677
8.7,0.097,100.43,0.058,11.8,17.4,-24.5,-20.3,148.0,0.679
8.8,0.096,100.43,0.059,11.8,17.5,-24.5,-20.3,148.2,0.678
8.9,0.095,100.43,0.059,11.7,17.6,-24.4,-20.2,147.8,0.679
9.0,0.094,100.43,0.06,11.6,17.6,-24.5,-20.1,147.6,0.68
9.1,0.093,100.43,0.061,11.5,17.7,-24.5,-20.2,147.8,0.679
9.2,0.092,100.43,0.061,11.4,17.7,-24.5,-20.3,147.8,0.679
9.3,0.09,100.43,0.062,11.2,17.8,-24.5,-20.3,147.6,0.68
9.4,0.09,100.43,0.063,11.1,17.8,-24.6,-20.3,147.6,0.68
9.5,0.089,95.54,0.063,11.0,17.8,-24.7,-20.4,147.8,0.646
9.6,0.088,95.54,0.064,10.9,17.8,-24.7,-20.4,147.6,0.647
9.7,0.087,95.54,0.065,10.8,17.7,-24.6,-20.4,147.0,0.65
9.8,0.086,95.54,0.065,10.7,17.7,-24.6,-20.5,147.0,0.65
9.9,0.085,95.54,0.066,10.6,17.7,-24.5,-20.4,146.4,0.653
10.0,0.084,95.54,0.067,10.6,17.8,-24.5,-20.5,146.8,0.651
10.1,0.083,95.54,0.067,10.4,17.8,-24.5,-20.5,146.4,0.653
10.2,0.082,95.54,0.068,10.3,17.9,-24.5,-20.6,146.6,0.652
10.3,0.081,95.54,0.069,10.3,17.8,-24.5,-20.5,146.2,0.653
10.4,0.08,95.54,0.069,10.2,17.7,-24.6,-20.6,146.2,0.653
10.5,0.079,95.54,0.07,10.1,17.7,-24.5,-20.6,145.8,0.655
10.6,0.078,95.54,0.071,10.0,17.6,-24.5,-20.7,145.6,0.656
10.7,0.077,95.54,0.071,9.9,17.7,-24.5,-20.7,145.6,0.656
10.8,0.076,95.54,0.072,9.8,17.7,-24.5,-20.6,145.2,0.658
10.9,0.074,95.54,0.073,9.7,17.7,-24.5,-20.6,145.0,0.659
11.0,0.073,92.53,0.073,9.5,17.6,-24.5,-20.6,144.4,0.641
11.1,0.073,92.53,0.074,9.5,17.6,-24.5,-20.7,144.6,0.64
11.2,0.072,90.27,0.075,9.4,17.6,-24.6,-20.6,144.4,0.625
11.3,0.07,90.27,0.075,9.3,17.7,-24.7,-20.7,144.8,0.623
11.4,0.069,90.27,0.076,9.1,17.6,-24.7,-20.7,144.2,0.626
11.5,0.069,90.27,0.077,9.0,17.6,-24.6,-20.8,144.0,0.627
11.6,0.068,90.27,0.077,8.9,17.5,-24.5,-20.8,143.4,0.629
11.7,0.066,90.27,0.078,8.8,17.6,-24.6,-20.8,143.6,0.629
11.8,0.065,90.27,0.079,8.7,17.5,-24.5,-20.8,143.0,0.631
11.9,0.065,90.27,0.079,8.6,17.6,-24.4,-20.8,142.8,0.632
12.0,0.064,90.27,0.08,8.5,17.5,-24.5,-20.8,142.6,0.633
12.1,0.063,90.27,0.081,8.3,17.4,-24.4,-20.7,141.6,0.638
12.2,0.062,90.27,0.081,8.2,17.5,-24.4,-20.8,141.8,0.637
12.3,0.061,90.27,0.082,8.1,17.4,-24.5,-20.9,141.8,0.637
12.4,0.06,85.76,0.083,8.0,17.5,-24.4,-21.0,141.8,0.605
12.5,0.058,85.76,0.083,7.9,17.6,-24.4,-20.9,141.6,0.606
12.6,0.059,89.52,0.084,7.7,17.5,-24.5,-20.8,141.0,0.635
12.7,0.058,81.46,0.085,7.6,17.4,-24.5,-20.8,140.6,0.579
12.8,0.057,81.46,0.085,7.4,17.5,-24.5,-20.8,140.4,0.58
12.9,0.056,81.46,0.086,7.3,17.5,-24.6,-20.8,140.4,0.58
13.0,0.056,81.46,0.087,7.1,17.5,-24.6,-20.7,139.8,0.583
13.1,0.055,76.41,0.087,7.0,17.6,-24.6,-20.8,140.0,0.546
13.2,0.055,76.41,0.088,6.8,17.7,-24.6,-20.9,140.0,0.546
13.3,0.054,76.41,0.089,6.7,17.6,-24.5,-20.9,139.4,0.548
13.4,0.053,76.41,0.089,6.6,17.7,-24.6,-20.8,139.4,0.548
13.5,0.053,72.86,0.09,6.5,17.8,-24.6,-20.7,139.2,0.523
13.6,0.052,72.86,0.091,6.4,17.8,-24.5,-20.7,138.8,0.525
13.7,0.052,72.86,0.091,6.3,17.8,-24.5,-20.8,138.8,0.525
13.8,0.051,72.86,0.092,6.5,17.7,-24.5,-20.7,138.8,0.525
13.9,0.051,70.07,0.093,6.7,17.7,-24.5,-20.7,139.2,0.503
14.0,0.051,70.07,0.093,7.1,17.7,-24.5,-20.7,140.0,0.5
14.1,0.051,70.07,0.094,7.2,17.8,-24.4,-20.7,140.2,0.5
