Time,ID,behv,com_radius,Battery,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id
0.0,1,seeker,5,100.0,7.3,-6.4,-343.149,,,,7.3,-6.4,-93.485,1
0.0,2,seeker,5,100.0,6.2,-8.5,-397.545,,,,6.2,-8.5,-110.288,2
0.0,3,seeker,5,100.0,0.8,5.1,-28.753,,,,0.8,5.1,-26.409,3
0.0,4,seeker,5,100.0,3.4,9.2,-26.192,,,,3.4,9.2,-95.394,4
0.0,5,seeker,5,100.0,3.2,-0.5,-129.927,,,,3.2,-0.5,-10.189,5
0.0,6,explorer,10,100.0,-0.5,-4.9,-217.5,,,,-0.5,-4.9,-23.8,6
0.0,7,explorer,10,100.0,-7.7,-10.0,-428.8,,,,-7.7,-10.0,-158.4,7
0.0,8,explorer,10,100.0,1.2,7.8,-12.0,,,,1.2,7.8,-62.9,8
0.0,9,explorer,10,100.0,-2.4,3.0,-47.1,,,,-2.4,3.0,-14.8,9
0.0,10,explorer,10,100.0,3.1,-4.8,-237.1,,,,3.1,-4.8,-32.7,10
0.0,11,isocontour,6,100.0,5.1,-0.7,-157.7,,,,5.1,-0.7,-26.4,11
0.0,12,isocontour,6,100.0,-9.4,-8.8,-404.6,,,,-9.4,-8.8,-164.3,12
0.0,13,isocontour,6,100.0,-6.6,-4.2,-220.7,,,,-6.6,-4.2,-61.2,13
0.0,14,isocontour,6,100.0,-7.6,-6.8,-312.5,,,,-7.6,-6.8,-104.2,14
0.0,15,isocontour,6,100.0,3.8,2.9,-77.9,,,,3.8,2.9,-22.6,15
0.0,Target,,,,-1.68,9.84,-99.618,1.8,2.8,,,,,
0.1,1,seeker,5,99.98,7.1,-6.4,-335.674,-1.8,0.2,1.8,-0.5,-4.9,-23.8,6
0.1,2,seeker,5,99.99,6.1,-8.4,-387.985,-1.5,0.6,1.6,-0.5,-4.9,-23.8,6
0.1,3,seeker,5,99.98,0.8,5.3,-26.372,0.4,1.8,1.8,1.2,7.8,-12.0,8
0.1,4,seeker,5,99.99,3.2,9.1,-26.927,-1.4,-1.1,1.8,1.2,7.8,-12.0,8
0.1,5,seeker,5,100.0,3.1,-0.5,-126.652,-0.1,0.2,0.2,3.1,-0.5,-10.189,5
0.1,6,explorer,10,100.0,-0.4,-4.8,-209.2,0.4,0.6,0.7,-2.4,3.0,-14.8,9
0.1,7,explorer,10,100.0,-7.6,-10.0,-415.8,0.7,-0.2,0.7,-0.5,-4.9,-23.8,6
0.1,8,explorer,10,100.0,1.1,7.9,-12.0,-0.4,0.7,0.8,1.1,7.9,-12.0,8
0.1,9,explorer,10,100.0,-2.5,3.1,-42.9,-0.5,0.5,0.7,1.2,7.8,-12.0,8
0.1,10,explorer,10,100.0,3.1,-4.8,-232.8,-0.4,-0.4,0.6,3.2,-0.5,-10.2,5
0.1,11,isocontour,6,99.95,5.0,-0.5,-149.9,-0.4,2.7,2.7,3.2,-0.5,-10.2,5
0.1,12,isocontour,6,99.63,-8.9,-8.6,-378.0,4.8,2.0,5.2,-0.5,-4.9,-23.8,6
0.1,13,isocontour,6,99.53,-6.3,-3.7,-196.4,3.6,4.3,5.6,-2.4,3.0,-14.8,9
0.1,14,isocontour,6,99.93,-7.3,-6.8,-297.1,2.9,0.5,2.9,-0.5,-4.9,-23.8,6
0.1,15,isocontour,6,99.96,3.9,3.1,-76.2,1.5,2.0,2.5,3.2,-0.5,-10.2,5
0.1,Target,,,,-1.92,9.59,-0.117,-2.32,-2.39,,,,,
0.2,1,seeker,5,99.98,7.0,-6.3,-332.129,-0.9,1.0,1.3,3.2,-0.5,-10.2,5
0.2,2,seeker,5,99.98,6.0,-8.3,-385.319,-0.7,1.2,1.4,3.2,-0.5,-10.2,5
0.2,3,seeker,5,99.98,0.9,5.2,-27.559,0.7,-0.6,0.9,3.2,-0.5,-10.2,5
0.2,4,seeker,5,99.98,3.2,8.9,-24.114,-0.5,-1.3,1.4,3.2,-0.5,-10.2,5
0.2,5,seeker,5,100.0,3.1,-0.4,-127.18,0.1,0.3,0.3,3.1,-0.4,-10.189,5
0.2,6,explorer,10,100.0,-0.5,-4.8,-214.8,-0.4,-0.5,0.6,3.2,-0.5,-10.2,5
0.2,7,explorer,10,99.99,-7.5,-10.1,-430.7,0.5,-1.4,1.5,-2.4,3.0,-14.8,9
0.2,8,explorer,10,99.99,1.0,7.9,-10.3,-1.3,0.1,1.3,3.2,-0.5,-10.2,5
0.2,9,explorer,10,100.0,-2.4,3.1,-45.6,0.7,-0.0,0.7,3.2,-0.5,-10.2,5
0.2,10,explorer,10,100.0,3.0,-4.8,-233.1,-0.2,0.7,0.7,3.2,-0.5,-10.2,5
0.2,11,isocontour,6,99.86,4.8,-0.3,-142.9,-2.4,2.0,3.1,3.2,-0.5,-10.2,5
0.2,12,isocontour,6,99.19,-8.4,-8.3,-371.7,4.6,2.9,5.4,-2.4,3.0,-14.8,9
0.2,13,isocontour,6,99.25,-5.9,-3.4,-191.9,3.5,3.2,4.7,3.2,-0.5,-10.2,5
0.2,14,isocontour,6,99.53,-6.8,-6.6,-294.0,4.9,2.1,5.3,-2.4,3.0,-14.8,9
0.2,15,isocontour,6,99.9,4.2,3.2,-77.1,2.6,1.0,2.8,3.2,-0.5,-10.2,5
0.2,Target,,,,-1.65,9.77,-0.105,2.76,1.87,,,,,
0.3,1,seeker,5,99.96,6.9,-6.1,-318.201,-1.1,1.3,1.7,3.2,-0.5,-10.2,5
0.3,2,seeker,5,99.96,5.9,-8.2,-371.275,-1.0,1.5,1.8,3.2,-0.5,-10.2,5
0.3,3,seeker,5,99.98,0.9,5.1,-26.308,0.3,-0.8,0.9,3.2,-0.5,-10.2,5
0.3,4,seeker,5,99.97,3.2,8.8,-20.894,-0.2,-1.3,1.3,3.2,-0.5,-10.2,5
0.3,5,seeker,5,100.0,3.1,-0.4,-121.333,-0.1,0.6,0.6,3.1,-0.4,-10.189,5
0.3,6,explorer,10,100.0,-0.5,-4.9,-212.8,-0.4,-0.4,0.6,3.2,-0.5,-10.2,5
0.3,7,explorer,10,99.97,-7.3,-10.0,-426.0,1.8,0.7,1.9,3.2,-0.5,-10.2,5
0.3,8,explorer,10,99.99,0.9,8.0,-8.0,-0.7,0.2,0.7,3.2,-0.5,-10.2,5
0.3,9,explorer,10,100.0,-2.5,3.1,-45.2,-0.6,0.1,0.6,3.2,-0.5,-10.2,5
0.3,10,explorer,10,100.0,3.1,-4.8,-229.3,0.4,-0.4,0.6,3.2,-0.5,-10.2,5
0.3,11,isocontour,6,99.82,4.7,-0.1,-132.0,-1.0,2.2,2.4,3.2,-0.5,-10.2,5
0.3,12,isocontour,6,98.94,-8.0,-8.1,-362.2,4.3,1.6,4.6,3.2,-0.5,-10.2,5
0.3,13,isocontour,6,99.0,-5.5,-3.1,-181.9,3.4,3.0,4.5,3.2,-0.5,-10.2,5
0.3,14,isocontour,6,99.22,-6.4,-6.3,-280.7,3.6,3.2,4.8,3.2,-0.5,-10.2,5
0.3,15,isocontour,6,99.56,4.4,3.6,-70.2,2.8,4.2,5.0,3.2,-0.5,-10.2,5
0.3,Target,,,,-1.32,9.7,-0.111,3.27,-0.66,,,,,
0.4,1,seeker,5,99.95,6.8,-6.0,-300.247,-1.2,1.3,1.8,3.2,-0.5,-10.2,5
0.4,2,seeker,5,99.95,5.8,-8.0,-351.906,-1.0,1.5,1.8,3.2,-0.5,-10.2,5
0.4,3,seeker,5,99.97,1.0,5.2,-21.778,0.1,1.5,1.5,0.9,8.0,-8.0,8
0.4,4,seeker,5,99.96,3.0,8.8,-17.853,-1.6,-0.4,1.6,0.9,8.0,-8.0,8
0.4,5,seeker,5,99.98,3.1,-0.2,-110.227,-0.3,1.8,1.8,0.9,8.0,-8.0,8
0.4,6,explorer,10,100.0,-0.6,-4.9,-203.2,-0.6,0.0,0.6,3.2,-0.5,-10.2,5
0.4,7,explorer,10,99.95,-7.1,-10.0,-412.0,2.0,0.1,2.0,3.2,-0.5,-10.2,5
0.4,8,explorer,10,99.97,0.8,8.1,-5.5,-1.7,0.9,1.9,0.8,8.1,-8.0,8
0.4,9,explorer,10,100.0,-2.4,3.0,-41.9,0.5,-0.4,0.6,0.9,8.0,-8.0,8
0.4,10,explorer,10,100.0,3.0,-4.7,-217.0,-0.5,0.5,0.7,3.2,-0.5,-10.2,5
0.4,11,isocontour,6,99.65,4.7,0.3,-116.5,-0.5,4.0,4.0,0.9,8.0,-8.0,8
0.4,12,isocontour,6,98.88,-7.9,-7.9,-342.5,1.3,2.5,2.8,3.2,-0.5,-10.2,5
0.4,13,isocontour,6,98.61,-5.4,-2.6,-161.2,1.3,5.1,5.3,3.2,-0.5,-10.2,5
0.4,14,isocontour,6,99.14,-6.2,-6.0,-263.1,2.2,2.1,3.0,3.2,-0.5,-10.2,5
0.4,15,isocontour,6,99.36,4.7,3.3,-72.0,3.1,-2.8,4.2,0.9,8.0,-8.0,8
0.4,Target,,,,-1.19,9.38,-0.117,1.27,-3.08,,,,,
0.5,1,seeker,5,99.94,6.7,-5.9,-290.363,-0.9,1.1,1.4,3.2,-0.5,-10.2,5
0.5,2,seeker,5,99.93,5.7,-7.9,-341.056,-0.9,1.6,1.8,3.2,-0.5,-10.2,5
0.5,3,seeker,5,99.96,0.9,5.4,-19.252,-0.2,1.5,1.5,0.8,8.1,-5.5,8
0.5,4,seeker,5,99.94,2.8,8.7,-13.752,-1.8,-0.6,1.9,0.8,8.1,-5.5,8
0.5,5,seeker,5,99.97,3.0,-0.0,-103.758,-0.3,1.8,1.8,0.8,8.1,-5.5,8
0.5,6,explorer,10,100.0,-0.6,-4.8,-201.3,-0.5,0.5,0.7,0.9,8.0,-8.0,8
0.5,7,explorer,10,99.94,-7.0,-10.1,-415.8,1.3,-0.4,1.4,3.2,-0.5,-10.2,5
0.5,8,explorer,10,99.95,0.6,8.2,-3.5,-1.5,1.2,1.9,0.6,8.2,-5.5,8
0.5,9,explorer,10,100.0,-2.5,3.0,-43.0,-0.6,0.1,0.6,0.8,8.1,-5.5,8
0.5,10,explorer,10,100.0,3.1,-4.8,-215.4,0.5,-0.4,0.6,0.9,8.0,-8.0,8
0.5,11,isocontour,6,99.61,4.5,0.5,-107.4,-1.2,2.1,2.4,0.8,8.1,-5.5,8
0.5,12,isocontour,6,98.64,-7.7,-7.5,-331.2,1.8,4.1,4.5,3.2,-0.5,-10.2,5
0.5,13,isocontour,6,98.21,-5.1,-2.2,-151.8,3.4,4.1,5.3,0.9,8.0,-8.0,8
0.5,14,isocontour,6,99.07,-6.1,-5.7,-256.7,0.8,2.9,3.0,0.9,8.0,-8.0,8
0.5,15,isocontour,6,98.93,4.5,2.8,-71.5,-2.5,-4.8,5.4,0.8,8.1,-5.5,8
0.5,Target,,,,-0.85,9.38,-0.118,3.33,0.02,,,,,
0.6,1,seeker,5,99.93,6.6,-5.7,-293.097,-0.8,1.4,1.6,0.9,8.0,-8.0,8
0.6,2,seeker,5,99.92,5.7,-7.7,-342.782,-0.8,1.6,1.8,0.9,8.0,-8.0,8
0.6,3,seeker,5,99.94,0.9,5.5,-19.828,-0.4,1.8,1.8,0.6,8.2,-3.5,8
0.6,4,seeker,5,99.93,2.6,8.7,-15.078,-1.5,-0.5,1.6,0.6,8.2,-3.5,8
0.6,5,seeker,5,99.95,3.0,0.1,-104.591,-0.4,1.8,1.8,0.6,8.2,-3.5,8
0.6,6,explorer,10,100.0,-0.5,-4.8,-203.6,0.6,0.3,0.7,0.8,8.1,-5.5,8
0.6,7,explorer,10,99.92,-6.8,-10.0,-411.7,1.8,0.6,1.9,0.9,8.0,-8.0,8
0.6,8,explorer,10,99.95,0.6,8.3,-4.5,-0.4,0.6,0.7,0.6,8.3,-3.5,8
0.6,9,explorer,10,100.0,-2.4,3.1,-43.1,0.7,0.2,0.7,0.6,8.2,-3.5,8
0.6,10,explorer,10,100.0,3.0,-4.7,-219.3,-0.6,0.3,0.7,0.8,8.1,-5.5,8
0.6,11,isocontour,6,99.34,4.4,1.0,-103.3,-1.4,4.4,4.6,0.6,8.2,-3.5,8
0.6,12,isocontour,6,98.39,-7.5,-7.1,-315.0,1.8,4.1,4.5,0.9,8.0,-8.0,8
0.6,13,isocontour,6,98.17,-5.0,-2.0,-146.3,1.0,2.2,2.4,0.8,8.1,-5.5,8
0.6,14,isocontour,6,98.63,-5.7,-5.3,-241.3,3.8,4.0,5.5,0.8,8.1,-5.5,8
0.6,15,isocontour,6,98.68,4.2,2.5,-77.7,-2.9,-3.5,4.5,0.6,8.2,-3.5,8
0.6,Target,,,,-1.15,9.5,-0.105,-3.14,1.12,,,,,
