Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,-0.72,-1.33,0.0,0.0,-0.72,-1.33,1.512,0.0,0.97,660.0,1.0
0.1,-0.7,-1.3,0.0,0.0,-0.7,-1.3,1.476,0.001,0.97,659.77326,1.0
0.2,-0.71,-1.3,0.0,0.0,-0.71,-1.3,1.481,0.001,0.97,659.66182,0.999
0.3,-0.72,-1.29,0.0,0.0,-0.72,-1.29,1.477,0.002,0.97,659.51435,0.999
0.4,-0.6,-1.29,0.0,0.0,-0.6,-1.29,1.423,0.003,0.972,659.35252,0.999
0.5,-1.2,-1.0,0.0,0.0,-1.2,-1.0,1.562,0.003,0.969,659.13349,0.999
0.6,-1.8,-1.16,0.0,0.0,-1.8,-1.16,2.141,0.004,0.957,658.9589,0.998
0.7,-2.82,-2.14,0.0,0.0,-2.82,-2.14,3.54,0.005,0.929,658.78165,0.998
0.8,-2.97,-1.64,0.0,0.0,-2.97,-1.64,3.393,0.005,0.932,658.60169,0.998
0.9,-2.54,-2.16,0.0,0.0,-2.54,-2.16,3.334,0.006,0.933,658.40502,0.998
1.0,-0.54,-2.47,0.0,0.0,-0.54,-2.47,2.528,0.007,0.949,658.26773,0.997
1.1,-1.18,-3.05,0.0,0.0,-1.18,-3.05,3.27,0.007,0.935,658.12707,0.997
1.2,-0.98,-3.23,0.0,0.0,-0.98,-3.23,3.375,0.008,0.932,657.91604,0.997
1.3,-1.19,-3.08,0.0,0.0,-1.19,-3.08,3.302,0.009,0.934,657.71092,0.997
1.4,-0.55,-3.31,0.0,0.0,-0.55,-3.31,3.355,0.009,0.933,657.49105,0.996
1.5,1.52,-2.78,0.0,0.0,1.52,-2.78,3.168,0.01,0.937,657.22407,0.996
1.6,1.07,-2.85,0.0,0.0,1.07,-2.85,3.044,0.011,0.939,656.96412,0.995
1.7,0.55,-2.68,0.0,0.0,0.55,-2.68,2.736,0.011,0.945,656.71256,0.995
1.8,0.61,-2.34,0.0,0.0,0.61,-2.34,2.418,0.012,0.952,656.4795,0.995
1.9,0.85,-1.8,0.0,0.0,0.85,-1.8,1.991,0.013,0.96,656.20123,0.994
2.0,-0.43,-1.26,0.0,0.0,-0.43,-1.26,1.331,0.013,0.973,655.91196,0.994
2.1,0.16,-1.27,0.0,0.0,0.16,-1.27,1.28,0.014,0.974,655.61829,0.993
2.2,-0.09,-1.42,0.0,0.0,-0.09,-1.42,1.423,0.015,0.972,655.3526,0.993
2.3,-0.6,-1.87,0.0,0.0,-0.6,-1.87,1.964,0.015,0.961,655.08906,0.993
