Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.249,0.0,0.0,21.7,24.2,-22.4,-24.6,185.8,0.0
0.1,0.249,198.67,0.001,21.7,24.2,-22.5,-24.6,186.0,1.068
0.2,0.249,205.06,0.001,21.6,24.2,-22.5,-24.7,186.0,1.102
0.3,0.249,203.73,0.002,21.6,24.3,-22.4,-24.7,186.0,1.095
0.4,0.249,204.26,0.003,21.7,24.2,-22.4,-24.8,186.2,1.097
0.5,0.248,207.18,0.003,21.6,24.3,-22.5,-24.8,186.4,1.111
0.6,0.247,203.2,0.004,21.6,24.3,-22.4,-24.8,186.2,1.091
0.7,0.245,206.39,0.005,21.6,24.2,-22.4,-24.8,186.0,1.11
0.8,0.243,207.18,0.005,21.6,24.2,-22.5,-24.8,186.2,1.113
0.9,0.24,207.18,0.006,21.6,24.2,-22.5,-24.8,186.2,1.113
1.0,0.237,202.13,0.007,21.6,24.2,-22.5,-24.7,186.0,1.087
1.1,0.234,203.99,0.007,21.5,24.2,-22.5,-24.8,186.0,1.097
1.2,0.23,200.0,0.008,21.4,24.2,-22.5,-24.7,185.6,1.078
1.3,0.225,200.0,0.009,21.2,24.2,-22.5,-24.7,185.2,1.08
1.4,0.22,198.29,0.009,20.9,24.1,-22.3,-24.6,183.8,1.079
1.5,0.215,199.34,0.01,20.7,23.9,-22.1,-24.5,182.4,1.093
1.6,0.209,194.02,0.011,20.5,23.9,-22.0,-24.4,181.6,1.068
1.7,0.203,194.97,0.011,20.4,23.9,-21.9,-24.3,181.0,1.077
1.8,0.197,194.97,0.012,20.3,23.8,-21.8,-24.2,180.2,1.082
1.9,0.192,192.62,0.013,20.1,23.8,-21.6,-24.0,179.0,1.076
2.0,0.189,184.91,0.013,19.9,23.7,-21.6,-23.9,178.2,1.038
2.1,0.186,183.31,0.014,19.7,23.6,-21.7,-23.7,177.4,1.033
2.2,0.184,183.31,0.015,19.6,23.5,-21.6,-23.4,176.2,1.04
2.3,0.181,183.31,0.015,19.4,23.4,-21.7,-23.3,175.6,1.044
2.4,0.178,180.65,0.016,19.2,23.3,-21.7,-23.1,174.6,1.035
2.5,0.175,180.65,0.017,19.0,23.3,-21.7,-22.9,173.8,1.039
2.6,0.172,179.59,0.017,18.8,23.3,-21.7,-22.7,173.0,1.038
2.7,0.168,175.87,0.018,18.6,23.3,-21.6,-22.6,172.2,1.021
2.8,0.165,169.75,0.019,18.3,23.3,-21.6,-22.6,171.6,0.989
2.9,0.162,169.75,0.019,18.1,23.1,-21.5,-22.5,170.4,0.996
3.0,0.158,169.75,0.02,17.9,23.1,-21.5,-22.2,169.4,1.002
3.1,0.155,166.98,0.021,17.6,23.0,-21.5,-22.1,168.4,0.992
3.2,0.152,165.8,0.021,17.4,22.8,-21.5,-21.9,167.2,0.992
3.3,0.149,165.8,0.022,17.2,22.6,-21.3,-21.8,165.8,1.0
3.4,0.145,164.89,0.023,16.9,22.4,-21.3,-21.6,164.4,1.003
3.5,0.141,163.54,0.023,16.7,22.2,-21.3,-21.4,163.2,1.002
3.6,0.138,162.6,0.024,16.4,22.0,-21.2,-21.2,161.6,1.006
3.7,0.135,160.84,0.025,16.1,21.8,-21.1,-21.0,160.0,1.005
3.8,0.132,160.61,0.025,15.8,21.7,-21.1,-20.8,158.8,1.011
3.9,0.129,160.99,0.026,15.6,21.6,-21.0,-20.5,157.4,1.023
4.0,0.126,155.9,0.027,15.4,21.4,-20.9,-20.3,156.0,0.999
4.1,0.122,156.5,0.027,15.3,21.5,-20.8,-20.2,155.6,1.006
4.2,0.118,154.5,0.028,15.1,21.4,-20.7,-20.0,154.4,1.001
4.3,0.115,154.5,0.029,14.8,21.4,-20.5,-19.8,153.0,1.01
4.4,0.111,152.67,0.029,14.5,21.3,-20.3,-19.7,151.6,1.007
4.5,0.108,151.34,0.03,14.3,21.4,-20.3,-19.5,151.0,1.002
4.6,0.105,151.16,0.031,14.0,21.5,-20.1,-19.6,150.4,1.005
4.7,0.101,150.22,0.031,13.9,21.5,-19.9,-19.5,149.6,1.004
4.8,0.097,148.5,0.032,13.7,21.5,-19.7,-19.3,148.4,1.001
4.9,0.094,148.16,0.033,13.5,21.5,-19.6,-19.2,147.6,1.004
5.0,0.091,147.08,0.033,13.2,21.5,-19.5,-19.0,146.4,1.005
5.1,0.089,143.44,0.034,13.1,21.5,-19.3,-18.8,145.4,0.987
5.2,0.086,141.73,0.035,13.1,21.5,-19.1,-18.5,144.4,0.982
5.3,0.083,138.81,0.035,12.9,21.4,-19.0,-18.3,143.2,0.969
5.4,0.081,137.25,0.036,12.8,21.4,-18.8,-18.2,142.4,0.964
5.5,0.078,135.84,0.037,12.7,21.4,-18.6,-18.1,141.6,0.959
5.6,0.076,135.06,0.037,12.7,21.5,-18.4,-17.9,141.0,0.958
5.7,0.075,132.73,0.038,12.7,21.4,-18.2,-17.9,140.4,0.945
5.8,0.074,131.1,0.039,12.8,21.4,-18.1,-17.8,140.2,0.935
5.9,0.073,128.89,0.039,12.8,21.5,-17.8,-17.6,139.4,0.925
6.0,0.073,126.68,0.04,12.9,21.4,-17.6,-17.4,138.6,0.914
6.1,0.072,125.73,0.041,12.9,21.4,-17.3,-17.3,137.8,0.912
6.2,0.071,124.48,0.041,13.0,21.4,-17.1,-17.2,137.4,0.906
6.3,0.07,123.78,0.042,12.9,21.3,-17.0,-17.2,136.8,0.905
6.4,0.069,122.79,0.043,13.0,21.3,-16.8,-17.2,136.6,0.899
6.5,0.068,122.79,0.043,12.9,21.3,-16.5,-17.1,135.6,0.906
6.6,0.067,123.14,0.044,12.8,21.3,-16.3,-17.0,134.8,0.914
6.7,0.066,122.79,0.045,12.9,21.3,-16.2,-16.8,134.4,0.914
6.8,0.065,122.5,0.045,13.0,21.4,-16.1,-16.9,134.8,0.909
6.9,0.064,122.27,0.046,13.0,21.4,-15.9,-16.6,133.8,0.914
7.0,0.062,120.87,0.047,13.1,21.4,-15.8,-16.6,133.8,0.903
7.1,0.061,117.5,0.047,13.0,21.5,-15.6,-16.4,133.0,0.883
7.2,0.06,114.31,0.048,12.9,21.5,-15.4,-16.2,132.0,0.866
7.3,0.059,107.4,0.049,13.0,21.4,-15.2,-15.9,131.0,0.82
7.4,0.058,107.06,0.049,12.9,21.5,-15.0,-15.7,130.2,0.822
7.5,0.058,105.81,0.05,13.0,21.5,-15.0,-15.5,130.0,0.814
7.6,0.057,104.3,0.051,13.0,21.4,-15.1,-15.8,130.6,0.799
7.7,0.057,104.3,0.051,13.0,21.5,-15.2,-15.7,130.8,0.797
7.8,0.057,105.33,0.052,13.0,21.5,-15.2,-15.7,130.8,0.805
7.9,0.056,106.13,0.053,13.0,21.5,-15.2,-15.8,131.0,0.81
8.0,0.056,107.26,0.053,13.1,21.6,-15.2,-15.9,131.6,0.815
8.1,0.055,107.26,0.054,13.2,21.6,-15.4,-16.0,132.4,0.81
8.2,0.055,107.26,0.055,13.3,21.6,-15.3,-16.0,132.4,0.81
8.3,0.054,107.26,0.055,13.4,21.5,-15.2,-16.2,132.6,0.809
8.4,0.053,107.26,0.056,13.6,21.5,-15.3,-16.3,133.4,0.804
8.5,0.053,108.15,0.057,13.8,21.4,-15.4,-16.3,133.8,0.808
8.6,0.052,108.02,0.057,13.9,21.5,-15.4,-16.4,134.4,0.804
8.7,0.051,109.32,0.058,14.1,21.5,-15.5,-16.3,134.8,0.811
8.8,0.051,109.32,0.059,14.2,21.4,-15.6,-16.3,135.0,0.81
8.9,0.05,109.22,0.059,14.4,21.4,-15.6,-16.4,135.6,0.805
9.0,0.049,109.1,0.06,14.5,21.5,-15.6,-16.5,136.2,0.801
9.1,0.048,109.1,0.061,14.6,21.5,-15.7,-16.6,136.8,0.798
9.2,0.048,109.1,0.061,14.8,21.4,-15.8,-16.8,137.6,0.793
9.3,0.047,110.3,0.062,14.9,21.4,-15.9,-16.9,138.2,0.798
9.4,0.046,111.72,0.063,15.0,21.5,-16.0,-17.1,139.2,0.803
9.5,0.045,111.72,0.063,15.2,21.4,-16.0,-17.3,139.8,0.799
9.6,0.044,111.72,0.064,15.3,21.4,-16.1,-17.6,140.8,0.793
