Time,Sum Area Coverage,Time/Total Time,Non-Dimensional Area Coverage
0.0,0.0,0.0,0.0
0.1,3100.95,0.001,1.24
0.2,3207.62,0.001,1.283
0.3,3174.28,0.002,1.27
0.4,3086.66,0.003,1.235
0.5,3053.33,0.003,1.221
0.6,3053.33,0.004,1.221
0.7,3033.33,0.005,1.213
0.8,3053.33,0.005,1.221
0.9,3086.66,0.006,1.235
1.0,3073.33,0.007,1.229
1.1,3126.66,0.007,1.251
1.2,3173.33,0.008,1.269
1.3,3066.66,0.009,1.227
1.4,3120.0,0.009,1.248
1.5,3053.33,0.01,1.221
1.6,3040.0,0.011,1.216
1.7,3140.0,0.011,1.256
1.8,3140.0,0.012,1.256
1.9,3153.33,0.013,1.261
2.0,3086.66,0.013,1.235
2.1,3033.33,0.014,1.213
2.2,3033.33,0.015,1.213
2.3,3033.33,0.015,1.213
2.4,3033.33,0.016,1.213
2.5,3033.33,0.017,1.213
2.6,2986.66,0.017,1.195
2.7,3020.0,0.018,1.208
2.8,2993.33,0.019,1.197
2.9,2993.33,0.019,1.197
3.0,2870.48,0.02,1.148
3.1,2883.33,0.021,1.153
3.2,2843.33,0.021,1.137
3.3,2843.33,0.022,1.137
3.4,2843.33,0.023,1.137
3.5,2843.33,0.023,1.137
3.6,2896.66,0.024,1.159
3.7,2850.0,0.025,1.14
3.8,2996.66,0.025,1.199
3.9,2896.66,0.026,1.159
4.0,2983.33,0.027,1.193
4.1,2850.0,0.027,1.14
4.2,2787.14,0.028,1.115
4.3,2788.25,0.029,1.115
4.4,2768.25,0.029,1.107
4.5,2768.25,0.03,1.107
4.6,2768.25,0.031,1.107
4.7,2858.73,0.031,1.143
4.8,2838.73,0.032,1.135
4.9,2809.2,0.033,1.124
5.0,2782.54,0.033,1.113
5.1,2759.68,0.034,1.104
5.2,2693.02,0.035,1.077
5.3,2785.4,0.035,1.114
5.4,2652.54,0.036,1.061
5.5,2763.02,0.037,1.105
5.6,2862.86,0.037,1.145
5.7,2805.08,0.038,1.122
5.8,2783.97,0.039,1.114
5.9,2664.13,0.039,1.066
6.0,2847.46,0.04,1.139
6.1,2837.46,0.041,1.135
6.2,2535.71,0.041,1.014
6.3,2555.71,0.042,1.022
6.4,2515.24,0.043,1.006
6.5,2586.35,0.043,1.035
6.6,2605.4,0.044,1.042
6.7,2605.4,0.045,1.042
6.8,2586.03,0.045,1.034
6.9,2531.43,0.046,1.013
7.0,2635.87,0.047,1.054
7.1,2684.76,0.047,1.074
7.2,3230.32,0.048,1.292
7.3,3133.35,0.049,1.253
7.4,2992.87,0.049,1.197
7.5,3000.35,0.05,1.2
7.6,2982.42,0.051,1.193
7.7,3045.93,0.051,1.218
7.8,3445.93,0.052,1.378
7.9,3045.93,0.053,1.218
8.0,2633.23,0.053,1.053
8.1,3030.67,0.054,1.212
8.2,2591.78,0.055,1.037
8.3,2578.45,0.055,1.031
8.4,2555.42,0.056,1.022
8.5,2539.05,0.057,1.016
8.6,2539.05,0.057,1.016
8.7,2539.05,0.058,1.016
8.8,2927.94,0.059,1.171
8.9,3120.2,0.059,1.248
9.0,2845.76,0.06,1.138
9.1,2836.56,0.061,1.135
9.2,2820.2,0.061,1.128
9.3,3212.85,0.062,1.285
9.4,2797.3,0.063,1.119
9.5,2813.36,0.063,1.125
9.6,2826.56,0.064,1.131
9.7,2966.22,0.065,1.186
9.8,2945.62,0.065,1.178
9.9,2750.03,0.066,1.1
10.0,3052.59,0.067,1.221
10.1,3094.14,0.067,1.238
10.2,3063.05,0.068,1.225
10.3,3148.43,0.069,1.259
10.4,2948.43,0.069,1.179
10.5,2748.43,0.07,1.099
10.6,2695.1,0.071,1.078
10.7,2693.18,0.071,1.077
10.8,2693.18,0.072,1.077
10.9,2700.65,0.073,1.08
11.0,2680.65,0.073,1.072
11.1,2677.62,0.074,1.071
11.2,2677.62,0.075,1.071
11.3,2677.62,0.075,1.071
11.4,2677.62,0.076,1.071
11.5,2741.26,0.077,1.097
11.6,2704.46,0.077,1.082
11.7,2725.12,0.078,1.09
11.8,2722.09,0.079,1.089
11.9,2629.06,0.079,1.052
12.0,2632.09,0.08,1.053
12.1,2629.06,0.081,1.052
12.2,2635.09,0.081,1.054
12.3,3050.49,0.082,1.22
12.4,3044.29,0.083,1.218
12.5,3050.96,0.083,1.22
12.6,2866.56,0.084,1.147
12.7,2657.97,0.085,1.063
12.8,2667.49,0.085,1.067
12.9,2679.4,0.086,1.072
13.0,2658.92,0.087,1.064
13.1,2679.4,0.087,1.072
13.2,2679.4,0.088,1.072
13.3,2679.4,0.089,1.072
13.4,2665.59,0.089,1.066
13.5,2686.06,0.09,1.074
13.6,2793.97,0.091,1.118
13.7,2806.84,0.091,1.123
13.8,2788.24,0.092,1.115
13.9,2812.35,0.093,1.125
14.0,2783.12,0.093,1.113
14.1,2772.82,0.094,1.109
14.2,2745.47,0.095,1.098
14.3,2738.46,0.095,1.095
14.4,2732.26,0.096,1.093
14.5,2732.26,0.097,1.093
14.6,2640.36,0.097,1.056
14.7,2651.84,0.098,1.061
14.8,2621.07,0.099,1.048
14.9,2610.43,0.099,1.044
15.0,2614.06,0.1,1.046
15.1,2585.66,0.101,1.034
15.2,2585.66,0.101,1.034
15.3,2384.05,0.102,0.954
15.4,2650.72,0.103,1.06
15.5,2396.31,0.103,0.959
15.6,2399.95,0.104,0.96
15.7,2389.35,0.105,0.956
15.8,2389.35,0.105,0.956
15.9,2367.16,0.106,0.947
16.0,2331.26,0.107,0.933
16.1,2281.56,0.107,0.913
16.2,2281.56,0.108,0.913
16.3,2295.73,0.109,0.918
16.4,2273.53,0.109,0.909
16.5,2223.83,0.11,0.89
16.6,2499.19,0.111,1.0
16.7,2456.34,0.111,0.983
16.8,2720.8,0.112,1.088
16.9,2712.77,0.113,1.085
17.0,2709.26,0.113,1.084
17.1,2695.93,0.114,1.078
17.2,2691.46,0.115,1.077
17.3,2683.73,0.115,1.073
17.4,2617.07,0.116,1.047
17.5,2621.54,0.117,1.049
17.6,2594.73,0.117,1.038
17.7,2619.81,0.118,1.048
17.8,2607.91,0.119,1.043
17.9,2630.58,0.119,1.052
18.0,2653.44,0.12,1.061
18.1,2645.69,0.121,1.058
18.2,2676.77,0.121,1.071
18.3,2904.68,0.122,1.162
18.4,3026.48,0.123,1.211
18.5,3147.13,0.123,1.259
18.6,3141.59,0.124,1.257
18.7,3121.22,0.125,1.248
18.8,3124.09,0.125,1.25
18.9,3147.42,0.126,1.259
19.0,3138.56,0.127,1.255
19.1,3113.5,0.127,1.245
19.2,3134.75,0.128,1.254
19.3,3157.12,0.129,1.263
19.4,3138.66,0.129,1.255
19.5,3135.63,0.13,1.254
19.6,3133.43,0.131,1.253
19.7,3139.02,0.131,1.256
19.8,3103.49,0.132,1.241
19.9,3100.1,0.133,1.24
20.0,3138.66,0.133,1.255
20.1,3141.22,0.134,1.256
20.2,3110.37,0.135,1.244
20.3,3095.93,0.135,1.238
20.4,3061.51,0.136,1.225
20.5,3061.51,0.137,1.225
20.6,3072.94,0.137,1.229
20.7,3055.23,0.138,1.222
20.8,3055.23,0.139,1.222
20.9,3060.46,0.139,1.224
21.0,3060.46,0.14,1.224
21.1,3060.46,0.141,1.224
21.2,3060.46,0.141,1.224
21.3,3068.5,0.142,1.227
21.4,3072.94,0.143,1.229
21.5,3068.5,0.143,1.227
21.6,3072.94,0.144,1.229
21.7,3080.69,0.145,1.232
21.8,3099.56,0.145,1.24
21.9,3106.22,0.146,1.242
22.0,3110.99,0.147,1.244
22.1,3134.68,0.147,1.254
22.2,3195.14,0.148,1.278
22.3,3200.74,0.149,1.28
22.4,3206.94,0.149,1.283
22.5,3206.94,0.15,1.283
22.6,3203.3,0.151,1.281
22.7,3218.83,0.151,1.288
22.8,3215.8,0.152,1.286
22.9,3222.47,0.153,1.289
23.0,3224.82,0.153,1.29
23.1,3236.61,0.154,1.295
23.2,3249.17,0.155,1.3
23.3,3262.38,0.155,1.305
23.4,3280.21,0.156,1.312
23.5,3289.73,0.157,1.316
23.6,3264.48,0.157,1.306
23.7,3247.3,0.158,1.299
23.8,3247.3,0.159,1.299
23.9,3247.3,0.159,1.299
24.0,3259.39,0.16,1.304
24.1,3259.39,0.161,1.304
24.2,3292.29,0.161,1.317
24.3,3292.29,0.162,1.317
24.4,2892.29,0.163,1.157
24.5,2892.29,0.163,1.157
24.6,2892.29,0.164,1.157
24.7,2873.53,0.165,1.149
24.8,2865.45,0.165,1.146
24.9,2876.56,0.166,1.151
25.0,2862.42,0.167,1.145
25.1,2863.03,0.167,1.145
25.2,2859.39,0.168,1.144
25.3,2859.39,0.169,1.144
25.4,3059.39,0.169,1.224
25.5,2859.39,0.17,1.144
25.6,3266.06,0.171,1.306
25.7,3259.39,0.171,1.304
25.8,3259.39,0.172,1.304
25.9,3273.53,0.173,1.309
26.0,3304.85,0.173,1.322
26.1,3321.21,0.174,1.328
26.2,3241.21,0.175,1.296
26.3,3227.88,0.175,1.291
26.4,3202.12,0.176,1.281
26.5,3190.03,0.177,1.276
26.6,3182.89,0.177,1.273
26.7,3167.76,0.178,1.267
26.8,3229.14,0.179,1.292
26.9,3139.3,0.179,1.256
27.0,3125.54,0.18,1.25
27.1,3200.78,0.181,1.28
27.2,3200.78,0.181,1.28
27.3,3332.21,0.182,1.333
27.4,3196.32,0.183,1.279
27.5,3329.65,0.183,1.332
27.6,3196.32,0.184,1.279
27.7,3196.32,0.185,1.279
27.8,3196.32,0.185,1.279
27.9,2993.28,0.186,1.197
28.0,2993.28,0.187,1.197
28.1,2913.28,0.187,1.165
28.2,3249.65,0.188,1.3
28.3,3196.32,0.189,1.279
28.4,3196.32,0.189,1.279
28.5,3287.45,0.19,1.315
28.6,3287.45,0.191,1.315
28.7,3293.65,0.191,1.317
28.8,3300.66,0.192,1.32
28.9,3120.21,0.193,1.248
29.0,3040.21,0.193,1.216
29.1,3128.67,0.194,1.251
29.2,3130.58,0.195,1.252
29.3,3250.58,0.195,1.3
29.4,3266.47,0.196,1.307
29.5,3266.47,0.197,1.307
29.6,3266.47,0.197,1.307
29.7,3346.47,0.198,1.339
29.8,3331.6,0.199,1.333
29.9,3411.6,0.199,1.365
30.0,3140.46,0.2,1.256
30.1,3153.5,0.201,1.261
30.2,3153.03,0.201,1.261
30.3,3135.76,0.202,1.254
30.4,3135.76,0.203,1.254
30.5,3119.39,0.203,1.248
30.6,3062.42,0.204,1.225
30.7,3121.6,0.205,1.249
30.8,3128.74,0.205,1.251
30.9,3111.11,0.206,1.244
31.0,3146.81,0.207,1.259
31.1,3146.81,0.207,1.259
31.2,2858.27,0.208,1.143
31.3,3128.57,0.209,1.251
31.4,3133.5,0.209,1.253
31.5,3133.5,0.21,1.253
31.6,3133.5,0.211,1.253
31.7,3218.73,0.211,1.287
31.8,3150.39,0.212,1.26
31.9,3151.52,0.213,1.261
32.0,3164.55,0.213,1.266
32.1,3177.75,0.214,1.271
32.2,3270.31,0.215,1.308
32.3,3270.31,0.215,1.308
32.4,3267.28,0.216,1.307
32.5,3260.78,0.217,1.304
32.6,3267.28,0.217,1.307
32.7,3270.31,0.218,1.308
32.8,3216.97,0.219,1.287
32.9,3216.97,0.219,1.287
33.0,3216.97,0.22,1.287
33.1,3216.97,0.221,1.287
33.2,3100.61,0.221,1.24
33.3,3080.61,0.222,1.232
33.4,3013.94,0.223,1.206
33.5,3100.61,0.223,1.24
33.6,3100.61,0.224,1.24
33.7,3030.91,0.225,1.212
33.8,3077.58,0.225,1.231
33.9,3077.58,0.226,1.231
34.0,3041.21,0.227,1.216
34.1,3001.82,0.227,1.201
34.2,2998.79,0.228,1.2
34.3,2932.42,0.229,1.173
34.4,2909.26,0.229,1.164
34.5,2899.09,0.23,1.16
34.6,2899.09,0.231,1.16
34.7,2890.5,0.231,1.156
34.8,2880.0,0.232,1.152
34.9,2876.36,0.233,1.151
35.0,2876.36,0.233,1.151
35.1,2876.36,0.234,1.151
35.2,2876.36,0.235,1.151
35.3,2891.6,0.235,1.157
35.4,2891.6,0.236,1.157
35.5,2891.6,0.237,1.157
35.6,2891.6,0.237,1.157
35.7,2891.6,0.238,1.157
35.8,2891.6,0.239,1.157
35.9,2891.6,0.239,1.157
36.0,2907.13,0.24,1.163
36.1,2907.13,0.241,1.163
36.2,2921.27,0.241,1.169
36.3,2952.59,0.242,1.181
36.4,2953.42,0.243,1.181
36.5,2937.06,0.243,1.175
36.6,2927.53,0.244,1.171
36.7,2901.3,0.245,1.161
36.8,2923.8,0.245,1.17
36.9,2924.5,0.246,1.17
37.0,2905.74,0.247,1.162
37.1,2937.17,0.247,1.175
37.2,2937.17,0.248,1.175
37.3,2955.93,0.249,1.182
37.4,2940.2,0.249,1.176
37.5,2929.69,0.25,1.172
37.6,2926.66,0.251,1.171
37.7,2929.69,0.251,1.172
37.8,2945.76,0.252,1.178
37.9,2945.76,0.253,1.178
38.0,2978.79,0.253,1.192
38.1,2984.85,0.254,1.194
38.2,2984.85,0.255,1.194
38.3,3007.88,0.255,1.203
38.4,3044.24,0.256,1.218
38.5,3044.24,0.257,1.218
38.6,3044.24,0.257,1.218
38.7,3044.24,0.258,1.218
38.8,3316.97,0.259,1.327
38.9,3316.97,0.259,1.327
39.0,3316.97,0.26,1.327
39.1,3294.24,0.261,1.318
39.2,3302.63,0.261,1.321
39.3,3302.63,0.262,1.321
39.4,3292.12,0.263,1.317
39.5,3276.83,0.263,1.311
39.6,3276.83,0.264,1.311
39.7,3271.6,0.265,1.309
39.8,3271.6,0.265,1.309
39.9,3266.66,0.266,1.307
40.0,3266.66,0.267,1.307
40.1,3266.66,0.267,1.307
40.2,3250.77,0.268,1.3
40.3,3250.77,0.269,1.3
40.4,3250.77,0.269,1.3
40.5,3501.9,0.27,1.401
40.6,3501.9,0.271,1.401
40.7,3517.43,0.271,1.407
40.8,3501.9,0.272,1.401
40.9,3235.24,0.273,1.294
41.0,3486.66,0.273,1.395
41.1,3465.0,0.274,1.386
41.2,3198.33,0.275,1.279
41.3,3251.66,0.275,1.301
41.4,3465.0,0.276,1.386
41.5,3153.33,0.277,1.261
41.6,3465.0,0.277,1.386
41.7,3465.0,0.278,1.386
41.8,3451.66,0.279,1.381
41.9,3465.0,0.279,1.386
42.0,3465.0,0.28,1.386
42.1,3251.66,0.281,1.301
42.2,3251.66,0.281,1.301
42.3,3251.66,0.282,1.301
42.4,3118.33,0.283,1.247
42.5,3118.33,0.283,1.247
42.6,3118.33,0.284,1.247
42.7,3118.33,0.285,1.247
42.8,3118.33,0.285,1.247
42.9,3118.33,0.286,1.247
43.0,3118.33,0.287,1.247
43.1,3118.33,0.287,1.247
43.2,3118.33,0.288,1.247
43.3,3096.54,0.289,1.239
43.4,3053.68,0.289,1.221
43.5,3053.68,0.29,1.221
43.6,3020.53,0.291,1.208
43.7,2997.01,0.291,1.199
43.8,2990.81,0.292,1.196
43.9,2979.66,0.293,1.192
44.0,2970.82,0.293,1.188
44.1,2959.86,0.294,1.184
44.2,2949.54,0.295,1.18
44.3,2942.41,0.295,1.177
44.4,2936.06,0.296,1.174
44.5,2930.52,0.297,1.172
44.6,2916.9,0.297,1.167
44.7,2912.66,0.298,1.165
44.8,2912.66,0.299,1.165
44.9,2927.66,0.299,1.171
45.0,2933.2,0.3,1.173
45.1,2935.74,0.301,1.174
45.2,2906.51,0.301,1.163
45.3,2894.1,0.302,1.158
45.4,2910.32,0.303,1.164
45.5,2915.88,0.303,1.166
45.6,2922.38,0.304,1.169
45.7,2929.52,0.305,1.172
45.8,2936.36,0.305,1.175
45.9,2941.42,0.306,1.177
46.0,2941.42,0.307,1.177
46.1,2924.37,0.307,1.17
46.2,2901.81,0.308,1.161
46.3,2909.91,0.309,1.164
46.4,2917.24,0.309,1.167
46.5,2892.77,0.31,1.157
46.6,2913.77,0.311,1.166
46.7,2921.53,0.311,1.169
46.8,2928.54,0.312,1.171
46.9,2972.36,0.313,1.189
47.0,2962.84,0.313,1.185
47.1,2965.4,0.314,1.186
47.2,2996.1,0.315,1.198
47.3,2977.06,0.315,1.191
47.4,2970.56,0.316,1.188
47.5,2983.72,0.317,1.193
47.6,3014.06,0.317,1.206
47.7,3009.31,0.318,1.204
47.8,3032.82,0.319,1.213
47.9,2864.07,0.319,1.146
48.0,2886.93,0.32,1.155
48.1,2899.48,0.321,1.16
48.2,2915.85,0.321,1.166
48.3,2915.85,0.322,1.166
48.4,2938.88,0.323,1.176
48.5,2938.88,0.323,1.176
48.6,2938.88,0.324,1.176
48.7,2938.88,0.325,1.176
48.8,2938.88,0.325,1.176
48.9,2909.35,0.326,1.164
49.0,2909.35,0.327,1.164
49.1,2909.35,0.327,1.164
49.2,2909.35,0.328,1.164
49.3,2909.35,0.329,1.164
49.4,2938.88,0.329,1.176
49.5,2981.74,0.33,1.193
49.6,2909.35,0.331,1.164
49.7,2918.88,0.331,1.168
49.8,2938.88,0.332,1.176
49.9,2981.74,0.333,1.193
50.0,2981.74,0.333,1.193
50.1,2981.74,0.334,1.193
50.2,3057.93,0.335,1.223
50.3,3048.4,0.335,1.219
50.4,2981.74,0.336,1.193
50.5,3000.78,0.337,1.2
50.6,2945.37,0.337,1.178
50.7,2988.23,0.338,1.195
50.8,2988.23,0.339,1.195
50.9,2988.23,0.339,1.195
51.0,2988.23,0.34,1.195
51.1,2988.23,0.341,1.195
51.2,2934.9,0.341,1.174
51.3,2869.61,0.342,1.148
51.4,2846.88,0.343,1.139
51.5,2827.53,0.343,1.131
51.6,2833.6,0.344,1.133
51.7,2879.48,0.345,1.152
51.8,2885.54,0.345,1.154
51.9,2948.4,0.346,1.179
52.0,2992.21,0.347,1.197
52.1,3005.54,0.347,1.202
52.2,2863.12,0.348,1.145
52.3,2818.47,0.349,1.127
52.4,2804.33,0.349,1.122
52.5,2807.96,0.35,1.123
52.6,2807.96,0.351,1.123
52.7,2846.88,0.351,1.139
52.8,2801.3,0.352,1.121
52.9,2795.24,0.353,1.118
53.0,2795.24,0.353,1.118
53.1,2795.24,0.354,1.118
53.2,2798.27,0.355,1.119
53.3,2807.96,0.355,1.123
53.4,2795.24,0.356,1.118
53.5,2807.96,0.357,1.123
53.6,2815.44,0.357,1.126
53.7,2807.96,0.358,1.123
53.8,2815.44,0.359,1.126
53.9,2807.96,0.359,1.123
54.0,2821.0,0.36,1.128
54.1,2837.23,0.361,1.135
54.2,2846.76,0.361,1.139
54.3,2815.44,0.362,1.126
54.4,2815.44,0.363,1.126
54.5,2815.44,0.363,1.126
54.6,2815.44,0.364,1.126
54.7,2824.03,0.365,1.13
54.8,2811.0,0.365,1.124
54.9,2801.3,0.366,1.121
55.0,2804.93,0.367,1.122
55.1,2807.96,0.367,1.123
55.2,2807.96,0.368,1.123
55.3,2828.57,0.369,1.131
55.4,2838.09,0.369,1.135
55.5,2838.09,0.37,1.135
55.6,2914.28,0.371,1.166
55.7,2920.34,0.371,1.168
55.8,2927.01,0.372,1.171
55.9,2943.07,0.373,1.177
56.0,2965.8,0.373,1.186
56.1,2905.98,0.374,1.162
56.2,2915.5,0.375,1.166
56.3,3041.56,0.375,1.217
56.4,3041.56,0.376,1.217
56.5,3044.59,0.377,1.218
56.6,3044.59,0.377,1.218
56.7,2995.49,0.378,1.198
56.8,2995.49,0.379,1.198
56.9,2973.23,0.379,1.189
57.0,2964.6,0.38,1.186
57.1,2922.64,0.381,1.169
57.2,2917.88,0.381,1.167
57.3,2917.88,0.382,1.167
57.4,2908.25,0.383,1.163
57.5,2883.46,0.383,1.153
57.6,2875.3,0.384,1.15
57.7,2866.82,0.385,1.147
57.8,2866.82,0.385,1.147
57.9,2870.15,0.386,1.148
58.0,2867.58,0.387,1.147
58.1,2855.86,0.387,1.142
58.2,2855.86,0.388,1.142
58.3,2848.72,0.389,1.139
58.4,2838.77,0.389,1.136
58.5,2832.12,0.39,1.133
58.6,2832.12,0.391,1.133
58.7,2816.3,0.391,1.127
58.8,2807.8,0.392,1.123
58.9,2586.85,0.393,1.035
59.0,2582.98,0.393,1.033
59.1,2582.98,0.394,1.033
59.2,2573.46,0.395,1.029
59.3,2571.79,0.395,1.029
59.4,2562.75,0.396,1.025
59.5,2562.75,0.397,1.025
59.6,2544.44,0.397,1.018
59.7,2544.44,0.398,1.018
59.8,2540.57,0.399,1.016
59.9,2531.76,0.399,1.013
60.0,2521.28,0.4,1.009
60.1,2509.59,0.401,1.004
60.2,2509.59,0.401,1.004
60.3,2494.87,0.402,0.998
60.4,2492.67,0.403,0.997
60.5,2488.86,0.403,0.996
60.6,2479.93,0.404,0.992
60.7,2474.01,0.405,0.99
60.8,2474.01,0.405,0.99
60.9,2474.01,0.406,0.99
61.0,2463.6,0.407,0.985
61.1,2464.32,0.407,0.986
61.2,2448.82,0.408,0.98
61.3,2454.73,0.409,0.982
61.4,2459.66,0.409,0.984
61.5,2487.56,0.41,0.995
61.6,2410.29,0.411,0.964
61.7,2429.57,0.411,0.972
61.8,2430.03,0.412,0.972
61.9,2391.19,0.413,0.956
62.0,2456.0,0.413,0.982
62.1,2692.9,0.414,1.077
62.2,2698.46,0.415,1.079
62.3,2674.35,0.415,1.07
62.4,2663.76,0.416,1.066
62.5,2657.84,0.417,1.063
62.6,2650.64,0.417,1.06
62.7,2650.64,0.418,1.06
62.8,2630.72,0.419,1.052
62.9,2630.72,0.419,1.052
63.0,2627.59,0.42,1.051
63.1,2627.59,0.421,1.051
63.2,2631.46,0.421,1.053
63.3,2634.49,0.422,1.054
63.4,2635.96,0.423,1.054
63.5,2632.93,0.423,1.053
63.6,2635.96,0.424,1.054
63.7,2635.96,0.425,1.054
63.8,2635.96,0.425,1.054
63.9,2635.96,0.426,1.054
64.0,2635.96,0.427,1.054
