Proximity Threshold,Time to Target,Time on Target,Average Time on Target,Adjusted Time on Target,heterogeneity,Seekers,Explorers,Isocontours
0.1,0.003,6.999999999999986,0.7499999999999984,1.499999999999997,0.4,14,10,1
