Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.275,0.0,0.0,19.6,11.2,-21.0,-18.1,139.8,0.0
0.1,0.275,97.8,0.001,19.7,11.3,-21.0,-18.1,140.2,0.698
0.2,0.275,97.8,0.001,19.8,11.3,-21.0,-18.0,140.2,0.698
0.3,0.275,97.8,0.002,19.8,11.3,-21.0,-17.9,140.0,0.699
0.4,0.275,97.8,0.003,19.8,11.3,-21.0,-17.9,140.0,0.699
0.5,0.275,97.8,0.003,19.7,11.3,-20.9,-18.0,139.8,0.7
0.6,0.274,97.8,0.004,19.7,11.4,-20.9,-17.9,139.8,0.7
0.7,0.273,97.8,0.005,19.8,11.5,-20.9,-17.8,140.0,0.699
0.8,0.272,97.8,0.005,19.8,11.6,-20.9,-17.9,140.4,0.697
0.9,0.269,97.8,0.006,19.8,11.7,-21.0,-17.8,140.6,0.696
1.0,0.266,97.8,0.007,19.8,11.8,-20.9,-17.8,140.6,0.696
1.1,0.261,97.8,0.007,19.9,11.9,-20.9,-17.8,141.0,0.694
1.2,0.256,97.8,0.008,19.8,12.0,-20.9,-17.8,141.0,0.694
1.3,0.252,97.8,0.009,19.9,12.1,-20.9,-17.8,141.4,0.692
1.4,0.248,97.8,0.009,19.9,12.2,-20.9,-17.7,141.4,0.692
1.5,0.243,97.8,0.01,19.8,12.2,-20.9,-17.8,141.4,0.692
1.6,0.238,97.8,0.011,19.6,12.3,-20.9,-17.7,141.0,0.694
1.7,0.232,97.8,0.011,19.5,12.4,-20.9,-17.5,140.6,0.696
1.8,0.227,97.8,0.012,19.3,12.4,-20.9,-17.3,139.8,0.7
1.9,0.22,97.8,0.013,19.1,12.4,-20.9,-17.2,139.2,0.703
2.0,0.22,97.8,0.013,19.0,12.5,-20.9,-17.0,138.8,0.705
2.1,0.223,97.8,0.014,18.8,12.5,-20.9,-16.9,138.2,0.708
2.2,0.225,97.8,0.015,18.7,12.5,-20.9,-16.8,137.8,0.71
2.3,0.227,97.8,0.015,18.6,12.5,-20.9,-16.7,137.4,0.712
2.4,0.229,97.8,0.016,18.4,12.5,-20.9,-16.5,136.6,0.716
2.5,0.232,97.8,0.017,18.1,12.5,-20.9,-16.3,135.6,0.721
2.6,0.232,97.8,0.017,17.9,12.4,-20.9,-16.2,134.8,0.726
2.7,0.23,75.23,0.018,17.7,12.4,-20.9,-16.1,134.2,0.561
2.8,0.227,75.23,0.019,17.6,12.3,-20.9,-16.1,133.8,0.562
2.9,0.224,75.23,0.019,17.4,12.2,-20.8,-16.1,133.0,0.566
3.0,0.218,75.23,0.02,17.1,12.1,-20.8,-15.9,131.8,0.571
3.1,0.213,75.23,0.021,16.9,12.0,-20.8,-15.7,130.8,0.575
3.2,0.208,75.23,0.021,16.7,11.9,-20.8,-15.6,130.0,0.579
3.3,0.203,75.23,0.022,16.5,11.8,-20.8,-15.5,129.2,0.582
3.4,0.197,75.23,0.023,16.4,11.6,-20.7,-15.3,128.0,0.588
3.5,0.191,75.23,0.023,16.2,11.5,-20.7,-15.2,127.2,0.591
3.6,0.186,75.23,0.024,16.1,11.3,-20.7,-15.1,126.4,0.595
3.7,0.183,75.23,0.025,16.0,11.3,-20.7,-14.9,125.8,0.598
3.8,0.179,75.23,0.025,15.9,11.3,-20.7,-14.8,125.4,0.6
