Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,-0.34,-4.49,6.71,-8.76,-7.05,4.27,8.242,0.0,0.835,330.0,1.0
0.1,-0.36,-4.48,6.3,-8.61,-6.66,4.13,7.837,0.001,0.843,329.98666,1.0
0.2,-0.36,-4.5,6.02,-9.11,-6.38,4.61,7.871,0.001,0.843,329.97312,1.0
0.3,-0.35,-4.5,6.09,-9.0,-6.44,4.5,7.856,0.002,0.843,329.92659,1.0
0.4,-0.84,-4.74,5.58,-8.93,-6.42,4.19,7.666,0.003,0.847,329.86076,1.0
0.5,-2.26,-5.04,5.02,-9.08,-7.28,4.04,8.326,0.003,0.833,329.78623,0.999
0.6,-0.85,-4.08,5.03,-9.49,-5.88,5.41,7.99,0.004,0.84,329.70903,0.999
0.7,1.81,-2.48,5.06,-9.34,-3.25,6.86,7.591,0.005,0.848,329.5898,0.999
0.8,3.75,-1.78,5.08,-9.73,-1.33,7.95,8.06,0.005,0.839,329.50504,0.999
0.9,5.31,-1.81,5.08,-9.55,0.23,7.74,7.743,0.006,0.845,329.4181,0.998
1.0,-0.48,-4.7,5.23,-9.69,-5.71,4.99,7.583,0.007,0.848,329.29261,0.998
1.1,-1.32,-4.7,5.03,-10.17,-6.35,5.47,8.381,0.007,0.832,329.1342,0.997
1.2,-0.1,-4.04,5.17,-10.38,-5.27,6.34,8.244,0.008,0.835,329.00761,0.997
1.3,0.84,-4.45,5.16,-10.2,-4.32,5.75,7.192,0.009,0.856,328.88659,0.997
1.4,0.04,-4.88,5.31,-10.29,-5.27,5.41,7.553,0.009,0.849,328.75054,0.996
1.5,-0.89,-4.64,4.82,-10.65,-5.71,6.01,8.29,0.01,0.834,328.61414,0.996
1.6,0.15,-4.63,4.71,-10.4,-4.56,5.77,7.354,0.011,0.853,328.44769,0.995
1.7,0.27,-4.48,4.74,-10.77,-4.47,6.29,7.717,0.011,0.846,328.30903,0.995
1.8,0.37,-4.33,4.68,-11.19,-4.31,6.86,8.102,0.012,0.838,328.17146,0.994
1.9,0.46,-4.23,4.8,-11.17,-4.34,6.94,8.185,0.013,0.836,328.00989,0.994
2.0,-0.08,-4.28,4.9,-11.1,-4.98,6.82,8.445,0.013,0.831,327.83626,0.993
2.1,0.48,-3.54,4.93,-11.46,-4.45,7.92,9.085,0.014,0.818,327.70684,0.993
2.2,0.44,-3.4,4.7,-11.92,-4.26,8.52,9.526,0.015,0.809,327.56263,0.993
2.3,1.08,-3.74,4.74,-11.75,-3.66,8.01,8.807,0.015,0.824,327.41776,0.992
