Time,Sum Area Coverage,Time/Total Time,Non-Dimensional Area Coverage
0.0,0.0,0.0,0.0
0.1,2725.95,0.001,1.09
0.2,2765.95,0.001,1.106
0.3,2734.52,0.002,1.094
0.4,2739.28,0.003,1.096
0.5,2702.62,0.003,1.081
0.6,2669.28,0.004,1.068
0.7,2662.86,0.005,1.065
0.8,2652.62,0.005,1.061
0.9,2651.9,0.006,1.061
1.0,2686.91,0.007,1.075
1.1,2746.91,0.007,1.099
1.2,2728.81,0.008,1.092
1.3,2728.81,0.009,1.092
1.4,2725.72,0.009,1.09
1.5,2743.57,0.01,1.097
1.6,2692.38,0.011,1.077
1.7,2687.14,0.011,1.075
1.8,2653.81,0.012,1.062
1.9,2631.19,0.013,1.052
2.0,2608.09,0.013,1.043
2.1,2539.52,0.014,1.016
2.2,2539.52,0.015,1.016
2.3,2583.09,0.015,1.033
2.4,2573.09,0.016,1.029
2.5,2523.57,0.017,1.009
2.6,2481.9,0.017,0.993
2.7,2548.57,0.018,1.019
2.8,2511.66,0.019,1.005
2.9,2526.9,0.019,1.011
3.0,2560.95,0.02,1.024
3.1,2470.95,0.021,0.988
3.2,2450.71,0.021,0.98
3.3,2404.36,0.022,0.962
3.4,2454.36,0.023,0.982
3.5,2398.01,0.023,0.959
3.6,2452.46,0.024,0.981
3.7,2679.12,0.025,1.072
3.8,2622.14,0.025,1.049
3.9,2613.57,0.026,1.045
4.0,2610.31,0.027,1.044
4.1,2707.46,0.027,1.083
4.2,2755.55,0.028,1.102
4.3,2781.43,0.029,1.113
4.4,2805.08,0.029,1.122
4.5,2788.65,0.03,1.115
4.6,2635.4,0.031,1.054
4.7,2626.98,0.031,1.051
4.8,2586.66,0.032,1.035
4.9,2585.63,0.033,1.034
5.0,2599.2,0.033,1.04
5.1,2724.05,0.034,1.09
5.2,2767.94,0.035,1.107
5.3,2712.47,0.035,1.085
5.4,2768.98,0.036,1.108
5.5,2768.98,0.037,1.108
5.6,2625.97,0.037,1.05
5.7,2606.45,0.038,1.043
5.8,2583.59,0.039,1.033
5.9,2587.86,0.039,1.035
6.0,2603.03,0.04,1.041
6.1,2771.35,0.041,1.109
6.2,2738.25,0.041,1.095
6.3,2710.71,0.042,1.084
6.4,2740.16,0.043,1.096
6.5,2751.27,0.043,1.101
6.6,2746.67,0.044,1.099
6.7,2746.05,0.045,1.098
6.8,2745.33,0.045,1.098
6.9,2724.2,0.046,1.09
7.0,2759.68,0.047,1.104
7.1,2756.11,0.047,1.102
7.2,2771.9,0.048,1.109
7.3,2787.54,0.049,1.115
7.4,2656.43,0.049,1.063
7.5,2662.78,0.05,1.065
7.6,2667.22,0.051,1.067
7.7,2663.33,0.051,1.065
7.8,2653.41,0.052,1.061
7.9,2698.96,0.053,1.08
8.0,2696.98,0.053,1.079
8.1,2670.23,0.054,1.068
8.2,2823.09,0.055,1.129
8.3,2803.96,0.055,1.122
8.4,2803.96,0.056,1.122
8.5,2699.2,0.057,1.08
8.6,2783.09,0.057,1.113
8.7,2678.33,0.058,1.071
8.8,2678.33,0.059,1.071
8.9,2685.87,0.059,1.074
9.0,2638.96,0.06,1.056
9.1,2636.19,0.061,1.054
9.2,2645.63,0.061,1.058
9.3,2755.08,0.062,1.102
9.4,2833.25,0.063,1.133
9.5,2757.06,0.063,1.103
9.6,2745.95,0.064,1.098
9.7,2713.49,0.065,1.085
9.8,2742.06,0.065,1.097
9.9,2658.33,0.066,1.063
10.0,2648.8,0.067,1.06
10.1,2663.8,0.067,1.066
10.2,2703.81,0.068,1.082
10.3,2663.81,0.069,1.066
10.4,2668.25,0.069,1.067
10.5,2624.92,0.07,1.05
10.6,2639.68,0.071,1.056
10.7,2655.79,0.071,1.062
10.8,2747.46,0.072,1.099
10.9,2747.54,0.073,1.099
11.0,2673.57,0.073,1.069
11.1,2753.8,0.074,1.102
11.2,2738.33,0.075,1.095
11.3,2543.8,0.075,1.018
11.4,2633.8,0.076,1.054
11.5,2446.18,0.077,0.978
11.6,2622.38,0.077,1.049
11.7,2544.28,0.078,1.018
11.8,2579.52,0.079,1.032
11.9,2535.95,0.079,1.014
12.0,2541.9,0.08,1.017
12.1,2527.14,0.081,1.011
12.2,2585.0,0.081,1.034
12.3,2530.0,0.082,1.012
12.4,2476.66,0.083,0.991
12.5,2482.14,0.083,0.993
12.6,2448.81,0.084,0.98
12.7,2515.47,0.085,1.006
12.8,2530.24,0.085,1.012
12.9,2521.11,0.086,1.008
13.0,2499.2,0.087,1.0
13.1,2539.2,0.087,1.016
13.2,2416.19,0.088,0.966
13.3,2412.3,0.089,0.965
13.4,2402.54,0.089,0.961
13.5,2360.4,0.09,0.944
13.6,2430.63,0.091,0.972
13.7,2417.85,0.091,0.967
13.8,2356.43,0.092,0.943
13.9,2330.31,0.093,0.932
14.0,2241.43,0.093,0.897
14.1,2296.74,0.094,0.919
14.2,2368.89,0.095,0.948
14.3,2371.43,0.095,0.949
14.4,2310.55,0.096,0.924
14.5,2364.92,0.097,0.946
14.6,2491.34,0.097,0.997
14.7,2461.58,0.098,0.985
14.8,2456.9,0.099,0.983
14.9,2493.57,0.099,0.997
15.0,2610.23,0.1,1.044
15.1,2610.23,0.101,1.044
15.2,2586.9,0.101,1.035
15.3,2637.14,0.102,1.055
15.4,2498.81,0.103,1.0
15.5,2486.75,0.103,0.995
15.6,2455.64,0.104,0.982
15.7,2589.12,0.105,1.036
15.8,2460.23,0.105,0.984
15.9,2516.51,0.106,1.007
16.0,2479.12,0.107,0.992
16.1,2475.87,0.107,0.99
16.2,2461.83,0.108,0.985
16.3,2409.05,0.109,0.964
16.4,2365.4,0.109,0.946
16.5,2424.37,0.11,0.97
16.6,2273.5,0.111,0.909
16.7,2347.07,0.111,0.939
16.8,2345.72,0.112,0.938
16.9,2189.93,0.113,0.876
17.0,2208.58,0.113,0.883
17.1,2353.89,0.114,0.942
17.2,2355.72,0.115,0.942
17.3,2405.48,0.115,0.962
17.4,2351.91,0.116,0.941
17.5,2321.91,0.117,0.929
17.6,2361.74,0.117,0.945
17.7,2368.41,0.118,0.947
17.8,2333.17,0.119,0.933
17.9,2333.17,0.119,0.933
18.0,2393.41,0.12,0.957
18.1,2216.27,0.121,0.887
18.2,2246.27,0.121,0.899
18.3,2415.32,0.122,0.966
18.4,2363.41,0.123,0.945
18.5,2403.41,0.123,0.961
18.6,2428.41,0.124,0.971
18.7,2417.94,0.125,0.967
18.8,2413.35,0.125,0.965
18.9,2596.84,0.126,1.039
19.0,2556.68,0.127,1.023
19.1,2585.42,0.127,1.034
19.2,2802.32,0.128,1.121
19.3,2711.29,0.129,1.085
19.4,2691.77,0.129,1.077
19.5,2738.28,0.13,1.095
19.6,2751.62,0.131,1.101
19.7,2390.42,0.131,0.956
19.8,2416.61,0.132,0.967
19.9,2359.56,0.133,0.944
20.0,2378.04,0.133,0.951
20.1,2361.46,0.134,0.945
20.2,2361.46,0.135,0.945
20.3,2355.18,0.135,0.942
20.4,2350.67,0.136,0.94
20.5,2395.91,0.137,0.958
20.6,2349.0,0.137,0.94
20.7,2418.77,0.138,0.968
20.8,2450.13,0.139,0.98
20.9,2498.38,0.139,0.999
21.0,2448.14,0.14,0.979
21.1,2366.47,0.141,0.947
21.2,2393.46,0.141,0.957
21.3,2443.46,0.142,0.977
21.4,2350.12,0.143,0.94
21.5,2345.83,0.143,0.938
21.6,2307.35,0.144,0.923
21.7,2298.93,0.145,0.92
21.8,2355.98,0.145,0.942
21.9,2284.32,0.146,0.914
22.0,2325.43,0.147,0.93
22.1,2341.23,0.147,0.936
22.2,2333.28,0.148,0.933
22.3,2342.96,0.149,0.937
22.4,2320.89,0.149,0.928
22.5,2228.11,0.15,0.891
22.6,2281.68,0.151,0.913
22.7,2403.6,0.151,0.961
22.8,2361.05,0.152,0.944
