Time,ID,x,y,u,v,x_target,y_target,error_x,error_y,Distance to Target,Time/Total Time,Non-Dimensional Target Proximity,error_x_norm,error_y_norm,Heading-Bearing Correlation
0.0,1,-18.9,-7.8,,,-8.43,-19.2,10.47,-11.4,15.478,0.0,0.31,0.676,-0.737,
0.0,2,4.2,17.1,,,-8.43,-19.2,-12.63,-36.3,38.434,0.0,0.769,-0.329,-0.944,
0.0,3,-6.9,-12.0,,,-8.43,-19.2,-1.53,-7.2,7.361,0.0,0.147,-0.208,-0.978,
0.0,4,-8.2,17.6,,,-8.43,-19.2,-0.23,-36.8,36.801,0.0,0.736,-0.006,-1.0,
0.0,5,-6.9,2.9,,,-8.43,-19.2,-1.53,-22.1,22.153,0.0,0.443,-0.069,-0.998,
0.0,6,1.7,2.8,,,-8.43,-19.2,-10.13,-22.0,24.22,0.0,0.484,-0.418,-0.908,
0.0,7,-8.0,19.9,,,-8.43,-19.2,-0.43,-39.1,39.102,0.0,0.782,-0.011,-1.0,
0.0,8,12.7,23.8,,,-8.43,-19.2,-21.13,-43.0,47.911,0.0,0.958,-0.441,-0.897,
0.0,9,-3.5,8.1,,,-8.43,-19.2,-4.93,-27.3,27.742,0.0,0.555,-0.178,-0.984,
0.0,10,-2.9,13.7,,,-8.43,-19.2,-5.53,-32.9,33.362,0.0,0.667,-0.166,-0.986,
0.0,11,20.4,-11.6,,,-8.43,-19.2,-28.83,-7.6,29.815,0.0,0.596,-0.967,-0.255,
0.0,12,-15.7,7.0,,,-8.43,-19.2,7.27,-26.2,27.19,0.0,0.544,0.267,-0.964,
0.0,13,1.9,-4.7,,,-8.43,-19.2,-10.33,-14.5,17.803,0.0,0.356,-0.58,-0.814,
0.1,1,-18.9,-7.9,0.2,-1.0,-8.88,-18.82,10.02,-10.92,14.82,0.001,0.296,0.676,-0.737,0.8550980392156863
0.1,2,4.2,17.1,0.4,0.0,-8.88,-18.82,-13.08,-35.92,38.227,0.001,0.765,-0.342,-0.94,-0.34199999999999997
0.1,3,-6.9,-12.0,-0.5,0.0,-8.88,-18.82,-1.98,-6.82,7.102,0.001,0.142,-0.279,-0.96,0.279
0.1,4,-8.2,17.6,0.3,0.2,-8.88,-18.82,-0.68,-36.42,36.426,0.001,0.729,-0.019,-1.0,-0.5698060941828256
0.1,5,-6.9,2.9,-0.5,-0.8,-8.88,-18.82,-1.98,-21.72,21.81,0.001,0.436,-0.091,-0.996,0.8932131495227996
0.1,6,1.7,2.7,-0.4,-0.1,-8.88,-18.82,-10.58,-21.52,23.98,0.001,0.48,-0.441,-0.897,0.645873786407767
0.1,7,-7.9,19.9,1.0,0.0,-8.88,-18.82,-0.98,-38.72,38.732,0.001,0.775,-0.025,-1.0,-0.025
0.1,8,12.7,23.8,0.3,0.2,-8.88,-18.82,-21.58,-42.62,47.772,0.001,0.955,-0.452,-0.892,-0.8698060941828255
0.1,9,-3.5,8.2,-0.2,0.8,-8.88,-18.82,-5.38,-27.02,27.55,0.001,0.551,-0.195,-0.981,-0.904
0.1,10,-2.9,13.7,-0.9,-0.0,-8.88,-18.82,-5.98,-32.52,33.065,0.001,0.661,-0.181,-0.984,0.181
0.1,11,20.4,-11.6,-0.3,0.1,-8.88,-18.82,-29.28,-7.22,30.157,0.001,0.603,-0.971,-0.239,0.8462025316455697
0.1,12,-15.7,7.0,0.7,-0.1,-8.88,-18.82,6.82,-25.82,26.706,0.001,0.534,0.255,-0.967,0.3892503536067893
0.1,13,1.9,-4.8,0.2,-0.9,-8.88,-18.82,-10.78,-14.02,17.685,0.001,0.354,-0.61,-0.793,0.6417570498915401
0.2,1,-18.8,-8.0,0.3,-0.3,-8.84,-18.97,9.96,-10.97,14.817,0.001,0.296,0.672,-0.74,0.9990566037735849
0.2,2,4.2,17.1,0.4,0.0,-8.84,-18.97,-13.04,-36.07,38.355,0.001,0.767,-0.34,-0.94,-0.34
0.2,3,-6.9,-12.2,0.7,-2.7,-8.84,-18.97,-1.94,-6.77,7.042,0.001,0.141,-0.275,-0.961,0.8613122983148082
0.2,4,-8.2,17.6,0.3,0.1,-8.84,-18.97,-0.64,-36.57,36.576,0.001,0.732,-0.017,-1.0,-0.33259493670886076
0.2,5,-7.0,2.8,-0.4,-0.7,-8.84,-18.97,-1.84,-21.77,21.848,0.001,0.437,-0.084,-0.996,0.906699751861042
0.2,6,1.6,2.8,-0.6,0.4,-8.84,-18.97,-10.44,-21.77,24.144,0.001,0.483,-0.432,-0.902,-0.14091539528432737
0.2,7,-7.9,19.9,0.2,0.5,-8.84,-18.97,-0.94,-38.87,38.881,0.001,0.778,-0.024,-1.0,-0.9365491651205937
0.2,8,12.7,23.8,-0.0,0.3,-8.84,-18.97,-21.54,-42.77,47.888,0.001,0.958,-0.45,-0.893,-0.8929999999999999
0.2,9,-3.6,8.2,-0.1,0.5,-8.84,-18.97,-5.24,-27.17,27.671,0.001,0.553,-0.189,-0.982,-0.9256862745098038
0.2,10,-3.0,13.7,-0.1,-0.6,-8.84,-18.97,-5.84,-32.67,33.188,0.001,0.664,-0.176,-0.984,0.9999999999999998
0.2,11,20.4,-11.6,0.3,0.2,-8.84,-18.97,-29.24,-7.37,30.155,0.001,0.603,-0.97,-0.244,-0.9412742382271468
0.2,12,-15.6,6.9,0.8,-0.5,-8.84,-18.97,6.76,-25.87,26.739,0.001,0.535,0.253,-0.968,0.7278897136797455
0.2,13,1.9,-4.8,-0.4,-0.8,-8.84,-18.97,-10.74,-14.17,17.78,0.001,0.356,-0.604,-0.797,0.9834451901565996
0.3,1,-18.8,-8.0,0.4,-0.9,-9.42,-18.84,9.38,-10.84,14.335,0.002,0.287,0.654,-0.756,0.9563451776649746
0.3,2,4.3,17.1,0.9,-0.3,-9.42,-18.84,-13.72,-35.94,38.47,0.002,0.769,-0.357,-0.934,-0.04330874604847205
0.3,3,-6.9,-12.5,0.0,-2.5,-9.42,-18.84,-2.52,-6.34,6.822,0.002,0.136,-0.369,-0.929,0.929
0.3,4,-8.1,17.6,0.9,0.1,-9.42,-18.84,-1.32,-36.44,36.464,0.002,0.729,-0.036,-0.999,-0.14602649006622517
0.3,5,-7.0,2.7,-0.8,-0.5,-9.42,-18.84,-2.42,-21.54,21.676,0.002,0.434,-0.112,-0.994,0.6220572640509014
0.3,6,1.5,2.8,-1.0,0.1,-9.42,-18.84,-10.92,-21.64,24.239,0.002,0.485,-0.451,-0.893,0.35990049751243786
0.3,7,-7.9,20.0,-0.1,0.7,-9.42,-18.84,-1.52,-38.84,38.87,0.002,0.777,-0.039,-0.999,-0.9835926449787835
0.3,8,12.8,23.8,0.2,0.2,-9.42,-18.84,-22.22,-42.64,48.082,0.002,0.962,-0.462,-0.887,-0.9533568904593642
0.3,9,-3.6,8.2,-0.7,0.3,-9.42,-18.84,-5.82,-27.04,27.659,0.002,0.553,-0.21,-0.978,-0.1921259842519685
0.3,10,-3.0,13.6,0.1,-0.7,-9.42,-18.84,-6.42,-32.44,33.069,0.002,0.661,-0.194,-0.981,0.9438472418670439
0.3,11,20.4,-11.6,-0.0,-0.3,-9.42,-18.84,-29.82,-7.24,30.686,0.002,0.614,-0.972,-0.236,0.23599999999999996
0.3,12,-15.5,6.9,0.7,-0.7,-9.42,-18.84,6.08,-25.74,26.448,0.002,0.529,0.23,-0.973,0.8506060606060606
0.3,13,1.9,-4.9,0.3,-0.4,-9.42,-18.84,-11.32,-13.94,17.957,0.002,0.359,-0.63,-0.776,0.24280000000000002
0.4,1,-18.8,-8.1,-0.1,-0.9,-9.46,-19.04,9.34,-10.94,14.385,0.003,0.288,0.649,-0.761,0.6843267108167771
0.4,2,4.3,17.0,0.3,-0.3,-9.46,-19.04,-13.76,-36.04,38.577,0.003,0.772,-0.357,-0.934,0.40825471698113214
0.4,3,-6.9,-12.7,-0.0,-2.9,-9.46,-19.04,-2.56,-6.34,6.837,0.003,0.137,-0.374,-0.927,0.927
0.4,4,-8.1,17.6,0.3,0.2,-9.46,-19.04,-1.36,-36.64,36.665,0.003,0.733,-0.037,-0.999,-0.5842105263157895
0.4,5,-7.1,2.7,-0.2,-0.2,-9.46,-19.04,-2.36,-21.74,21.868,0.003,0.437,-0.108,-0.994,0.7787985865724383
0.4,6,1.5,2.8,-0.3,0.3,-9.46,-19.04,-10.96,-21.84,24.436,0.003,0.489,-0.449,-0.894,-0.31485849056603776
0.4,7,-7.8,20.0,0.9,0.4,-9.46,-19.04,-1.66,-39.04,39.075,0.003,0.782,-0.042,-0.999,-0.44406091370558376
0.4,8,12.8,23.8,0.3,-0.0,-9.46,-19.04,-22.26,-42.84,48.278,0.003,0.966,-0.461,-0.887,-0.461
0.4,9,-3.6,8.3,-0.1,0.6,-9.46,-19.04,-5.86,-27.34,27.961,0.003,0.559,-0.21,-0.978,-0.9305921052631578
0.4,10,-3.0,13.6,-0.2,-0.3,-9.46,-19.04,-6.46,-32.64,33.273,0.003,0.665,-0.194,-0.981,0.9227146814404432
0.4,11,20.4,-11.6,-0.2,-0.3,-9.46,-19.04,-29.86,-7.44,30.773,0.003,0.615,-0.97,-0.242,0.7385041551246537
0.4,12,-15.5,6.8,0.1,-0.6,-9.46,-19.04,6.04,-25.84,26.537,0.003,0.531,0.228,-0.974,0.9986842105263157
0.4,13,1.8,-5.1,-1.1,-2.3,-9.46,-19.04,-11.26,-13.94,17.92,0.003,0.358,-0.628,-0.778,0.9726274509803922
0.5,1,-18.8,-8.2,0.2,-0.4,-9.49,-18.62,9.31,-10.42,13.973,0.003,0.279,0.666,-0.746,0.9655480984340045
0.5,2,4.4,17.0,0.3,-0.5,-9.49,-18.62,-13.89,-35.62,38.232,0.003,0.765,-0.363,-0.932,0.6125214408233277
0.5,3,-6.9,-13.0,-0.1,-2.6,-9.49,-18.62,-2.59,-5.62,6.188,0.003,0.124,-0.419,-0.908,0.9234050730207535
0.5,4,-8.0,17.7,0.3,0.2,-9.49,-18.62,-1.49,-36.32,36.351,0.003,0.727,-0.041,-0.999,-0.5875346260387813
0.5,5,-7.1,2.7,-0.6,-0.1,-9.49,-18.62,-2.39,-21.32,21.454,0.003,0.429,-0.111,-0.994,0.2730263157894737
0.5,6,1.4,2.7,-1.0,-1.5,-9.49,-18.62,-10.89,-21.32,23.94,0.003,0.479,-0.455,-0.891,0.9936217415418748
0.5,7,-7.8,20.0,0.4,0.2,-9.49,-18.62,-1.69,-38.62,38.657,0.003,0.773,-0.044,-0.999,-0.48635346756152126
0.5,8,12.8,23.8,-0.2,-0.3,-9.49,-18.62,-22.29,-42.42,47.92,0.003,0.958,-0.465,-0.885,0.9930747922437675
0.5,9,-3.6,8.3,-0.1,0.5,-9.49,-18.62,-5.89,-26.92,27.557,0.003,0.551,-0.214,-0.977,-0.9158823529411764
0.5,10,-3.1,13.6,-0.9,-0.2,-9.49,-18.62,-6.39,-32.22,32.848,0.003,0.657,-0.195,-0.981,0.40314533622559656
0.5,11,20.4,-11.6,-0.1,0.3,-9.49,-18.62,-29.89,-7.02,30.703,0.003,0.614,-0.974,-0.229,0.0908227848101266
0.5,12,-15.4,6.8,0.7,-0.3,-9.49,-18.62,5.91,-25.42,26.098,0.003,0.522,0.226,-0.974,0.5910761154855643
0.5,13,1.7,-5.3,-1.7,-2.4,-9.49,-18.62,-11.19,-13.32,17.397,0.003,0.348,-0.643,-0.766,0.9967698061883713
0.6,1,-18.8,-8.3,0.2,-1.0,-10.03,-18.69,8.77,-10.39,13.597,0.004,0.272,0.645,-0.764,0.8754901960784314
0.6,2,4.4,17.0,0.3,-0.2,-10.03,-18.69,-14.43,-35.69,38.497,0.004,0.77,-0.375,-0.927,0.2019390581717452
0.6,3,-6.9,-13.3,0.2,-3.0,-10.03,-18.69,-3.13,-5.39,6.233,0.004,0.125,-0.502,-0.865,0.8295976055869636
0.6,4,-7.9,17.7,1.0,0.1,-10.03,-18.69,-2.13,-36.39,36.452,0.004,0.729,-0.058,-0.998,-0.15701492537313433
0.6,5,-7.2,2.6,-0.8,-0.7,-10.03,-18.69,-2.83,-21.29,21.477,0.004,0.43,-0.132,-0.991,0.751928504233302
0.6,6,1.3,2.5,-0.8,-2.5,-10.03,-18.69,-11.33,-21.19,24.029,0.004,0.481,-0.472,-0.882,0.9838476190476191
0.6,7,-7.8,20.1,-0.6,0.8,-10.03,-18.69,-2.23,-38.79,38.854,0.004,0.777,-0.057,-0.998,-0.7642
0.6,8,12.8,23.8,-0.3,-0.1,-10.03,-18.69,-22.83,-42.49,48.235,0.004,0.965,-0.473,-0.881,0.7278481012658228
0.6,9,-3.7,8.2,-0.9,-1.3,-10.03,-18.69,-6.33,-26.89,27.625,0.004,0.552,-0.229,-0.973,0.9304237824161922
0.6,10,-3.1,13.5,-0.3,-0.4,-10.03,-18.69,-6.93,-32.19,32.928,0.004,0.659,-0.21,-0.978,0.9084
