Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,-0.93,2.41,5.47,-0.79,-6.4,3.2,7.155,0.0,0.857,330.0,1.0
0.1,-0.9,2.42,5.77,-1.18,-6.67,3.6,7.58,0.001,0.848,329.80293,0.999
0.2,-0.88,2.38,6.06,-1.56,-6.94,3.94,7.98,0.001,0.84,329.54315,0.999
0.3,-0.85,2.37,5.67,-1.95,-6.52,4.32,7.821,0.002,0.844,329.28116,0.998
0.4,-1.1,2.19,5.42,-2.5,-6.52,4.69,8.032,0.003,0.839,329.06183,0.997
0.5,-0.84,2.35,4.98,-2.85,-5.82,5.2,7.805,0.003,0.844,328.79914,0.996
0.6,0.38,2.02,4.72,-2.73,-4.34,4.75,6.434,0.004,0.871,328.60493,0.996
0.7,2.5,-0.71,4.26,-3.08,-1.76,2.37,2.952,0.005,0.941,328.40161,0.995
0.8,5.92,-2.39,4.38,-3.02,1.54,0.63,1.664,0.005,0.967,328.20389,0.995
0.9,7.29,-3.32,4.43,-2.91,2.86,-0.41,2.889,0.006,0.942,328.029,0.994
1.0,2.67,0.01,4.43,-2.77,-1.76,2.78,3.29,0.007,0.934,327.85255,0.993
1.1,7.38,-2.48,4.52,-2.69,2.86,0.21,2.868,0.007,0.943,327.64086,0.993
1.2,6.95,-3.8,4.63,-2.61,2.32,-1.19,2.607,0.008,0.948,327.42322,0.992
1.3,5.65,-5.04,4.26,-2.56,1.39,-2.48,2.843,0.009,0.943,327.23748,0.992
1.4,4.85,-5.98,4.47,-2.62,0.38,-3.36,3.381,0.009,0.932,327.0213,0.991
1.5,2.5,-1.04,4.32,-2.47,-1.82,1.43,2.315,0.01,0.954,326.79992,0.99
1.6,3.53,-4.98,4.44,-2.95,-0.91,-2.03,2.225,0.011,0.956,326.62916,0.99
1.7,3.08,-6.59,4.45,-3.48,-1.37,-3.11,3.398,0.011,0.932,326.38563,0.989
1.8,2.84,-7.07,4.31,-3.31,-1.47,-3.76,4.037,0.012,0.919,326.20765,0.989
1.9,2.89,-7.05,4.0,-3.18,-1.11,-3.87,4.026,0.013,0.919,326.05428,0.988
2.0,-0.1,1.75,3.94,-3.01,-4.04,4.76,6.243,0.013,0.875,325.86211,0.987
2.1,0.67,-1.01,4.08,-3.43,-3.41,2.42,4.181,0.014,0.916,325.63579,0.987
2.2,2.36,-5.43,3.73,-3.93,-1.37,-1.5,2.031,0.015,0.959,325.3957,0.986
2.3,2.81,-6.74,3.83,-4.34,-1.02,-2.4,2.608,0.015,0.948,325.23529,0.986
2.4,3.04,-7.15,3.29,-4.45,-0.25,-2.7,2.712,0.016,0.946,325.07115,0.985
2.5,2.76,-1.6,3.44,-4.48,-0.68,2.88,2.959,0.017,0.941,324.86333,0.984
2.6,3.69,-5.23,3.41,-4.95,0.28,-0.28,0.396,0.017,0.992,324.67254,0.984
2.7,2.98,-6.77,3.07,-4.76,-0.09,-2.01,2.012,0.018,0.96,324.4297,0.983
2.8,2.98,-7.2,3.11,-4.62,-0.13,-2.58,2.583,0.019,0.948,324.19614,0.982
2.9,2.9,-7.26,2.97,-5.12,-0.07,-2.14,2.141,0.019,0.957,323.94348,0.982
3.0,2.64,-1.44,2.9,-5.58,-0.26,4.14,4.148,0.02,0.917,323.82608,0.981
3.1,3.98,-5.64,2.96,-5.92,1.02,0.28,1.058,0.021,0.979,323.60985,0.981
3.2,3.46,-6.94,2.38,-6.04,1.08,-0.9,1.406,0.021,0.972,323.31938,0.98
3.3,3.44,-7.23,2.3,-5.8,1.14,-1.43,1.829,0.022,0.963,323.08436,0.979
3.4,3.46,-7.21,1.72,-5.8,1.74,-1.41,2.24,0.023,0.955,322.89789,0.978
3.5,3.1,-1.74,1.48,-6.23,1.62,4.49,4.773,0.023,0.905,322.66138,0.978
3.6,4.73,-5.13,0.9,-6.17,3.83,1.04,3.969,0.024,0.921,322.52604,0.977
