Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,-2.88,-3.02,-7.27,-11.27,4.39,8.25,9.345,0.0,0.766,171.6,1.0
0.1,-1.82,-3.05,-7.4,-11.3,5.58,8.25,9.96,0.001,0.751,171.59946,1.0
0.2,-1.08,-3.06,-7.45,-11.42,6.37,8.36,10.51,0.002,0.737,171.59881,1.0
0.3,-1.08,-2.85,-7.34,-11.35,6.26,8.5,10.556,0.003,0.736,171.59854,1.0
0.4,-1.05,-2.85,-7.27,-11.24,6.22,8.39,10.444,0.004,0.739,171.5981,1.0
0.5,-1.08,-2.85,-7.31,-11.36,6.23,8.51,10.547,0.005,0.736,171.59782,1.0
0.6,-1.05,-2.85,-7.38,-11.48,6.33,8.63,10.703,0.006,0.732,171.59736,1.0
0.7,-1.05,-2.85,-7.3,-11.59,6.25,8.74,10.745,0.007,0.731,171.59691,1.0
0.8,-1.05,-2.85,-7.17,-11.61,6.12,8.76,10.686,0.008,0.733,171.59644,1.0
0.9,-1.05,-2.85,-7.28,-11.53,6.23,8.68,10.684,0.009,0.733,171.59624,1.0
1.0,-1.05,-2.86,-7.41,-11.56,6.36,8.7,10.777,0.01,0.731,171.59596,1.0
1.1,-0.92,-2.2,-7.39,-11.43,6.47,9.23,11.272,0.011,0.718,171.59557,1.0
1.2,-0.91,-2.19,-7.44,-11.55,6.53,9.36,11.413,0.012,0.715,171.59539,1.0
1.3,-0.91,-2.19,-7.54,-11.64,6.63,9.45,11.544,0.013,0.711,171.59525,1.0
1.4,-0.92,-2.19,-7.51,-11.77,6.59,9.58,11.628,0.014,0.709,171.59479,1.0
1.5,-0.91,-2.19,-7.39,-11.72,6.48,9.53,11.524,0.015,0.712,171.59451,1.0
1.6,-0.91,-2.19,-7.44,-11.84,6.53,9.65,11.652,0.016,0.709,171.59427,1.0
1.7,-0.89,-2.22,-7.31,-11.8,6.42,9.58,11.532,0.017,0.712,171.59415,1.0
1.8,-0.88,-2.2,-7.29,-11.67,6.41,9.47,11.435,0.018,0.714,171.59392,1.0
1.9,-0.89,-2.2,-7.4,-11.61,6.51,9.41,11.442,0.019,0.714,171.59368,1.0
2.0,-1.02,-2.83,-7.51,-11.52,6.49,8.69,10.846,0.02,0.729,171.59326,1.0
2.1,-0.87,-2.19,-7.46,-11.65,6.59,9.46,11.529,0.021,0.712,171.59304,1.0
2.2,-0.86,-2.18,-7.33,-11.62,6.47,9.44,11.444,0.022,0.714,171.59293,1.0
2.3,-0.85,-2.18,-7.42,-11.72,6.57,9.54,11.583,0.023,0.71,171.5927,1.0
2.4,-0.85,-2.18,-7.35,-11.61,6.5,9.43,11.453,0.024,0.714,171.59225,1.0
2.5,-0.86,-2.18,-7.28,-11.72,6.42,9.54,11.499,0.025,0.713,171.59179,1.0
2.6,-0.84,-2.18,-7.34,-11.84,6.5,9.66,11.643,0.026,0.709,171.59134,1.0
2.7,-0.83,-2.17,-7.24,-11.76,6.41,9.59,11.535,0.027,0.712,171.59069,1.0
2.8,-0.82,-2.17,-7.14,-11.67,6.32,9.5,11.41,0.028,0.715,171.59055,1.0
2.9,-0.82,-2.17,-7.24,-11.75,6.42,9.58,11.532,0.029,0.712,171.59019,1.0
3.0,-0.95,-2.78,-7.11,-11.76,6.16,8.98,10.89,0.03,0.728,171.58981,1.0
3.1,-0.81,-2.18,-7.12,-11.89,6.31,9.71,11.58,0.031,0.71,171.58944,1.0
3.2,-0.82,-2.18,-7.12,-11.76,6.3,9.58,11.466,0.032,0.713,171.58925,1.0
3.3,-0.82,-2.17,-7.11,-11.63,6.29,9.46,11.36,0.033,0.716,171.58906,1.0
3.4,-0.81,-2.18,-7.24,-11.67,6.43,9.49,11.463,0.034,0.713,171.58882,1.0
3.5,-0.81,-2.18,-7.36,-11.61,6.55,9.43,11.482,0.035,0.713,171.58835,1.0
3.6,-0.81,-2.18,-7.49,-11.62,6.68,9.44,11.564,0.036,0.711,171.5882,1.0
3.7,-0.81,-2.18,-7.63,-11.61,6.82,9.43,11.638,0.037,0.709,171.5878,1.0
3.8,-0.8,-2.18,-7.62,-11.74,6.82,9.56,11.743,0.038,0.706,171.58768,1.0
3.9,-0.8,-2.18,-7.56,-11.62,6.76,9.44,11.611,0.039,0.71,171.58756,1.0
4.0,-0.93,-2.78,-7.43,-11.64,6.5,8.86,10.989,0.04,0.725,171.58744,1.0
4.1,-0.81,-2.2,-7.53,-11.56,6.72,9.36,11.522,0.041,0.712,171.58731,1.0
4.2,-0.81,-2.2,-7.61,-11.67,6.8,9.47,11.659,0.042,0.709,171.58689,1.0
4.3,-0.81,-2.2,-7.73,-11.6,6.92,9.4,11.672,0.043,0.708,171.58677,1.0
4.4,-0.82,-2.2,-7.83,-11.52,7.01,9.32,11.662,0.044,0.708,171.58667,1.0
4.5,-0.81,-2.2,-7.96,-11.54,7.15,9.34,11.763,0.045,0.706,171.58655,1.0
4.6,-0.82,-2.2,-7.84,-11.48,7.02,9.28,11.636,0.046,0.709,171.5864,1.0
4.7,-0.81,-2.2,-7.75,-11.38,6.94,9.18,11.508,0.047,0.712,171.58627,1.0
4.8,-0.81,-2.2,-7.64,-11.3,6.83,9.1,11.378,0.048,0.716,171.58615,1.0
4.9,-0.81,-2.21,-7.72,-11.41,6.91,9.2,11.506,0.049,0.712,171.58581,1.0
5.0,-2.62,-2.88,-7.59,-11.4,4.97,8.52,9.864,0.05,0.753,171.5857,1.0
5.1,-1.52,-2.9,-7.68,-11.49,6.16,8.59,10.57,0.051,0.736,171.5856,1.0
5.2,-0.95,-2.99,-7.71,-11.62,6.76,8.63,10.962,0.052,0.726,171.58551,1.0
5.3,-0.9,-2.77,-7.62,-11.53,6.72,8.76,11.041,0.053,0.724,171.58541,1.0
5.4,-0.91,-2.76,-7.52,-11.62,6.61,8.86,11.054,0.054,0.724,171.5853,1.0
5.5,-0.91,-2.75,-7.51,-11.75,6.6,9.0,11.161,0.055,0.721,171.58517,1.0
5.6,-0.91,-2.77,-7.63,-11.71,6.72,8.94,11.184,0.056,0.72,171.58504,1.0
5.7,-0.9,-2.77,-7.5,-11.67,6.6,8.9,11.08,0.057,0.723,171.58481,1.0
5.8,-0.89,-2.78,-7.47,-11.54,6.58,8.76,10.956,0.058,0.726,171.5847,1.0
5.9,-0.9,-2.78,-7.34,-11.54,6.44,8.76,10.872,0.059,0.728,171.58458,1.0
6.0,-0.89,-2.79,-7.21,-11.56,6.32,8.77,10.81,0.06,0.73,171.58438,1.0
6.1,-0.89,-2.79,-7.07,-11.57,6.18,8.78,10.737,0.061,0.732,171.58427,1.0
6.2,-0.89,-2.79,-6.98,-11.67,6.09,8.88,10.768,0.062,0.731,171.58416,1.0
6.3,-0.88,-2.8,-7.03,-11.55,6.15,8.75,10.695,0.063,0.733,171.584,1.0
6.4,-0.88,-2.8,-7.15,-11.49,6.27,8.69,10.716,0.064,0.732,171.58388,1.0
6.5,-0.88,-2.8,-7.2,-11.36,6.32,8.56,10.64,0.065,0.734,171.58369,1.0
6.6,-0.88,-2.8,-7.1,-11.45,6.22,8.65,10.654,0.066,0.734,171.58354,1.0
6.7,-0.88,-2.79,-7.17,-11.34,6.29,8.55,10.614,0.067,0.735,171.58343,1.0
6.8,-0.88,-2.8,-7.07,-11.25,6.19,8.45,10.475,0.068,0.738,171.58328,1.0
6.9,-0.88,-2.79,-7.17,-11.17,6.29,8.38,10.478,0.069,0.738,171.58316,1.0
7.0,-0.87,-2.79,-7.08,-11.07,6.21,8.28,10.35,0.07,0.741,171.58295,1.0
7.1,-0.88,-2.81,-7.2,-11.0,6.32,8.19,10.345,0.071,0.741,171.58283,1.0
7.2,-0.88,-2.8,-7.08,-11.05,6.2,8.25,10.32,0.072,0.742,171.5827,1.0
7.3,-0.88,-2.81,-6.95,-11.02,6.07,8.21,10.21,0.073,0.745,171.58253,1.0
7.4,-0.89,-2.81,-7.03,-11.12,6.14,8.31,10.332,0.074,0.742,171.58241,1.0
7.5,-0.88,-2.79,-7.17,-11.11,6.29,8.32,10.43,0.075,0.739,171.58229,1.0
7.6,-0.88,-2.81,-7.18,-11.24,6.3,8.43,10.524,0.076,0.737,171.58215,1.0
7.7,-0.88,-2.8,-7.29,-11.18,6.41,8.38,10.55,0.077,0.736,171.58204,1.0
7.8,-0.87,-2.8,-7.38,-11.08,6.51,8.28,10.533,0.078,0.737,171.58164,1.0
7.9,-0.87,-2.8,-7.44,-11.2,6.57,8.4,10.664,0.079,0.733,171.5815,1.0
8.0,-0.87,-2.82,-7.31,-11.2,6.44,8.38,10.569,0.08,0.736,171.58133,1.0
8.1,-0.88,-2.82,-7.37,-11.32,6.49,8.5,10.694,0.081,0.733,171.58121,1.0
8.2,-0.88,-2.82,-7.44,-11.21,6.56,8.39,10.65,0.082,0.734,171.58103,1.0
8.3,-0.86,-2.82,-7.47,-11.08,6.61,8.26,10.579,0.083,0.736,171.58086,1.0
8.4,-0.88,-2.82,-7.56,-11.18,6.68,8.36,10.701,0.084,0.732,171.58074,1.0
8.5,-0.87,-2.82,-7.54,-11.31,6.67,8.49,10.797,0.085,0.73,171.58065,1.0
8.6,-0.88,-2.82,-7.61,-11.42,6.73,8.6,10.92,0.086,0.727,171.58053,1.0
8.7,-0.86,-2.83,-7.49,-11.48,6.63,8.65,10.899,0.087,0.728,171.58036,1.0
8.8,-0.89,-2.82,-7.41,-11.38,6.52,8.56,10.76,0.088,0.731,171.58023,1.0
8.9,-0.87,-2.83,-7.49,-11.48,6.62,8.65,10.893,0.089,0.728,171.58007,1.0
9.0,-0.88,-2.83,-7.57,-11.59,6.69,8.76,11.022,0.09,0.724,171.57996,1.0
9.1,-0.87,-2.83,-7.48,-11.68,6.61,8.85,11.046,0.091,0.724,171.57985,1.0
9.2,-0.88,-2.83,-7.55,-11.57,6.67,8.74,10.994,0.092,0.725,171.57966,1.0
9.3,-0.87,-2.84,-7.53,-11.7,6.66,8.86,11.084,0.093,0.723,171.57954,1.0
9.4,-0.88,-2.84,-7.42,-11.78,6.54,8.94,11.077,0.094,0.723,171.57941,1.0
9.5,-0.86,-2.84,-7.55,-11.75,6.69,8.91,11.142,0.095,0.721,171.5792,1.0
9.6,-0.86,-2.85,-7.64,-11.84,6.78,8.99,11.26,0.096,0.718,171.57908,1.0
9.7,-0.85,-2.85,-7.59,-11.72,6.74,8.87,11.14,0.097,0.722,171.57894,1.0
9.8,-0.86,-2.84,-7.45,-11.72,6.59,8.88,11.058,0.098,0.724,171.5788,1.0
9.9,-0.87,-2.85,-7.37,-11.61,6.5,8.76,10.908,0.099,0.727,171.57867,1.0
10.0,-2.57,-2.98,-7.41,-11.74,4.84,8.76,10.008,0.1,0.75,171.57849,1.0
10.1,-2.07,-2.95,-7.33,-11.64,5.26,8.69,10.158,0.101,0.746,171.57839,1.0
10.2,-1.51,-3.02,-7.21,-11.57,5.7,8.55,10.276,0.102,0.743,171.57828,1.0
10.3,-1.47,-2.77,-7.31,-11.47,5.84,8.7,10.478,0.103,0.738,171.57817,1.0
10.4,-1.47,-2.76,-7.37,-11.59,5.9,8.83,10.62,0.104,0.734,171.57807,1.0
10.5,-1.47,-2.78,-7.3,-11.47,5.83,8.69,10.464,0.105,0.738,171.57797,1.0
10.6,-1.46,-2.77,-7.38,-11.59,5.92,8.82,10.623,0.106,0.734,171.57786,1.0
10.7,-1.45,-2.76,-7.26,-11.51,5.81,8.75,10.503,0.107,0.737,171.57774,1.0
10.8,-1.45,-2.75,-7.14,-11.56,5.69,8.81,10.488,0.108,0.738,171.57756,1.0
10.9,-1.44,-2.74,-7.02,-11.5,5.58,8.76,10.386,0.109,0.74,171.57746,1.0
11.0,-1.44,-2.75,-7.05,-11.37,5.61,8.62,10.285,0.11,0.743,171.57732,1.0
11.1,-0.85,-2.78,-7.17,-11.42,6.32,8.64,10.705,0.111,0.732,171.57713,1.0
