Time,ID,x,y,u,v,x_target,y_target,error_x,error_y,Distance to Target,Time/Total Time,Non-Dimensional Target Proximity,error_x_norm,error_y_norm,Heading-Bearing Correlation
0.0,1,-9.9,-12.6,,,-7.27,-11.27,2.63,1.33,2.947,0.0,0.074,0.892,0.451,
0.0,2,-5.2,2.9,,,-7.27,-11.27,-2.07,-14.17,14.32,0.0,0.358,-0.145,-0.99,
0.0,3,12.1,2.8,,,-7.27,-11.27,-19.37,-14.07,23.941,0.0,0.599,-0.809,-0.588,
0.1,1,-9.9,-12.6,0.1,-0.0,-7.4,-11.3,2.5,1.3,2.818,0.001,0.07,0.887,0.461,0.887
0.1,2,-5.2,2.9,0.1,-0.1,-7.4,-11.3,-2.2,-14.2,14.369,0.001,0.359,-0.153,-0.988,0.5921985815602837
0.1,3,12.1,2.8,0.1,-0.0,-7.4,-11.3,-19.5,-14.1,24.064,0.001,0.602,-0.81,-0.586,-0.8100000000000002
0.2,1,-9.9,-12.6,0.1,0.0,-7.45,-11.42,2.45,1.18,2.719,0.002,0.068,0.901,0.434,0.9010000000000001
0.2,2,-5.2,2.9,-0.1,-0.1,-7.45,-11.42,-2.25,-14.32,14.496,0.002,0.362,-0.155,-0.988,0.8106382978723405
0.2,3,12.1,2.8,0.0,-0.1,-7.45,-11.42,-19.55,-14.22,24.175,0.002,0.604,-0.809,-0.588,0.588
0.3,1,-9.9,-12.6,0.2,0.0,-7.34,-11.35,2.56,1.25,2.849,0.003,0.071,0.899,0.439,0.899
0.3,2,-5.2,2.8,-0.0,-0.1,-7.34,-11.35,-2.14,-14.15,14.311,0.003,0.358,-0.15,-0.989,0.989
0.3,3,12.1,2.8,-0.0,0.1,-7.34,-11.35,-19.44,-14.15,24.044,0.003,0.601,-0.809,-0.589,-0.589
0.4,1,-9.9,-12.6,-0.2,-0.0,-7.27,-11.24,2.63,1.36,2.961,0.004,0.074,0.888,0.459,-0.888
0.4,2,-5.2,2.8,0.1,-0.2,-7.27,-11.24,-2.07,-14.04,14.192,0.004,0.355,-0.146,-0.989,0.8178571428571428
0.4,3,12.1,2.8,0.0,0.1,-7.27,-11.24,-19.37,-14.04,23.923,0.004,0.598,-0.81,-0.587,-0.587
0.5,1,-9.8,-12.6,0.7,0.0,-7.31,-11.36,2.49,1.24,2.782,0.005,0.07,0.895,0.446,0.895
0.5,2,-5.2,2.8,0.0,-0.1,-7.31,-11.36,-2.11,-14.16,14.316,0.005,0.358,-0.147,-0.989,0.989
