Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,16,0.0,17.5,15.6,,,0.272
0.0,17,0.0,23.2,-14.6,,,0.272
0.0,18,0.0,5.6,1.3,,,0.272
0.0,19,0.0,9.1,18.3,,,0.272
0.0,20,0.0,4.9,-19.7,,,0.272
0.0,21,0.0,18.2,24.5,,,0.272
0.0,22,0.0,17.2,-18.2,,,0.272
0.0,23,0.0,23.0,16.3,,,0.272
0.0,24,0.0,19.1,-4.4,,,0.272
0.0,25,0.0,12.4,3.0,,,0.272
0.1,16,0.0,17.6,15.5,3.0,5.642,0.272
0.1,17,0.0,23.3,-14.7,2.0,7.523,0.272
0.1,18,0.0,5.6,1.3,1.0,11.284,0.272
0.1,19,0.0,9.2,18.3,2.0,7.523,0.272
0.1,20,0.0,5.0,-19.7,0.0,22.568,0.272
0.1,21,0.0,18.3,24.5,3.0,5.642,0.272
0.1,22,0.0,17.1,-18.1,1.0,11.284,0.272
0.1,23,0.0,22.9,16.3,2.0,7.523,0.272
0.1,24,0.0,19.1,-4.5,2.0,7.523,0.272
0.1,25,0.0,12.4,2.9,2.0,7.523,0.272
0.2,16,0.0,17.5,15.5,3.0,5.642,0.272
0.2,17,0.0,23.4,-14.7,2.0,7.523,0.272
0.2,18,0.0,5.5,1.2,1.0,11.284,0.272
0.2,19,0.0,9.2,18.4,2.0,7.523,0.272
0.2,20,0.0,4.9,-19.7,0.0,22.568,0.272
0.2,21,0.0,18.2,24.5,3.0,5.642,0.272
0.2,22,0.0,17.1,-18.1,1.0,11.284,0.272
0.2,23,0.0,23.0,16.2,2.0,7.523,0.272
0.2,24,0.0,19.1,-4.4,2.0,7.523,0.272
0.2,25,0.0,12.4,3.0,2.0,7.523,0.272
0.3,16,0.0,17.6,15.5,3.0,5.642,0.272
0.3,17,0.0,23.5,-14.8,2.0,7.523,0.272
0.3,18,0.011,5.5,1.2,1.0,11.284,0.269
0.3,19,0.0,9.1,18.4,2.0,7.523,0.272
0.3,20,0.0,4.8,-19.7,0.0,22.568,0.272
0.3,21,0.0,18.3,24.5,3.0,5.642,0.272
0.3,22,0.0,17.0,-18.0,1.0,11.284,0.272
0.3,23,0.0,23.1,16.2,2.0,7.523,0.272
0.3,24,0.0,19.1,-4.4,2.0,7.523,0.272
0.3,25,0.0,12.4,3.0,2.0,7.523,0.272
0.4,16,0.0,17.7,15.5,3.0,5.642,0.272
0.4,17,0.0,23.5,-14.8,2.0,7.523,0.272
0.4,18,0.056,5.4,1.3,1.0,11.284,0.257
0.4,19,0.0,9.2,18.3,2.0,7.523,0.272
0.4,20,0.0,4.9,-19.7,0.0,22.568,0.272
0.4,21,0.0,18.2,24.5,3.0,5.642,0.272
0.4,22,0.0,17.0,-17.9,1.0,11.284,0.272
0.4,23,0.0,23.0,16.2,2.0,7.523,0.272
0.4,24,0.0,19.1,-4.4,1.0,11.284,0.272
0.4,25,0.0,12.2,2.8,2.0,7.523,0.272
0.5,16,0.0,17.8,15.5,3.0,5.642,0.272
0.5,17,0.0,23.6,-14.8,1.0,11.284,0.272
0.5,18,0.122,5.4,1.2,1.0,11.284,0.239
0.5,19,0.0,9.1,18.3,2.0,7.523,0.272
0.5,20,0.0,4.9,-19.7,0.0,22.568,0.272
0.5,21,0.0,18.3,24.5,3.0,5.642,0.272
0.5,22,0.0,17.1,-17.9,1.0,11.284,0.272
0.5,23,0.0,23.0,16.2,2.0,7.523,0.272
0.5,24,0.0,19.0,-4.4,2.0,7.523,0.272
0.5,25,0.001,12.0,2.7,2.0,7.523,0.272
0.6,16,0.0,17.8,15.6,3.0,5.642,0.272
0.6,17,0.0,23.5,-14.8,1.0,11.284,0.272
0.6,18,0.205,5.4,1.1,1.0,11.284,0.217
0.6,19,0.0,9.2,18.4,2.0,7.523,0.272
0.6,20,0.0,4.9,-19.7,0.0,22.568,0.272
0.6,21,0.0,18.3,24.4,3.0,5.642,0.272
0.6,22,0.0,17.0,-17.8,1.0,11.284,0.272
0.6,23,0.0,23.0,16.2,2.0,7.523,0.272
0.6,24,0.0,18.9,-4.3,1.0,11.284,0.272
0.6,25,0.005,11.7,2.5,2.0,7.523,0.271
0.7,16,0.0,17.7,15.5,3.0,5.642,0.272
0.7,17,0.0,23.5,-14.8,1.0,11.284,0.272
0.7,18,0.322,5.4,1.2,1.0,11.284,0.185
0.7,19,0.0,9.2,18.3,2.0,7.523,0.272
0.7,20,0.0,5.0,-19.8,0.0,22.568,0.272
0.7,21,0.0,18.4,24.4,3.0,5.642,0.272
0.7,22,0.0,17.0,-17.8,1.0,11.284,0.272
0.7,23,0.0,23.0,16.3,2.0,7.523,0.272
0.7,24,0.0,18.8,-4.2,1.0,11.284,0.272
0.7,25,0.018,11.5,2.4,2.0,7.523,0.268
0.8,16,0.0,17.8,15.5,3.0,5.642,0.272
0.8,17,0.0,23.4,-14.9,1.0,11.284,0.272
0.8,18,0.422,5.4,1.1,1.0,11.284,0.157
0.8,19,0.0,9.2,18.2,2.0,7.523,0.272
0.8,20,0.0,4.9,-19.8,0.0,22.568,0.272
0.8,21,0.0,18.4,24.5,3.0,5.642,0.272
0.8,22,0.0,17.0,-17.8,1.0,11.284,0.272
0.8,23,0.0,23.0,16.4,2.0,7.523,0.272
0.8,24,0.0,18.6,-4.1,1.0,11.284,0.272
0.8,25,0.043,11.3,2.3,2.0,7.523,0.261
0.9,16,0.0,17.9,15.5,3.0,5.642,0.272
0.9,17,0.0,23.5,-14.9,1.0,11.284,0.272
0.9,18,0.538,5.4,1.2,1.0,11.284,0.126
0.9,19,0.001,9.2,18.2,2.0,7.523,0.272
0.9,20,0.0,4.9,-19.9,0.0,22.568,0.272
0.9,21,0.0,18.3,24.5,3.0,5.642,0.272
0.9,22,0.0,16.9,-17.8,1.0,11.284,0.272
0.9,23,0.0,23.0,16.5,2.0,7.523,0.272
0.9,24,0.0,18.4,-3.9,1.0,11.284,0.272
0.9,25,0.088,11.0,2.2,2.0,7.523,0.248
1.0,16,0.0,17.7,15.5,3.0,5.642,0.272
1.0,17,0.0,23.6,-14.9,1.0,11.284,0.272
1.0,18,0.628,5.4,1.1,1.0,11.284,0.101
1.0,19,0.003,9.2,18.3,2.0,7.523,0.272
1.0,20,0.0,5.0,-19.9,0.0,22.568,0.272
1.0,21,0.0,18.2,24.3,3.0,5.642,0.272
1.0,22,0.0,16.8,-17.7,1.0,11.284,0.272
1.0,23,0.0,22.9,16.4,2.0,7.523,0.272
1.0,24,0.001,18.3,-3.6,1.0,11.284,0.272
1.0,25,0.156,10.7,2.1,2.0,7.523,0.23
1.1,16,0.001,17.4,15.5,3.0,5.642,0.272
1.1,17,0.0,23.6,-14.9,1.0,11.284,0.272
1.1,18,0.761,5.4,1.2,1.0,11.284,0.065
1.1,19,0.006,9.3,18.2,2.0,7.523,0.271
1.1,20,0.0,5.0,-19.8,0.0,22.568,0.272
1.1,21,0.0,18.0,24.1,3.0,5.642,0.272
1.1,22,0.0,16.8,-17.7,1.0,11.284,0.272
1.1,23,0.0,22.9,16.5,2.0,7.523,0.272
1.1,24,0.003,18.2,-3.4,1.0,11.284,0.272
1.1,25,0.24,10.5,2.2,2.0,7.523,0.207
1.2,16,0.003,17.2,15.6,3.0,5.642,0.272
1.2,17,0.0,23.6,-15.0,1.0,11.284,0.272
1.2,18,0.921,5.4,1.3,1.0,11.284,0.022
1.2,19,0.011,9.4,18.2,2.0,7.523,0.269
1.2,20,0.0,4.8,-19.6,0.0,22.568,0.272
1.2,21,0.0,17.9,23.9,3.0,5.642,0.272
1.2,22,0.0,16.9,-17.6,1.0,11.284,0.272
1.2,23,0.0,22.7,16.4,2.0,7.523,0.272
1.2,24,0.007,18.0,-3.1,1.0,11.284,0.27
1.2,25,0.338,10.3,2.2,2.0,7.523,0.18
1.3,16,0.006,17.1,15.7,3.0,5.642,0.271
1.3,17,0.0,23.7,-15.0,1.0,11.284,0.272
1.3,18,1.029,5.4,1.3,1.0,11.284,0.008
1.3,19,0.019,9.5,18.2,2.0,7.523,0.267
1.3,20,0.0,4.8,-19.4,0.0,22.568,0.272
1.3,21,0.0,17.7,23.6,3.0,5.642,0.272
1.3,22,0.0,16.8,-17.6,1.0,11.284,0.272
1.3,23,0.001,22.5,16.3,2.0,7.523,0.272
1.3,24,0.014,17.8,-3.0,1.0,11.284,0.269
1.3,25,0.447,10.1,2.3,2.0,7.523,0.151
1.4,16,0.012,16.9,15.8,3.0,5.642,0.269
1.4,17,0.0,23.8,-15.0,1.0,11.284,0.272
1.4,18,1.133,5.5,1.2,1.0,11.284,0.036
1.4,19,0.029,9.5,18.2,2.0,7.523,0.265
1.4,20,0.001,4.6,-19.2,0.0,22.568,0.272
1.4,21,0.001,17.7,23.4,3.0,5.642,0.272
1.4,22,0.0,16.9,-17.7,1.0,11.284,0.272
1.4,23,0.001,22.4,16.4,2.0,7.523,0.272
1.4,24,0.026,17.7,-2.8,1.0,11.284,0.265
1.4,25,0.547,9.9,2.2,2.0,7.523,0.123
1.5,16,0.02,16.6,15.8,3.0,5.642,0.267
1.5,17,0.0,23.9,-14.9,1.0,11.284,0.272
1.5,18,1.259,5.6,1.2,1.0,11.284,0.071
1.5,19,0.042,9.6,18.2,2.0,7.523,0.261
1.5,20,0.002,4.4,-19.1,0.0,22.568,0.272
1.5,21,0.002,17.5,23.2,3.0,5.642,0.272
1.5,22,0.001,16.9,-17.6,1.0,11.284,0.272
1.5,23,0.003,22.2,16.6,2.0,7.523,0.272
1.5,24,0.044,17.5,-2.6,1.0,11.284,0.26
1.5,25,0.656,9.7,2.2,2.0,7.523,0.094
1.6,16,0.031,16.4,15.9,3.0,5.642,0.264
1.6,17,0.0,23.8,-15.0,1.0,11.284,0.272
1.6,18,1.41,5.7,1.1,1.0,11.284,0.112
1.6,19,0.056,9.7,18.2,2.0,7.523,0.257
1.6,20,0.004,4.1,-18.9,0.0,22.568,0.271
1.6,21,0.003,17.4,23.1,3.0,5.642,0.272
1.6,22,0.001,17.0,-17.7,1.0,11.284,0.272
1.6,23,0.006,21.9,16.6,2.0,7.523,0.271
1.6,24,0.069,17.3,-2.4,1.0,11.284,0.254
1.6,25,0.77,9.5,2.1,2.0,7.523,0.063
1.7,16,0.045,16.2,15.9,3.0,5.642,0.26
1.7,17,0.001,23.6,-15.1,1.0,11.284,0.272
1.7,18,1.561,5.9,0.9,1.0,11.284,0.153
1.7,19,0.074,9.8,18.2,2.0,7.523,0.252
1.7,20,0.007,3.9,-18.8,0.0,22.568,0.27
1.7,21,0.006,17.3,23.0,3.0,5.642,0.271
1.7,22,0.003,17.0,-17.6,1.0,11.284,0.272
1.7,23,0.01,21.8,16.6,2.0,7.523,0.27
1.7,24,0.097,17.1,-2.4,1.0,11.284,0.246
1.7,25,0.885,9.3,1.9,2.0,7.523,0.031
1.8,16,0.061,16.1,16.0,3.0,5.642,0.256
1.8,17,0.002,23.3,-15.3,1.0,11.284,0.272
1.8,18,1.605,6.1,0.8,1.0,11.284,0.165
1.8,19,0.094,9.9,18.1,2.0,7.523,0.247
1.8,20,0.011,3.9,-18.7,0.0,22.568,0.269
1.8,21,0.01,17.2,22.7,3.0,5.642,0.27
1.8,22,0.004,17.0,-17.6,1.0,11.284,0.271
1.8,23,0.016,21.5,16.7,2.0,7.523,0.268
