Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.277,0.0,0.0,13.6,17.6,-23.9,-23.3,156.8,0.0
0.1,0.277,120.36,0.001,13.5,17.5,-23.9,-23.3,156.4,0.77
0.2,0.277,120.36,0.001,13.4,17.5,-23.9,-23.3,156.2,0.771
0.3,0.277,120.36,0.002,13.3,17.6,-23.9,-23.3,156.2,0.771
0.4,0.277,120.36,0.003,13.3,17.6,-23.9,-23.3,156.2,0.771
0.5,0.277,120.36,0.003,13.4,17.6,-23.9,-23.3,156.4,0.77
0.6,0.277,120.36,0.004,13.5,17.6,-23.9,-23.3,156.6,0.769
0.7,0.277,120.36,0.005,13.5,17.6,-23.9,-23.3,156.6,0.769
0.8,0.277,120.36,0.005,13.5,17.5,-23.8,-23.3,156.2,0.771
0.9,0.277,120.36,0.006,13.5,17.5,-23.8,-23.3,156.2,0.771
1.0,0.277,120.36,0.007,13.5,17.5,-23.8,-23.3,156.2,0.771
1.1,0.277,120.36,0.007,13.5,17.5,-23.8,-23.3,156.2,0.771
1.2,0.277,120.36,0.008,13.4,17.5,-23.9,-23.4,156.4,0.77
1.3,0.277,120.36,0.009,13.5,17.6,-23.8,-23.3,156.4,0.77
1.4,0.277,120.36,0.009,13.5,17.6,-23.8,-23.3,156.4,0.77
1.5,0.277,120.36,0.01,13.6,17.6,-23.7,-23.3,156.4,0.77
1.6,0.277,120.36,0.011,13.5,17.6,-23.7,-23.3,156.2,0.771
1.7,0.277,120.36,0.011,13.5,17.6,-23.8,-23.3,156.4,0.77
1.8,0.277,120.36,0.012,13.5,17.6,-23.8,-23.3,156.4,0.77
1.9,0.277,120.36,0.013,13.5,17.6,-23.8,-23.3,156.4,0.77
2.0,0.277,120.36,0.013,13.4,17.5,-23.8,-23.3,156.0,0.772
2.1,0.276,120.36,0.014,13.5,17.5,-23.7,-23.3,156.0,0.772
2.2,0.276,120.36,0.015,13.7,17.6,-23.7,-23.3,156.6,0.769
2.3,0.276,120.36,0.015,14.0,17.6,-23.8,-23.4,157.6,0.764
2.4,0.276,120.36,0.016,14.3,17.7,-23.8,-23.4,158.4,0.76
2.5,0.275,120.36,0.017,14.4,17.7,-23.8,-23.4,158.6,0.759
2.6,0.275,120.36,0.017,14.6,17.8,-23.9,-23.4,159.4,0.755
2.7,0.274,120.36,0.018,14.8,17.8,-23.9,-23.4,159.8,0.753
2.8,0.273,120.36,0.019,15.1,17.9,-23.8,-23.4,160.4,0.75
2.9,0.272,120.36,0.019,15.4,18.0,-23.8,-23.3,161.0,0.748
3.0,0.272,120.36,0.02,15.6,18.1,-23.6,-23.3,161.2,0.747
3.1,0.271,120.36,0.021,15.7,18.2,-23.4,-23.3,161.2,0.747
3.2,0.27,120.36,0.021,16.0,18.1,-23.2,-23.3,161.2,0.747
3.3,0.268,120.36,0.022,16.2,18.2,-23.0,-23.3,161.4,0.746
3.4,0.267,120.36,0.023,16.4,18.1,-22.8,-23.3,161.2,0.747
3.5,0.266,120.36,0.023,16.6,18.0,-22.5,-23.3,160.8,0.749
3.6,0.264,120.36,0.024,16.9,18.0,-22.3,-23.4,161.2,0.747
3.7,0.262,120.36,0.025,17.1,17.9,-22.1,-23.4,161.0,0.748
3.8,0.26,120.36,0.025,17.3,17.8,-21.9,-23.4,160.8,0.749
3.9,0.258,120.36,0.026,17.6,17.7,-21.7,-23.4,160.8,0.749
4.0,0.256,120.36,0.027,17.8,17.8,-21.6,-23.4,161.2,0.747
4.1,0.254,120.36,0.027,18.1,17.8,-21.4,-23.4,161.4,0.746
4.2,0.252,120.36,0.028,18.3,17.9,-21.2,-23.4,161.6,0.745
4.3,0.25,120.36,0.029,18.6,18.0,-21.0,-23.4,162.0,0.743
