Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.275,0.0,0.0,5.3,9.0,-12.3,-18.2,89.6,0.0
0.1,0.275,67.7,0.001,5.4,9.0,-12.3,-18.2,89.8,0.754
0.2,0.275,67.7,0.001,5.4,9.0,-12.3,-18.2,89.8,0.754
0.3,0.275,67.7,0.002,5.3,9.1,-12.2,-18.2,89.6,0.756
0.4,0.275,67.7,0.003,5.2,9.2,-12.2,-18.3,89.8,0.754
0.5,0.275,67.7,0.003,5.3,9.2,-12.2,-18.2,89.8,0.754
0.6,0.275,67.7,0.004,5.4,9.3,-12.2,-18.1,90.0,0.752
0.7,0.274,67.7,0.005,5.4,9.2,-12.2,-17.9,89.4,0.757
0.8,0.274,67.7,0.005,5.5,9.1,-12.2,-17.7,89.0,0.761
0.9,0.273,67.7,0.006,5.4,9.0,-12.1,-17.5,88.0,0.769
1.0,0.271,67.7,0.007,5.5,8.9,-12.1,-17.3,87.6,0.773
1.1,0.268,67.7,0.007,5.5,8.8,-12.1,-17.1,87.0,0.778
1.2,0.264,67.7,0.008,5.6,8.7,-12.1,-16.9,86.6,0.782
1.3,0.26,67.7,0.009,5.5,8.6,-12.1,-16.8,86.0,0.787
1.4,0.255,67.7,0.009,5.6,8.6,-12.1,-16.6,85.8,0.789
1.5,0.249,67.7,0.01,5.7,8.4,-12.1,-16.4,85.2,0.795
1.6,0.242,67.7,0.011,5.6,8.3,-12.1,-16.2,84.4,0.802
1.7,0.236,67.7,0.011,5.6,8.2,-12.1,-15.9,83.6,0.81
1.8,0.228,67.7,0.012,5.6,7.9,-12.1,-15.7,82.6,0.82
1.9,0.22,67.7,0.013,5.6,7.7,-12.0,-15.5,81.6,0.83
2.0,0.21,67.7,0.013,5.5,7.6,-12.0,-15.2,80.6,0.84
2.1,0.2,67.7,0.014,5.6,7.5,-12.0,-14.9,80.0,0.846
2.2,0.19,67.7,0.015,5.5,7.2,-12.0,-14.7,78.8,0.859
2.3,0.179,67.7,0.015,5.5,7.0,-12.0,-14.5,78.0,0.868
2.4,0.168,67.7,0.016,5.5,6.9,-12.0,-14.2,77.2,0.877
2.5,0.155,67.7,0.017,5.6,6.8,-12.1,-14.1,77.2,0.877
2.6,0.145,67.7,0.017,5.5,6.6,-12.2,-13.8,76.2,0.888
2.7,0.132,67.7,0.018,5.3,6.5,-12.2,-13.5,75.0,0.903
2.8,0.119,67.7,0.019,5.3,6.4,-12.3,-13.3,74.6,0.908
2.9,0.108,67.7,0.019,5.1,6.2,-12.3,-13.1,73.4,0.922
3.0,0.096,67.7,0.02,4.8,6.1,-12.4,-13.0,72.6,0.933
3.1,0.09,67.7,0.021,4.8,5.9,-12.4,-12.7,71.6,0.946
3.2,0.09,67.7,0.021,4.6,6.0,-12.5,-12.7,71.6,0.946
3.3,0.088,67.7,0.022,4.4,5.9,-12.6,-12.9,71.6,0.946
3.4,0.088,67.7,0.023,4.4,5.9,-12.7,-13.0,72.0,0.94
3.5,0.086,67.7,0.023,4.3,5.9,-12.8,-13.1,72.2,0.938
3.6,0.082,67.7,0.024,4.2,5.9,-12.9,-13.2,72.4,0.935
3.7,0.077,67.7,0.025,4.0,5.9,-12.7,-13.3,71.8,0.943
3.8,0.077,67.7,0.025,3.9,5.9,-12.6,-13.4,71.6,0.946
3.9,0.08,67.7,0.026,3.8,5.8,-12.5,-13.5,71.2,0.951
4.0,0.084,67.7,0.027,3.7,5.8,-12.4,-13.6,71.0,0.954
4.1,0.089,67.7,0.027,3.6,5.7,-12.4,-13.6,70.6,0.959
4.2,0.094,67.7,0.028,3.4,5.7,-12.2,-13.7,70.0,0.967
4.3,0.099,67.7,0.029,3.3,5.6,-12.0,-13.8,69.4,0.976
4.4,0.1,67.7,0.029,3.1,5.5,-11.9,-13.9,68.8,0.984
4.5,0.104,67.7,0.03,3.0,5.5,-12.0,-14.0,69.0,0.981
4.6,0.107,67.7,0.031,2.8,5.3,-12.0,-14.1,68.4,0.99
4.7,0.11,67.7,0.031,2.7,5.3,-11.9,-14.2,68.2,0.993
4.8,0.112,67.7,0.032,2.6,5.3,-11.8,-14.2,67.8,0.999
4.9,0.115,67.7,0.033,2.6,5.4,-11.7,-14.2,67.8,0.999
5.0,0.118,67.7,0.033,2.5,5.4,-11.6,-14.2,67.4,1.004
5.1,0.121,67.7,0.034,2.3,5.5,-11.6,-14.4,67.6,1.001
5.2,0.124,67.7,0.035,2.2,5.4,-11.6,-14.5,67.4,1.004
5.3,0.124,67.7,0.035,2.0,5.3,-11.6,-14.5,66.8,1.013
5.4,0.128,67.7,0.036,1.7,5.3,-11.5,-14.5,66.0,1.026
5.5,0.133,67.7,0.037,1.7,5.2,-11.6,-14.5,66.0,1.026
5.6,0.14,67.7,0.037,1.7,5.1,-11.7,-14.6,66.2,1.023
5.7,0.144,67.7,0.038,1.5,5.2,-11.8,-14.6,66.2,1.023
5.8,0.149,67.7,0.039,1.5,5.3,-11.8,-14.6,66.4,1.02
5.9,0.154,67.7,0.039,1.5,5.2,-11.8,-14.5,66.0,1.026
6.0,0.161,67.7,0.04,1.3,5.0,-11.9,-14.5,65.4,1.035
6.1,0.167,67.7,0.041,1.2,4.8,-12.0,-14.5,65.0,1.042
6.2,0.172,67.7,0.041,0.9,4.7,-12.0,-14.5,64.2,1.055
6.3,0.176,67.7,0.042,0.9,4.8,-12.0,-14.4,64.2,1.055
6.4,0.18,67.7,0.043,0.8,4.8,-12.1,-14.4,64.2,1.055
6.5,0.181,67.7,0.043,0.5,4.8,-12.1,-14.4,63.6,1.064
6.6,0.182,67.7,0.044,0.4,4.8,-12.1,-14.4,63.4,1.068
6.7,0.185,67.7,0.045,0.3,4.7,-12.3,-14.3,63.2,1.071
6.8,0.184,67.7,0.045,0.0,4.6,-12.3,-14.2,62.2,1.088
6.9,0.184,67.7,0.046,0.1,4.6,-12.4,-14.2,62.6,1.081
7.0,0.184,67.7,0.047,-0.1,4.5,-12.4,-14.2,62.0,1.092
7.1,0.185,67.7,0.047,-0.3,4.5,-12.5,-14.1,61.6,1.099
7.2,0.185,67.7,0.048,-0.1,4.6,-12.6,-13.9,62.0,1.092
7.3,0.185,67.7,0.049,0.0,4.6,-12.7,-13.9,62.4,1.085
7.4,0.184,67.7,0.049,0.2,4.7,-12.7,-13.8,62.8,1.078
7.5,0.184,67.7,0.05,0.3,4.8,-12.8,-13.7,63.2,1.071
7.6,0.183,67.7,0.051,0.4,4.9,-12.9,-13.6,63.6,1.064
7.7,0.182,67.7,0.051,0.4,4.9,-13.0,-13.5,63.6,1.064
7.8,0.18,67.7,0.052,0.5,4.8,-13.1,-13.4,63.6,1.064
7.9,0.178,67.7,0.053,0.6,4.7,-13.2,-13.4,63.8,1.061
8.0,0.175,67.7,0.053,0.9,4.5,-13.3,-13.4,64.2,1.055
8.1,0.174,67.7,0.054,1.1,4.5,-13.4,-13.3,64.6,1.048
8.2,0.172,67.7,0.055,1.3,4.6,-13.5,-13.0,64.8,1.045
8.3,0.168,67.7,0.055,1.4,4.7,-13.6,-13.0,65.4,1.035
8.4,0.165,67.7,0.056,1.6,4.7,-13.7,-13.0,66.0,1.026
8.5,0.161,67.7,0.057,1.9,4.8,-13.6,-13.1,66.8,1.013
8.6,0.157,67.7,0.057,1.9,5.0,-13.5,-13.1,67.0,1.01
8.7,0.154,67.7,0.058,2.0,5.0,-13.6,-13.0,67.2,1.007
8.8,0.152,67.7,0.059,2.1,5.0,-13.6,-12.8,67.0,1.01
8.9,0.149,67.7,0.059,2.3,5.0,-13.5,-12.6,66.8,1.013
