Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,2,0.0,2.3,7.6,,,0.249
0.0,3,0.0,-2.4,9.0,,,0.249
0.0,4,0.0,-11.3,-4.3,,,0.249
0.0,5,0.0,2.0,0.3,,,0.249
0.0,6,0.0,9.4,13.2,,,0.249
0.0,7,0.0,-4.1,15.6,,,0.249
0.0,8,0.0,5.0,-16.1,,,0.249
0.0,9,0.0,18.1,-3.1,,,0.249
0.0,10,0.0,-12.1,16.2,,,0.249
0.1,2,0.0,2.2,7.6,5.0,5.947,0.249
0.1,3,0.0,-2.5,9.0,6.0,5.097,0.249
0.1,4,0.0,-11.3,-4.2,2.0,11.894,0.249
0.1,5,0.0,2.0,0.2,7.0,4.46,0.249
0.1,6,0.0,9.4,13.1,4.0,7.136,0.249
0.1,7,0.0,-4.2,15.6,5.0,5.947,0.249
0.1,8,0.0,4.9,-16.1,1.0,17.841,0.249
0.1,9,0.0,18.0,-3.0,1.0,17.841,0.249
0.1,10,0.0,-12.0,16.2,3.0,8.921,0.249
0.2,2,0.0,2.3,7.6,5.0,5.947,0.249
0.2,3,0.0,-2.6,8.9,6.0,5.097,0.249
0.2,4,0.0,-11.3,-4.1,2.0,11.894,0.249
0.2,5,0.037,2.0,0.2,7.0,4.46,0.239
0.2,6,0.0,9.4,13.2,4.0,7.136,0.249
0.2,7,0.0,-4.2,15.6,5.0,5.947,0.249
0.2,8,0.0,4.8,-16.1,1.0,17.841,0.249
0.2,9,0.0,18.1,-3.1,1.0,17.841,0.249
0.2,10,0.0,-11.9,16.2,3.0,8.921,0.249
0.3,2,0.0,2.2,7.4,5.0,5.947,0.249
0.3,3,0.0,-2.6,8.7,6.0,5.097,0.249
0.3,4,0.0,-11.2,-4.0,2.0,11.894,0.249
0.3,5,0.127,1.9,0.2,7.0,4.46,0.217
0.3,6,0.0,9.4,13.0,4.0,7.136,0.249
0.3,7,0.0,-4.0,15.4,5.0,5.947,0.249
0.3,8,0.0,4.8,-15.9,1.0,17.841,0.249
0.3,9,0.0,17.9,-3.0,1.0,17.841,0.249
0.3,10,0.0,-12.0,16.1,3.0,8.921,0.249
0.4,2,0.0,2.1,7.0,6.0,5.097,0.249
0.4,3,0.0,-2.6,8.5,6.0,5.097,0.249
0.4,4,0.0,-11.1,-3.9,3.0,8.921,0.249
0.4,5,0.226,1.9,0.1,7.0,4.46,0.192
0.4,6,0.0,9.2,12.8,4.0,7.136,0.249
0.4,7,0.0,-3.8,15.2,5.0,5.947,0.249
0.4,8,0.0,4.9,-15.7,1.0,17.841,0.249
