Time,ID,x,y,u,v,x_target,y_target,error_x,error_y,Distance to Target,Time/Total Time,Non-Dimensional Target Proximity,error_x_norm,error_y_norm,Heading-Bearing Correlation
0.0,1,10.4,-22.3,,,-14.34,-21.79,-24.74,0.51,24.745,0.0,0.495,-1.0,0.021,
0.0,2,22.8,-2.4,,,-14.34,-21.79,-37.14,-19.39,41.897,0.0,0.838,-0.886,-0.463,
0.0,3,-16.2,-24.1,,,-14.34,-21.79,1.86,2.31,2.966,0.0,0.059,0.627,0.779,
0.0,4,-4.9,5.0,,,-14.34,-21.79,-9.44,-26.79,28.405,0.0,0.568,-0.332,-0.943,
0.0,5,-1.3,1.8,,,-14.34,-21.79,-13.04,-23.59,26.954,0.0,0.539,-0.484,-0.875,
0.0,6,-13.3,5.5,,,-14.34,-21.79,-1.04,-27.29,27.31,0.0,0.546,-0.038,-0.999,
0.0,7,16.5,-22.4,,,-14.34,-21.79,-30.84,0.61,30.846,0.0,0.617,-1.0,0.02,
0.0,8,7.0,-15.7,,,-14.34,-21.79,-21.34,-6.09,22.192,0.0,0.444,-0.962,-0.274,
0.1,1,10.4,-22.3,0.4,-0.8,-14.62,-21.3,-25.02,1.0,25.04,0.001,0.501,-0.999,0.04,-0.48277404921700223
0.1,2,22.8,-2.4,0.0,0.3,-14.62,-21.3,-37.42,-18.9,41.922,0.001,0.838,-0.893,-0.451,-0.451
0.1,3,-16.3,-24.1,-0.7,-0.4,-14.62,-21.3,1.68,2.8,3.265,0.001,0.065,0.515,0.858,-0.873076923076923
0.1,4,-4.9,5.0,0.7,0.6,-14.62,-21.3,-9.72,-26.3,28.039,0.001,0.561,-0.347,-0.938,-0.8738611713665942
0.1,5,-1.3,1.9,0.1,0.7,-14.62,-21.3,-13.32,-23.2,26.752,0.001,0.535,-0.498,-0.867,-0.9288543140028288
0.1,6,-13.2,5.5,0.8,-0.2,-14.62,-21.3,-1.42,-26.8,26.838,0.001,0.537,-0.053,-0.999,0.1907878787878788
0.1,7,16.5,-22.5,0.3,-0.5,-14.62,-21.3,-31.12,1.2,31.143,0.001,0.623,-0.999,0.039,-0.5475128644939966
0.1,8,7.1,-15.7,1.0,0.0,-14.62,-21.3,-21.72,-5.6,22.43,0.001,0.449,-0.968,-0.25,-0.968
0.2,1,10.5,-22.4,0.0,-0.5,-15.18,-21.11,-25.68,1.29,25.712,0.001,0.514,-0.999,0.05,-0.05
0.2,2,22.8,-2.4,-0.0,0.3,-15.18,-21.11,-37.98,-18.71,42.338,0.001,0.847,-0.897,-0.442,-0.442
0.2,3,-16.3,-24.2,-0.2,-0.8,-15.18,-21.11,1.12,3.09,3.287,0.001,0.066,0.341,0.94,-0.9941818181818183
