Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,0.34,1.68,10.89,23.85,-10.55,-22.17,24.552,0.0,0.509,330.0,1.0
0.1,0.32,1.68,11.24,24.09,-10.92,-22.41,24.929,0.001,0.501,329.85347,1.0
0.2,0.3,1.69,11.12,24.12,-10.82,-22.43,24.903,0.001,0.502,329.69942,0.999
0.3,0.34,1.68,11.69,24.12,-11.35,-22.44,25.147,0.002,0.497,329.55767,0.999
0.4,1.0,1.78,11.93,23.65,-10.93,-21.87,24.449,0.003,0.511,329.37349,0.998
0.5,0.95,1.78,12.02,23.89,-11.07,-22.11,24.726,0.003,0.505,329.20067,0.998
0.6,1.79,1.69,12.41,23.46,-10.62,-21.77,24.222,0.004,0.516,329.03599,0.997
0.7,1.86,1.7,12.73,23.69,-10.87,-21.99,24.53,0.005,0.509,328.92121,0.997
0.8,1.99,1.78,13.05,23.23,-11.06,-21.45,24.134,0.005,0.517,328.81497,0.996
0.9,2.05,1.82,12.91,22.99,-10.86,-21.17,23.793,0.006,0.524,328.71625,0.996
1.0,1.23,1.94,12.96,23.2,-11.73,-21.26,24.281,0.007,0.514,328.63118,0.996
1.1,1.8,2.54,13.43,22.82,-11.63,-20.28,23.378,0.007,0.532,328.49577,0.995
1.2,2.1,4.13,13.47,22.37,-11.37,-18.24,21.494,0.008,0.57,328.37854,0.995
1.3,2.51,6.71,13.99,22.44,-11.48,-15.73,19.474,0.009,0.611,328.2121,0.995
1.4,1.76,7.84,14.0,22.01,-12.24,-14.17,18.724,0.009,0.626,328.07802,0.994
1.5,0.8,6.8,14.13,21.52,-13.33,-14.72,19.859,0.01,0.603,327.92229,0.994
1.6,2.24,9.75,14.02,21.2,-11.78,-11.45,16.428,0.011,0.671,327.79019,0.993
1.7,3.04,10.9,14.15,21.42,-11.11,-10.52,15.3,0.011,0.694,327.61094,0.993
1.8,3.81,12.66,14.11,21.01,-10.3,-8.35,13.259,0.012,0.735,327.50079,0.992
1.9,3.89,12.77,14.43,21.22,-10.54,-8.45,13.509,0.013,0.73,327.32262,0.992
2.0,0.83,2.57,14.34,20.87,-13.51,-18.3,22.747,0.013,0.545,327.15509,0.991
2.1,3.57,5.08,14.76,21.02,-11.19,-15.94,19.476,0.014,0.61,327.00026,0.991
2.2,3.64,7.41,14.68,20.64,-11.04,-13.23,17.231,0.015,0.655,326.82497,0.99
2.3,4.41,9.62,15.07,20.19,-10.66,-10.57,15.012,0.015,0.7,326.70132,0.99
2.4,5.43,11.6,14.9,20.05,-9.47,-8.45,12.692,0.016,0.746,326.54878,0.99
2.5,2.36,8.34,14.78,20.09,-12.42,-11.75,17.097,0.017,0.658,326.3801,0.989
2.6,3.51,11.72,14.67,20.15,-11.16,-8.43,13.986,0.017,0.72,326.20036,0.988
2.7,3.66,11.67,15.22,19.9,-11.56,-8.23,14.19,0.018,0.716,326.07218,0.988
2.8,3.68,11.62,15.14,19.99,-11.46,-8.37,14.191,0.019,0.716,325.9524,0.988
2.9,3.79,12.05,15.34,20.21,-11.55,-8.16,14.142,0.019,0.717,325.78901,0.987
3.0,2.14,5.6,15.28,20.32,-13.14,-14.72,19.732,0.02,0.605,325.58013,0.987
3.1,4.19,11.61,15.14,20.33,-10.95,-8.72,13.998,0.021,0.72,325.40878,0.986
3.2,4.61,13.52,15.04,19.97,-10.43,-6.45,12.263,0.021,0.755,325.169,0.985
3.3,4.65,13.51,15.0,20.11,-10.35,-6.6,12.275,0.022,0.754,325.04847,0.985
3.4,4.74,13.56,14.84,19.87,-10.1,-6.31,11.909,0.023,0.762,324.84398,0.984
3.5,3.55,9.79,14.7,19.87,-11.15,-10.08,15.031,0.023,0.699,324.54658,0.983
3.6,4.96,13.48,15.01,20.07,-10.05,-6.59,12.018,0.024,0.76,324.41371,0.983
3.7,5.21,12.44,15.19,20.29,-9.98,-7.85,12.697,0.025,0.746,324.1934,0.982
3.8,5.41,12.08,15.08,20.34,-9.67,-8.26,12.718,0.025,0.746,323.98306,0.982
3.9,5.71,11.14,15.47,20.5,-9.76,-9.36,13.523,0.026,0.73,323.81273,0.981
4.0,1.78,3.88,15.34,20.52,-13.56,-16.64,21.465,0.027,0.571,323.68689,0.981
4.1,4.34,6.43,15.89,20.47,-11.55,-14.04,18.18,0.027,0.636,323.43522,0.98
4.2,4.92,8.86,15.72,20.25,-10.8,-11.39,15.696,0.028,0.686,323.24565,0.98
4.3,5.97,10.43,15.55,20.13,-9.58,-9.7,13.633,0.029,0.727,323.03258,0.979
4.4,6.25,10.63,15.42,20.15,-9.17,-9.52,13.218,0.029,0.736,322.82424,0.978
4.5,4.7,8.12,15.38,20.28,-10.68,-12.16,16.184,0.03,0.676,322.61111,0.978
4.6,6.38,10.51,15.93,20.04,-9.55,-9.53,13.492,0.031,0.73,322.40173,0.977
4.7,6.51,10.51,16.2,20.24,-9.69,-9.73,13.732,0.031,0.725,322.1949,0.976
4.8,6.64,10.51,16.69,20.3,-10.05,-9.79,14.03,0.032,0.719,322.02267,0.976
4.9,6.72,10.53,16.58,19.93,-9.86,-9.4,13.623,0.033,0.728,321.8326,0.975
5.0,3.81,5.95,16.69,20.13,-12.88,-14.18,19.156,0.033,0.617,321.67752,0.975
5.1,6.16,9.26,16.88,19.61,-10.72,-10.35,14.901,0.034,0.702,321.48031,0.974
5.2,7.16,10.54,16.79,19.21,-9.63,-8.67,12.958,0.035,0.741,321.21982,0.973
5.3,7.72,10.36,16.71,18.8,-8.99,-8.44,12.331,0.035,0.753,321.01056,0.973
5.4,8.25,10.21,17.26,18.63,-9.01,-8.42,12.332,0.036,0.753,320.76805,0.972
5.5,6.26,7.99,17.71,18.23,-11.45,-10.24,15.361,0.037,0.693,320.54127,0.971
5.6,7.92,9.66,18.14,17.8,-10.22,-8.14,13.066,0.037,0.739,320.32393,0.971
5.7,8.06,9.69,18.58,17.38,-10.52,-7.69,13.031,0.038,0.739,320.08293,0.97
5.8,8.16,9.69,18.53,17.5,-10.37,-7.81,12.982,0.039,0.74,319.89442,0.969
5.9,8.2,9.66,19.0,17.13,-10.8,-7.47,13.132,0.039,0.737,319.70163,0.969
6.0,3.54,4.9,19.15,16.58,-15.61,-11.68,19.496,0.04,0.61,319.48162,0.968
6.1,6.61,7.0,19.36,16.04,-12.75,-9.04,15.63,0.041,0.687,319.28741,0.968
6.2,9.62,8.12,19.38,15.51,-9.76,-7.39,12.242,0.041,0.755,319.00557,0.967
6.3,11.84,9.48,19.27,15.57,-7.43,-6.09,9.607,0.042,0.808,318.78001,0.966
6.4,12.26,11.1,19.72,15.59,-7.46,-4.49,8.707,0.043,0.826,318.65279,0.966
6.5,10.82,9.7,20.05,15.72,-9.23,-6.02,11.02,0.043,0.78,318.4893,0.965
6.6,13.37,11.62,20.12,15.17,-6.75,-3.55,7.627,0.044,0.847,318.28024,0.964
6.7,13.42,11.61,19.91,15.04,-6.49,-3.43,7.341,0.045,0.853,318.08467,0.964
6.8,12.8,12.0,20.2,14.52,-7.4,-2.52,7.817,0.045,0.844,317.90314,0.963
6.9,13.71,11.82,20.52,14.0,-6.81,-2.18,7.15,0.046,0.857,317.68028,0.963
7.0,6.76,7.08,21.0,13.92,-14.24,-6.84,15.798,0.047,0.684,317.54935,0.962
7.1,13.73,11.85,20.77,13.73,-7.04,-1.88,7.287,0.047,0.854,317.41309,0.962
7.2,13.73,11.88,21.21,13.73,-7.48,-1.85,7.705,0.048,0.846,317.26938,0.961
7.3,13.75,11.9,21.66,13.34,-7.91,-1.44,8.04,0.049,0.839,317.06682,0.961
7.4,13.79,11.9,22.13,13.01,-8.34,-1.11,8.414,0.049,0.832,316.87328,0.96
7.5,11.18,9.82,22.33,12.45,-11.15,-2.63,11.456,0.05,0.771,316.71613,0.96
7.6,13.82,11.95,22.3,11.9,-8.48,0.05,8.48,0.051,0.83,316.47504,0.959
7.7,13.88,11.98,22.7,11.92,-8.82,0.06,8.82,0.051,0.824,316.27948,0.958
7.8,13.92,12.0,22.98,11.38,-9.06,0.62,9.081,0.052,0.818,316.09501,0.958
7.9,13.97,12.02,23.32,10.88,-9.35,1.14,9.419,0.053,0.812,315.91252,0.957
8.0,5.2,5.8,23.51,10.3,-18.31,-4.5,18.855,0.053,0.623,315.77134,0.957
8.1,8.68,6.34,23.92,10.26,-15.24,-3.92,15.736,0.054,0.685,315.56333,0.956
8.2,11.47,6.66,24.29,9.79,-12.82,-3.13,13.197,0.055,0.736,315.42639,0.956
8.3,13.34,7.71,24.46,9.93,-11.12,-2.22,11.339,0.055,0.773,315.20391,0.955
8.4,13.35,7.52,24.6,10.06,-11.25,-2.54,11.533,0.056,0.769,315.05136,0.955
8.5,10.92,7.13,24.4,9.61,-13.48,-2.48,13.706,0.057,0.726,314.90196,0.954
8.6,13.39,7.56,24.85,9.46,-11.46,-1.9,11.616,0.057,0.768,314.69624,0.954
8.7,13.39,7.58,24.62,9.42,-11.23,-1.84,11.38,0.058,0.772,314.49467,0.953
8.8,13.4,7.6,24.94,9.48,-11.54,-1.88,11.692,0.059,0.766,314.28244,0.952
8.9,13.43,7.6,25.22,9.56,-11.79,-1.96,11.952,0.059,0.761,314.08503,0.952
9.0,7.77,6.5,25.17,9.41,-17.4,-2.91,17.642,0.06,0.647,313.87423,0.951
9.1,13.56,7.71,24.43,9.05,-10.87,-1.34,10.952,0.061,0.781,313.70391,0.951
9.2,13.54,7.58,24.19,8.98,-10.65,-1.4,10.742,0.061,0.785,313.59736,0.95
9.3,13.54,7.57,24.64,8.72,-11.1,-1.15,11.159,0.062,0.777,313.45768,0.95
9.4,13.54,7.57,25.08,8.51,-11.54,-0.94,11.578,0.063,0.768,313.26629,0.949
9.5,11.0,7.23,24.46,7.98,-13.46,-0.75,13.481,0.063,0.73,313.09616,0.949
9.6,13.53,7.6,24.86,7.58,-11.33,0.02,11.33,0.064,0.773,312.88794,0.948
9.7,13.54,7.62,25.09,7.68,-11.55,-0.06,11.55,0.065,0.769,312.62671,0.947
9.8,13.56,7.64,24.45,7.16,-10.89,0.48,10.901,0.065,0.782,312.48624,0.947
9.9,13.54,7.65,24.68,7.25,-11.14,0.4,11.147,0.066,0.777,312.32716,0.946
10.0,6.02,5.84,25.04,6.81,-19.02,-0.97,19.045,0.067,0.619,312.17904,0.946
10.1,9.59,7.13,24.73,6.92,-15.14,0.21,15.141,0.067,0.697,312.00522,0.945
