Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,5,0.0,-5.3,23.2,,,0.249
0.0,6,0.0,-0.4,10.5,,,0.249
0.0,7,0.0,24.8,-22.6,,,0.249
0.0,8,0.0,-9.4,23.8,,,0.249
0.0,9,0.0,-2.3,16.3,,,0.249
0.0,10,0.0,-6.3,23.7,,,0.249
0.0,11,0.0,-19.8,-23.3,,,0.249
0.0,12,0.0,16.5,-8.9,,,0.249
0.0,13,0.0,23.3,-13.8,,,0.249
0.0,14,0.0,16.6,14.9,,,0.249
0.0,15,0.0,1.2,2.3,,,0.249
0.0,16,0.0,-3.6,-16.7,,,0.249
0.0,17,0.0,4.8,10.4,,,0.249
0.0,18,0.0,13.6,-12.4,,,0.249
0.0,19,0.0,11.3,-10.7,,,0.249
0.0,20,0.0,10.5,7.7,,,0.249
0.0,21,0.0,-14.6,-12.1,,,0.249
0.0,22,0.0,8.1,-9.8,,,0.249
0.0,23,0.0,21.2,-0.1,,,0.249
0.0,24,0.0,-16.6,-7.5,,,0.249
0.0,25,0.0,-15.3,-9.1,,,0.249
0.1,5,0.0,-5.2,23.2,3.0,5.642,0.249
0.1,6,0.0,-0.3,10.5,4.0,4.514,0.249
0.1,7,0.0,24.9,-22.6,1.0,11.284,0.249
0.1,8,0.0,-9.5,23.9,3.0,5.642,0.249
0.1,9,0.0,-2.4,16.3,5.0,3.761,0.249
0.1,10,0.0,-6.4,23.7,3.0,5.642,0.249
0.1,11,0.0,-19.9,-23.4,0.0,22.568,0.249
0.1,12,0.0,16.5,-9.0,5.0,3.761,0.249
0.1,13,0.0,23.2,-13.8,3.0,5.642,0.249
0.1,14,0.0,16.7,15.0,1.0,11.284,0.249
0.1,15,0.0,1.3,2.3,3.0,5.642,0.249
0.1,16,0.0,-3.6,-16.7,0.0,22.568,0.249
0.1,17,0.0,4.7,10.4,4.0,4.514,0.249
0.1,18,0.0,13.6,-12.5,4.0,4.514,0.249
0.1,19,0.0,11.3,-10.8,3.0,5.642,0.249
0.1,20,0.0,10.5,7.8,4.0,4.514,0.249
0.1,21,0.0,-14.5,-12.2,2.0,7.523,0.249
0.1,22,0.0,8.1,-9.8,3.0,5.642,0.249
0.1,23,0.0,21.3,-0.0,1.0,11.284,0.249
0.1,24,0.0,-16.5,-7.4,2.0,7.523,0.249
0.1,25,0.0,-15.4,-9.0,2.0,7.523,0.249
0.2,5,0.0,-5.2,23.1,3.0,5.642,0.249
0.2,6,0.0,-0.2,10.5,4.0,4.514,0.249
0.2,7,0.0,24.9,-22.5,1.0,11.284,0.249
0.2,8,0.0,-9.6,23.8,3.0,5.642,0.249
0.2,9,0.0,-2.3,16.3,5.0,3.761,0.249
0.2,10,0.0,-6.4,23.6,3.0,5.642,0.249
0.2,11,0.0,-19.8,-23.5,0.0,22.568,0.249
0.2,12,0.0,16.5,-9.0,5.0,3.761,0.249
0.2,13,0.0,23.2,-13.9,3.0,5.642,0.249
0.2,14,0.0,16.7,15.1,1.0,11.284,0.249
0.2,15,0.006,1.4,2.3,3.0,5.642,0.247
0.2,16,0.0,-3.5,-16.7,0.0,22.568,0.249
0.2,17,0.0,4.8,10.4,4.0,4.514,0.249
0.2,18,0.0,13.7,-12.5,4.0,4.514,0.249
0.2,19,0.0,11.4,-10.7,3.0,5.642,0.249
0.2,20,0.0,10.4,7.8,4.0,4.514,0.249
0.2,21,0.0,-14.5,-12.3,2.0,7.523,0.249
0.2,22,0.0,8.0,-9.7,3.0,5.642,0.249
0.2,23,0.0,21.3,-0.1,1.0,11.284,0.249
0.2,24,0.0,-16.6,-7.4,2.0,7.523,0.249
0.2,25,0.0,-15.4,-9.0,2.0,7.523,0.249
0.3,5,0.0,-5.2,23.1,3.0,5.642,0.249
0.3,6,0.0,-0.1,10.3,4.0,4.514,0.249
0.3,7,0.0,24.9,-22.6,1.0,11.284,0.249
0.3,8,0.0,-9.5,23.7,3.0,5.642,0.249
0.3,9,0.0,-2.2,16.3,5.0,3.761,0.249
0.3,10,0.0,-6.5,23.7,3.0,5.642,0.249
0.3,11,0.0,-19.9,-23.5,0.0,22.568,0.249
0.3,12,0.0,16.5,-8.9,5.0,3.761,0.249
0.3,13,0.0,23.2,-14.0,3.0,5.642,0.249
0.3,14,0.0,16.6,15.1,1.0,11.284,0.249
0.3,15,0.047,1.4,2.4,3.0,5.642,0.237
0.3,16,0.0,-3.4,-16.7,0.0,22.568,0.249
0.3,17,0.0,4.7,10.3,4.0,4.514,0.249
0.3,18,0.0,13.8,-12.5,4.0,4.514,0.249
0.3,19,0.0,11.4,-10.8,3.0,5.642,0.249
0.3,20,0.0,10.2,7.8,4.0,4.514,0.249
0.3,21,0.0,-14.5,-12.2,2.0,7.523,0.249
0.3,22,0.0,8.1,-9.6,3.0,5.642,0.249
0.3,23,0.0,21.3,-0.2,1.0,11.284,0.249
0.3,24,0.0,-16.7,-7.4,2.0,7.523,0.249
0.3,25,0.0,-15.4,-9.0,2.0,7.523,0.249
0.4,5,0.0,-5.3,23.2,3.0,5.642,0.249
0.4,6,0.0,0.1,10.1,4.0,4.514,0.249
0.4,7,0.0,24.8,-22.6,1.0,11.284,0.249
0.4,8,0.0,-9.4,23.8,3.0,5.642,0.249
0.4,9,0.0,-2.3,16.3,5.0,3.761,0.249
0.4,10,0.0,-6.6,23.7,3.0,5.642,0.249
0.4,11,0.0,-19.9,-23.4,0.0,22.568,0.249
0.4,12,0.0,16.5,-9.0,5.0,3.761,0.249
0.4,13,0.0,23.2,-14.1,3.0,5.642,0.249
0.4,14,0.0,16.7,15.0,1.0,11.284,0.249
0.4,15,0.114,1.4,2.5,3.0,5.642,0.22
0.4,16,0.0,-3.4,-16.7,0.0,22.568,0.249
0.4,17,0.0,4.6,10.1,4.0,4.514,0.249
0.4,18,0.0,13.7,-12.6,4.0,4.514,0.249
0.4,19,0.0,11.4,-10.8,3.0,5.642,0.249
0.4,20,0.0,10.1,7.7,4.0,4.514,0.249
0.4,21,0.0,-14.4,-12.3,2.0,7.523,0.249
0.4,22,0.0,8.1,-9.6,3.0,5.642,0.249
0.4,23,0.0,21.3,-0.1,1.0,11.284,0.249
0.4,24,0.0,-16.6,-7.4,2.0,7.523,0.249
0.4,25,0.0,-15.3,-9.0,2.0,7.523,0.249
0.5,5,0.0,-5.2,23.1,3.0,5.642,0.249
0.5,6,0.0,0.0,9.9,4.0,4.514,0.249
0.5,7,0.0,24.8,-22.7,1.0,11.284,0.249
0.5,8,0.0,-9.5,23.8,3.0,5.642,0.249
0.5,9,0.0,-2.2,16.3,5.0,3.761,0.249
0.5,10,0.0,-6.5,23.7,3.0,5.642,0.249
0.5,11,0.0,-19.9,-23.3,0.0,22.568,0.249
0.5,12,0.0,16.4,-9.0,5.0,3.761,0.249
0.5,13,0.0,23.2,-14.0,3.0,5.642,0.249
0.5,14,0.0,16.8,15.1,1.0,11.284,0.249
0.5,15,0.202,1.3,2.4,3.0,5.642,0.198
0.5,16,0.0,-3.4,-16.8,0.0,22.568,0.249
