Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.277,0.0,0.0,20.6,22.0,-20.9,-18.8,164.6,0.0
0.1,0.277,148.57,0.001,20.6,21.9,-20.9,-18.8,164.4,0.904
0.2,0.277,150.45,0.001,20.6,22.0,-21.0,-18.8,164.8,0.913
0.3,0.277,129.77,0.002,20.7,22.0,-20.9,-18.9,165.0,0.786
0.4,0.277,150.45,0.003,20.8,22.0,-20.9,-18.9,165.2,0.911
0.5,0.277,139.17,0.003,21.0,22.1,-21.0,-18.8,165.8,0.839
0.6,0.276,150.45,0.004,21.0,22.0,-21.0,-18.8,165.6,0.909
0.7,0.274,150.45,0.005,21.2,22.0,-21.0,-18.8,166.0,0.906
0.8,0.272,150.45,0.005,21.3,21.9,-20.9,-18.9,166.0,0.906
0.9,0.27,150.45,0.006,21.4,21.9,-20.8,-18.8,165.8,0.907
1.0,0.267,150.45,0.007,21.6,21.9,-20.8,-18.7,166.0,0.906
1.1,0.264,150.45,0.007,21.7,21.9,-20.7,-18.8,166.2,0.905
1.2,0.26,127.89,0.008,21.7,21.8,-20.8,-18.8,166.2,0.769
1.3,0.257,127.89,0.009,21.8,21.9,-20.8,-18.9,166.8,0.767
1.4,0.253,127.89,0.009,21.9,21.9,-20.8,-18.9,167.0,0.766
1.5,0.249,127.89,0.01,21.9,22.0,-20.9,-18.9,167.4,0.764
1.6,0.244,127.89,0.011,21.9,21.9,-20.8,-19.0,167.2,0.765
1.7,0.239,127.89,0.011,22.0,21.9,-20.9,-19.1,167.8,0.762
1.8,0.235,127.89,0.012,22.0,22.0,-20.8,-19.1,167.8,0.762
1.9,0.229,127.89,0.013,22.0,22.1,-20.8,-19.2,168.2,0.76
2.0,0.225,127.89,0.013,21.9,22.0,-20.7,-19.2,167.6,0.763
2.1,0.223,127.89,0.014,22.0,22.0,-20.8,-19.1,167.8,0.762
2.2,0.221,127.89,0.015,22.1,22.0,-20.9,-19.1,168.2,0.76
2.3,0.217,127.89,0.015,22.1,22.0,-20.9,-19.1,168.2,0.76
2.4,0.214,127.89,0.016,22.2,21.9,-21.0,-19.1,168.4,0.759
2.5,0.21,127.89,0.017,22.2,21.9,-21.1,-19.1,168.6,0.759
2.6,0.206,127.89,0.017,22.3,21.8,-21.0,-18.9,168.0,0.761
2.7,0.199,127.89,0.018,22.4,21.8,-21.0,-18.7,167.8,0.762
2.8,0.197,127.89,0.019,22.4,21.8,-21.1,-18.4,167.4,0.764
2.9,0.195,127.89,0.019,22.5,21.8,-21.1,-18.5,167.8,0.762
3.0,0.194,127.89,0.02,22.6,21.8,-21.1,-18.4,167.8,0.762
3.1,0.192,127.89,0.021,22.7,21.5,-21.2,-18.4,167.6,0.763
3.2,0.19,127.89,0.021,22.7,21.4,-21.2,-18.4,167.4,0.764
3.3,0.189,127.89,0.022,22.8,21.1,-21.3,-18.3,167.0,0.766
3.4,0.192,127.89,0.023,22.9,20.9,-21.4,-18.2,166.8,0.767
3.5,0.195,112.84,0.023,22.9,20.6,-21.4,-18.1,166.0,0.68
3.6,0.197,112.84,0.024,22.9,20.5,-21.3,-18.0,165.4,0.682
3.7,0.199,112.84,0.025,23.0,20.3,-21.3,-18.0,165.2,0.683
3.8,0.201,112.84,0.025,23.1,20.0,-21.1,-17.9,164.2,0.687
3.9,0.203,112.84,0.026,23.2,19.8,-21.1,-17.9,164.0,0.688
4.0,0.204,112.84,0.027,23.2,19.6,-21.1,-17.9,163.6,0.69
4.1,0.204,112.84,0.027,23.3,19.4,-21.0,-18.0,163.4,0.691
4.2,0.205,112.84,0.028,23.3,19.3,-21.0,-18.1,163.4,0.691
4.3,0.205,112.84,0.029,23.4,19.2,-20.8,-18.2,163.2,0.691
4.4,0.205,112.84,0.029,23.5,19.1,-20.6,-18.3,163.0,0.692
4.5,0.206,112.84,0.03,23.6,19.0,-20.4,-18.5,163.0,0.692
4.6,0.206,112.84,0.031,23.7,18.9,-20.2,-18.7,163.0,0.692
