Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,22,0.0,-23.6,-13.8,,,0.276
0.0,23,0.0,-17.2,-21.0,,,0.276
0.0,24,0.0,-2.8,3.3,,,0.276
0.0,25,0.0,13.5,11.5,,,0.276
0.1,22,0.0,-23.6,-13.8,1.0,11.284,0.276
0.1,23,0.0,-17.1,-21.0,1.0,11.284,0.276
0.1,24,0.0,-2.7,3.4,0.0,22.568,0.276
0.1,25,0.0,13.5,11.5,0.0,22.568,0.276
0.2,22,0.0,-23.6,-13.7,1.0,11.284,0.276
0.2,23,0.0,-17.1,-21.0,1.0,11.284,0.276
0.2,24,0.001,-2.8,3.4,0.0,22.568,0.276
0.2,25,0.0,13.6,11.4,0.0,22.568,0.276
0.3,22,0.0,-23.6,-13.7,1.0,11.284,0.276
0.3,23,0.0,-17.2,-21.0,1.0,11.284,0.276
0.3,24,0.017,-2.7,3.5,0.0,22.568,0.271
0.3,25,0.0,13.6,11.4,0.0,22.568,0.276
0.4,22,0.0,-23.6,-13.7,1.0,11.284,0.276
0.4,23,0.0,-17.2,-20.9,1.0,11.284,0.276
0.4,24,0.067,-2.7,3.5,0.0,22.568,0.257
0.4,25,0.0,13.7,11.3,0.0,22.568,0.276
0.5,22,0.0,-23.6,-13.6,1.0,11.284,0.276
0.5,23,0.0,-17.2,-20.8,1.0,11.284,0.276
0.5,24,0.158,-2.7,3.5,0.0,22.568,0.232
0.5,25,0.0,13.8,11.3,0.0,22.568,0.276
0.6,22,0.0,-23.7,-13.5,1.0,11.284,0.276
0.6,23,0.0,-17.2,-20.9,1.0,11.284,0.276
0.6,24,0.279,-2.8,3.4,0.0,22.568,0.199
0.6,25,0.0,13.7,11.3,0.0,22.568,0.276
0.7,22,0.0,-23.6,-13.6,1.0,11.284,0.276
0.7,23,0.0,-17.1,-20.9,1.0,11.284,0.276
0.7,24,0.411,-2.7,3.3,0.0,22.568,0.163
0.7,25,0.0,13.7,11.2,0.0,22.568,0.276
0.8,22,0.0,-23.5,-13.6,1.0,11.284,0.276
0.8,23,0.0,-17.0,-20.8,1.0,11.284,0.276
0.8,24,0.56,-2.7,3.4,0.0,22.568,0.121
0.8,25,0.0,13.7,11.1,0.0,22.568,0.276
0.9,22,0.0,-23.6,-13.7,1.0,11.284,0.276
0.9,23,0.0,-16.9,-20.8,1.0,11.284,0.276
0.9,24,0.783,-2.8,3.4,0.0,22.568,0.06
0.9,25,0.0,13.5,10.9,0.0,22.568,0.276
1.0,22,0.0,-23.5,-13.6,1.0,11.284,0.276
1.0,23,0.0,-16.9,-20.9,1.0,11.284,0.276
1.0,24,1.026,-2.9,3.4,0.0,22.568,0.007
1.0,25,0.0,13.3,10.9,0.0,22.568,0.276
1.1,22,0.0,-23.5,-13.5,1.0,11.284,0.276
1.1,23,0.0,-16.9,-20.9,1.0,11.284,0.276
1.1,24,1.152,-2.8,3.4,0.0,22.568,0.042
1.1,25,0.0,13.2,10.7,0.0,22.568,0.276
1.2,22,0.0,-23.5,-13.4,1.0,11.284,0.276
1.2,23,0.0,-16.8,-20.8,1.0,11.284,0.276
1.2,24,1.246,-2.7,3.6,0.0,22.568,0.068
1.2,25,0.001,13.1,10.8,0.0,22.568,0.276
1.3,22,0.0,-23.6,-13.5,1.0,11.284,0.276
1.3,23,0.0,-16.7,-20.8,1.0,11.284,0.276
1.3,24,1.367,-2.6,3.7,0.0,22.568,0.101
1.3,25,0.003,12.8,10.8,0.0,22.568,0.275
1.4,22,0.001,-23.4,-13.3,1.0,11.284,0.276
1.4,23,0.0,-16.6,-20.6,1.0,11.284,0.276
1.4,24,1.396,-2.6,3.8,0.0,22.568,0.109
1.4,25,0.006,12.5,10.9,0.0,22.568,0.274
1.5,22,0.001,-23.3,-13.2,1.0,11.284,0.276
1.5,23,0.001,-16.5,-20.4,1.0,11.284,0.276
1.5,24,1.436,-2.5,4.0,0.0,22.568,0.12
1.5,25,0.012,12.3,10.9,0.0,22.568,0.273
1.6,22,0.003,-23.2,-13.0,1.0,11.284,0.275
1.6,23,0.002,-16.4,-20.2,1.0,11.284,0.275
1.6,24,1.475,-2.5,4.1,0.0,22.568,0.131
1.6,25,0.02,12.0,10.9,0.0,22.568,0.27
1.7,22,0.005,-23.0,-12.8,1.0,11.284,0.275
1.7,23,0.005,-16.3,-20.0,1.0,11.284,0.275
1.7,24,1.516,-2.3,4.3,0.0,22.568,0.142
1.7,25,0.032,11.8,10.8,0.0,22.568,0.267
1.8,22,0.009,-22.8,-12.6,1.0,11.284,0.273
1.8,23,0.008,-16.2,-19.7,1.0,11.284,0.274
1.8,24,1.561,-2.2,4.5,0.0,22.568,0.155
1.8,25,0.046,11.7,10.8,0.0,22.568,0.263
1.9,22,0.014,-22.6,-12.5,1.0,11.284,0.272
1.9,23,0.012,-16.1,-19.4,1.0,11.284,0.273
1.9,24,1.587,-2.1,4.7,0.0,22.568,0.162
1.9,25,0.064,11.6,10.7,0.0,22.568,0.258
2.0,22,0.02,-22.4,-12.4,1.0,11.284,0.27
2.0,23,0.018,-16.0,-19.2,1.0,11.284,0.271
