Time,ID,behv,com_radius,Battery,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id
0.0,1,isocontour,5,100.0,2.8,9.6,-99.6,,,,2.8,9.6,-99.6,1
0.0,2,isocontour,5,100.0,-9.9,-5.7,-129.8,,,,-9.9,-5.7,-129.8,2
0.0,3,isocontour,5,100.0,7.7,-8.8,-136.5,,,,7.7,-8.8,-136.5,3
0.0,4,isocontour,5,100.0,-9.0,-1.0,-82.7,,,,-9.0,-1.0,-82.7,4
0.0,5,isocontour,5,100.0,9.1,0.4,-83.3,,,,9.1,0.4,-83.3,5
0.0,6,isocontour,5,100.0,-5.1,0.6,-26.6,,,,-5.1,0.6,-26.6,6
0.0,7,isocontour,5,100.0,0.9,-5.8,-34.9,,,,0.9,-5.8,-34.9,7
0.0,8,isocontour,5,100.0,-9.5,-2.2,-94.9,,,,-9.5,-2.2,-94.9,8
0.0,9,isocontour,5,100.0,-0.7,-3.7,-13.8,,,,-0.7,-3.7,-13.8,9
0.0,10,isocontour,5,100.0,9.6,-1.2,-94.3,,,,9.6,-1.2,-94.3,10
0.0,11,isocontour,5,100.0,-0.1,-9.7,-94.1,,,,-0.1,-9.7,-94.1,11
0.0,12,isocontour,5,100.0,-5.8,-4.6,-55.1,,,,-5.8,-4.6,-55.1,12
0.0,13,isocontour,5,100.0,-4.7,-9.2,-106.3,,,,-4.7,-9.2,-106.3,13
0.0,14,isocontour,5,100.0,-7.0,4.4,-69.0,,,,-7.0,4.4,-69.0,14
0.0,15,isocontour,5,100.0,6.9,-6.0,-83.4,,,,6.9,-6.0,-83.4,15
0.0,16,isocontour,5,100.0,-1.0,1.2,-2.4,,,,-1.0,1.2,-2.4,16
0.0,17,isocontour,5,100.0,9.0,4.1,-98.3,,,,9.0,4.1,-98.3,17
0.0,18,isocontour,5,100.0,-1.3,-0.8,-2.5,,,,-1.3,-0.8,-2.5,18
0.0,19,isocontour,5,100.0,-4.1,1.6,-19.2,,,,-4.1,1.6,-19.2,19
0.0,20,isocontour,5,100.0,-7.0,-3.1,-58.3,,,,-7.0,-3.1,-58.3,20
0.0,21,isocontour,5,100.0,3.1,-1.6,-12.2,,,,3.1,-1.6,-12.2,21
0.0,22,isocontour,5,100.0,4.6,-7.1,-71.1,,,,4.6,-7.1,-71.1,22
0.0,23,isocontour,5,100.0,-3.3,9.2,-95.8,,,,-3.3,9.2,-95.8,23
0.0,24,isocontour,5,100.0,3.1,8.2,-77.0,,,,3.1,8.2,-77.0,24
0.0,25,isocontour,5,100.0,10.0,-9.4,-189.0,,,,10.0,-9.4,-189.0,25
0.0,26,isocontour,5,100.0,-3.3,3.2,-20.8,,,,-3.3,3.2,-20.8,26
0.0,27,isocontour,5,100.0,-6.9,1.1,-48.9,,,,-6.9,1.1,-48.9,27
0.0,28,isocontour,5,100.0,-7.1,4.9,-73.8,,,,-7.1,4.9,-73.8,28
0.0,29,isocontour,5,100.0,-3.7,-8.5,-85.7,,,,-3.7,-8.5,-85.7,29
0.0,30,isocontour,5,100.0,-2.5,3.1,-15.6,,,,-2.5,3.1,-15.6,30
0.1,1,isocontour,5,100.0,2.8,9.5,-98.4,-0.1,-0.6,0.6,3.1,8.2,-77.0,24
0.1,2,isocontour,5,100.0,-9.8,-5.6,-127.5,0.8,0.6,1.0,-5.8,-4.6,-55.1,12
0.1,3,isocontour,5,100.0,7.6,-8.7,-133.9,-0.7,0.8,1.1,4.6,-7.1,-71.1,22
0.1,4,isocontour,5,100.0,-8.9,-1.0,-80.8,1.1,-0.2,1.1,-5.1,0.6,-26.6,6
0.1,5,isocontour,5,100.0,9.1,0.4,-82.7,-0.3,0.0,0.3,9.1,0.4,-83.3,5
0.1,6,isocontour,5,100.0,-5.0,0.6,-25.5,1.1,0.1,1.1,-1.0,1.2,-2.4,16
0.1,7,isocontour,5,100.0,0.9,-5.7,-33.7,-0.2,1.0,1.0,3.1,-1.6,-12.2,21
0.1,8,isocontour,5,100.0,-9.4,-2.1,-92.8,1.0,0.3,1.0,-6.9,1.1,-48.9,27
0.1,9,isocontour,5,100.0,-0.7,-3.6,-13.2,-0.3,1.0,1.0,-1.0,1.2,-2.4,16
0.1,10,isocontour,5,100.0,9.6,-1.1,-94.2,0.0,0.6,0.6,9.1,0.4,-83.3,5
0.1,11,isocontour,5,100.0,-0.1,-9.6,-92.0,-0.1,1.1,1.1,0.9,-5.8,-34.9,7
0.1,12,isocontour,5,100.0,-5.8,-4.7,-55.0,0.2,-0.2,0.3,-5.8,-4.7,-55.1,12
0.1,13,isocontour,5,100.0,-4.7,-9.1,-105.3,0.3,0.4,0.5,-5.8,-4.6,-55.1,12
0.1,14,isocontour,5,99.98,-6.9,4.3,-66.3,1.0,-1.6,1.9,-2.5,3.1,-15.6,30
0.1,15,isocontour,5,100.0,6.9,-6.0,-83.2,-0.4,-0.3,0.5,4.6,-7.1,-71.1,22
0.1,16,isocontour,5,100.0,-1.0,1.3,-2.5,-0.2,0.2,0.3,-1.0,1.3,-2.4,16
0.1,17,isocontour,5,100.0,9.0,4.1,-98.2,0.2,-0.5,0.5,9.1,0.4,-83.3,5
0.1,18,isocontour,5,100.0,-1.3,-0.7,-2.2,0.3,1.0,1.0,-1.0,1.2,-2.4,16
0.1,19,isocontour,5,100.0,-4.1,1.5,-18.7,0.5,-0.5,0.7,-1.0,1.2,-2.4,16
0.1,20,isocontour,5,100.0,-6.9,-3.0,-57.3,0.5,0.4,0.6,-5.1,0.6,-26.6,6
0.1,21,isocontour,5,100.0,3.0,-1.6,-11.5,-1.0,0.5,1.1,-1.0,1.2,-2.4,16
0.1,22,isocontour,5,100.0,4.5,-7.1,-70.4,-0.8,-0.1,0.8,0.9,-5.8,-34.9,7
0.1,23,isocontour,5,100.0,-3.3,9.2,-95.3,-0.1,-0.3,0.3,-3.3,9.2,-95.8,23
0.1,24,isocontour,5,100.0,3.1,8.2,-76.5,-0.3,-0.2,0.4,3.1,8.2,-77.0,24
0.1,25,isocontour,5,100.0,9.9,-9.4,-186.1,-0.7,0.8,1.1,6.9,-6.0,-83.4,15
0.1,26,isocontour,5,100.0,-3.3,3.1,-20.4,0.2,-0.5,0.5,-1.0,1.2,-2.4,16
0.1,27,isocontour,5,100.0,-6.8,1.1,-47.5,1.0,0.1,1.0,-2.5,3.1,-15.6,30
0.1,28,isocontour,5,100.0,-7.0,4.9,-73.0,0.6,0.1,0.6,-2.5,3.1,-15.6,30
0.1,29,isocontour,5,100.0,-3.8,-8.4,-85.2,-0.2,0.4,0.4,-5.8,-4.6,-55.1,12
0.1,30,isocontour,5,100.0,-2.4,3.0,-15.0,0.6,-0.6,0.8,-1.0,1.2,-2.4,16
0.2,1,isocontour,5,100.0,2.8,9.5,-97.6,0.1,-0.5,0.5,3.1,8.2,-76.5,24
0.2,2,isocontour,5,100.0,-9.8,-5.5,-126.1,0.3,0.8,0.9,-5.1,0.6,-26.6,6
0.2,3,isocontour,5,99.99,7.5,-8.6,-131.3,-0.8,0.8,1.1,0.9,-5.8,-34.9,7
0.2,4,isocontour,5,100.0,-8.9,-1.0,-79.7,0.6,0.2,0.6,-1.0,1.2,-2.4,16
0.2,5,isocontour,5,100.0,9.1,0.4,-83.2,0.3,-0.1,0.3,9.1,0.4,-82.7,5
0.2,6,isocontour,5,99.99,-4.9,0.6,-24.4,1.1,0.1,1.1,-1.3,-0.7,-2.2,18
0.2,7,isocontour,5,99.99,0.9,-5.6,-32.7,0.4,1.0,1.1,-1.0,1.2,-2.4,16
0.2,8,isocontour,5,100.0,-9.3,-2.1,-91.7,0.6,0.3,0.7,-2.5,3.1,-15.6,30
0.2,9,isocontour,5,99.99,-0.7,-3.5,-12.4,-0.2,1.1,1.1,-1.3,-0.7,-2.2,18
0.2,10,isocontour,5,100.0,9.6,-1.1,-94.0,-0.1,0.5,0.5,9.1,0.4,-82.7,5
0.2,11,isocontour,5,100.0,-0.1,-9.5,-90.9,0.2,0.6,0.6,3.1,-1.6,-12.2,21
0.2,12,isocontour,5,100.0,-5.8,-4.7,-55.3,-0.3,0.0,0.3,-5.1,0.6,-26.6,6
0.2,13,isocontour,5,100.0,-4.7,-9.0,-103.6,0.1,0.9,0.9,0.9,-5.8,-34.9,7
0.2,14,isocontour,5,99.98,-6.8,4.2,-64.8,0.9,-0.3,0.9,-1.0,1.2,-2.4,16
0.2,15,isocontour,5,100.0,6.8,-6.0,-82.4,-0.6,-0.0,0.6,0.9,-5.8,-34.9,7
0.2,16,isocontour,5,100.0,-1.0,1.2,-2.5,-0.3,-0.5,0.6,-1.3,-0.7,-2.2,18
0.2,17,isocontour,5,100.0,9.0,4.0,-97.8,0.0,-0.5,0.5,9.1,0.4,-82.7,5
0.2,18,isocontour,5,100.0,-1.3,-0.7,-2.2,0.3,-0.1,0.3,-1.3,-0.7,-2.2,18
0.2,19,isocontour,5,100.0,-4.0,1.5,-18.3,0.5,-0.1,0.5,-1.3,-0.7,-2.2,18
0.2,20,isocontour,5,100.0,-6.9,-3.0,-56.8,0.1,0.5,0.5,-1.0,1.2,-2.4,16
0.2,21,isocontour,5,99.99,2.9,-1.6,-10.8,-1.1,0.3,1.1,-1.3,-0.7,-2.2,18
0.2,22,isocontour,5,100.0,4.5,-7.0,-69.3,-0.5,0.4,0.6,3.1,-1.6,-12.2,21
0.2,23,isocontour,5,100.0,-3.2,9.2,-95.4,0.3,0.1,0.3,-3.2,9.2,-95.3,23
0.2,24,isocontour,5,100.0,3.1,8.2,-76.8,-0.2,0.2,0.3,3.1,8.2,-76.5,24
0.2,25,isocontour,5,100.0,9.9,-9.3,-184.0,-0.4,0.7,0.8,4.6,-7.1,-71.1,22
0.2,26,isocontour,5,100.0,-3.2,3.1,-19.4,0.7,-0.9,1.1,-1.3,-0.7,-2.2,18
0.2,27,isocontour,5,99.99,-6.7,1.1,-46.3,1.0,0.5,1.1,-1.0,1.2,-2.4,16
