Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.275,0.0,0.0,23.7,15.1,-22.9,-11.9,147.2,0.0
0.1,0.275,169.26,0.001,23.6,15.0,-22.9,-11.9,146.8,1.153
0.2,0.275,169.26,0.001,23.7,15.0,-22.9,-11.9,147.0,1.151
0.3,0.273,157.98,0.002,23.8,14.7,-23.0,-11.9,146.8,1.076
0.4,0.272,146.69,0.003,23.8,14.6,-23.0,-12.0,146.8,0.999
0.5,0.27,146.69,0.003,23.8,14.4,-23.0,-12.1,146.6,1.001
0.6,0.269,146.69,0.004,23.8,14.2,-22.9,-12.0,145.8,1.006
0.7,0.268,146.69,0.005,23.9,14.1,-22.9,-11.9,145.6,1.007
0.8,0.266,146.69,0.005,24.0,13.9,-23.0,-11.9,145.6,1.007
0.9,0.264,146.69,0.006,23.9,13.6,-23.0,-12.0,145.0,1.012
1.0,0.261,146.69,0.007,23.8,13.4,-23.1,-12.0,144.6,1.014
1.1,0.258,124.12,0.007,23.9,13.1,-23.1,-12.1,144.4,0.86
1.2,0.253,119.24,0.008,23.8,12.9,-23.1,-12.0,143.6,0.83
1.3,0.248,119.24,0.009,23.6,12.7,-23.0,-11.9,142.4,0.837
1.4,0.242,119.24,0.009,23.3,12.5,-23.1,-12.0,141.8,0.841
1.5,0.235,119.24,0.01,23.1,12.3,-23.0,-12.0,140.8,0.847
1.6,0.228,119.24,0.011,22.9,12.2,-23.0,-12.1,140.4,0.849
1.7,0.22,119.24,0.011,22.7,12.0,-23.1,-12.2,140.0,0.852
1.8,0.211,119.24,0.012,22.5,11.8,-23.1,-12.1,139.0,0.858
1.9,0.202,116.23,0.013,22.3,11.7,-23.0,-12.0,138.0,0.842
2.0,0.192,116.23,0.013,22.1,11.5,-23.0,-11.9,137.0,0.848
2.1,0.183,110.96,0.014,21.8,11.4,-23.0,-12.0,136.4,0.813
2.2,0.173,110.42,0.015,21.6,11.2,-23.1,-12.0,135.8,0.813
2.3,0.164,108.54,0.015,21.6,11.0,-23.1,-12.0,135.4,0.802
2.4,0.154,104.24,0.016,21.4,10.8,-23.2,-12.0,134.8,0.773
2.5,0.143,101.99,0.017,21.2,10.6,-23.3,-12.0,134.2,0.76
2.6,0.133,96.34,0.017,21.0,10.4,-23.3,-11.9,133.2,0.723
2.7,0.129,93.93,0.018,20.8,10.1,-23.2,-11.8,131.8,0.713
2.8,0.129,93.93,0.019,20.6,10.0,-23.3,-11.8,131.4,0.715
2.9,0.128,93.93,0.019,20.4,9.8,-23.3,-11.7,130.4,0.72
3.0,0.128,92.64,0.02,20.2,9.6,-23.3,-11.6,129.4,0.716
3.1,0.127,92.64,0.021,20.0,9.4,-23.3,-11.6,128.6,0.72
3.2,0.125,92.64,0.021,19.8,9.2,-23.3,-11.7,128.0,0.724
3.3,0.124,92.64,0.022,19.6,9.1,-23.2,-11.6,127.0,0.729
3.4,0.121,92.64,0.023,19.3,8.9,-23.3,-11.6,126.2,0.734
3.5,0.118,92.64,0.023,19.0,8.6,-23.4,-11.6,125.2,0.74
3.6,0.113,90.27,0.024,18.8,8.5,-23.4,-11.7,124.8,0.723
3.7,0.112,90.27,0.025,18.7,8.4,-23.4,-11.6,124.2,0.727
3.8,0.109,90.27,0.025,18.6,8.5,-23.3,-11.5,123.8,0.729
3.9,0.105,90.27,0.026,18.4,8.7,-23.4,-11.6,124.2,0.727
