Time,ID,behv,com_radius,Battery,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id
0.0,1,isocontour,7,100.0,-15.1,-11.5,-42.5,,,,-15.1,-11.5,-359.7,1
0.0,2,isocontour,7,100.0,-1.8,-8.8,-50.2,,,,-1.8,-8.8,-80.5,2
0.0,3,isocontour,7,100.0,4.4,-7.8,-176.9,,,,4.4,-7.8,-79.5,3
0.0,4,isocontour,7,100.0,9.6,18.0,-1141.5,,,,9.6,18.0,-418.3,4
0.0,5,isocontour,7,100.0,5.4,-19.0,-271.9,,,,5.4,-19.0,-390.9,5
0.0,6,isocontour,7,100.0,13.0,-1.9,-539.2,,,,13.0,-1.9,-171.8,6
0.0,7,isocontour,7,100.0,1.9,-6.2,-129.4,,,,1.9,-6.2,-41.8,7
0.0,8,isocontour,7,100.0,-7.3,-16.3,-36.8,,,,-7.3,-16.3,-319.0,8
0.0,9,isocontour,7,100.0,9.8,0.3,-457.3,,,,9.8,0.3,-97.0,9
0.0,10,isocontour,7,100.0,-11.5,8.1,-350.3,,,,-11.5,8.1,-199.4,10
0.0,11,isocontour,7,100.0,-6.1,-18.1,-66.9,,,,-6.1,-18.1,-365.1,11
0.0,12,isocontour,7,100.0,16.7,-1.0,-733.2,,,,16.7,-1.0,-281.4,12
0.0,13,isocontour,7,100.0,-4.9,-0.7,-107.6,,,,-4.9,-0.7,-24.8,13
0.0,14,isocontour,7,100.0,1.3,14.2,-702.3,,,,1.3,14.2,-202.9,14
0.0,15,isocontour,7,100.0,-1.6,5.2,-292.2,,,,-1.6,5.2,-30.0,15
0.0,16,isocontour,7,100.0,17.1,-14.3,-678.9,,,,17.1,-14.3,-496.2,16
0.0,17,isocontour,7,100.0,-17.5,16.1,-780.3,,,,-17.5,16.1,-567.5,17
0.0,18,isocontour,7,100.0,0.6,-6.7,-99.5,,,,0.6,-6.7,-45.6,18
0.0,19,isocontour,7,100.0,18.2,19.4,-1605.4,,,,18.2,19.4,-706.2,19
0.0,20,isocontour,7,100.0,17.7,-17.5,-745.1,,,,17.7,-17.5,-617.6,20
0.0,21,isocontour,7,100.0,-0.7,-18.0,-123.3,,,,-0.7,-18.0,-326.1,21
0.0,22,isocontour,7,100.0,-4.3,12.7,-552.0,,,,-4.3,12.7,-181.0,22
0.0,23,isocontour,7,100.0,0.6,6.1,-357.0,,,,0.6,6.1,-37.7,23
0.0,24,isocontour,7,100.0,14.4,-17.0,-578.9,,,,14.4,-17.0,-499.0,24
0.0,25,isocontour,7,100.0,-9.0,3.3,-187.4,,,,-9.0,3.3,-92.6,25
0.0,26,isocontour,7,100.0,-5.5,3.0,-188.4,,,,-5.5,3.0,-39.0,26
0.0,27,isocontour,7,100.0,7.3,-8.3,-258.2,,,,7.3,-8.3,-122.5,27
0.0,28,isocontour,7,100.0,17.2,18.5,-1502.3,,,,17.2,18.5,-638.4,28
0.0,29,isocontour,7,100.0,-4.7,11.8,-507.6,,,,-4.7,11.8,-162.2,29
0.0,30,isocontour,7,100.0,6.5,13.0,-776.7,,,,6.5,13.0,-211.9,30
0.0,Target,,,,-8.67,-10.36,-182.434,0.42,1.27,,,,,
0.1,1,isocontour,7,100.0,-15.1,-11.5,-42.3,0.1,-0.3,0.3,-15.1,-11.5,-42.5,1
0.1,2,isocontour,7,100.0,-1.7,-8.8,-51.2,0.7,0.1,0.7,1.9,-6.2,-41.8,7
0.1,3,isocontour,7,100.0,4.3,-7.7,-175.3,-0.7,0.4,0.8,1.9,-6.2,-41.8,7
0.1,4,isocontour,7,100.0,9.6,18.0,-1127.8,-0.7,-0.9,1.1,6.5,13.0,-211.9,30
0.1,5,isocontour,7,100.0,5.3,-19.0,-273.4,-0.7,-0.2,0.7,-0.7,-18.0,-123.3,21
0.1,6,isocontour,7,100.0,12.9,-1.9,-534.7,-0.9,0.3,0.9,9.8,0.3,-97.0,9
0.1,7,isocontour,7,100.0,1.8,-6.3,-126.8,-0.7,-0.7,1.0,1.8,-6.3,-41.8,7
0.1,8,isocontour,7,100.0,-7.2,-16.3,-39.2,1.0,-0.4,1.1,-7.2,-16.3,-36.8,8
0.1,9,isocontour,7,100.0,9.8,0.3,-454.4,-0.2,-0.2,0.3,9.8,0.3,-97.0,9
0.1,10,isocontour,7,100.0,-11.5,8.0,-341.5,0.2,-1.0,1.0,-9.0,3.3,-92.6,25
0.1,11,isocontour,7,100.0,-6.0,-18.1,-69.8,1.1,-0.1,1.1,-7.3,-16.3,-36.8,8
0.1,12,isocontour,7,100.0,16.7,-1.1,-726.7,-0.9,-0.5,1.0,13.0,-1.9,-171.8,6
0.1,13,isocontour,7,100.0,-4.9,-0.7,-105.0,0.2,-0.2,0.3,-4.9,-0.7,-24.8,13
0.1,14,isocontour,7,100.0,1.3,14.1,-693.3,-0.5,-0.4,0.6,-4.7,11.8,-162.2,29
0.1,15,isocontour,7,100.0,-1.7,5.2,-286.1,-0.7,-0.5,0.9,-4.9,-0.7,-24.8,13
0.1,16,isocontour,7,100.0,17.0,-14.3,-677.6,-0.8,-0.4,0.9,17.0,-14.3,-496.2,16
0.1,17,isocontour,7,100.0,-17.5,16.1,-771.5,0.3,-0.2,0.4,-17.5,16.1,-567.5,17
0.1,18,isocontour,7,100.0,0.5,-6.8,-97.0,-0.9,-0.7,1.1,1.9,-6.2,-41.8,7
0.1,19,isocontour,7,100.0,18.1,19.3,-1591.2,-0.6,-0.9,1.1,17.2,18.5,-638.4,28
0.1,20,isocontour,7,100.0,17.6,-17.4,-742.9,-0.9,0.5,1.0,17.1,-14.3,-496.2,16
0.1,21,isocontour,7,100.0,-0.7,-18.0,-123.8,-1.0,0.3,1.0,-7.3,-16.3,-36.8,8
0.1,22,isocontour,7,100.0,-4.3,12.7,-543.7,-0.0,-0.6,0.6,-4.7,11.8,-162.2,29
0.1,23,isocontour,7,100.0,0.5,6.1,-350.6,-0.5,-0.5,0.7,-1.6,5.2,-30.0,15
0.1,24,isocontour,7,100.0,14.5,-17.0,-583.0,0.3,0.2,0.4,17.1,-14.3,-496.2,16
0.1,25,isocontour,7,100.0,-9.0,3.3,-181.8,0.3,-0.7,0.8,-4.9,-0.7,-24.8,13
0.1,26,isocontour,7,100.0,-5.5,2.9,-182.4,-0.4,-0.9,1.0,-4.9,-0.7,-24.8,13
0.1,27,isocontour,7,100.0,7.2,-8.3,-257.0,-0.5,0.0,0.5,1.9,-6.2,-41.8,7
0.1,28,isocontour,7,100.0,17.3,18.5,-1498.6,0.1,0.3,0.3,17.3,18.5,-638.4,28
0.1,29,isocontour,7,100.0,-4.7,11.8,-500.7,-0.1,-0.3,0.3,-4.7,11.8,-162.2,29
0.1,30,isocontour,7,100.0,6.4,13.0,-769.1,-0.6,-0.1,0.6,1.3,14.2,-202.9,14
0.1,Target,,,,-8.7,-10.23,-0.018,-0.29,1.3,,,,,
0.2,1,isocontour,7,100.0,-15.1,-11.5,-41.8,-0.3,-0.2,0.4,-15.1,-11.5,-42.3,1
0.2,2,isocontour,7,100.0,-1.7,-8.7,-52.9,0.4,0.3,0.5,1.9,-6.2,-41.8,7
0.2,3,isocontour,7,100.0,4.2,-7.7,-175.1,-1.0,0.4,1.1,1.9,-6.2,-41.8,7
0.2,4,isocontour,7,99.99,9.5,17.9,-1121.2,-0.6,-0.4,0.7,1.3,14.2,-202.9,14
0.2,5,isocontour,7,100.0,5.2,-19.1,-276.2,-0.6,-0.1,0.6,-7.3,-16.3,-36.8,8
0.2,6,isocontour,7,99.99,12.8,-1.8,-535.7,-0.7,0.8,1.1,9.8,0.3,-97.0,9
0.2,7,isocontour,7,100.0,1.8,-6.3,-127.0,-0.5,-0.2,0.5,1.9,-6.2,-41.8,7
0.2,8,isocontour,7,100.0,-7.2,-16.3,-41.1,0.4,-0.2,0.4,-7.3,-16.3,-36.8,8
0.2,9,isocontour,7,100.0,9.8,0.3,-456.3,0.2,-0.2,0.3,9.8,0.3,-97.0,9
0.2,10,isocontour,7,99.99,-11.5,7.9,-333.8,0.6,-1.0,1.2,-4.9,-0.7,-24.8,13
0.2,11,isocontour,7,100.0,-5.9,-18.1,-72.0,0.5,0.0,0.5,-7.3,-16.3,-36.8,8
0.2,12,isocontour,7,100.0,16.6,-1.1,-725.5,-0.8,-0.3,0.9,9.8,0.3,-97.0,9
0.2,13,isocontour,7,100.0,-4.9,-0.7,-104.6,0.1,0.3,0.3,-4.9,-0.7,-24.8,13
0.2,14,isocontour,7,100.0,1.2,14.1,-689.3,-0.5,-0.1,0.5,-4.7,11.8,-162.2,29
0.2,15,isocontour,7,100.0,-1.7,5.1,-282.5,-0.1,-0.6,0.6,-4.9,-0.7,-24.8,13
0.2,16,isocontour,7,100.0,17.0,-14.4,-681.3,-0.4,-0.3,0.5,17.0,-14.4,-496.2,16
0.2,17,isocontour,7,100.0,-17.5,16.1,-764.2,-0.2,-0.2,0.3,-17.5,16.1,-567.5,17
0.2,18,isocontour,7,99.99,0.4,-6.9,-96.1,-0.9,-0.7,1.1,1.9,-6.2,-41.8,7
0.2,19,isocontour,7,100.0,18.1,19.3,-1587.0,-0.3,-0.4,0.5,17.2,18.5,-638.4,28
0.2,20,isocontour,7,100.0,17.6,-17.4,-747.0,-0.3,0.5,0.6,17.1,-14.3,-496.2,16
0.2,21,isocontour,7,99.99,-0.8,-18.0,-124.8,-0.9,0.4,1.0,-7.3,-16.3,-36.8,8
