Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.283,0.0,0.0,22.0,-1.0,22.0,-1.0,0.0,
0.1,0.283,22.57,0.001,22.0,-0.9,22.0,-0.9,0.0,inf
0.2,0.283,22.57,0.001,22.0,-0.8,22.0,-0.8,0.0,inf
0.3,0.283,22.57,0.002,22.0,-0.7,22.0,-0.7,0.0,inf
0.4,0.283,22.57,0.003,22.0,-0.6,22.0,-0.6,0.0,inf
0.5,0.283,22.57,0.003,22.0,-0.5,22.0,-0.5,0.0,inf
0.6,0.283,22.57,0.004,22.0,-0.5,22.0,-0.5,0.0,inf
0.7,0.283,22.57,0.005,22.0,-0.6,22.0,-0.6,0.0,inf
0.8,0.283,22.57,0.005,22.0,-0.6,22.0,-0.6,0.0,inf
0.9,0.283,22.57,0.006,22.0,-0.5,22.0,-0.5,0.0,inf
1.0,0.283,22.57,0.007,22.1,-0.5,22.1,-0.5,0.0,inf
1.1,0.283,22.57,0.007,22.1,-0.4,22.1,-0.4,0.0,inf
1.2,0.283,22.57,0.008,22.1,-0.3,22.1,-0.3,0.0,inf
1.3,0.283,22.57,0.009,22.1,-0.2,22.1,-0.2,0.0,inf
1.4,0.283,22.57,0.009,22.0,-0.1,22.0,-0.1,0.0,inf
1.5,0.283,22.57,0.01,21.9,-0.2,21.9,-0.2,0.0,inf
1.6,0.283,22.57,0.011,21.9,-0.3,21.9,-0.3,0.0,inf
1.7,0.283,22.57,0.011,21.9,-0.3,21.9,-0.3,0.0,inf
1.8,0.283,22.57,0.012,21.7,-0.4,21.7,-0.4,0.0,inf
1.9,0.283,22.57,0.013,21.5,-0.3,21.5,-0.3,0.0,inf
2.0,0.283,22.57,0.013,21.3,-0.3,21.3,-0.3,0.0,inf
2.1,0.283,22.57,0.014,21.1,-0.2,21.1,-0.2,0.0,inf
2.2,0.282,22.57,0.015,20.9,-0.2,20.9,-0.2,0.0,inf
2.3,0.282,22.57,0.015,20.7,-0.3,20.7,-0.3,0.0,inf
2.4,0.282,22.57,0.016,20.5,-0.5,20.5,-0.5,0.0,inf
2.5,0.281,22.57,0.017,20.3,-0.6,20.3,-0.6,0.0,inf
2.6,0.281,22.57,0.017,20.1,-0.6,20.1,-0.6,0.0,inf
2.7,0.28,22.57,0.018,19.8,-0.7,19.8,-0.7,0.0,inf
2.8,0.279,22.57,0.019,19.6,-0.7,19.6,-0.7,0.0,inf
2.9,0.277,22.57,0.019,19.4,-0.6,19.4,-0.6,0.0,inf
3.0,0.276,22.57,0.02,19.2,-0.6,19.2,-0.6,0.0,inf
3.1,0.274,22.57,0.021,19.0,-0.6,19.0,-0.6,0.0,inf
3.2,0.272,22.57,0.021,18.8,-0.6,18.8,-0.6,0.0,inf
3.3,0.27,22.57,0.022,18.6,-0.5,18.6,-0.5,0.0,inf
3.4,0.267,22.57,0.023,18.4,-0.6,18.4,-0.6,0.0,inf
3.5,0.265,22.57,0.023,18.2,-0.7,18.2,-0.7,0.0,inf
3.6,0.262,22.57,0.024,17.9,-0.7,17.9,-0.7,0.0,inf
3.7,0.259,22.57,0.025,17.7,-0.8,17.7,-0.8,0.0,inf
3.8,0.256,22.57,0.025,17.5,-0.9,17.5,-0.9,0.0,inf
3.9,0.253,22.57,0.026,17.3,-1.0,17.3,-1.0,0.0,inf
4.0,0.25,22.57,0.027,17.1,-1.1,17.1,-1.1,0.0,inf
4.1,0.246,22.57,0.027,16.9,-1.0,16.9,-1.0,0.0,inf
4.2,0.242,22.57,0.028,16.7,-0.9,16.7,-0.9,0.0,inf
4.3,0.237,22.57,0.029,16.5,-0.8,16.5,-0.8,0.0,inf
4.4,0.233,22.57,0.029,16.2,-0.8,16.2,-0.8,0.0,inf
4.5,0.229,22.57,0.03,16.0,-0.8,16.0,-0.8,0.0,inf
4.6,0.225,22.57,0.031,15.8,-0.8,15.8,-0.8,0.0,inf
4.7,0.22,22.57,0.031,15.6,-0.7,15.6,-0.7,0.0,inf
4.8,0.216,22.57,0.032,15.4,-0.7,15.4,-0.7,0.0,inf
4.9,0.211,22.57,0.033,15.2,-0.7,15.2,-0.7,0.0,inf
5.0,0.207,22.57,0.033,15.0,-0.7,15.0,-0.7,0.0,inf
5.1,0.202,22.57,0.034,14.8,-0.7,14.8,-0.7,0.0,inf
5.2,0.196,22.57,0.035,14.6,-0.6,14.6,-0.6,0.0,inf
5.3,0.191,22.57,0.035,14.3,-0.5,14.3,-0.5,0.0,inf
5.4,0.187,22.57,0.036,14.1,-0.6,14.1,-0.6,0.0,inf
5.5,0.183,22.57,0.037,13.9,-0.7,13.9,-0.7,0.0,inf
5.6,0.178,22.57,0.037,13.7,-0.6,13.7,-0.6,0.0,inf
5.7,0.173,22.57,0.038,13.5,-0.6,13.5,-0.6,0.0,inf
5.8,0.169,22.57,0.039,13.3,-0.7,13.3,-0.7,0.0,inf
5.9,0.165,22.57,0.039,13.0,-0.8,13.0,-0.8,0.0,inf
