Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,-0.83,2.55,0.0,0.0,-0.83,2.55,2.682,0.0,0.946,330.0,1.0
0.1,-0.87,2.57,0.0,0.0,-0.87,2.57,2.713,0.001,0.946,329.95637,1.0
0.2,-0.92,2.57,0.0,0.0,-0.92,2.57,2.73,0.001,0.945,329.7738,0.999
0.3,-0.18,2.14,0.0,0.0,-0.18,2.14,2.148,0.002,0.957,329.69861,0.999
0.4,2.44,2.48,0.0,0.0,2.44,2.48,3.479,0.003,0.93,329.53569,0.999
0.5,1.76,1.56,0.0,0.0,1.76,1.56,2.352,0.003,0.953,329.4599,0.998
0.6,4.78,1.19,0.0,0.0,4.78,1.19,4.926,0.004,0.901,329.36098,0.998
0.7,4.88,1.97,0.0,0.0,4.88,1.97,5.263,0.005,0.895,329.26845,0.998
0.8,4.04,3.53,0.0,0.0,4.04,3.53,5.365,0.005,0.893,329.13899,0.997
0.9,5.36,2.82,0.0,0.0,5.36,2.82,6.057,0.006,0.879,329.03576,0.997
1.0,1.75,2.42,0.0,0.0,1.75,2.42,2.986,0.007,0.94,328.94423,0.997
1.1,4.86,0.42,0.0,0.0,4.86,0.42,4.878,0.007,0.902,328.79224,0.996
1.2,5.02,-0.51,0.0,0.0,5.02,-0.51,5.046,0.008,0.899,328.65969,0.996
1.3,4.41,-1.15,0.0,0.0,4.41,-1.15,4.557,0.009,0.909,328.53977,0.996
1.4,4.42,-1.71,0.0,0.0,4.42,-1.71,4.739,0.009,0.905,328.43871,0.995
1.5,0.52,0.27,0.0,0.0,0.52,0.27,0.586,0.01,0.988,328.33102,0.995
1.6,3.92,-1.76,0.0,0.0,3.92,-1.76,4.297,0.011,0.914,328.17276,0.994
1.7,4.31,-1.71,0.0,0.0,4.31,-1.71,4.637,0.011,0.907,328.04524,0.994
1.8,4.26,-1.68,0.0,0.0,4.26,-1.68,4.579,0.012,0.908,327.94785,0.994
1.9,4.2,-1.48,0.0,0.0,4.2,-1.48,4.453,0.013,0.911,327.81318,0.993
2.0,-0.83,2.16,0.0,0.0,-0.83,2.16,2.314,0.013,0.954,327.60259,0.993
2.1,-0.02,0.55,0.0,0.0,-0.02,0.55,0.55,0.014,0.989,327.44714,0.992
2.2,0.79,-0.08,0.0,0.0,0.79,-0.08,0.794,0.015,0.984,327.27912,0.992
2.3,2.3,-0.25,0.0,0.0,2.3,-0.25,2.314,0.015,0.954,327.07953,0.991
2.4,3.39,-0.52,0.0,0.0,3.39,-0.52,3.43,0.016,0.931,326.8402,0.99
2.5,-0.16,1.0,0.0,0.0,-0.16,1.0,1.013,0.017,0.98,326.69486,0.99
2.6,3.33,-0.66,0.0,0.0,3.33,-0.66,3.395,0.017,0.932,326.53386,0.989
2.7,3.14,-0.67,0.0,0.0,3.14,-0.67,3.211,0.018,0.936,326.40788,0.989
2.8,2.92,-0.66,0.0,0.0,2.92,-0.66,2.994,0.019,0.94,326.26576,0.989
2.9,2.74,-0.76,0.0,0.0,2.74,-0.76,2.843,0.019,0.943,326.13818,0.988
3.0,-0.74,0.9,0.0,0.0,-0.74,0.9,1.165,0.02,0.977,325.91283,0.988
3.1,1.29,-0.14,0.0,0.0,1.29,-0.14,1.298,0.021,0.974,325.75926,0.987
3.2,0.64,-0.33,0.0,0.0,0.64,-0.33,0.72,0.021,0.986,325.60702,0.987
3.3,0.55,-0.44,0.0,0.0,0.55,-0.44,0.704,0.022,0.986,325.416,0.986
3.4,0.45,-0.41,0.0,0.0,0.45,-0.41,0.609,0.023,0.988,325.21766,0.986
3.5,-2.5,1.26,0.0,0.0,-2.5,1.26,2.8,0.023,0.944,325.04281,0.985
3.6,-0.46,0.04,0.0,0.0,-0.46,0.04,0.462,0.024,0.991,324.88477,0.984
3.7,0.12,-0.48,0.0,0.0,0.12,-0.48,0.495,0.025,0.99,324.72141,0.984
3.8,0.04,-0.5,0.0,0.0,0.04,-0.5,0.502,0.025,0.99,324.51891,0.983
3.9,0.02,-0.44,0.0,0.0,0.02,-0.44,0.44,0.026,0.991,324.30717,0.983
4.0,-1.89,1.88,0.0,0.0,-1.89,1.88,2.666,0.027,0.947,324.13997,0.982
4.1,-1.48,1.97,0.0,0.0,-1.48,1.97,2.464,0.027,0.951,324.01711,0.982
4.2,-0.96,2.32,0.0,0.0,-0.96,2.32,2.511,0.028,0.95,323.8256,0.981
4.3,-0.1,2.47,0.0,0.0,-0.1,2.47,2.472,0.029,0.951,323.62265,0.981
4.4,0.06,2.28,0.0,0.0,0.06,2.28,2.281,0.029,0.954,323.44427,0.98
4.5,-2.9,2.44,0.0,0.0,-2.9,2.44,3.79,0.03,0.924,323.31593,0.98
4.6,-0.89,2.59,0.0,0.0,-0.89,2.59,2.739,0.031,0.945,323.18103,0.979
4.7,-0.24,2.04,0.0,0.0,-0.24,2.04,2.054,0.031,0.959,323.02339,0.979
4.8,-0.18,2.0,0.0,0.0,-0.18,2.0,2.008,0.032,0.96,322.89697,0.978
