Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,11,0.0,18.7,16.8,,,0.249
0.0,12,0.0,3.2,-0.5,,,0.249
0.0,13,0.0,3.9,3.6,,,0.249
0.0,14,0.0,17.8,-7.3,,,0.249
0.0,15,0.0,21.6,4.4,,,0.249
0.0,16,0.0,-8.7,18.2,,,0.249
0.0,17,0.0,5.7,-19.6,,,0.249
0.0,18,0.0,-4.8,6.2,,,0.249
0.0,19,0.0,10.4,23.9,,,0.249
0.0,20,0.0,18.3,4.6,,,0.249
0.0,21,0.0,-16.3,6.2,,,0.249
0.0,22,0.0,-17.7,-19.1,,,0.249
0.0,23,0.0,-19.1,8.0,,,0.249
0.0,24,0.0,10.1,-19.8,,,0.249
0.0,25,0.0,-15.9,-1.3,,,0.249
0.1,11,0.0,18.7,16.8,1.0,11.284,0.249
0.1,12,0.0,3.2,-0.5,2.0,7.523,0.249
0.1,13,0.0,3.9,3.6,2.0,7.523,0.249
0.1,14,0.0,17.8,-7.4,0.0,22.568,0.249
0.1,15,0.0,21.6,4.4,1.0,11.284,0.249
0.1,16,0.0,-8.7,18.2,0.0,22.568,0.249
0.1,17,0.0,5.8,-19.6,1.0,11.284,0.249
0.1,18,0.0,-4.9,6.2,2.0,7.523,0.249
0.1,19,0.0,10.3,23.9,1.0,11.284,0.249
0.1,20,0.0,18.2,4.6,1.0,11.284,0.249
0.1,21,0.0,-16.3,6.3,2.0,7.523,0.249
0.1,22,0.0,-17.6,-19.0,0.0,22.568,0.249
0.1,23,0.0,-19.1,7.9,2.0,7.523,0.249
0.1,24,0.0,10.0,-19.9,1.0,11.284,0.249
0.1,25,0.0,-15.9,-1.2,2.0,7.523,0.249
0.2,11,0.0,18.7,16.8,1.0,11.284,0.249
0.2,12,0.001,3.2,-0.6,2.0,7.523,0.248
0.2,13,0.0,4.0,3.6,2.0,7.523,0.249
0.2,14,0.0,17.8,-7.5,0.0,22.568,0.249
0.2,15,0.0,21.5,4.5,1.0,11.284,0.249
0.2,16,0.0,-8.7,18.3,0.0,22.568,0.249
0.2,17,0.0,5.9,-19.6,1.0,11.284,0.249
0.2,18,0.0,-5.0,6.2,2.0,7.523,0.249
0.2,19,0.0,10.2,23.9,1.0,11.284,0.249
0.2,20,0.0,18.1,4.6,1.0,11.284,0.249
0.2,21,0.0,-16.2,6.2,2.0,7.523,0.249
0.2,22,0.0,-17.6,-18.9,0.0,22.568,0.249
0.2,23,0.0,-19.2,8.0,2.0,7.523,0.249
0.2,24,0.0,10.1,-19.9,1.0,11.284,0.249
0.2,25,0.0,-15.9,-1.2,2.0,7.523,0.249
0.3,11,0.0,18.7,16.8,1.0,11.284,0.249
0.3,12,0.027,3.1,-0.6,2.0,7.523,0.242
