Time,Sum Area Coverage,Time/Total Time,Non-Dimensional Area Coverage
0.0,0.0,0.0,0.0
0.1,3274.28,0.001,1.31
0.2,3220.95,0.001,1.288
0.3,3287.62,0.002,1.315
0.4,3317.14,0.003,1.327
0.5,3383.81,0.003,1.354
0.6,3317.14,0.004,1.327
0.7,3317.14,0.005,1.327
0.8,3330.47,0.005,1.332
0.9,3243.81,0.006,1.298
1.0,3243.81,0.007,1.298
1.1,3123.81,0.007,1.25
1.2,3123.81,0.008,1.25
1.3,2970.47,0.009,1.188
1.4,2963.33,0.009,1.185
1.5,2863.33,0.01,1.145
1.6,2863.33,0.011,1.145
1.7,2863.33,0.011,1.145
1.8,2830.0,0.012,1.132
1.9,2830.0,0.013,1.132
2.0,2830.0,0.013,1.132
2.1,2883.33,0.014,1.153
2.2,2803.33,0.015,1.121
2.3,2834.28,0.015,1.134
2.4,2894.28,0.016,1.158
2.5,2811.43,0.017,1.125
2.6,2811.43,0.017,1.125
2.7,2751.43,0.018,1.101
2.8,2751.43,0.019,1.101
2.9,2751.43,0.019,1.101
3.0,2764.76,0.02,1.106
3.1,2754.29,0.021,1.102
3.2,2685.4,0.021,1.074
3.3,2705.4,0.022,1.082
3.4,2705.4,0.023,1.082
3.5,2705.4,0.023,1.082
3.6,2672.06,0.024,1.069
3.7,2595.4,0.025,1.038
3.8,2606.35,0.025,1.043
3.9,2606.35,0.026,1.043
4.0,2616.83,0.027,1.047
4.1,2609.68,0.027,1.044
4.2,2569.21,0.028,1.028
4.3,2576.35,0.029,1.031
4.4,2583.49,0.029,1.033
4.5,2556.35,0.03,1.023
4.6,2543.02,0.031,1.017
4.7,2543.02,0.031,1.017
4.8,2500.79,0.032,1.0
4.9,2500.79,0.033,1.0
5.0,2420.79,0.033,0.968
5.1,2420.79,0.034,0.968
5.2,2420.79,0.035,0.968
5.3,2386.83,0.035,0.955
5.4,2386.83,0.036,0.955
5.5,2386.83,0.037,0.955
5.6,2336.19,0.037,0.934
5.7,2345.72,0.038,0.938
5.8,2322.08,0.039,0.929
5.9,2322.08,0.039,0.929
6.0,2338.75,0.04,0.936
6.1,2338.75,0.041,0.936
6.2,2342.38,0.041,0.937
6.3,2314.76,0.042,0.926
6.4,2177.62,0.043,0.871
6.5,2168.1,0.043,0.867
6.6,2138.91,0.044,0.856
6.7,2133.35,0.045,0.853
6.8,2106.21,0.045,0.842
6.9,2103.18,0.046,0.841
7.0,2103.18,0.047,0.841
7.1,2103.18,0.047,0.841
7.2,2118.26,0.048,0.847
7.3,2118.26,0.049,0.847
7.4,2042.06,0.049,0.817
7.5,2031.59,0.05,0.813
7.6,2031.59,0.051,0.813
7.7,2038.73,0.051,0.815
7.8,2031.59,0.052,0.813
7.9,1984.92,0.053,0.794
8.0,1984.92,0.053,0.794
8.1,1982.36,0.054,0.793
8.2,1962.36,0.055,0.785
8.3,1962.36,0.055,0.785
8.4,1962.36,0.056,0.785
8.5,1962.36,0.057,0.785
8.6,1893.47,0.057,0.757
8.7,1869.02,0.058,0.748
8.8,1874.58,0.059,0.75
8.9,1874.58,0.059,0.75
9.0,1841.88,0.06,0.737
9.1,1836.32,0.061,0.735
9.2,1830.77,0.061,0.732
9.3,1826.32,0.062,0.731
9.4,1816.8,0.063,0.727
9.5,1787.94,0.063,0.715
9.6,1792.38,0.064,0.717
9.7,1800.34,0.065,0.72
9.8,1786.37,0.065,0.715
9.9,1766.37,0.066,0.707
10.0,1743.16,0.067,0.697
10.1,1734.28,0.067,0.694
10.2,1723.97,0.068,0.69
10.3,1721.41,0.069,0.689
10.4,1711.7,0.069,0.685
10.5,1698.37,0.07,0.679
10.6,1692.17,0.071,0.677
10.7,1691.7,0.071,0.677
10.8,1703.29,0.072,0.681
10.9,1702.82,0.073,0.681
11.0,1730.64,0.073,0.692
11.1,1723.5,0.074,0.689
11.2,1711.41,0.075,0.685
11.3,1718.55,0.075,0.687
11.4,1721.12,0.076,0.688
11.5,1712.53,0.077,0.685
11.6,1712.53,0.077,0.685
11.7,1702.35,0.078,0.681
11.8,1735.69,0.079,0.694
11.9,1740.77,0.079,0.696
12.0,1787.43,0.08,0.715
12.1,1779.79,0.081,0.712
12.2,1787.43,0.081,0.715
12.3,1787.43,0.082,0.715
12.4,1787.43,0.083,0.715
12.5,1787.43,0.083,0.715
12.6,1803.33,0.084,0.721
12.7,1906.36,0.085,0.763
12.8,1906.36,0.085,0.763
12.9,1906.36,0.086,0.763
13.0,1942.72,0.087,0.777
13.1,1982.72,0.087,0.793
13.2,1949.39,0.088,0.78
13.3,1982.72,0.089,0.793
13.4,1982.72,0.089,0.793
13.5,1946.36,0.09,0.779
13.6,1982.72,0.091,0.793
13.7,1982.72,0.091,0.793
13.8,1999.69,0.092,0.8
13.9,1999.69,0.093,0.8
14.0,2058.24,0.093,0.823
14.1,2044.56,0.094,0.818
14.2,2180.46,0.095,0.872
14.3,2180.46,0.095,0.872
14.4,2180.46,0.096,0.872
14.5,2180.46,0.097,0.872
14.6,2180.46,0.097,0.872
14.7,2180.46,0.098,0.872
14.8,2249.69,0.099,0.9
14.9,2180.46,0.099,0.872
15.0,2247.13,0.1,0.899
15.1,2180.46,0.101,0.872
15.2,2249.69,0.101,0.9
15.3,2180.46,0.102,0.872
15.4,2180.46,0.103,0.872
15.5,2249.69,0.103,0.9
15.6,2249.69,0.104,0.9
15.7,2249.69,0.105,0.9
15.8,2249.69,0.105,0.9
15.9,2249.69,0.106,0.9
16.0,2249.69,0.107,0.9
16.1,2249.69,0.107,0.9
16.2,2249.69,0.108,0.9
16.3,2116.36,0.109,0.847
16.4,2116.36,0.109,0.847
16.5,2249.69,0.11,0.9
16.6,2249.69,0.111,0.9
16.7,2249.69,0.111,0.9
16.8,2249.69,0.112,0.9
16.9,2249.69,0.113,0.9
17.0,2249.69,0.113,0.9
17.1,2116.36,0.114,0.847
17.2,2116.36,0.115,0.847
17.3,2116.36,0.115,0.847
17.4,2116.36,0.116,0.847
17.5,2116.36,0.117,0.847
17.6,2123.83,0.117,0.85
17.7,2123.83,0.118,0.85
17.8,2123.83,0.119,0.85
17.9,2123.83,0.119,0.85
18.0,2123.83,0.12,0.85
18.1,2130.5,0.121,0.852
18.2,2137.98,0.121,0.855
18.3,2137.98,0.122,0.855
18.4,2137.98,0.123,0.855
18.5,2137.98,0.123,0.855
18.6,2143.53,0.124,0.857
18.7,2153.84,0.125,0.862
18.8,2156.74,0.125,0.863
18.9,2146.56,0.126,0.859
19.0,2146.56,0.127,0.859
19.1,2146.56,0.127,0.859
19.2,2149.59,0.128,0.86
19.3,2146.56,0.129,0.859
19.4,2146.56,0.129,0.859
19.5,2146.56,0.13,0.859
19.6,2137.98,0.131,0.855
19.7,2143.53,0.131,0.857
19.8,2146.56,0.132,0.859
19.9,2153.84,0.133,0.862
20.0,2161.92,0.133,0.865
20.1,2161.92,0.134,0.865
20.2,2170.5,0.135,0.868
20.3,2170.5,0.135,0.868
20.4,2209.59,0.136,0.884
20.5,2209.59,0.137,0.884
20.6,2232.63,0.137,0.893
20.7,2240.71,0.138,0.896
20.8,2240.71,0.139,0.896
20.9,2240.71,0.139,0.896
21.0,2258.18,0.14,0.903
21.1,2258.18,0.141,0.903
21.2,2258.18,0.141,0.903
21.3,2258.18,0.142,0.903
21.4,2258.18,0.143,0.903
21.5,2258.18,0.143,0.903
21.6,2258.18,0.144,0.903
21.7,2258.18,0.145,0.903
21.8,2258.18,0.145,0.903
21.9,2267.37,0.146,0.907
22.0,2267.37,0.147,0.907
22.1,2278.96,0.147,0.912
22.2,2278.96,0.148,0.912
22.3,2255.93,0.149,0.902
22.4,2255.93,0.149,0.902
22.5,2255.93,0.15,0.902
22.6,2255.93,0.151,0.902
22.7,2255.93,0.151,0.902
22.8,2242.6,0.152,0.897
22.9,2229.56,0.153,0.892
23.0,2227.18,0.153,0.891
23.1,2227.82,0.154,0.891
23.2,2230.85,0.155,0.892
23.3,2230.85,0.155,0.892
23.4,2256.41,0.156,0.903
23.5,2269.57,0.157,0.908
23.6,2260.38,0.157,0.904
23.7,2278.46,0.158,0.911
23.8,2295.42,0.159,0.918
23.9,2329.06,0.159,0.932
24.0,2310.17,0.16,0.924
24.1,2310.17,0.161,0.924
24.2,2310.17,0.161,0.924
24.3,2269.57,0.162,0.908
24.4,2282.09,0.163,0.913
24.5,2253.38,0.163,0.901
24.6,2252.6,0.164,0.901
24.7,2255.12,0.165,0.902
24.8,2281.79,0.165,0.913
24.9,2364.62,0.166,0.946
25.0,2363.98,0.167,0.946
25.1,2367.62,0.167,0.947
25.2,2350.65,0.168,0.94
25.3,2367.62,0.169,0.947
25.4,2367.62,0.169,0.947
25.5,2367.62,0.17,0.947
25.6,2367.62,0.171,0.947
25.7,2367.62,0.171,0.947
25.8,2337.49,0.172,0.935
25.9,2348.6,0.173,0.939
26.0,2378.73,0.173,0.951
26.1,2371.76,0.174,0.949
26.2,2358.6,0.175,0.943
26.3,2254.96,0.175,0.902
26.4,2259.41,0.176,0.904
26.5,2259.41,0.177,0.904
26.6,2259.41,0.177,0.904
26.7,2247.82,0.178,0.899
26.8,2224.34,0.179,0.89
26.9,2224.34,0.179,0.89
27.0,2235.12,0.18,0.894
27.1,2288.45,0.181,0.915
27.2,2284.01,0.181,0.914
27.3,2278.45,0.182,0.911
27.4,2278.45,0.183,0.911
27.5,2278.45,0.183,0.911
27.6,2278.45,0.184,0.911
27.7,2267.68,0.185,0.907
27.8,2234.34,0.185,0.894
27.9,2234.34,0.186,0.894
28.0,2267.68,0.187,0.907
28.1,2201.01,0.187,0.88
28.2,2158.46,0.188,0.863
28.3,2158.46,0.189,0.863
28.4,2154.82,0.189,0.862
28.5,2191.79,0.19,0.877
28.6,2247.68,0.191,0.899
28.7,2307.98,0.191,0.923
28.8,2215.12,0.192,0.886
28.9,2244.82,0.193,0.898
29.0,2237.68,0.193,0.895
29.1,2237.68,0.194,0.895
29.2,2241.31,0.195,0.897
29.3,2237.68,0.195,0.895
29.4,2237.68,0.196,0.895
29.5,2237.68,0.197,0.895
29.6,2233.23,0.197,0.893
29.7,2299.59,0.198,0.92
29.8,2299.59,0.199,0.92
29.9,2299.59,0.199,0.92
30.0,2308.79,0.2,0.924
30.1,2299.9,0.201,0.92
