Time,Sum Area Coverage,Time/Total Time,Non-Dimensional Area Coverage
0.0,0.0,0.0,0.0
0.1,2673.65,0.001,1.069
0.2,2715.31,0.001,1.086
0.3,2721.03,0.002,1.088
0.4,2685.55,0.003,1.074
0.5,2645.55,0.003,1.058
0.6,2661.5,0.004,1.065
0.7,2639.28,0.005,1.056
0.8,2727.38,0.005,1.091
0.9,2755.47,0.006,1.102
1.0,2610.95,0.007,1.044
1.1,2684.28,0.007,1.074
1.2,2614.04,0.008,1.046
1.3,2630.71,0.009,1.052
1.4,2643.09,0.009,1.057
1.5,2611.5,0.01,1.045
1.6,2586.74,0.011,1.035
1.7,2796.74,0.011,1.119
1.8,2792.46,0.012,1.117
1.9,2792.46,0.013,1.117
2.0,2825.55,0.013,1.13
2.1,2777.22,0.014,1.111
2.2,2954.92,0.015,1.182
2.3,2770.23,0.015,1.108
2.4,2873.88,0.016,1.15
2.5,2954.76,0.017,1.182
2.6,2962.06,0.017,1.185
2.7,2969.04,0.018,1.188
2.8,2981.58,0.019,1.193
2.9,2825.95,0.019,1.13
3.0,2550.79,0.02,1.02
3.1,2549.36,0.021,1.02
3.2,2550.31,0.021,1.02
3.3,2540.07,0.022,1.016
3.4,2528.09,0.023,1.011
3.5,2485.79,0.023,0.994
3.6,2490.23,0.024,0.996
3.7,2480.56,0.025,0.992
3.8,2490.32,0.025,0.996
3.9,2513.65,0.026,1.005
4.0,2466.75,0.027,0.987
4.1,2496.51,0.027,0.999
4.2,2494.29,0.028,0.998
4.3,2520.64,0.029,1.008
4.4,2476.9,0.029,0.991
4.5,2500.24,0.03,1.0
4.6,2386.27,0.031,0.955
4.7,2358.58,0.031,0.943
4.8,2395.65,0.032,0.958
4.9,2455.08,0.033,0.982
5.0,2438.43,0.033,0.975
5.1,2430.07,0.034,0.972
5.2,2503.64,0.035,1.001
5.3,2486.66,0.035,0.995
5.4,2472.3,0.036,0.989
5.5,2564.73,0.037,1.026
5.6,2540.3,0.037,1.016
5.7,2536.58,0.038,1.015
5.8,2516.92,0.039,1.007
5.9,2511.42,0.039,1.005
6.0,2564.93,0.04,1.026
6.1,2551.27,0.041,1.021
6.2,2510.02,0.041,1.004
6.3,2573.2,0.042,1.029
6.4,2569.47,0.043,1.028
6.5,2573.24,0.043,1.029
6.6,2561.16,0.044,1.024
6.7,2569.71,0.045,1.028
6.8,2540.03,0.045,1.016
6.9,2531.75,0.046,1.013
7.0,2555.6,0.047,1.022
7.1,2578.56,0.047,1.031
7.2,2597.14,0.048,1.039
7.3,2583.71,0.049,1.033
7.4,2548.7,0.049,1.019
7.5,2494.64,0.05,0.998
7.6,2489.3,0.051,0.996
7.7,2468.94,0.051,0.988
7.8,2524.64,0.052,1.01
7.9,2511.66,0.053,1.005
8.0,2597.99,0.053,1.039
8.1,2616.79,0.054,1.047
8.2,2628.82,0.055,1.052
8.3,2653.9,0.055,1.062
8.4,2616.11,0.056,1.046
8.5,2430.76,0.057,0.972
8.6,2547.98,0.057,1.019
8.7,2628.85,0.058,1.052
8.8,2612.43,0.059,1.045
8.9,2519.59,0.059,1.008
9.0,2453.17,0.06,0.981
9.1,2440.02,0.061,0.976
9.2,2477.48,0.061,0.991
9.3,2338.83,0.062,0.936
9.4,2374.58,0.063,0.95
9.5,2398.47,0.063,0.959
9.6,2370.6,0.064,0.948
9.7,2348.71,0.065,0.939
9.8,2246.47,0.065,0.899
9.9,2283.65,0.066,0.913
10.0,2315.5,0.067,0.926
10.1,2317.95,0.067,0.927
10.2,2318.39,0.068,0.927
10.3,2282.77,0.069,0.913
10.4,2282.95,0.069,0.913
10.5,2269.95,0.07,0.908
10.6,2293.61,0.071,0.917
10.7,2264.12,0.071,0.906
10.8,2184.28,0.072,0.874
10.9,2202.57,0.073,0.881
