Time,ID,behv,com_radius,Battery,Battery Percent,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id
0.0,1,seeker,5,47520,100.0,-16.2,7.5,-70.897,,,,-16.2,7.5,-317.685,1
0.0,2,seeker,5,47520,100.0,-9.2,-10.3,-124.932,,,,-9.2,-10.3,-190.26,2
0.0,3,seeker,5,47520,100.0,11.9,-3.5,-549.662,,,,11.9,-3.5,-153.674,3
0.0,4,seeker,5,47520,100.0,2.0,-10.7,-304.417,,,,2.0,-10.7,-119.194,4
0.0,5,explorer,10,47520,100.0,-13.4,-19.7,-423.9,,,,-13.4,-19.7,-567.4,5
0.0,6,explorer,10,47520,100.0,-7.9,13.5,-173.8,,,,-7.9,13.5,-245.2,6
0.0,7,explorer,10,47520,100.0,17.6,12.4,-961.1,,,,17.6,12.4,-462.1,7
0.0,8,explorer,10,47520,100.0,-14.3,19.4,-358.2,,,,-14.3,19.4,-582.3,8
0.0,9,explorer,10,47520,100.0,17.6,18.8,-1151.4,,,,17.6,18.8,-662.1,9
0.0,10,explorer,10,47520,100.0,0.9,-15.2,-400.0,,,,0.9,-15.2,-232.4,10
0.0,11,explorer,10,47520,100.0,9.9,6.5,-476.5,,,,9.9,6.5,-140.0,11
0.0,12,explorer,10,47520,100.0,19.6,-0.5,-947.9,,,,19.6,-0.5,-384.5,12
0.0,13,explorer,10,47520,100.0,-1.7,-15.5,-354.7,,,,-1.7,-15.5,-244.3,13
0.0,14,explorer,10,47520,100.0,4.4,4.4,-255.3,,,,4.4,4.4,-38.4,14
0.0,15,isocontour,6,47520,100.0,19.4,15.9,-1160.0,,,,19.4,15.9,-626.6,15
0.0,16,isocontour,6,47520,100.0,11.4,-14.2,-733.1,,,,11.4,-14.2,-332.2,16
0.0,17,isocontour,6,47520,100.0,-9.1,5.8,-30.0,,,,-9.1,5.8,-116.2,17
0.0,18,isocontour,6,47520,100.0,19.7,1.9,-952.5,,,,19.7,1.9,-390.9,18
0.0,19,isocontour,6,47520,100.0,-14.0,19.9,-374.6,,,,-14.0,19.9,-592.0,19
0.0,Target,,,,,-11.16,0.75,-125.101,0.99,-0.9,,,,,
0.1,1,seeker,5,47520.0,100.0,-16.2,7.5,-68.834,-0.0,0.1,0.1,-16.2,7.5,-70.897,1
0.1,2,seeker,5,47519.98,100.0,-9.2,-10.2,-126.91,-0.2,0.2,0.3,-9.2,-10.2,-124.932,2
0.1,3,seeker,5,47520.0,100.0,11.9,-3.5,-554.651,-0.1,-0.0,0.1,11.9,-3.5,-153.674,3
0.1,4,seeker,5,47519.99,100.0,2.0,-10.7,-308.673,0.0,0.2,0.2,2.0,-10.7,-119.194,4
0.1,5,explorer,10,47519.95,100.0,-13.4,-19.7,-426.0,0.1,0.3,0.3,-13.4,-19.7,-423.9,5
0.1,6,explorer,10,47519.95,100.0,-7.9,13.5,-171.4,-0.2,-0.2,0.3,-7.9,13.5,-173.8,6
0.1,7,explorer,10,47519.95,100.0,17.6,12.4,-963.8,-0.2,0.2,0.3,9.9,6.5,-140.0,11
0.1,8,explorer,10,47519.72,100.0,-14.4,19.4,-353.5,-0.5,-0.3,0.6,-7.9,13.5,-173.8,6
0.1,9,explorer,10,47519.95,100.0,17.6,18.8,-1155.3,0.3,-0.1,0.3,17.6,12.4,-462.1,7
0.1,10,explorer,10,47518.9,100.0,1.0,-15.2,-406.4,0.9,0.3,0.9,2.0,-10.7,-119.2,4
0.1,11,explorer,10,47519.96,100.0,9.9,6.5,-480.5,0.3,-0.1,0.3,4.4,4.4,-38.4,14
0.1,12,explorer,10,47519.59,100.0,19.6,-0.6,-952.2,-0.3,-0.6,0.7,19.6,-0.6,-384.5,12
0.1,13,explorer,10,47519.36,100.0,-1.8,-15.6,-359.6,-0.7,-0.4,0.8,0.9,-15.2,-232.4,10
0.1,14,explorer,10,47519.96,100.0,4.4,4.4,-258.6,0.3,-0.0,0.3,4.4,4.4,-38.4,14
0.1,15,isocontour,6,47519.75,100.0,19.3,15.9,-1159.8,-0.6,0.0,0.6,17.6,12.4,-462.1,7
0.1,16,isocontour,6,47519.98,100.0,11.4,-14.2,-740.5,0.2,0.2,0.3,11.4,-14.2,-332.2,16
0.1,17,isocontour,6,47519.93,100.0,-9.1,5.9,-29.9,0.1,0.4,0.4,-9.1,5.9,-30.0,17
0.1,18,isocontour,6,47519.5,100.0,19.7,1.8,-956.6,-0.2,-0.7,0.7,19.6,-0.5,-384.5,12
0.1,19,isocontour,6,47519.24,100.0,-13.9,19.8,-368.1,0.6,-0.6,0.8,-7.9,13.5,-173.8,6
0.1,Target,,,,,-11.26,0.84,-0.018,-0.97,0.91,,,,,
0.2,1,seeker,5,47520.0,100.0,-16.2,7.5,-68.872,0.1,-0.1,0.1,-16.2,7.5,-68.834,1
0.2,2,seeker,5,47519.98,100.0,-9.2,-10.2,-127.915,-0.1,0.1,0.1,-9.2,-10.2,-124.932,2
0.2,3,seeker,5,47519.98,100.0,11.9,-3.5,-549.135,-0.2,-0.1,0.2,11.9,-3.5,-153.674,3
0.2,4,seeker,5,47519.98,100.0,2.0,-10.7,-307.495,0.1,0.1,0.1,2.0,-10.7,-119.194,4
0.2,5,explorer,10,47519.9,100.0,-13.4,-19.7,-428.1,-0.0,0.3,0.3,-13.4,-19.7,-423.9,5
0.2,6,explorer,10,47519.9,100.0,-7.9,13.5,-169.6,0.2,0.2,0.3,-7.9,13.5,-171.4,6
0.2,7,explorer,10,47519.89,100.0,17.6,12.4,-954.5,-0.1,-0.3,0.3,4.4,4.4,-38.4,14
0.2,8,explorer,10,47518.55,100.0,-14.5,19.3,-349.5,-0.7,-0.7,1.0,-7.9,13.5,-171.4,6
0.2,9,explorer,10,47519.89,100.0,17.6,18.8,-1144.0,-0.2,-0.3,0.4,9.9,6.5,-140.0,11
0.2,10,explorer,10,47517.77,100.0,1.1,-15.2,-407.0,0.9,0.3,0.9,2.0,-10.7,-119.2,4
0.2,11,explorer,10,47519.91,100.0,9.9,6.5,-475.1,-0.1,0.3,0.3,4.4,4.4,-38.4,14
0.2,12,explorer,10,47519.2,100.0,19.5,-0.6,-943.6,-0.3,-0.6,0.7,19.6,-0.5,-384.5,12
0.2,13,explorer,10,47519.23,100.0,-1.8,-15.6,-358.5,-0.4,0.2,0.4,2.0,-10.7,-119.2,4
0.2,14,explorer,10,47519.91,100.0,4.4,4.3,-254.7,0.1,-0.3,0.3,4.4,4.4,-38.4,14
0.2,15,isocontour,6,47519.53,100.0,19.3,15.8,-1147.3,-0.4,-0.4,0.6,9.9,6.5,-140.0,11
0.2,16,isocontour,6,47519.96,100.0,11.4,-14.2,-738.7,0.1,-0.2,0.2,11.4,-14.2,-332.2,16
0.2,17,isocontour,6,47519.82,100.0,-9.0,5.9,-29.2,0.2,0.4,0.4,-9.0,5.9,-29.9,17
0.2,18,isocontour,6,47519.33,100.0,19.7,1.8,-950.6,0.2,-0.5,0.5,19.6,-0.5,-384.5,12
0.2,19,isocontour,6,47518.94,100.0,-13.9,19.8,-364.8,0.6,-0.2,0.6,-7.9,13.5,-171.4,6
0.2,Target,,,,,-11.14,0.91,-0.018,1.13,0.71,,,,,
0.3,1,seeker,5,47520.0,100.0,-16.1,7.5,-69.73,0.1,-0.0,0.1,-16.1,7.5,-68.834,1
0.3,2,seeker,5,47519.94,100.0,-9.2,-10.2,-125.613,0.3,0.0,0.3,2.0,-10.7,-119.2,4
0.3,3,seeker,5,47519.97,100.0,11.9,-3.5,-549.977,-0.2,0.0,0.2,11.9,-3.5,-153.674,3
0.3,4,seeker,5,47519.97,100.0,2.0,-10.7,-305.941,0.0,0.2,0.2,2.0,-10.7,-119.194,4
0.3,5,explorer,10,47519.86,100.0,-13.3,-19.6,-422.2,0.3,0.2,0.4,-13.3,-19.6,-423.9,5
0.3,6,explorer,10,47519.86,100.0,-7.9,13.5,-172.5,-0.3,-0.1,0.3,-7.9,13.5,-169.6,6
0.3,7,explorer,10,47519.83,100.0,17.5,12.3,-958.5,-0.3,-0.1,0.3,4.4,4.4,-38.4,14
0.3,8,explorer,10,47518.11,100.0,-14.5,19.2,-351.2,-0.2,-0.7,0.7,-7.9,13.5,-169.6,6
0.3,9,explorer,10,47519.84,100.0,17.6,18.8,-1150.8,-0.3,0.2,0.4,4.4,4.4,-38.4,14
0.3,10,explorer,10,47516.56,99.99,1.2,-15.1,-406.7,1.0,0.1,1.0,2.0,-10.7,-119.2,4
0.3,11,explorer,10,47519.85,100.0,9.9,6.5,-477.5,-0.3,-0.2,0.4,4.4,4.4,-38.4,14
