Time,ID,x,y,u,v,x_target,y_target,error_x,error_y,Distance to Target,Time/Total Time,Non-Dimensional Target Proximity,error_x_norm,error_y_norm,Heading-Bearing Correlation
0.0,1,5.2,3.7,,,17.47,-9.85,12.27,-13.55,18.28,0.0,0.457,0.671,-0.741,
0.0,2,-3.0,5.8,,,17.47,-9.85,20.47,-15.65,25.767,0.0,0.644,0.794,-0.607,
0.1,1,5.2,3.7,0.1,0.1,17.35,-9.89,12.15,-13.59,18.229,0.001,0.456,0.667,-0.746,-0.056028368794326176
0.1,2,-3.0,5.8,0.2,-0.1,17.35,-9.89,20.35,-15.69,25.696,0.001,0.642,0.792,-0.611,0.9799107142857144
0.2,1,5.2,3.7,0.0,-0.1,17.26,-9.99,12.06,-13.69,18.244,0.002,0.456,0.661,-0.75,0.7500000000000001
0.2,2,-2.9,5.8,0.6,0.4,17.26,-9.99,20.16,-15.79,25.608,0.002,0.64,0.787,-0.617,0.312621359223301
0.3,1,5.2,3.7,-0.0,0.1,17.13,-10.0,11.93,-13.7,18.166,0.003,0.454,0.657,-0.754,-0.754
0.3,2,-3.0,5.8,-0.4,-0.2,17.13,-10.0,20.13,-15.8,25.59,0.003,0.64,0.787,-0.617,-0.42818791946308726
0.4,1,5.2,3.7,-0.1,-0.1,17.23,-9.92,12.03,-13.62,18.172,0.004,0.454,0.662,-0.75,0.06241134751773052
0.4,2,-3.0,5.8,-0.2,-0.3,17.23,-9.92,20.23,-15.72,25.62,0.004,0.641,0.79,-0.614,0.07257617728531848
0.5,1,5.2,3.7,0.1,-0.1,17.35,-9.97,12.15,-13.67,18.289,0.005,0.457,0.664,-0.747,1.0007092198581562
0.5,2,-2.9,5.8,0.6,0.5,17.35,-9.97,20.25,-15.77,25.666,0.005,0.642,0.789,-0.614,0.21306017925736234
0.6,1,5.2,3.7,0.1,-0.1,17.24,-10.05,12.04,-13.75,18.276,0.006,0.457,0.659,-0.752,1.0007092198581562
0.6,2,-3.0,5.8,-0.2,-0.4,17.24,-10.05,20.24,-15.85,25.708,0.006,0.643,0.787,-0.617,0.2
0.7,1,5.2,3.7,-0.1,0.1,17.12,-10.09,11.92,-13.79,18.228,0.007,0.456,0.654,-0.757,-1.0007092198581562
0.7,2,-3.0,5.8,-0.3,0.2,17.12,-10.09,20.12,-15.89,25.638,0.007,0.641,0.785,-0.62,-0.9958448753462604
0.8,1,5.2,3.7,0.1,-0.1,17.17,-9.97,11.97,-13.67,18.17,0.008,0.454,0.659,-0.752,1.0007092198581562
0.8,2,-3.0,5.8,0.5,-0.6,17.17,-9.97,20.17,-15.77,25.603,0.008,0.64,0.788,-0.616,0.9777208706786172
0.9,1,5.2,3.7,0.0,-0.1,17.29,-10.03,12.09,-13.73,18.294,0.009,0.457,0.661,-0.751,0.751
0.9,2,-3.0,5.8,-0.3,0.5,17.29,-10.03,20.29,-15.83,25.735,0.009,0.643,0.788,-0.615,-0.932933104631218
1.0,1,5.2,3.6,0.1,-0.1,17.3,-9.9,12.1,-13.5,18.129,0.01,0.453,0.667,-0.745,1.0014184397163122
1.0,2,-3.0,5.8,-0.2,-0.3,17.3,-9.9,20.3,-15.7,25.663,0.01,0.642,0.791,-0.612,0.07036011080332404
1.1,1,5.2,3.7,0.0,0.1,17.28,-10.03,12.08,-13.73,18.288,0.011,0.457,0.661,-0.751,-0.751
1.1,2,-3.0,5.8,0.5,0.6,17.28,-10.03,20.28,-15.83,25.727,0.011,0.643,0.788,-0.615,0.03201024327784894
1.2,1,5.2,3.7,0.1,-0.1,17.31,-9.9,12.11,-13.6,18.21,0.012,0.455,0.665,-0.747,1.0014184397163122
1.2,2,-3.0,5.8,-0.1,-0.4,17.31,-9.9,20.31,-15.7,25.671,0.012,0.642,0.791,-0.612,0.40218446601941754
1.3,1,5.2,3.7,-0.0,0.1,17.23,-10.0,12.03,-13.7,18.232,0.013,0.456,0.66,-0.751,-0.751
1.3,2,-3.0,5.8,-0.3,-0.1,17.23,-10.0,20.23,-15.8,25.669,0.013,0.642,0.788,-0.616,-0.5531645569620254
1.4,1,5.2,3.7,-0.1,0.1,17.24,-9.87,12.04,-13.57,18.141,0.014,0.454,0.664,-0.748,-1.0014184397163122
1.4,2,-2.9,5.8,0.7,0.2,17.24,-9.87,20.14,-15.67,25.518,0.014,0.638,0.789,-0.614,0.5899725274725275
1.5,1,5.2,3.7,0.1,0.1,17.28,-9.74,12.08,-13.44,18.071,0.015,0.452,0.668,-0.744,-0.05390070921985813
1.5,2,-3.0,5.8,-0.5,-0.1,17.28,-9.74,20.28,-15.54,25.549,0.015,0.639,0.794,-0.608,-0.6592156862745098
1.6,1,5.2,3.7,-0.1,-0.0,17.41,-9.77,12.21,-13.47,18.18,0.016,0.454,0.672,-0.741,-0.672
1.6,2,-3.0,5.8,-0.2,-0.4,17.41,-9.77,20.41,-15.57,25.671,0.016,0.642,0.795,-0.607,0.18747203579418342
1.7,1,5.2,3.7,0.1,0.1,17.29,-9.83,12.09,-13.53,18.145,0.017,0.454,0.666,-0.746,-0.056737588652482226
1.7,2,-3.0,5.8,0.5,0.7,17.29,-9.83,20.29,-15.63,25.612,0.017,0.64,0.792,-0.61,-0.036046511627906945
1.8,1,5.2,3.7,0.1,0.0,17.18,-9.9,11.98,-13.6,18.124,0.018,0.453,0.661,-0.75,0.661
1.8,2,-3.0,5.8,-0.4,-0.4,17.18,-9.9,20.18,-15.7,25.568,0.018,0.639,0.789,-0.614,-0.12367491166077746
1.9,1,5.2,3.7,-0.1,-0.0,17.07,-9.98,11.87,-13.68,18.112,0.019,0.453,0.655,-0.755,-0.655
1.9,2,-3.0,5.8,-0.3,-0.0,17.07,-9.98,20.07,-15.78,25.531,0.019,0.638,0.786,-0.618,-0.786
2.0,1,5.2,3.7,-0.0,-0.1,17.11,-10.11,11.91,-13.81,18.236,0.02,0.456,0.653,-0.757,0.757
2.0,2,-2.9,5.8,0.9,0.0,17.11,-10.11,20.01,-15.91,25.564,0.02,0.639,0.783,-0.622,0.7829999999999999
2.1,1,5.2,3.7,-0.1,-0.0,16.97,-10.1,11.77,-13.8,18.138,0.021,0.453,0.649,-0.761,-0.6489999999999999
2.1,2,-3.0,5.8,-0.4,-0.1,16.97,-10.1,19.97,-15.9,25.527,0.021,0.638,0.782,-0.623,-0.6080097087378641
2.2,1,5.2,3.7,-0.0,0.1,16.96,-9.97,11.76,-13.67,18.032,0.022,0.451,0.652,-0.758,-0.758
2.2,2,-3.0,5.8,-0.4,0.3,16.96,-9.97,19.96,-15.77,25.438,0.022,0.636,0.785,-0.62,-1.0
2.3,1,5.2,3.7,-0.0,0.1,17.05,-9.86,11.85,-13.56,18.008,0.023,0.45,0.658,-0.753,-0.753
2.3,2,-3.0,5.8,0.7,-0.4,17.05,-9.86,20.05,-15.66,25.441,0.023,0.636,0.788,-0.616,0.9900744416873449
2.4,1,5.2,3.7,-0.0,0.1,17.14,-9.96,11.94,-13.66,18.143,0.024,0.454,0.658,-0.753,-0.753
2.4,2,-3.0,5.8,-0.5,0.2,17.14,-9.96,20.14,-15.76,25.573,0.024,0.639,0.788,-0.616,-0.9595547309833024
2.5,1,5.2,3.7,-0.1,0.1,17.06,-10.06,11.86,-13.76,18.166,0.025,0.454,0.653,-0.757,-1.0000000000000002
2.5,2,-3.0,5.8,-0.3,0.3,17.06,-10.06,20.06,-15.86,25.572,0.025,0.639,0.784,-0.62,-0.9933962264150944
2.6,1,5.2,3.7,0.1,-0.0,17.18,-10.03,11.98,-13.73,18.222,0.026,0.456,0.657,-0.753,0.657
2.6,2,-3.0,5.8,0.6,-0.4,17.18,-10.03,20.18,-15.83,25.648,0.026,0.641,0.787,-0.617,0.9972260748959779
2.7,1,5.2,3.7,-0.1,0.1,17.3,-10.1,12.1,-13.8,18.353,0.027,0.459,0.659,-0.752,-1.0007092198581562
2.7,2,-3.0,5.8,-0.4,0.3,17.3,-10.1,20.3,-15.9,25.786,0.027,0.645,0.787,-0.617,-0.9998
2.8,1,5.2,3.7,-0.0,0.1,17.19,-10.17,11.99,-13.87,18.334,0.028,0.458,0.654,-0.757,-0.757
2.8,2,-3.0,5.8,0.5,-0.6,17.19,-10.17,20.19,-15.97,25.743,0.028,0.644,0.784,-0.62,0.9782330345710627
2.9,1,5.2,3.7,-0.1,0.1,17.05,-10.18,11.85,-13.88,18.25,0.029,0.456,0.649,-0.761,-1.0000000000000002
2.9,2,-3.0,5.8,-0.3,0.6,17.05,-10.18,20.05,-15.98,25.639,0.029,0.641,0.782,-0.623,-0.9067064083457524
3.0,1,5.2,3.7,0.1,0.0,16.94,-10.25,11.74,-13.95,18.233,0.03,0.456,0.644,-0.765,0.6439999999999999
3.0,2,-3.0,5.8,-0.1,-0.4,16.94,-10.25,19.94,-16.05,25.597,0.03,0.64,0.779,-0.627,0.4196601941747573
3.1,1,5.2,3.7,0.1,-0.0,17.05,-10.17,11.85,-13.87,18.243,0.031,0.456,0.65,-0.76,0.65
3.1,2,-3.0,5.8,0.3,0.6,17.05,-10.17,20.05,-15.97,25.633,0.031,0.641,0.782,-0.623,-0.20745156482861393
3.2,1,5.2,3.7,0.1,0.0,17.15,-10.09,11.95,-13.79,18.247,0.032,0.456,0.655,-0.756,0.655
3.2,2,-3.0,5.8,-0.3,-0.3,17.15,-10.09,20.15,-15.89,25.662,0.032,0.642,0.785,-0.619,-0.1174528301886792
3.3,1,5.3,3.7,0.1,0.0,17.24,-9.99,11.94,-13.69,18.165,0.033,0.454,0.657,-0.754,0.657
3.3,2,-3.0,5.9,0.5,0.6,17.24,-9.99,20.24,-15.89,25.732,0.033,0.643,0.787,-0.618,0.02906530089628688
3.4,1,5.3,3.7,0.1,0.1,17.2,-9.86,11.9,-13.56,18.041,0.034,0.451,0.66,-0.752,-0.06524822695035462
3.4,2,-3.0,5.8,-0.2,-0.5,17.2,-9.86,20.2,-15.66,25.559,0.034,0.639,0.79,-0.613,0.27551020408163257
3.5,1,5.3,3.7,0.1,0.0,17.08,-9.9,11.78,-13.6,17.992,0.035,0.45,0.655,-0.756,0.655
3.5,2,-3.0,5.8,-0.4,-0.0,17.08,-9.9,20.08,-15.7,25.489,0.035,0.637,0.788,-0.616,-0.788
3.6,1,5.3,3.7,0.0,0.1,17.19,-9.84,11.89,-13.54,18.02,0.036,0.45,0.66,-0.751,-0.751
3.6,2,-2.9,5.8,0.8,0.3,17.19,-9.84,20.09,-15.64,25.46,0.036,0.637,0.789,-0.614,0.5234192037470727
3.7,1,5.3,3.7,-0.0,-0.1,17.18,-9.7,11.88,-13.4,17.908,0.037,0.448,0.663,-0.748,0.748
3.7,2,-3.0,5.8,-0.3,-0.3,17.18,-9.7,20.18,-15.5,25.446,0.037,0.636,0.793,-0.609,-0.13018867924528302
3.8,1,5.3,3.7,-0.1,0.1,17.26,-9.6,11.96,-13.3,17.887,0.038,0.447,0.669,-0.744,-1.0021276595744681
3.8,2,-3.0,5.8,-0.5,0.2,17.26,-9.6,20.26,-15.4,25.449,0.038,0.636,0.796,-0.605,-0.9628942486085343
3.9,1,5.3,3.8,-0.0,0.1,17.39,-9.59,12.09,-13.39,18.041,0.039,0.451,0.67,-0.742,-0.742
3.9,2,-3.0,5.8,0.6,-0.4,17.39,-9.59,20.39,-15.39,25.546,0.039,0.639,0.798,-0.602,0.9980582524271845
4.0,1,5.3,3.8,-0.0,0.1,17.47,-9.69,12.17,-13.49,18.168,0.04,0.454,0.67,-0.743,-0.743
4.0,2,-3.0,5.8,-0.4,0.3,17.47,-9.69,20.47,-15.49,25.67,0.04,0.642,0.797,-0.603,-0.9994000000000001
4.1,1,5.3,3.8,-0.0,0.1,17.47,-9.82,12.17,-13.62,18.265,0.041,0.457,0.666,-0.746,-0.746
4.1,2,-3.0,5.8,-0.3,-0.3,17.47,-9.82,20.47,-15.62,25.749,0.041,0.644,0.795,-0.607,-0.13301886792452833
4.2,1,5.3,3.8,0.1,0.1,17.34,-9.79,12.04,-13.59,18.156,0.042,0.454,0.663,-0.749,-0.060992907801418424
4.2,2,-3.0,5.8,0.8,0.4,17.34,-9.79,20.34,-15.59,25.627,0.042,0.641,0.794,-0.608,0.43847874720357954
4.3,1,5.3,3.8,-0.1,0.1,17.25,-9.89,11.95,-13.69,18.172,0.043,0.454,0.658,-0.753,-1.0007092198581562
4.3,2,-3.0,5.8,-0.3,-0.1,17.25,-9.89,20.25,-15.69,25.617,0.043,0.64,0.79,-0.612,-0.5563291139240506
4.4,1,5.3,3.8,-0.0,0.1,17.27,-10.02,11.97,-13.82,18.283,0.044,0.457,0.655,-0.756,-0.756
4.4,2,-3.0,5.8,-0.4,-0.0,17.27,-10.02,20.27,-15.82,25.713,0.044,0.643,0.788,-0.615,-0.788
4.5,1,5.2,3.8,-0.0,0.1,17.39,-10.08,12.19,-13.88,18.473,0.045,0.462,0.66,-0.751,-0.751
4.5,2,-2.9,5.8,0.8,-0.1,17.39,-10.08,20.29,-15.88,25.765,0.045,0.644,0.788,-0.616,0.858560794044665
4.6,1,5.2,3.8,-0.0,-0.1,17.39,-9.95,12.19,-13.75,18.375,0.046,0.459,0.663,-0.748,0.748
4.6,2,-3.0,5.8,-0.4,0.0,17.39,-9.95,20.39,-15.75,25.765,0.046,0.644,0.791,-0.611,-0.791
4.7,1,5.2,3.8,-0.0,0.1,17.5,-9.88,12.3,-13.68,18.397,0.047,0.46,0.669,-0.744,-0.744
4.7,2,-3.0,5.8,-0.3,0.5,17.5,-9.88,20.5,-15.68,25.809,0.047,0.645,0.794,-0.608,-0.9300171526586621
4.8,1,5.2,3.8,0.1,0.0,17.6,-9.97,12.4,-13.77,18.53,0.048,0.463,0.669,-0.743,0.6689999999999999
4.8,2,-3.0,5.8,0.4,-0.6,17.6,-9.97,20.6,-15.77,25.943,0.048,0.649,0.794,-0.608,0.9464632454923717
4.9,1,5.2,3.8,-0.1,-0.1,17.54,-10.09,12.34,-13.89,18.58,0.049,0.464,0.664,-0.748,0.05957446808510642
