Time,ID,behv,com_radius,Battery,Battery Percent,x,y,Measurement,u,v,speed,best_x,best_y,best_measure,best_id,N,Ns,Ne,Ni
0.0,1,seeker,7,47520,100.0,5.2,3.7,-333.759,,,,5.2,3.7,-40.656,1,,,,
0.0,2,seeker,7,47520,100.0,-3.0,5.8,-665.132,,,,-3.0,5.8,-42.744,2,,,,
0.0,3,explorer,10,47520,100.0,-18.9,14.3,-1907.7,,,,-18.9,14.3,-562.5,3,,,,
0.0,4,explorer,10,47520,100.0,12.3,18.8,-845.1,,,,12.3,18.8,-504.4,4,,,,
0.0,5,explorer,10,47520,100.0,5.5,-14.1,-162.8,,,,5.5,-14.1,-229.8,5,,,,
0.0,6,explorer,10,47520,100.0,14.2,11.0,-444.6,,,,14.2,11.0,-322.6,6,,,,
0.0,7,explorer,10,47520,100.0,-8.2,5.3,-891.4,,,,-8.2,5.3,-96.2,7,,,,
0.0,8,explorer,10,47520,100.0,15.6,-10.7,-4.3,,,,15.6,-10.7,-358.0,8,,,,
0.0,9,explorer,10,47520,100.0,-15.9,18.5,-1915.8,,,,-15.9,18.5,-594.4,9,,,,
0.0,10,explorer,10,47520,100.0,-0.1,-12.9,-319.5,,,,-0.1,-12.9,-165.2,10,,,,
0.0,11,isocontour,6,47520,100.0,-18.8,-12.7,-1322.0,,,,-18.8,-12.7,-513.0,11,,,,
0.0,12,isocontour,6,47520,100.0,-8.2,-3.6,-695.8,,,,-8.2,-3.6,-79.8,12,,,,
0.0,Target,,,,,17.47,-9.85,-402.399,1.22,-0.53,,,,,,,,,
0.1,1,seeker,7,47520.0,100.0,5.2,3.7,-331.812,0.1,0.1,0.1,5.2,3.7,-40.656,1,0,0,0,0
0.1,2,seeker,7,47519.99,100.0,-3.0,5.8,-660.358,0.2,-0.1,0.2,-3.0,5.8,-42.744,2,1,0,1,0
0.1,3,explorer,10,47511.7,99.98,-19.0,14.2,-1904.8,-1.4,-1.2,1.8,-19.0,14.2,-562.5,3,1,0,1,0
0.1,4,explorer,10,47514.08,99.99,12.4,18.9,-855.5,0.2,1.7,1.7,14.2,11.0,-322.6,6,1,0,1,0
0.1,5,explorer,10,47514.29,99.99,5.6,-14.1,-155.4,1.6,0.3,1.6,5.6,-14.1,-162.8,5,1,0,1,0
0.1,6,explorer,10,47510.15,99.98,14.3,10.8,-437.3,0.5,-1.9,2.0,14.3,10.8,-322.6,6,1,0,1,0
0.1,7,explorer,10,47512.84,99.98,-8.4,5.3,-895.9,-1.8,0.3,1.8,-3.0,5.8,-42.7,2,1,1,0,0
0.1,8,explorer,10,47519.63,100.0,15.6,-10.7,-3.6,0.3,0.6,0.7,15.6,-10.7,-4.3,8,0,0,0,0
0.1,9,explorer,10,47515.44,99.99,-15.8,18.7,-1916.3,0.3,1.5,1.5,-18.9,14.3,-562.5,3,1,0,1,0
0.1,10,explorer,10,47515.53,99.99,-0.3,-12.8,-318.4,-1.2,0.9,1.5,5.5,-14.1,-162.8,5,1,0,1,0
0.1,11,isocontour,6,47519.98,100.0,-18.8,-12.7,-1311.1,0.2,-0.1,0.2,-18.8,-12.7,-513.0,11,0,0,0,0
0.1,12,isocontour,6,47519.98,100.0,-8.2,-3.7,-690.5,-0.2,-0.2,0.3,-8.2,-3.7,-79.8,12,1,0,1,0
0.1,Target,,,,,17.35,-9.89,-0.018,-1.26,-0.42,,,,,,,,,
