Time,ID,x,y,u,v,x_target,y_target,error_x,error_y,Distance to Target,Time/Total Time,Non-Dimensional Target Proximity,error_x_norm,error_y_norm,Heading-Bearing Correlation
0.0,1,9.0,18.9,,,3.48,-6.35,-5.52,-25.25,25.846,0.0,0.646,-0.214,-0.977,
0.0,2,6.3,-8.3,,,3.48,-6.35,-2.82,1.95,3.429,0.0,0.086,-0.822,0.569,
0.0,3,-12.5,11.9,,,3.48,-6.35,15.98,-18.25,24.257,0.0,0.606,0.659,-0.752,
0.0,4,-6.9,-3.9,,,3.48,-6.35,10.38,-2.45,10.665,0.0,0.267,0.973,-0.23,
0.1,1,8.9,18.9,-0.7,-0.4,3.58,-6.44,-5.32,-25.34,25.892,0.001,0.647,-0.205,-0.979,0.6638957816377171
0.1,2,6.2,-8.2,-0.6,0.7,3.58,-6.44,-2.62,1.76,3.156,0.001,0.079,-0.83,0.558,0.9637744034707157
0.1,3,-12.5,11.8,-0.3,-0.7,3.58,-6.44,16.08,-18.24,24.316,0.001,0.608,0.661,-0.75,0.4287401574803148
0.1,4,-6.8,-3.9,0.9,0.1,3.58,-6.44,10.38,-2.54,10.686,0.001,0.267,0.971,-0.238,0.9383002207505519
0.2,1,8.9,18.8,-0.4,-0.6,3.7,-6.48,-5.2,-25.28,25.809,0.002,0.645,-0.201,-0.98,0.9270457697642164
0.2,2,6.2,-8.1,-0.6,0.7,3.7,-6.48,-2.5,1.62,2.979,0.002,0.074,-0.839,0.544,0.9590021691973969
0.2,3,-12.5,11.7,-0.1,-0.8,3.7,-6.48,16.2,-18.18,24.351,0.002,0.609,0.665,-0.747,0.6589330024813895
0.2,4,-6.7,-3.9,0.9,0.1,3.7,-6.48,10.4,-2.58,10.715,0.002,0.268,0.971,-0.241,0.9379690949227373
0.3,1,8.8,18.7,-0.4,-0.8,3.57,-6.5,-5.23,-25.2,25.737,0.003,0.643,-0.203,-0.979,0.9668903803131992
0.3,2,6.1,-8.1,-0.5,0.7,3.57,-6.5,-2.53,1.6,2.993,0.003,0.075,-0.845,0.535,0.9267441860465115
0.3,3,-12.5,11.7,-0.3,-0.8,3.57,-6.5,16.07,-18.2,24.279,0.003,0.607,0.662,-0.75,0.4700234192037472
0.3,4,-6.6,-3.9,0.7,-0.0,3.57,-6.5,10.17,-2.6,10.497,0.003,0.262,0.969,-0.248,0.969
0.4,1,8.8,18.7,-0.4,-0.6,3.49,-6.4,-5.31,-25.1,25.656,0.004,0.641,-0.207,-0.978,0.9287101248266296
0.4,2,6.1,-8.0,-0.5,0.7,3.49,-6.4,-2.61,1.6,3.061,0.004,0.077,-0.853,0.523,0.9216279069767441
0.4,3,-12.6,11.6,-0.2,-0.7,3.49,-6.4,16.09,-18.0,24.143,0.004,0.604,0.666,-0.746,0.5343406593406593
0.4,4,-6.5,-3.9,0.8,0.1,3.49,-6.4,9.99,-2.5,10.298,0.004,0.257,0.97,-0.243,0.9326302729528536
0.5,1,8.8,18.6,-0.0,-0.8,3.37,-6.46,-5.43,-25.06,25.642,0.005,0.641,-0.212,-0.977,0.9770000000000001
0.5,2,6.0,-7.9,-0.5,0.7,3.37,-6.46,-2.63,1.44,2.998,0.005,0.075,-0.877,0.48,0.9005813953488372
0.5,3,-12.6,11.5,-0.2,-0.9,3.37,-6.46,15.97,-17.96,24.033,0.005,0.601,0.665,-0.747,0.5849240780911062
0.5,4,-6.5,-3.9,0.7,-0.1,3.37,-6.46,9.87,-2.56,10.197,0.005,0.255,0.968,-0.251,0.993917963224894
0.6,1,8.8,18.5,-0.1,-0.7,3.24,-6.44,-5.56,-24.94,25.552,0.006,0.639,-0.218,-0.976,0.9971711456859972
0.6,2,6.0,-7.8,-0.6,0.7,3.24,-6.44,-2.76,1.36,3.077,0.006,0.077,-0.897,0.442,0.9193058568329718
0.6,3,-12.6,11.4,-0.2,-0.9,3.24,-6.44,15.84,-17.84,23.857,0.006,0.596,0.664,-0.748,0.586117136659436
0.6,4,-6.4,-3.9,0.8,-0.1,3.24,-6.44,9.64,-2.54,9.969,0.006,0.249,0.967,-0.255,0.991439205955335
0.7,1,8.8,18.4,-0.2,-0.9,3.33,-6.54,-5.47,-24.94,25.533,0.007,0.638,-0.214,-0.977,1.000108459869848
0.7,2,5.9,-7.8,-0.5,0.6,3.33,-6.54,-2.57,1.26,2.862,0.007,0.072,-0.898,0.44,0.912932138284251
0.7,3,-12.6,11.3,-0.2,-0.9,3.33,-6.54,15.93,-17.84,23.917,0.007,0.598,0.666,-0.746,0.5837310195227765
