Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,18,0.0,1.4,13.0,,,0.277
0.0,19,0.0,10.2,20.2,,,0.277
0.0,20,0.0,-10.1,-1.9,,,0.277
0.0,21,0.0,-16.9,-22.1,,,0.277
0.0,22,0.0,18.4,14.8,,,0.277
0.0,23,0.0,20.4,-5.9,,,0.277
0.0,24,0.0,-14.6,-16.6,,,0.277
0.0,25,0.0,17.4,16.3,,,0.277
0.1,18,0.0,1.5,12.9,0.0,22.568,0.277
0.1,19,0.0,10.3,20.2,2.0,7.523,0.277
0.1,20,0.0,-10.1,-2.0,0.0,22.568,0.277
0.1,21,0.0,-16.8,-22.1,1.0,11.284,0.277
0.1,22,0.0,18.4,14.7,2.0,7.523,0.277
0.1,23,0.0,20.4,-6.0,0.0,22.568,0.277
0.1,24,0.0,-14.5,-16.6,1.0,11.284,0.277
0.1,25,0.0,17.5,16.3,2.0,7.523,0.277
0.2,18,0.0,1.4,12.9,0.0,22.568,0.277
0.2,19,0.0,10.4,20.1,2.0,7.523,0.277
0.2,20,0.0,-10.1,-2.1,0.0,22.568,0.277
0.2,21,0.0,-16.7,-22.0,1.0,11.284,0.277
0.2,22,0.0,18.4,14.6,2.0,7.523,0.277
0.2,23,0.0,20.4,-6.1,0.0,22.568,0.277
0.2,24,0.0,-14.6,-16.6,1.0,11.284,0.277
0.2,25,0.0,17.5,16.2,2.0,7.523,0.277
0.3,18,0.0,1.4,12.9,0.0,22.568,0.277
0.3,19,0.0,10.5,20.1,2.0,7.523,0.277
0.3,20,0.0,-10.2,-2.0,0.0,22.568,0.277
0.3,21,0.0,-16.7,-22.0,1.0,11.284,0.277
0.3,22,0.0,18.4,14.7,2.0,7.523,0.277
0.3,23,0.0,20.4,-6.0,0.0,22.568,0.277
0.3,24,0.0,-14.5,-16.7,1.0,11.284,0.277
0.3,25,0.0,17.4,16.2,2.0,7.523,0.277
0.4,18,0.0,1.4,12.9,0.0,22.568,0.277
0.4,19,0.0,10.5,20.1,2.0,7.523,0.277
0.4,20,0.0,-10.2,-1.9,0.0,22.568,0.277
0.4,21,0.0,-16.6,-22.0,1.0,11.284,0.277
0.4,22,0.0,18.3,14.7,2.0,7.523,0.277
0.4,23,0.0,20.3,-5.9,0.0,22.568,0.277
0.4,24,0.0,-14.6,-16.7,1.0,11.284,0.277
