Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.249,0.0,0.0,-5.3,21.8,-12.2,4.1,49.2,0.0
0.1,0.249,45.14,0.001,-5.3,21.8,-12.1,4.0,49.2,0.917
0.2,0.249,45.14,0.001,-5.4,21.7,-12.1,4.1,48.6,0.929
0.3,0.249,45.14,0.002,-5.4,21.8,-12.2,4.0,49.2,0.917
0.4,0.248,45.14,0.003,-5.3,21.8,-12.3,4.0,49.6,0.91
0.5,0.248,45.14,0.003,-5.2,21.9,-12.2,4.2,49.4,0.914
0.6,0.246,45.14,0.004,-4.9,21.8,-12.2,4.2,49.8,0.906
0.7,0.242,45.14,0.005,-4.7,21.8,-12.1,4.3,49.8,0.906
0.8,0.236,45.14,0.005,-4.4,21.8,-12.0,4.4,50.0,0.903
0.9,0.229,45.14,0.006,-4.3,21.8,-12.0,4.5,50.0,0.903
1.0,0.222,45.14,0.007,-4.2,21.5,-12.0,4.5,49.6,0.91
1.1,0.215,45.14,0.007,-4.1,21.2,-11.9,4.5,49.0,0.921
1.2,0.207,45.14,0.008,-4.0,21.1,-11.8,4.5,48.8,0.925
1.3,0.198,45.14,0.009,-4.0,20.8,-11.6,4.4,48.0,0.94
1.4,0.19,45.14,0.009,-4.0,20.6,-11.6,4.3,47.8,0.944
1.5,0.184,45.14,0.01,-4.1,20.3,-11.5,4.3,46.8,0.965
1.6,0.176,45.14,0.011,-4.1,20.1,-11.3,4.3,46.0,0.981
1.7,0.169,45.14,0.011,-4.2,19.9,-11.3,4.3,45.4,0.994
1.8,0.161,45.14,0.012,-4.2,19.8,-11.1,4.3,44.8,1.008
1.9,0.152,45.14,0.013,-4.3,19.5,-11.1,4.2,44.2,1.021
2.0,0.145,45.14,0.013,-4.3,19.3,-10.9,4.1,43.6,1.035
2.1,0.137,45.14,0.014,-4.3,19.1,-10.7,4.2,42.6,1.06
2.2,0.13,45.14,0.015,-4.3,18.8,-10.6,4.3,41.6,1.085
2.3,0.122,45.14,0.015,-4.4,18.6,-10.5,4.3,40.8,1.106
2.4,0.114,45.14,0.016,-4.3,18.3,-10.4,4.3,40.2,1.123
2.5,0.117,45.14,0.017,-4.3,18.1,-10.2,4.4,39.2,1.152
2.6,0.12,45.14,0.017,-4.3,17.9,-10.1,4.5,38.4,1.176
2.7,0.123,45.14,0.018,-4.2,17.7,-10.0,4.6,37.8,1.194
