Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.277,0.0,0.0,23.5,16.5,-21.7,-23.5,170.4,0.0
0.1,0.277,154.22,0.001,23.5,16.5,-21.7,-23.5,170.4,0.905
0.2,0.277,154.22,0.001,23.5,16.5,-21.8,-23.5,170.6,0.904
0.3,0.277,154.22,0.002,23.6,16.5,-21.8,-23.5,170.8,0.903
0.4,0.277,154.22,0.003,23.6,16.6,-21.8,-23.5,171.0,0.902
0.5,0.277,154.22,0.003,23.7,16.6,-21.8,-23.4,171.0,0.902
0.6,0.277,154.22,0.004,23.7,16.6,-21.8,-23.4,171.0,0.902
0.7,0.277,154.22,0.005,23.7,16.6,-21.8,-23.4,171.0,0.902
0.8,0.277,154.22,0.005,23.7,16.6,-21.8,-23.4,171.0,0.902
0.9,0.277,154.22,0.006,23.7,16.6,-21.6,-23.3,170.4,0.905
1.0,0.276,154.22,0.007,23.5,16.6,-21.4,-23.3,169.6,0.909
1.1,0.276,154.22,0.007,23.3,16.6,-21.2,-23.2,168.6,0.915
1.2,0.274,154.22,0.008,23.1,16.6,-21.0,-23.2,167.8,0.919
1.3,0.273,139.17,0.009,22.8,16.6,-20.8,-23.2,166.8,0.834
1.4,0.271,139.17,0.009,22.6,16.6,-20.6,-22.9,165.4,0.841
1.5,0.269,139.17,0.01,22.4,16.6,-20.6,-22.7,164.6,0.846
1.6,0.266,139.17,0.011,22.2,16.6,-20.5,-22.5,163.6,0.851
1.7,0.263,139.17,0.011,22.0,16.6,-20.4,-22.3,162.6,0.856
1.8,0.259,139.17,0.012,21.8,16.6,-20.2,-22.1,161.4,0.862
1.9,0.255,131.65,0.013,21.5,16.5,-20.0,-21.8,159.6,0.825
2.0,0.251,131.65,0.013,21.3,16.5,-19.9,-21.6,158.6,0.83
2.1,0.245,127.89,0.014,21.1,16.5,-19.7,-21.4,157.4,0.813
2.2,0.239,118.48,0.015,20.9,16.5,-19.5,-21.3,156.4,0.758
2.3,0.233,118.48,0.015,20.7,16.5,-19.4,-21.1,155.4,0.762
2.4,0.226,118.48,0.016,20.5,16.4,-19.2,-20.9,154.0,0.769
2.5,0.219,107.58,0.017,20.3,16.4,-19.0,-20.7,152.8,0.704
2.6,0.211,107.58,0.017,20.1,16.4,-18.9,-20.5,151.8,0.709
2.7,0.203,107.58,0.018,19.9,16.4,-18.7,-20.3,150.6,0.714
2.8,0.194,107.58,0.019,19.7,16.3,-18.6,-20.1,149.4,0.72
2.9,0.185,107.58,0.019,19.5,16.4,-18.4,-19.8,148.2,0.726
3.0,0.175,107.58,0.02,19.2,16.4,-18.2,-19.7,147.0,0.732
3.1,0.165,105.7,0.021,19.0,16.3,-18.0,-19.5,145.6,0.726
3.2,0.155,105.7,0.021,18.8,16.2,-17.8,-19.2,144.0,0.734
3.3,0.146,105.7,0.022,18.6,16.3,-17.6,-19.1,143.2,0.738
3.4,0.135,105.7,0.023,18.4,16.2,-17.5,-19.0,142.2,0.743
3.5,0.125,105.7,0.023,18.2,16.0,-17.3,-18.8,140.6,0.752
3.6,0.117,103.82,0.024,18.0,16.0,-17.2,-18.6,139.6,0.744
3.7,0.108,103.06,0.025,17.8,16.0,-17.0,-18.3,138.2,0.746
3.8,0.1,103.06,0.025,17.6,15.9,-16.9,-18.1,137.0,0.752
3.9,0.095,103.06,0.026,17.5,15.9,-16.8,-18.0,136.4,0.756
4.0,0.089,103.06,0.027,17.4,15.8,-16.7,-17.8,135.4,0.761
4.1,0.085,101.18,0.027,17.4,15.7,-16.5,-17.6,134.4,0.753
4.2,0.081,101.18,0.028,17.3,15.6,-16.4,-17.5,133.6,0.757
4.3,0.076,101.18,0.029,17.2,15.5,-16.3,-17.2,132.4,0.764
4.4,0.071,101.18,0.029,17.1,15.4,-16.1,-17.1,131.4,0.77
4.5,0.067,101.18,0.03,17.0,15.4,-16.0,-17.0,130.8,0.774
4.6,0.064,100.05,0.031,16.9,15.3,-15.8,-16.7,129.4,0.773
4.7,0.063,99.52,0.031,16.8,15.2,-15.7,-16.6,128.6,0.774
4.8,0.063,99.52,0.032,16.8,15.1,-15.4,-16.5,127.6,0.78
4.9,0.061,99.52,0.033,16.7,15.1,-15.2,-16.4,126.8,0.785
5.0,0.061,99.52,0.033,16.5,14.9,-15.1,-16.2,125.4,0.794
5.1,0.061,99.52,0.034,16.5,14.8,-15.0,-16.1,124.8,0.797
5.2,0.061,99.52,0.035,16.4,14.7,-14.9,-16.0,124.0,0.803
5.3,0.061,99.52,0.035,16.4,14.7,-14.8,-15.8,123.4,0.806
5.4,0.063,98.76,0.036,16.3,14.8,-14.7,-15.6,122.8,0.804
5.5,0.065,98.01,0.037,16.3,14.9,-14.5,-15.5,122.4,0.801
5.6,0.065,98.01,0.037,16.2,15.0,-14.3,-15.3,121.6,0.806
5.7,0.066,98.01,0.038,16.2,15.1,-14.0,-15.3,121.2,0.809
5.8,0.066,98.01,0.039,16.1,15.2,-13.9,-15.2,120.8,0.811
5.9,0.066,98.01,0.039,16.1,15.3,-13.6,-15.1,120.2,0.815
6.0,0.067,98.01,0.04,16.0,15.4,-13.4,-14.9,119.4,0.821
6.1,0.068,98.01,0.041,16.0,15.3,-13.3,-14.8,118.8,0.825
6.2,0.068,98.01,0.041,16.0,15.2,-13.0,-14.8,118.0,0.831
6.3,0.068,92.37,0.042,16.0,15.3,-12.9,-14.7,117.8,0.784
6.4,0.069,92.37,0.043,16.0,15.4,-12.8,-14.5,117.4,0.787
6.5,0.07,89.95,0.043,16.0,15.5,-12.8,-14.3,117.2,0.767
6.6,0.07,86.19,0.044,16.1,15.7,-12.6,-14.0,116.8,0.738
6.7,0.07,83.77,0.045,16.2,15.7,-12.5,-13.8,116.4,0.72
6.8,0.07,84.52,0.045,16.3,15.5,-12.4,-13.7,115.8,0.73
6.9,0.071,83.77,0.046,16.2,15.4,-12.4,-13.4,114.8,0.73
7.0,0.072,83.23,0.047,16.2,15.5,-12.4,-13.3,114.8,0.725
7.1,0.072,78.34,0.047,16.2,15.5,-12.3,-13.0,114.0,0.687
7.2,0.073,79.63,0.048,16.2,15.6,-12.3,-12.8,113.8,0.7
7.3,0.074,79.63,0.049,16.2,15.8,-12.2,-12.7,113.8,0.7
7.4,0.076,79.63,0.049,16.1,16.0,-12.2,-12.6,113.8,0.7
7.5,0.078,79.63,0.05,16.1,16.0,-12.2,-12.6,113.8,0.7
7.6,0.08,78.34,0.051,16.1,16.0,-12.2,-12.5,113.6,0.69
7.7,0.082,75.87,0.051,16.1,16.1,-12.3,-12.6,114.2,0.664
7.8,0.084,76.62,0.052,16.0,16.1,-12.2,-12.5,113.6,0.674
7.9,0.086,75.34,0.053,16.0,16.0,-12.1,-12.5,113.2,0.666
8.0,0.088,76.62,0.053,16.0,16.2,-12.1,-12.6,113.8,0.673
8.1,0.089,76.62,0.054,16.0,16.2,-12.1,-12.5,113.6,0.674
8.2,0.091,76.62,0.055,16.1,16.1,-12.1,-12.6,113.8,0.673
8.3,0.093,76.62,0.055,16.0,16.1,-12.1,-12.5,113.4,0.676
8.4,0.094,76.62,0.056,16.0,16.0,-12.1,-12.4,113.0,0.678
8.5,0.095,73.62,0.057,16.2,15.9,-12.1,-12.3,113.0,0.652
8.6,0.096,69.91,0.057,16.2,15.9,-12.1,-12.3,113.0,0.619
8.7,0.096,68.78,0.058,16.2,15.8,-12.1,-12.4,113.0,0.609
8.8,0.096,68.78,0.059,16.1,15.8,-11.9,-12.3,112.2,0.613
8.9,0.097,68.78,0.059,16.1,15.8,-11.8,-12.4,112.2,0.613
9.0,0.097,68.78,0.06,16.1,15.7,-11.8,-12.6,112.4,0.612
9.1,0.096,67.71,0.061,16.0,15.8,-11.7,-12.7,112.4,0.602
9.2,0.095,67.71,0.061,16.1,15.7,-11.7,-12.7,112.4,0.602
9.3,0.094,67.71,0.062,16.1,15.7,-11.6,-12.9,112.6,0.601
9.4,0.093,67.71,0.063,16.0,15.7,-11.7,-12.9,112.6,0.601
9.5,0.092,67.71,0.063,16.1,15.7,-11.8,-12.9,113.0,0.599
9.6,0.091,67.71,0.064,16.1,15.7,-11.8,-12.9,113.0,0.599
9.7,0.09,67.71,0.065,16.2,15.8,-11.7,-12.9,113.2,0.598
9.8,0.09,67.71,0.065,16.3,15.8,-11.5,-12.9,113.0,0.599
9.9,0.088,67.71,0.066,16.5,15.8,-11.4,-13.0,113.4,0.597
10.0,0.086,67.71,0.067,16.5,15.7,-11.3,-13.1,113.2,0.598
10.1,0.084,67.71,0.067,16.7,15.7,-11.3,-13.2,113.8,0.595
10.2,0.083,67.71,0.068,16.8,15.8,-11.3,-13.2,114.2,0.593
10.3,0.081,67.71,0.069,17.0,15.8,-11.3,-13.1,114.4,0.592
10.4,0.08,67.71,0.069,17.1,15.8,-11.3,-13.3,115.0,0.589
10.5,0.079,67.71,0.07,17.1,15.8,-11.3,-13.4,115.2,0.588
10.6,0.077,67.71,0.071,17.2,15.8,-11.3,-13.4,115.4,0.587
10.7,0.077,67.71,0.071,17.3,15.8,-11.2,-13.5,115.6,0.586
10.8,0.076,67.71,0.072,17.3,15.8,-11.2,-13.6,115.8,0.585
10.9,0.075,67.71,0.073,17.5,15.8,-11.2,-13.6,116.2,0.583
11.0,0.075,67.71,0.073,17.7,15.8,-11.1,-13.5,116.2,0.583
11.1,0.074,67.71,0.074,17.7,15.7,-11.0,-13.6,116.0,0.584
11.2,0.073,67.71,0.075,17.9,15.8,-10.9,-13.8,116.8,0.58
11.3,0.072,67.71,0.075,18.0,15.8,-10.7,-13.8,116.6,0.581
11.4,0.071,67.71,0.076,18.2,15.8,-10.6,-13.9,117.0,0.579
11.5,0.071,67.71,0.077,18.1,15.8,-10.7,-13.9,117.0,0.579
11.6,0.07,67.71,0.077,18.3,15.8,-10.6,-13.9,117.2,0.578
11.7,0.07,67.71,0.078,18.3,15.7,-10.6,-14.0,117.2,0.578
11.8,0.07,67.71,0.079,18.4,15.7,-10.6,-14.0,117.4,0.577
11.9,0.07,67.71,0.079,18.6,15.6,-10.5,-13.9,117.2,0.578
12.0,0.069,67.71,0.08,18.8,15.6,-10.6,-13.9,117.8,0.575
12.1,0.069,67.71,0.081,18.9,15.5,-10.5,-13.9,117.6,0.576
12.2,0.069,67.71,0.081,19.1,15.5,-10.7,-14.0,118.6,0.571
12.3,0.069,67.71,0.082,19.2,15.4,-10.6,-13.9,118.2,0.573
12.4,0.068,67.71,0.083,19.3,15.3,-10.7,-13.8,118.2,0.573
12.5,0.068,67.71,0.083,19.4,15.3,-10.6,-13.8,118.2,0.573
12.6,0.067,67.71,0.084,19.5,15.2,-10.6,-13.8,118.2,0.573
12.7,0.067,67.71,0.085,19.5,15.2,-10.7,-13.6,118.0,0.574
12.8,0.066,67.71,0.085,19.6,15.2,-11.0,-13.6,118.8,0.57
12.9,0.065,67.71,0.086,19.7,15.2,-11.2,-13.6,119.4,0.567
13.0,0.065,67.71,0.087,19.8,15.1,-11.3,-13.5,119.4,0.567
13.1,0.064,67.71,0.087,19.8,15.1,-11.3,-13.6,119.6,0.566
13.2,0.063,67.71,0.088,19.9,15.1,-11.5,-13.7,120.4,0.562
13.3,0.062,67.71,0.089,20.1,15.1,-11.6,-13.9,121.4,0.558
13.4,0.061,67.71,0.089,20.1,15.1,-11.5,-14.1,121.6,0.557
13.5,0.06,67.71,0.09,20.3,15.0,-11.2,-14.3,121.6,0.557
13.6,0.059,67.71,0.091,20.4,14.9,-11.0,-14.4,121.4,0.558
13.7,0.057,67.71,0.091,20.6,14.9,-11.0,-14.1,121.2,0.559
13.8,0.056,67.71,0.092,20.7,14.8,-10.8,-14.0,120.6,0.561
13.9,0.055,67.71,0.093,20.7,14.8,-10.9,-14.0,120.8,0.561
14.0,0.054,67.71,0.093,20.7,14.8,-10.8,-14.2,121.0,0.56
14.1,0.053,67.71,0.094,20.7,14.8,-10.6,-14.3,120.8,0.561
14.2,0.052,67.71,0.095,20.8,14.7,-10.5,-14.5,121.0,0.56
14.3,0.051,67.71,0.095,20.9,14.7,-10.6,-14.7,121.8,0.556
14.4,0.05,67.71,0.096,21.0,14.7,-11.0,-14.9,123.2,0.55
14.5,0.049,67.71,0.097,21.1,14.7,-11.2,-14.8,123.6,0.548
14.6,0.047,67.71,0.097,21.3,14.7,-11.3,-14.7,124.0,0.546
14.7,0.046,67.71,0.098,21.3,14.7,-11.4,-14.5,123.8,0.547
14.8,0.044,67.71,0.099,21.3,14.7,-11.6,-14.3,123.8,0.547
14.9,0.042,67.71,0.099,21.5,14.6,-11.8,-14.3,124.4,0.544
15.0,0.04,67.71,0.1,21.6,14.6,-12.2,-14.6,126.0,0.537
15.1,0.038,67.71,0.101,21.8,14.6,-12.4,-14.9,127.4,0.531
15.2,0.036,67.71,0.101,22.0,14.6,-12.7,-15.2,129.0,0.525
15.3,0.034,67.71,0.102,22.0,14.6,-12.9,-15.5,130.0,0.521
15.4,0.033,67.71,0.103,22.0,14.6,-13.0,-15.8,130.8,0.518
15.5,0.032,67.71,0.103,22.0,14.6,-13.0,-16.0,131.2,0.516
15.6,0.031,67.71,0.104,22.1,14.6,-12.9,-16.2,131.6,0.515
15.7,0.03,67.71,0.105,22.1,14.6,-12.7,-16.3,131.4,0.515
15.8,0.029,67.71,0.105,22.2,14.6,-12.5,-16.3,131.2,0.516
15.9,0.028,67.71,0.106,22.1,14.6,-12.5,-16.4,131.2,0.516
16.0,0.027,67.71,0.107,22.3,14.6,-12.4,-16.4,131.4,0.515
16.1,0.026,67.71,0.107,22.3,14.6,-12.3,-16.3,131.0,0.517
16.2,0.025,67.71,0.108,22.3,14.5,-12.2,-16.4,130.8,0.518
16.3,0.026,67.71,0.109,22.4,14.5,-12.0,-16.3,130.4,0.519
16.4,0.026,67.71,0.109,22.7,14.5,-12.0,-16.2,130.8,0.518
16.5,0.027,67.71,0.11,22.7,14.6,-11.9,-16.4,131.2,0.516
16.6,0.028,67.71,0.111,22.5,14.5,-11.7,-16.3,130.0,0.521
16.7,0.029,67.71,0.111,22.4,14.5,-11.6,-16.4,129.8,0.522
16.8,0.03,67.71,0.112,22.2,14.4,-11.5,-16.3,128.8,0.526
16.9,0.031,67.71,0.113,22.1,14.5,-11.4,-16.3,128.6,0.527
17.0,0.032,67.71,0.113,22.0,14.5,-11.2,-16.3,128.0,0.529
17.1,0.034,67.71,0.114,22.1,14.5,-11.0,-16.2,127.6,0.531
17.2,0.035,67.71,0.115,22.0,14.5,-10.9,-16.3,127.4,0.531
17.3,0.035,67.71,0.115,21.8,14.4,-10.7,-16.3,126.4,0.536
17.4,0.035,67.71,0.116,21.8,14.4,-10.7,-16.4,126.6,0.535
17.5,0.036,67.71,0.117,21.7,14.4,-10.5,-16.6,126.4,0.536
17.6,0.037,67.71,0.117,21.5,14.4,-10.3,-16.5,125.4,0.54
17.7,0.038,67.71,0.118,21.3,14.3,-10.2,-16.6,124.8,0.543
17.8,0.039,67.71,0.119,21.3,14.3,-10.1,-16.6,124.6,0.543
17.9,0.04,67.71,0.119,21.2,14.3,-10.0,-16.5,124.0,0.546
18.0,0.04,67.71,0.12,21.2,14.3,-10.0,-16.7,124.4,0.544
18.1,0.04,67.71,0.121,21.1,14.3,-10.0,-16.7,124.2,0.545
18.2,0.041,67.71,0.121,21.1,14.4,-10.2,-16.7,124.8,0.543
18.3,0.041,67.71,0.122,21.0,14.4,-10.3,-16.8,125.0,0.542
18.4,0.041,67.71,0.123,20.9,14.4,-10.2,-16.9,124.8,0.543
18.5,0.041,67.71,0.123,20.9,14.4,-10.1,-17.0,124.8,0.543
18.6,0.041,67.71,0.124,20.8,14.3,-10.1,-17.1,124.6,0.543
18.7,0.041,67.71,0.125,20.8,14.3,-10.3,-17.1,125.0,0.542
18.8,0.041,67.71,0.125,20.7,14.3,-10.6,-17.2,125.6,0.539
18.9,0.041,67.71,0.126,20.7,14.3,-10.6,-17.3,125.8,0.538
19.0,0.041,67.71,0.127,20.6,14.2,-10.6,-17.1,125.0,0.542
19.1,0.041,67.71,0.127,20.6,14.3,-10.7,-17.2,125.6,0.539
19.2,0.04,67.71,0.128,20.5,14.4,-10.9,-17.3,126.2,0.537
19.3,0.04,67.71,0.129,20.2,14.4,-11.1,-17.3,126.0,0.537
19.4,0.039,67.71,0.129,20.1,14.4,-11.1,-17.4,126.0,0.537
19.5,0.038,67.71,0.13,20.1,14.4,-11.1,-17.5,126.2,0.537
19.6,0.038,67.71,0.131,19.8,14.3,-11.1,-17.6,125.6,0.539
19.7,0.038,67.71,0.131,19.8,14.3,-11.0,-17.6,125.4,0.54
19.8,0.038,67.71,0.132,19.7,14.3,-11.1,-17.7,125.6,0.539
19.9,0.036,67.71,0.133,19.7,14.2,-11.2,-17.8,125.8,0.538
20.0,0.035,67.71,0.133,19.6,14.2,-11.1,-17.8,125.4,0.54
20.1,0.034,67.71,0.134,19.4,14.3,-11.1,-18.0,125.6,0.539
20.2,0.033,67.71,0.135,19.2,14.4,-11.1,-17.9,125.2,0.541
20.3,0.031,67.71,0.135,19.1,14.4,-11.1,-18.0,125.2,0.541
20.4,0.03,67.71,0.136,19.0,14.4,-11.0,-18.1,125.0,0.542
20.5,0.029,67.71,0.137,18.9,14.4,-11.3,-18.3,125.8,0.538
