Time,best_x_avg,best_y_avg,target_x,target_y,error_x,error_y,D_error,Time/Total Time,Accuracy,Battery,Non-Dimensional Battery
0.0,-4.65,-2.37,0.0,0.0,-4.65,-2.37,5.219,0.0,0.896,132.0,1.0
0.1,-4.69,-2.44,0.0,0.0,-4.69,-2.44,5.287,0.001,0.894,131.86417,0.999
0.2,-4.66,-2.48,0.0,0.0,-4.66,-2.48,5.279,0.001,0.894,131.72002,0.998
0.3,-4.66,-2.52,0.0,0.0,-4.66,-2.52,5.298,0.002,0.894,131.62349,0.997
0.4,-4.59,-2.58,0.0,0.0,-4.59,-2.58,5.265,0.003,0.895,131.49547,0.996
0.5,-4.5,-2.6,0.0,0.0,-4.5,-2.6,5.197,0.003,0.896,131.36601,0.995
0.6,-4.47,-2.59,0.0,0.0,-4.47,-2.59,5.166,0.004,0.897,131.19224,0.994
0.7,-5.1,-0.91,0.0,0.0,-5.1,-0.91,5.181,0.005,0.896,131.07602,0.993
0.8,-5.12,-0.84,0.0,0.0,-5.12,-0.84,5.188,0.005,0.896,131.0089,0.992
0.9,-5.15,-0.91,0.0,0.0,-5.15,-0.91,5.23,0.006,0.895,130.90344,0.992
1.0,-4.45,-2.58,0.0,0.0,-4.45,-2.58,5.144,0.007,0.897,130.82196,0.991
1.1,-5.16,-0.79,0.0,0.0,-5.16,-0.79,5.22,0.007,0.896,130.68978,0.99
1.2,-5.22,-0.8,0.0,0.0,-5.22,-0.8,5.281,0.008,0.894,130.60887,0.989
1.3,-5.15,-0.87,0.0,0.0,-5.15,-0.87,5.223,0.009,0.896,130.50763,0.989
1.4,-5.12,-0.87,0.0,0.0,-5.12,-0.87,5.193,0.009,0.896,130.46913,0.988
1.5,-4.34,-2.64,0.0,0.0,-4.34,-2.64,5.08,0.01,0.898,130.38877,0.988
1.6,-4.84,-1.48,0.0,0.0,-4.84,-1.48,5.061,0.011,0.899,130.335,0.987
1.7,-4.81,-1.55,0.0,0.0,-4.81,-1.55,5.054,0.011,0.899,130.20421,0.986
1.8,-4.81,-1.64,0.0,0.0,-4.81,-1.64,5.082,0.012,0.898,130.12632,0.986
1.9,-4.78,-1.67,0.0,0.0,-4.78,-1.67,5.063,0.013,0.899,130.03614,0.985
2.0,-4.3,-2.92,0.0,0.0,-4.3,-2.92,5.198,0.013,0.896,129.9446,0.984
2.1,-6.17,-3.35,0.0,0.0,-6.17,-3.35,7.021,0.014,0.86,129.81042,0.983
2.2,-8.54,-4.63,0.0,0.0,-8.54,-4.63,9.714,0.015,0.806,129.71577,0.983
2.3,-9.46,-4.23,0.0,0.0,-9.46,-4.23,10.363,0.015,0.793,129.60442,0.982
2.4,-9.44,-4.25,0.0,0.0,-9.44,-4.25,10.353,0.016,0.793,129.52241,0.981
2.5,-4.2,-2.98,0.0,0.0,-4.2,-2.98,5.15,0.017,0.897,129.43889,0.981
2.6,-6.53,-2.82,0.0,0.0,-6.53,-2.82,7.113,0.017,0.858,129.35656,0.98
2.7,-8.64,-4.9,0.0,0.0,-8.64,-4.9,9.933,0.018,0.801,129.30581,0.98
2.8,-9.51,-4.46,0.0,0.0,-9.51,-4.46,10.504,0.019,0.79,129.23908,0.979
2.9,-7.68,-4.05,0.0,0.0,-7.68,-4.05,8.682,0.019,0.826,129.18264,0.979
3.0,-4.17,-3.02,0.0,0.0,-4.17,-3.02,5.149,0.02,0.897,129.12626,0.978
3.1,-6.04,-3.62,0.0,0.0,-6.04,-3.62,7.042,0.021,0.859,129.04161,0.978
3.2,-8.38,-4.82,0.0,0.0,-8.38,-4.82,9.667,0.021,0.807,128.92656,0.977
3.3,-9.25,-4.39,0.0,0.0,-9.25,-4.39,10.239,0.022,0.795,128.87371,0.976
3.4,-7.4,-4.01,0.0,0.0,-7.4,-4.01,8.417,0.023,0.832,128.79014,0.976
3.5,-4.14,-3.25,0.0,0.0,-4.14,-3.25,5.263,0.023,0.895,128.72388,0.975
3.6,-4.48,-3.02,0.0,0.0,-4.48,-3.02,5.403,0.024,0.892,128.61966,0.974
3.7,-6.45,-4.79,0.0,0.0,-6.45,-4.79,8.034,0.025,0.839,128.52369,0.974
3.8,-7.36,-4.39,0.0,0.0,-7.36,-4.39,8.57,0.025,0.829,128.45052,0.973
3.9,-7.35,-4.56,0.0,0.0,-7.35,-4.56,8.65,0.026,0.827,128.40021,0.973
4.0,-4.28,-3.44,0.0,0.0,-4.28,-3.44,5.491,0.027,0.89,128.30278,0.972
4.1,-4.4,-3.56,0.0,0.0,-4.4,-3.56,5.66,0.027,0.887,128.2463,0.972
4.2,-6.38,-5.39,0.0,0.0,-6.38,-5.39,8.352,0.028,0.833,128.18887,0.971
4.3,-7.32,-4.98,0.0,0.0,-7.32,-4.98,8.853,0.029,0.823,128.12769,0.971
4.4,-7.32,-5.12,0.0,0.0,-7.32,-5.12,8.933,0.029,0.821,128.08053,0.97
4.5,-4.35,-3.59,0.0,0.0,-4.35,-3.59,5.64,0.03,0.887,128.02941,0.97
4.6,-4.39,-3.95,0.0,0.0,-4.39,-3.95,5.905,0.031,0.882,127.93907,0.969
4.7,-6.31,-5.97,0.0,0.0,-6.31,-5.97,8.687,0.031,0.826,127.88001,0.969
4.8,-7.28,-5.76,0.0,0.0,-7.28,-5.76,9.283,0.032,0.814,127.79178,0.968
4.9,-7.23,-5.89,0.0,0.0,-7.23,-5.89,9.326,0.033,0.813,127.71883,0.968
5.0,-4.43,-3.72,0.0,0.0,-4.43,-3.72,5.785,0.033,0.884,127.59495,0.967
5.1,-4.43,-4.38,0.0,0.0,-4.43,-4.38,6.23,0.034,0.875,127.5559,0.966
5.2,-6.31,-6.57,0.0,0.0,-6.31,-6.57,9.109,0.035,0.818,127.50907,0.966
5.3,-5.27,-8.12,0.0,0.0,-5.27,-8.12,9.68,0.035,0.806,127.43194,0.965
5.4,-3.28,-9.96,0.0,0.0,-3.28,-9.96,10.486,0.036,0.79,127.32531,0.965
5.5,-4.39,-4.06,0.0,0.0,-4.39,-4.06,5.98,0.037,0.88,127.25055,0.964
5.6,-4.38,-4.93,0.0,0.0,-4.38,-4.93,6.595,0.037,0.868,127.18428,0.964
5.7,-4.34,-9.27,0.0,0.0,-4.34,-9.27,10.236,0.038,0.795,127.10515,0.963
5.8,-3.25,-10.94,0.0,0.0,-3.25,-10.94,11.413,0.039,0.772,127.03142,0.962
5.9,-1.17,-12.85,0.0,0.0,-1.17,-12.85,12.903,0.039,0.742,126.98532,0.962
6.0,-4.48,-4.08,0.0,0.0,-4.48,-4.08,6.059,0.04,0.879,126.92391,0.962
6.1,-4.05,-5.12,0.0,0.0,-4.05,-5.12,6.528,0.041,0.869,126.84593,0.961
6.2,-3.83,-9.53,0.0,0.0,-3.83,-9.53,10.271,0.041,0.795,126.81913,0.961
6.3,-2.53,-11.29,0.0,0.0,-2.53,-11.29,11.57,0.042,0.769,126.76327,0.96
6.4,-0.35,-13.25,0.0,0.0,-0.35,-13.25,13.255,0.043,0.735,126.70313,0.96
6.5,-4.53,-4.16,0.0,0.0,-4.53,-4.16,6.15,0.043,0.877,126.61759,0.959
6.6,-3.89,-5.3,0.0,0.0,-3.89,-5.3,6.574,0.044,0.869,126.57729,0.959
6.7,-3.53,-9.72,0.0,0.0,-3.53,-9.72,10.341,0.045,0.793,126.51403,0.958
6.8,-2.12,-11.48,0.0,0.0,-2.12,-11.48,11.674,0.045,0.767,126.46686,0.958
6.9,0.13,-13.43,0.0,0.0,0.13,-13.43,13.431,0.046,0.731,126.37076,0.957
7.0,-4.46,-4.49,0.0,0.0,-4.46,-4.49,6.329,0.047,0.873,126.29675,0.957
7.1,-3.51,-5.55,0.0,0.0,-3.51,-5.55,6.567,0.047,0.869,126.20845,0.956
7.2,-2.94,-10.04,0.0,0.0,-2.94,-10.04,10.462,0.048,0.791,126.13099,0.956
7.3,-2.19,-11.71,0.0,0.0,-2.19,-11.71,11.913,0.049,0.762,126.0681,0.955
7.4,-0.62,-13.52,0.0,0.0,-0.62,-13.52,13.534,0.049,0.729,125.98274,0.954
7.5,-4.22,-4.59,0.0,0.0,-4.22,-4.59,6.235,0.05,0.875,125.93809,0.954
7.6,-2.93,-5.69,0.0,0.0,-2.93,-5.69,6.4,0.051,0.872,125.86276,0.954
7.7,-3.33,-8.31,0.0,0.0,-3.33,-8.31,8.952,0.051,0.821,125.80411,0.953
7.8,-3.97,-8.19,0.0,0.0,-3.97,-8.19,9.101,0.052,0.818,125.73926,0.953
7.9,-3.84,-8.22,0.0,0.0,-3.84,-8.22,9.073,0.053,0.819,125.69742,0.952
8.0,-3.81,-4.75,0.0,0.0,-3.81,-4.75,6.089,0.053,0.878,125.61278,0.952
8.1,-2.4,-5.85,0.0,0.0,-2.4,-5.85,6.323,0.054,0.874,125.54358,0.951
8.2,-2.72,-8.41,0.0,0.0,-2.72,-8.41,8.839,0.055,0.823,125.49653,0.951
8.3,-3.52,-8.27,0.0,0.0,-3.52,-8.27,8.988,0.055,0.82,125.42754,0.95
8.4,-3.52,-8.3,0.0,0.0,-3.52,-8.3,9.016,0.056,0.82,125.35426,0.95
8.5,-3.65,-4.85,0.0,0.0,-3.65,-4.85,6.07,0.057,0.879,125.31356,0.949
8.6,-2.87,-5.99,0.0,0.0,-2.87,-5.99,6.642,0.057,0.867,125.26823,0.949
8.7,-3.13,-8.63,0.0,0.0,-3.13,-8.63,9.18,0.058,0.816,125.19642,0.948
8.8,-3.13,-8.67,0.0,0.0,-3.13,-8.67,9.218,0.059,0.816,125.10058,0.948
8.9,-3.14,-8.67,0.0,0.0,-3.14,-8.67,9.221,0.059,0.816,125.02616,0.947
