Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.28,0.0,0.0,24.4,24.3,-14.6,-21.8,170.2,0.0
0.1,0.28,112.84,0.001,24.3,24.3,-14.6,-21.8,170.0,0.664
0.2,0.28,112.84,0.001,24.3,24.2,-14.7,-21.9,170.2,0.663
0.3,0.28,112.84,0.002,24.3,24.2,-14.8,-21.9,170.4,0.662
0.4,0.28,112.84,0.003,24.3,24.1,-14.8,-21.9,170.2,0.663
0.5,0.28,112.84,0.003,24.4,24.2,-14.8,-21.9,170.6,0.661
0.6,0.28,112.84,0.004,24.3,24.2,-14.9,-22.0,170.8,0.661
0.7,0.28,112.84,0.005,24.3,24.2,-15.0,-21.9,170.8,0.661
0.8,0.28,112.84,0.005,24.3,24.2,-15.1,-22.0,171.2,0.659
0.9,0.28,112.84,0.006,24.3,24.2,-15.0,-22.0,171.0,0.66
1.0,0.28,112.84,0.007,24.3,24.2,-15.0,-22.1,171.2,0.659
1.1,0.28,112.84,0.007,24.3,24.2,-15.0,-22.0,171.0,0.66
1.2,0.28,112.84,0.008,24.3,24.2,-14.9,-22.0,170.8,0.661
1.3,0.28,112.84,0.009,24.3,24.0,-15.0,-22.0,170.6,0.661
1.4,0.28,112.84,0.009,24.1,23.9,-14.9,-22.0,169.8,0.665
1.5,0.279,112.84,0.01,24.0,23.7,-14.8,-22.0,169.0,0.668
1.6,0.278,112.84,0.011,23.9,23.4,-14.8,-22.1,168.4,0.67
1.7,0.277,112.84,0.011,23.7,23.2,-14.7,-22.1,167.4,0.674
1.8,0.276,112.84,0.012,23.6,22.9,-14.6,-22.1,166.4,0.678
1.9,0.274,112.84,0.013,23.4,22.8,-14.5,-22.1,165.6,0.681
2.0,0.272,112.84,0.013,23.1,22.7,-14.3,-22.1,164.4,0.686
2.1,0.269,112.84,0.014,22.9,22.6,-14.0,-22.0,163.0,0.692
2.2,0.266,112.84,0.015,22.6,22.4,-13.8,-22.0,161.6,0.698
2.3,0.262,112.84,0.015,22.4,22.4,-13.6,-22.0,160.8,0.702
2.4,0.258,112.84,0.016,22.2,22.3,-13.5,-21.9,159.8,0.706
2.5,0.253,112.84,0.017,22.1,22.3,-13.4,-21.7,159.0,0.71
2.6,0.248,112.84,0.017,22.0,22.1,-13.3,-21.5,157.8,0.715
2.7,0.243,112.84,0.018,21.8,22.1,-13.1,-21.3,156.6,0.721
2.8,0.236,112.84,0.019,21.6,22.1,-13.0,-21.1,155.6,0.725
2.9,0.229,112.84,0.019,21.3,22.1,-13.0,-20.9,154.6,0.73
3.0,0.22,112.84,0.02,21.0,22.2,-12.9,-20.7,153.6,0.735
3.1,0.221,112.84,0.021,20.8,22.2,-12.8,-20.5,152.6,0.739
3.2,0.223,112.84,0.021,20.7,22.1,-12.8,-20.3,151.8,0.743
3.3,0.224,112.84,0.022,20.6,22.1,-12.8,-20.1,151.2,0.746
3.4,0.225,112.84,0.023,20.7,22.1,-12.7,-19.9,150.8,0.748
3.5,0.227,112.84,0.023,20.6,22.0,-12.7,-19.7,150.0,0.752
3.6,0.229,112.84,0.024,20.5,22.1,-12.6,-19.4,149.2,0.756
3.7,0.233,112.84,0.025,20.3,22.1,-12.5,-19.2,148.2,0.761
3.8,0.239,112.84,0.025,20.1,22.1,-12.5,-19.0,147.4,0.766
3.9,0.247,112.84,0.026,19.9,22.1,-12.3,-18.9,146.4,0.771
4.0,0.251,112.84,0.027,19.7,22.1,-12.2,-18.7,145.4,0.776
4.1,0.247,112.84,0.027,19.6,22.2,-12.1,-18.5,144.8,0.779
4.2,0.243,112.84,0.028,19.5,22.1,-12.0,-18.3,143.8,0.785
4.3,0.238,112.84,0.029,19.4,22.1,-11.8,-18.1,142.8,0.79
4.4,0.234,112.84,0.029,19.4,22.1,-11.7,-17.9,142.2,0.794
4.5,0.229,112.84,0.03,19.2,22.2,-11.6,-17.6,141.2,0.799
4.6,0.224,112.84,0.031,19.2,22.2,-11.5,-17.4,140.6,0.803
4.7,0.22,112.84,0.031,19.0,22.3,-11.4,-17.2,139.8,0.807
4.8,0.215,112.84,0.032,18.9,22.3,-11.3,-17.1,139.2,0.811
4.9,0.21,112.84,0.033,18.8,22.4,-11.2,-17.0,138.8,0.813
5.0,0.204,112.84,0.033,18.7,22.4,-11.1,-16.8,138.0,0.818
5.1,0.199,112.84,0.034,18.5,22.4,-10.9,-16.6,136.8,0.825
5.2,0.194,112.84,0.035,18.5,22.4,-10.8,-16.4,136.2,0.828
5.3,0.19,112.84,0.035,18.3,22.3,-10.6,-16.1,134.6,0.838
5.4,0.186,112.84,0.036,18.2,22.3,-10.5,-15.9,133.8,0.843
5.5,0.184,112.84,0.037,17.9,22.3,-10.3,-15.7,132.4,0.852
5.6,0.18,112.84,0.037,17.8,22.3,-10.2,-15.5,131.6,0.857
5.7,0.178,112.84,0.038,17.7,22.3,-10.1,-15.3,130.8,0.863
5.8,0.175,112.84,0.039,17.5,22.3,-9.9,-15.1,129.6,0.871
5.9,0.171,112.84,0.039,17.4,22.2,-9.8,-14.8,128.4,0.879
6.0,0.168,112.84,0.04,17.3,22.2,-9.7,-14.6,127.6,0.884
6.1,0.164,112.84,0.041,17.1,22.1,-9.5,-14.4,126.2,0.894
6.2,0.161,112.84,0.041,17.0,22.1,-9.4,-14.2,125.4,0.9
6.3,0.157,112.84,0.042,17.0,22.0,-9.3,-14.1,124.8,0.904
6.4,0.153,112.84,0.043,16.7,21.9,-9.2,-13.8,123.2,0.916
6.5,0.15,112.84,0.043,16.5,21.9,-9.0,-13.6,122.0,0.925
6.6,0.146,97.8,0.044,16.3,21.8,-8.9,-13.4,120.8,0.81
6.7,0.142,97.8,0.045,16.2,21.7,-8.7,-13.2,119.6,0.818
6.8,0.139,97.8,0.045,16.0,21.6,-8.6,-13.0,118.4,0.826
6.9,0.135,97.8,0.046,16.0,21.5,-8.4,-12.8,117.4,0.833
7.0,0.131,97.8,0.047,15.9,21.3,-8.2,-12.6,116.0,0.843
7.1,0.128,97.8,0.047,15.7,21.1,-8.0,-12.4,114.4,0.855
7.2,0.125,97.8,0.048,15.5,20.9,-7.8,-12.2,112.8,0.867
7.3,0.122,97.8,0.049,15.4,20.7,-7.6,-12.0,111.4,0.878
7.4,0.118,97.8,0.049,15.1,20.6,-7.4,-11.7,109.6,0.892
7.5,0.115,97.8,0.05,15.0,20.4,-7.3,-11.5,108.4,0.902
7.6,0.112,97.8,0.051,14.8,20.3,-7.2,-11.3,107.2,0.912
7.7,0.109,97.8,0.051,14.7,20.2,-7.0,-11.1,106.0,0.923
7.8,0.106,97.8,0.052,14.6,20.0,-6.9,-10.9,104.8,0.933
7.9,0.103,82.75,0.053,14.5,19.9,-6.8,-10.7,103.8,0.797
8.0,0.1,82.75,0.053,14.3,19.7,-6.6,-10.6,102.4,0.808
8.1,0.096,82.75,0.054,14.1,19.5,-6.5,-10.4,101.0,0.819
8.2,0.094,82.75,0.055,13.9,19.4,-6.4,-10.2,99.8,0.829
8.3,0.091,82.75,0.055,13.6,19.2,-6.2,-10.1,98.2,0.843
8.4,0.089,77.11,0.056,13.5,19.0,-5.9,-9.8,96.4,0.8
8.5,0.085,77.11,0.057,13.2,18.8,-5.8,-9.6,94.8,0.813
8.6,0.082,77.11,0.057,13.0,18.7,-5.6,-9.4,93.4,0.826
8.7,0.08,71.47,0.058,12.9,18.5,-5.4,-9.3,92.2,0.775
8.8,0.077,71.47,0.059,12.7,18.3,-5.3,-9.1,90.8,0.787
8.9,0.074,71.47,0.059,12.6,18.1,-5.1,-9.0,89.6,0.798
9.0,0.071,71.47,0.06,12.5,17.9,-4.9,-8.8,88.2,0.81
9.1,0.068,71.47,0.061,12.3,17.8,-4.8,-8.6,87.0,0.821
9.2,0.065,71.47,0.061,12.2,17.7,-4.7,-8.4,86.0,0.831
9.3,0.063,71.47,0.062,12.0,17.6,-4.5,-8.2,84.6,0.845
9.4,0.059,58.3,0.063,11.7,17.6,-4.4,-8.1,83.6,0.697
9.5,0.056,58.3,0.063,11.6,17.4,-4.2,-8.0,82.4,0.708
9.6,0.054,57.17,0.064,11.6,17.4,-4.0,-7.8,81.6,0.701
9.7,0.052,58.3,0.065,11.5,17.3,-3.7,-7.7,80.4,0.725
9.8,0.049,58.3,0.065,11.4,17.2,-3.6,-7.4,79.2,0.736
9.9,0.047,58.3,0.066,11.4,17.1,-3.5,-7.2,78.4,0.744
10.0,0.045,53.41,0.067,11.3,16.9,-3.3,-7.0,77.0,0.694
10.1,0.043,53.41,0.067,11.2,16.7,-3.1,-6.8,75.6,0.706
10.2,0.041,53.41,0.068,11.0,16.7,-2.8,-6.6,74.2,0.72
10.3,0.04,50.4,0.069,11.0,16.7,-2.7,-6.4,73.6,0.685
10.4,0.039,50.4,0.069,10.8,16.5,-2.6,-6.3,72.4,0.696
10.5,0.037,50.4,0.07,10.7,16.4,-2.4,-6.2,71.4,0.706
10.6,0.035,47.39,0.071,10.5,16.3,-2.3,-6.1,70.4,0.673
10.7,0.033,47.39,0.071,10.5,16.3,-2.0,-5.9,69.4,0.683
10.8,0.032,47.39,0.072,10.5,16.2,-1.8,-5.9,68.8,0.689
10.9,0.031,47.39,0.073,10.5,16.1,-1.6,-6.0,68.4,0.693
11.0,0.03,47.39,0.073,10.4,16.0,-1.5,-6.0,67.8,0.699
11.1,0.03,47.39,0.074,10.3,15.9,-1.4,-6.1,67.4,0.703
11.2,0.029,47.39,0.075,10.3,15.7,-1.3,-6.1,66.8,0.709
11.3,0.03,47.39,0.075,10.3,15.5,-1.1,-6.0,65.8,0.72
11.4,0.03,47.39,0.076,10.2,15.5,-0.9,-5.9,65.0,0.729
11.5,0.03,47.39,0.077,10.1,15.4,-0.8,-5.8,64.2,0.738
11.6,0.03,47.39,0.077,10.0,15.2,-0.6,-5.7,63.0,0.752
11.7,0.031,47.39,0.078,9.8,15.0,-0.3,-5.5,61.2,0.774
11.8,0.031,47.39,0.079,9.6,14.8,-0.1,-5.4,59.8,0.792
11.9,0.031,47.39,0.079,9.5,14.6,0.1,-5.2,58.4,0.811
12.0,0.031,46.27,0.08,9.4,14.5,0.2,-5.0,57.4,0.806
12.1,0.031,45.14,0.081,9.2,14.5,0.5,-4.9,56.2,0.803
12.2,0.031,45.14,0.081,9.1,14.3,0.8,-4.7,54.6,0.827
12.3,0.03,45.14,0.082,8.9,14.1,1.1,-4.6,53.0,0.852
12.4,0.03,45.14,0.083,8.8,14.0,1.4,-4.5,51.8,0.871
12.5,0.03,45.14,0.083,8.9,13.8,1.7,-4.3,50.6,0.892
12.6,0.03,45.14,0.084,8.8,13.7,2.0,-4.2,49.4,0.914
12.7,0.029,45.14,0.085,8.7,13.5,2.2,-4.0,48.0,0.94
12.8,0.029,45.14,0.085,8.6,13.4,2.4,-3.8,46.8,0.965
12.9,0.028,45.14,0.086,8.5,13.3,2.6,-3.6,45.6,0.99
13.0,0.027,45.14,0.087,8.3,13.2,2.9,-3.5,44.2,1.021
13.1,0.026,45.14,0.087,8.1,13.2,3.2,-3.4,43.0,1.05
