Proximity Threshold,Time to Target,Time on Target,Average Time on Target,Adjusted Time on Target,heterogeneity,Seekers,Explorers,Isocontours
0.1,0.109,1.5333333333333337,0.38333333333333347,0.7666666666666669,0.0,6,0,19
