Time,Average Abs(zi-z_goal)/range,Sum Linear Coverage,Time/Total Time,max_x,max_y,min_x,min_y,Perimeter,Sum Linear Coverage/Perimeter
0.0,0.249,0.0,0.0,24.6,22.5,-24.2,-22.9,188.4,0.0
0.1,0.249,171.14,0.001,24.7,22.5,-24.2,-23.0,188.8,0.906
0.2,0.249,171.14,0.001,24.6,22.5,-24.2,-23.1,188.8,0.906
0.3,0.249,173.02,0.002,24.6,22.4,-24.2,-23.1,188.6,0.917
0.4,0.249,176.78,0.003,24.6,22.5,-24.2,-23.1,188.8,0.936
0.5,0.249,176.78,0.003,24.6,22.5,-24.2,-23.1,188.8,0.936
0.6,0.248,171.14,0.004,24.6,22.5,-24.2,-23.1,188.8,0.906
0.7,0.248,171.14,0.005,24.6,22.6,-24.2,-23.0,188.8,0.906
0.8,0.247,171.14,0.005,24.6,22.5,-24.2,-23.0,188.6,0.907
0.9,0.246,171.14,0.006,24.7,22.6,-24.2,-23.0,189.0,0.906
1.0,0.245,171.14,0.007,24.7,22.7,-24.0,-23.0,188.8,0.906
1.1,0.243,171.14,0.007,24.7,22.7,-23.8,-22.9,188.2,0.909
1.2,0.241,174.9,0.008,24.6,22.6,-23.6,-22.8,187.2,0.934
1.3,0.24,171.14,0.009,24.6,22.5,-23.3,-22.6,186.0,0.92
1.4,0.237,171.14,0.009,24.6,22.4,-23.1,-22.4,185.0,0.925
1.5,0.234,168.89,0.01,24.6,22.3,-22.9,-22.2,184.0,0.918
1.6,0.231,164.37,0.011,24.5,22.2,-22.7,-22.0,182.8,0.899
1.7,0.228,159.48,0.011,24.5,22.1,-22.5,-21.7,181.6,0.878
1.8,0.224,159.48,0.012,24.5,22.0,-22.3,-21.5,180.6,0.883
1.9,0.22,159.48,0.013,24.5,21.8,-22.1,-21.2,179.2,0.89
2.0,0.218,159.48,0.013,24.5,21.7,-21.9,-21.1,178.4,0.894
2.1,0.215,153.09,0.014,24.5,21.6,-21.7,-20.9,177.4,0.863
2.2,0.212,151.96,0.015,24.5,21.4,-21.5,-20.7,176.2,0.862
2.3,0.208,151.96,0.015,24.5,21.2,-21.2,-20.5,174.8,0.869
2.4,0.204,151.96,0.016,24.4,21.0,-21.0,-20.3,173.4,0.876
2.5,0.199,151.96,0.017,24.4,20.7,-20.8,-20.1,172.0,0.883
2.6,0.194,151.96,0.017,24.4,20.5,-20.6,-19.9,170.8,0.89
2.7,0.189,151.96,0.018,24.4,20.3,-20.4,-19.7,169.6,0.896
2.8,0.183,151.96,0.019,24.5,20.2,-20.2,-19.5,168.8,0.9
2.9,0.177,151.96,0.019,24.3,20.0,-20.0,-19.3,167.2,0.909
3.0,0.172,136.92,0.02,24.2,19.9,-19.8,-19.1,166.0,0.825
3.1,0.166,135.79,0.021,24.1,19.9,-19.5,-18.9,164.8,0.824
3.2,0.159,132.03,0.021,24.0,19.9,-19.4,-18.8,164.2,0.804
3.3,0.153,132.03,0.022,24.0,19.9,-19.3,-18.6,163.6,0.807
3.4,0.147,129.02,0.023,23.9,19.9,-19.1,-18.4,162.6,0.793
3.5,0.14,129.02,0.023,23.9,19.9,-18.9,-18.2,161.8,0.797
3.6,0.133,129.02,0.024,23.8,19.9,-18.7,-18.1,161.0,0.801
3.7,0.126,125.26,0.025,23.7,19.9,-18.6,-17.9,160.2,0.782
3.8,0.12,115.1,0.025,23.6,19.9,-18.6,-17.7,159.6,0.721
3.9,0.114,115.1,0.026,23.4,19.9,-18.5,-17.5,158.6,0.726
4.0,0.108,115.1,0.027,23.2,19.9,-18.5,-17.2,157.6,0.73
4.1,0.102,113.97,0.027,23.0,19.9,-18.4,-17.0,156.6,0.728
4.2,0.096,110.59,0.028,22.9,19.9,-18.2,-16.7,155.4,0.712
4.3,0.091,108.33,0.029,22.7,19.9,-18.0,-16.5,154.2,0.703
4.4,0.086,108.33,0.029,22.5,19.9,-17.8,-16.3,153.0,0.708
4.5,0.081,108.33,0.03,22.3,19.9,-17.7,-16.1,152.0,0.713
4.6,0.077,105.7,0.031,22.1,19.9,-17.5,-15.8,150.6,0.702
4.7,0.072,105.7,0.031,21.9,19.9,-17.4,-15.6,149.6,0.707
4.8,0.067,105.7,0.032,21.7,19.9,-17.3,-15.3,148.4,0.712
4.9,0.064,104.57,0.033,21.5,19.9,-17.1,-15.1,147.2,0.71
5.0,0.062,103.82,0.033,21.3,19.9,-16.9,-14.8,145.8,0.712
5.1,0.06,103.82,0.034,21.1,19.9,-16.9,-14.6,145.0,0.716
5.2,0.058,103.82,0.035,20.9,19.9,-16.7,-14.4,143.8,0.722
5.3,0.056,103.82,0.035,20.8,19.9,-16.6,-14.2,143.0,0.726
5.4,0.054,103.82,0.036,20.6,19.9,-16.5,-14.0,142.0,0.731
5.5,0.051,102.31,0.037,20.4,19.9,-16.3,-13.8,140.8,0.727
5.6,0.05,102.31,0.037,20.2,19.9,-16.2,-13.8,140.2,0.73
5.7,0.049,102.31,0.038,20.0,19.9,-16.1,-13.8,139.6,0.733
5.8,0.049,102.31,0.039,19.8,19.9,-16.0,-13.7,138.8,0.737
5.9,0.049,101.02,0.039,19.6,19.9,-15.9,-13.6,138.0,0.732
6.0,0.049,101.02,0.04,19.4,19.9,-15.9,-13.6,137.6,0.734
6.1,0.048,101.02,0.041,19.2,19.9,-15.9,-13.6,137.2,0.736
6.2,0.048,101.02,0.041,19.0,19.9,-15.9,-13.6,136.8,0.738
6.3,0.047,101.02,0.042,18.8,19.9,-16.0,-13.7,136.8,0.738
6.4,0.046,101.02,0.043,18.6,19.9,-16.0,-13.7,136.4,0.741
6.5,0.045,96.72,0.043,18.5,19.9,-15.9,-13.7,136.0,0.711
6.6,0.044,96.72,0.044,18.3,19.9,-15.8,-13.7,135.4,0.714
6.7,0.043,94.84,0.045,18.1,19.9,-15.7,-13.9,135.2,0.701
6.8,0.042,94.3,0.045,18.0,19.9,-15.6,-14.0,135.0,0.699
6.9,0.042,94.3,0.046,17.8,19.9,-15.5,-14.0,134.4,0.702
7.0,0.041,94.3,0.047,17.6,19.9,-15.4,-14.1,134.0,0.704
7.1,0.041,94.3,0.047,17.7,19.9,-15.2,-14.2,134.0,0.704
7.2,0.041,94.3,0.048,17.8,19.9,-15.1,-14.3,134.2,0.703
7.3,0.041,94.3,0.049,18.0,19.9,-15.1,-14.3,134.6,0.701
7.4,0.041,94.3,0.049,18.1,19.9,-15.1,-14.5,135.2,0.697
7.5,0.041,94.3,0.05,18.2,20.0,-15.1,-14.7,136.0,0.693
7.6,0.04,94.3,0.051,18.3,20.0,-15.1,-14.8,136.4,0.691
7.7,0.041,94.3,0.051,18.3,20.0,-15.0,-15.0,136.6,0.69
7.8,0.041,94.3,0.052,18.5,20.0,-15.0,-15.1,137.2,0.687
7.9,0.041,94.3,0.053,18.6,20.0,-15.0,-15.0,137.2,0.687
8.0,0.041,94.3,0.053,18.7,20.0,-15.1,-15.2,138.0,0.683
8.1,0.041,92.64,0.054,18.8,20.0,-15.1,-15.2,138.2,0.67
8.2,0.04,92.64,0.055,18.9,20.0,-15.0,-15.3,138.4,0.669
8.3,0.04,94.3,0.055,19.1,20.0,-15.1,-15.3,139.0,0.678
8.4,0.04,94.3,0.056,19.2,20.0,-15.2,-15.4,139.6,0.676
8.5,0.039,94.3,0.057,19.3,20.0,-15.3,-15.5,140.2,0.673
