Time,ID,Measurement,x,y,Ni,Linear Coverage,Abs(zi-z_goal)/range
0.0,11,0.0,-24.1,-0.6,,,0.277
0.0,12,0.0,18.5,16.9,,,0.277
0.0,13,0.0,-3.2,-12.8,,,0.277
0.0,14,0.0,2.3,20.9,,,0.277
0.0,15,0.0,0.6,5.4,,,0.277
0.0,16,0.0,-16.9,-22.0,,,0.277
0.0,17,0.0,7.0,-4.9,,,0.277
0.0,18,0.0,22.8,-12.1,,,0.277
0.0,19,0.0,-5.5,11.2,,,0.277
0.0,20,0.0,15.6,-2.8,,,0.277
0.0,21,0.0,22.3,10.1,,,0.277
0.0,22,0.0,-13.2,7.0,,,0.277
0.0,23,0.0,13.0,-12.4,,,0.277
0.0,24,0.0,15.2,16.6,,,0.277
0.0,25,0.0,1.7,-3.9,,,0.277
0.1,11,0.0,-24.1,-0.6,0.0,22.568,0.277
0.1,12,0.0,18.6,16.9,2.0,7.523,0.277
0.1,13,0.0,-3.1,-12.8,1.0,11.284,0.277
0.1,14,0.0,2.3,20.9,0.0,22.568,0.277
0.1,15,0.0,0.5,5.4,2.0,7.523,0.277
0.1,16,0.0,-17.0,-22.0,0.0,22.568,0.277
0.1,17,0.0,7.0,-4.8,3.0,5.642,0.277
0.1,18,0.0,22.8,-12.2,1.0,11.284,0.277
0.1,19,0.0,-5.5,11.1,2.0,7.523,0.277
0.1,20,0.0,15.6,-2.9,2.0,7.523,0.277
0.1,21,0.0,22.3,10.2,2.0,7.523,0.277
0.1,22,0.0,-13.3,7.1,1.0,11.284,0.277
0.1,23,0.0,13.0,-12.4,3.0,5.642,0.277
0.1,24,0.0,15.2,16.6,2.0,7.523,0.277
0.1,25,0.0,1.6,-3.9,3.0,5.642,0.277
0.2,11,0.0,-24.1,-0.6,0.0,22.568,0.277
0.2,12,0.0,18.6,16.9,2.0,7.523,0.277
0.2,13,0.0,-3.0,-12.7,1.0,11.284,0.277
0.2,14,0.0,2.3,20.9,0.0,22.568,0.277
0.2,15,0.0,0.4,5.3,2.0,7.523,0.277
0.2,16,0.0,-16.9,-22.0,0.0,22.568,0.277
0.2,17,0.0,7.1,-4.7,3.0,5.642,0.277
0.2,18,0.0,22.8,-12.3,1.0,11.284,0.277
0.2,19,0.0,-5.6,11.1,2.0,7.523,0.277
0.2,20,0.0,15.6,-2.8,2.0,7.523,0.277
0.2,21,0.0,22.3,10.1,2.0,7.523,0.277
0.2,22,0.0,-13.3,7.2,1.0,11.284,0.277
0.2,23,0.0,13.1,-12.5,3.0,5.642,0.277
0.2,24,0.001,15.3,16.5,2.0,7.523,0.277
0.2,25,0.0,1.7,-3.9,3.0,5.642,0.277
0.3,11,0.0,-24.1,-0.6,0.0,22.568,0.277
0.3,12,0.0,18.4,16.9,2.0,7.523,0.277
0.3,13,0.0,-3.1,-12.8,1.0,11.284,0.277
0.3,14,0.0,2.3,20.9,0.0,22.568,0.277
0.3,15,0.0,0.4,5.3,2.0,7.523,0.277
0.3,16,0.0,-17.0,-22.0,0.0,22.568,0.277
0.3,17,0.0,7.1,-4.6,3.0,5.642,0.277
0.3,18,0.0,22.8,-12.4,1.0,11.284,0.277
0.3,19,0.0,-5.6,11.1,2.0,7.523,0.277
0.3,20,0.0,15.6,-2.8,2.0,7.523,0.277
0.3,21,0.0,22.1,10.2,2.0,7.523,0.277
0.3,22,0.0,-13.3,7.3,1.0,11.284,0.277
0.3,23,0.0,13.0,-12.4,3.0,5.642,0.277
0.3,24,0.014,15.3,16.5,2.0,7.523,0.274
0.3,25,0.0,1.8,-3.9,3.0,5.642,0.277
0.4,11,0.0,-24.1,-0.7,0.0,22.568,0.277
0.4,12,0.009,18.1,16.9,2.0,7.523,0.275
0.4,13,0.0,-3.1,-12.8,1.0,11.284,0.277
0.4,14,0.0,2.3,20.9,0.0,22.568,0.277
0.4,15,0.0,0.3,5.3,2.0,7.523,0.277
0.4,16,0.0,-17.1,-22.0,0.0,22.568,0.277
0.4,17,0.0,7.1,-4.7,3.0,5.642,0.277
0.4,18,0.0,22.9,-12.3,1.0,11.284,0.277
0.4,19,0.0,-5.6,11.1,2.0,7.523,0.277
0.4,20,0.0,15.6,-2.9,2.0,7.523,0.277
0.4,21,0.0,21.9,10.4,2.0,7.523,0.277
0.4,22,0.0,-13.2,7.2,1.0,11.284,0.277
0.4,23,0.0,13.0,-12.4,3.0,5.642,0.277
0.4,24,0.068,15.3,16.6,2.0,7.523,0.259
0.4,25,0.0,1.8,-3.8,3.0,5.642,0.277
0.5,11,0.0,-24.1,-0.7,0.0,22.568,0.277
0.5,12,0.049,17.9,16.9,2.0,7.523,0.264
0.5,13,0.0,-3.0,-12.8,1.0,11.284,0.277
0.5,14,0.0,2.5,20.9,0.0,22.568,0.277
0.5,15,0.0,0.2,5.3,2.0,7.523,0.277
0.5,16,0.0,-17.2,-22.0,0.0,22.568,0.277
0.5,17,0.0,7.0,-4.7,3.0,5.642,0.277
0.5,18,0.0,22.9,-12.2,1.0,11.284,0.277
0.5,19,0.0,-5.6,11.2,2.0,7.523,0.277
0.5,20,0.0,15.6,-3.0,2.0,7.523,0.277
0.5,21,0.0,21.7,10.6,2.0,7.523,0.277
0.5,22,0.0,-13.2,7.3,1.0,11.284,0.277
0.5,23,0.0,12.9,-12.4,3.0,5.642,0.277
0.5,24,0.168,15.2,16.6,2.0,7.523,0.231
0.5,25,0.0,1.7,-3.8,3.0,5.642,0.277
0.6,11,0.0,-24.1,-0.6,0.0,22.568,0.277
0.6,12,0.121,17.7,16.8,2.0,7.523,0.244
0.6,13,0.0,-3.0,-12.8,1.0,11.284,0.277
0.6,14,0.0,2.7,20.8,0.0,22.568,0.277
0.6,15,0.0,0.1,5.3,2.0,7.523,0.277
0.6,16,0.0,-17.1,-22.0,0.0,22.568,0.277
0.6,17,0.0,7.0,-4.8,3.0,5.642,0.277
0.6,18,0.0,22.8,-12.3,1.0,11.284,0.277
0.6,19,0.0,-5.6,11.1,2.0,7.523,0.277
0.6,20,0.0,15.6,-2.9,2.0,7.523,0.277
0.6,21,0.0,21.6,10.7,2.0,7.523,0.277
0.6,22,0.0,-13.2,7.4,1.0,11.284,0.277
0.6,23,0.0,13.0,-12.4,3.0,5.642,0.277
0.6,24,0.288,15.2,16.7,2.0,7.523,0.198
0.6,25,0.0,1.6,-3.8,3.0,5.642,0.277
0.7,11,0.0,-24.1,-0.6,0.0,22.568,0.277
0.7,12,0.231,17.4,16.7,2.0,7.523,0.213
0.7,13,0.0,-3.2,-12.8,1.0,11.284,0.277
0.7,14,0.002,3.0,20.7,0.0,22.568,0.277
0.7,15,0.0,0.0,5.3,2.0,7.523,0.277
0.7,16,0.0,-17.2,-22.1,0.0,22.568,0.277
0.7,17,0.0,7.0,-4.8,3.0,5.642,0.277
0.7,18,0.0,22.8,-12.3,1.0,11.284,0.277
0.7,19,0.0,-5.6,11.2,2.0,7.523,0.277
0.7,20,0.0,15.6,-3.0,2.0,7.523,0.277
0.7,21,0.001,21.4,10.9,2.0,7.523,0.277
0.7,22,0.0,-13.1,7.4,1.0,11.284,0.277
0.7,23,0.0,12.9,-12.3,3.0,5.642,0.277
0.7,24,0.4,15.3,16.7,2.0,7.523,0.166
0.7,25,0.0,1.5,-3.9,3.0,5.642,0.277
0.8,11,0.0,-24.1,-0.7,0.0,22.568,0.277
0.8,12,0.346,17.3,16.7,2.0,7.523,0.181
0.8,13,0.0,-3.2,-12.8,1.0,11.284,0.277
0.8,14,0.007,3.3,20.6,0.0,22.568,0.276
0.8,15,0.0,-0.0,5.4,2.0,7.523,0.277
0.8,16,0.0,-17.3,-22.1,0.0,22.568,0.277
0.8,17,0.0,7.0,-4.6,3.0,5.642,0.277
0.8,18,0.0,22.7,-12.3,1.0,11.284,0.277
0.8,19,0.0,-5.7,11.2,2.0,7.523,0.277
0.8,20,0.0,15.6,-2.9,2.0,7.523,0.277
