Time,Sum Area Coverage,Time/Total Time,Non-Dimensional Area Coverage
0.0,0.0,0.0,0.0
0.1,3474.28,0.001,1.39
0.2,3074.28,0.001,1.23
0.3,3100.95,0.002,1.24
0.4,3234.28,0.003,1.294
0.5,3263.81,0.003,1.306
0.6,3263.81,0.004,1.306
0.7,3103.81,0.005,1.242
0.8,3137.14,0.005,1.255
0.9,3537.14,0.006,1.415
1.0,3560.0,0.007,1.424
1.1,3573.33,0.007,1.429
1.2,3593.33,0.008,1.437
1.3,3673.33,0.009,1.469
1.4,4033.33,0.009,1.613
1.5,4033.33,0.01,1.613
1.6,4026.66,0.011,1.611
1.7,4026.66,0.011,1.611
1.8,4026.66,0.012,1.611
1.9,4026.66,0.013,1.611
2.0,4033.33,0.013,1.613
2.1,3993.33,0.014,1.597
2.2,3993.33,0.015,1.597
2.3,3770.48,0.015,1.508
2.4,3580.0,0.016,1.432
2.5,3517.14,0.017,1.407
2.6,3580.0,0.017,1.432
2.7,3580.0,0.018,1.432
2.8,3540.0,0.019,1.416
2.9,3540.0,0.019,1.416
3.0,3533.33,0.02,1.413
3.1,3746.67,0.021,1.499
3.2,3746.67,0.021,1.499
3.3,3793.33,0.022,1.517
3.4,3833.33,0.023,1.533
3.5,3793.33,0.023,1.517
3.6,3746.67,0.024,1.499
3.7,3833.33,0.025,1.533
3.8,3800.0,0.025,1.52
3.9,3760.0,0.026,1.504
4.0,3780.0,0.027,1.512
4.1,3753.33,0.027,1.501
4.2,3780.0,0.028,1.512
4.3,3780.0,0.029,1.512
4.4,3780.0,0.029,1.512
4.5,3780.0,0.03,1.512
4.6,3780.0,0.031,1.512
4.7,3780.0,0.031,1.512
4.8,3726.67,0.032,1.491
4.9,3726.67,0.033,1.491
5.0,3700.0,0.033,1.48
5.1,3726.67,0.034,1.491
5.2,3713.33,0.035,1.485
5.3,3780.0,0.035,1.512
5.4,3726.67,0.036,1.491
5.5,3693.33,0.037,1.477
5.6,3693.33,0.037,1.477
5.7,3693.33,0.038,1.477
5.8,3693.33,0.039,1.477
5.9,3693.33,0.039,1.477
6.0,3693.33,0.04,1.477
6.1,3633.33,0.041,1.453
6.2,3633.33,0.041,1.453
6.3,3660.0,0.042,1.464
6.4,3660.0,0.043,1.464
6.5,3660.0,0.043,1.464
6.6,3660.0,0.044,1.464
6.7,3660.0,0.045,1.464
6.8,3660.0,0.045,1.464
6.9,3700.0,0.046,1.48
7.0,3660.0,0.047,1.464
7.1,3660.0,0.047,1.464
7.2,3660.0,0.048,1.464
7.3,3660.0,0.049,1.464
7.4,3666.67,0.049,1.467
7.5,3633.33,0.05,1.453
7.6,3660.0,0.051,1.464
7.7,3680.0,0.051,1.472
7.8,3700.0,0.052,1.48
7.9,3700.0,0.053,1.48
8.0,3720.0,0.053,1.488
8.1,3733.33,0.054,1.493
8.2,3693.33,0.055,1.477
8.3,3733.33,0.055,1.493
8.4,3693.33,0.056,1.477
8.5,3680.0,0.057,1.472
8.6,3670.48,0.057,1.468
8.7,3733.33,0.058,1.493
8.8,3723.81,0.059,1.49
8.9,3770.48,0.059,1.508
9.0,3790.48,0.06,1.516
9.1,3810.48,0.061,1.524
9.2,3810.48,0.061,1.524
9.3,3770.48,0.062,1.508
9.4,3770.48,0.063,1.508
9.5,3714.28,0.063,1.486
9.6,3783.81,0.064,1.514
9.7,3754.28,0.065,1.502
9.8,3714.28,0.065,1.486
9.9,3743.81,0.066,1.498
10.0,3690.48,0.067,1.476
10.1,3667.62,0.067,1.467
10.2,3667.62,0.068,1.467
10.3,3700.95,0.069,1.48
10.4,3700.95,0.069,1.48
10.5,3700.95,0.07,1.48
10.6,3674.29,0.071,1.47
10.7,3267.62,0.071,1.307
10.8,3267.62,0.072,1.307
10.9,3327.62,0.073,1.331
11.0,3314.28,0.073,1.326
11.1,3267.62,0.074,1.307
11.2,3254.29,0.075,1.302
11.3,3220.95,0.075,1.288
11.4,3220.95,0.076,1.288
11.5,3220.95,0.077,1.288
11.6,3220.95,0.077,1.288
11.7,3220.95,0.078,1.288
11.8,3220.95,0.079,1.288
11.9,3254.29,0.079,1.302
12.0,3217.14,0.08,1.287
12.1,3230.48,0.081,1.292
12.2,3240.95,0.081,1.296
12.3,3137.14,0.082,1.255
12.4,3107.62,0.083,1.243
12.5,3078.1,0.083,1.231
12.6,3107.62,0.084,1.243
12.7,3107.62,0.085,1.243
12.8,3126.67,0.085,1.251
12.9,3126.67,0.086,1.251
13.0,2893.34,0.087,1.157
13.1,2960.95,0.087,1.184
13.2,3140.0,0.088,1.256
13.3,3123.81,0.089,1.25
13.4,3187.62,0.089,1.275
13.5,3187.62,0.09,1.275
13.6,3187.62,0.091,1.275
13.7,3187.62,0.091,1.275
13.8,3187.62,0.092,1.275
13.9,3217.14,0.093,1.287
14.0,3168.57,0.093,1.267
14.1,3187.62,0.094,1.275
14.2,3215.24,0.095,1.286
14.3,3168.57,0.095,1.267
14.4,3168.57,0.096,1.267
